,1099 HK Equity,,1066 HK Equity,,874 HK Equity,,460 HK Equity,,867 HK Equity,,1666 HK Equity,,2877 HK Equity,,853 HK Equity,,325 HK Equity,,8058 HK Equity,,8231 HK Equity,,963 HK Equity
10/22/2009,3.258,6/3/2008,0.43,6/3/2008,0.89302,11/25/2010,0.7578,10/27/2010,0.343,6/3/2008,0.4886,6/3/2008,0.77643,10/25/2010,1.0441,7/28/2010,0.44806,6/3/2008,0.4869,6/3/2008,0.07687,11/3/2008,0.10322
10/23/2009,3.5355,6/4/2008,0.4,6/4/2008,0.88378,11/26/2010,0.756,10/28/2010,0.34175,6/4/2008,0.4867,6/4/2008,0.79156,10/26/2010,1.0401,7/29/2010,0.45586,6/4/2008,0.4803,6/4/2008,0.07685,11/4/2008,0.10323
10/27/2009,3.7225,6/5/2008,0.41,6/5/2008,0.86581,11/29/2010,0.7945,10/29/2010,0.34059,6/5/2008,0.4824,6/5/2008,0.78768,10/27/2010,1.0195,7/30/2010,0.46734,6/5/2008,0.4918,6/5/2008,0.07685,11/5/2008,0.10322
10/28/2009,3.5999,6/6/2008,0.41,6/6/2008,0.83879,11/30/2010,0.7726,11/1/2010,0.33644,6/6/2008,0.4866,6/6/2008,0.79397,10/28/2010,0.9889,8/2/2010,0.47268,6/6/2008,0.4918,6/6/2008,0.07684,11/6/2008,0.10322
10/29/2009,3.5611,6/10/2008,0.4,6/10/2008,0.76569,12/1/2010,0.7624,11/2/2010,0.33578,6/10/2008,0.4738,6/10/2008,0.77466,10/29/2010,1.0192,8/3/2010,0.4729,6/10/2008,0.4827,6/10/2008,0.07683,11/7/2008,0.10322
10/30/2009,3.6387,6/11/2008,0.41,6/11/2008,0.76961,12/2/2010,0.7597,11/3/2010,0.33853,6/11/2008,0.4772,6/11/2008,0.77858,11/1/2010,1.0462,8/4/2010,0.46756,6/11/2008,0.4764,6/11/2008,0.07683,11/10/2008,0.10323
11/2/2009,3.5806,6/12/2008,0.41,6/12/2008,0.74483,12/3/2010,0.7524,11/4/2010,0.34879,6/12/2008,0.4650,6/12/2008,0.79218,11/2/2010,1.0798,8/5/2010,0.47784,6/12/2008,0.4761,6/12/2008,0.07679,11/11/2008,0.10322
11/3/2009,3.4837,6/13/2008,0.41,6/13/2008,0.76774,12/6/2010,0.7422,11/5/2010,0.3475,6/13/2008,0.4675,6/13/2008,0.79206,11/3/2010,1.0721,8/6/2010,0.47278,6/13/2008,0.4734,6/13/2008,0.07677,11/12/2008,0.10322
11/4/2009,3.5483,6/16/2008,0.4,6/16/2008,0.7683,12/7/2010,0.7369,11/8/2010,0.34475,6/16/2008,0.4653,6/16/2008,0.78751,11/4/2010,1.0693,8/9/2010,0.48056,6/16/2008,0.4623,6/16/2008,0.07683,11/13/2008,0.10967
11/5/2009,3.5419,6/17/2008,0.4,6/17/2008,0.72728,12/8/2010,0.7634,11/9/2010,0.34196,6/17/2008,0.4695,6/17/2008,0.77594,11/5/2010,1.0515,8/10/2010,0.47272,6/17/2008,0.4789,6/17/2008,0.07683,11/14/2008,0.10968
11/6/2009,3.5806,6/18/2008,0.4,6/18/2008,0.73658,12/9/2010,0.7525,11/10/2010,0.3406,6/18/2008,0.4663,6/18/2008,0.78141,11/8/2010,1.0593,8/11/2010,0.46867,6/18/2008,0.4740,6/18/2008,0.07686,11/17/2008,0.10967
11/9/2009,3.5935,6/19/2008,0.39,6/19/2008,0.69033,12/10/2010,0.7538,11/11/2010,0.35025,6/19/2008,0.4645,6/19/2008,0.76845,11/9/2010,1.0463,8/12/2010,0.45573,6/19/2008,0.4713,6/19/2008,0.07685,11/18/2008,0.10193
11/10/2009,3.4129,6/20/2008,0.4,6/20/2008,0.68935,12/13/2010,0.7443,11/12/2010,0.34471,6/20/2008,0.4638,6/20/2008,0.77519,11/10/2010,1.0463,8/13/2010,0.45803,6/20/2008,0.4715,6/20/2008,0.07688,11/19/2008,0.11613
11/11/2009,3.3871,6/23/2008,0.36,6/23/2008,0.69173,12/14/2010,0.7552,11/15/2010,0.35086,6/23/2008,0.4629,6/23/2008,0.75578,11/11/2010,1.0554,8/16/2010,0.45419,6/23/2008,0.4637,6/23/2008,0.07302,11/20/2008,0.11484
11/12/2009,3.4258,6/24/2008,0.36,6/24/2008,0.68268,12/15/2010,0.7434,11/16/2010,0.34592,6/24/2008,0.4526,6/24/2008,0.75568,11/12/2010,1.0553,8/17/2010,0.45046,6/24/2008,0.4598,6/24/2008,0.07301,11/21/2008,0.11482
11/13/2009,3.3677,6/25/2008,0.38,6/25/2008,0.68651,12/16/2010,0.7406,11/17/2010,0.34376,6/25/2008,0.4483,6/25/2008,0.75567,11/15/2010,1.0332,8/18/2010,0.45823,6/25/2008,0.4508,6/25/2008,0.07301,11/24/2008,0.11481
11/16/2009,3.3419,6/26/2008,0.37,6/26/2008,0.68931,12/17/2010,0.7419,11/18/2010,0.34669,6/26/2008,0.4527,6/26/2008,0.75594,11/16/2010,1.0019,8/19/2010,0.46203,6/26/2008,0.4600,6/26/2008,0.07303,11/25/2008,0.11474
11/17/2009,3.2515,6/27/2008,0.36,6/27/2008,0.6844,12/20/2010,0.7305,11/19/2010,0.34942,6/27/2008,0.4477,6/27/2008,0.74336,11/17/2010,0.9578,8/20/2010,0.46297,6/27/2008,0.4499,6/27/2008,0.07305,11/26/2008,0.10961
11/18/2009,3.2322,6/30/2008,0.36,6/30/2008,0.67966,12/21/2010,0.7242,11/22/2010,0.35073,6/30/2008,0.4523,6/30/2008,0.74506,11/18/2010,0.9699,8/23/2010,0.46946,6/30/2008,0.4386,6/30/2008,0.0731,11/27/2008,0.10966
11/19/2009,3.4387,7/2/2008,0.36,7/2/2008,0.66675,12/22/2010,0.7199,11/23/2010,0.3499,7/2/2008,0.4531,7/2/2008,0.75138,11/19/2010,0.984,8/24/2010,0.45906,7/2/2008,0.4385,7/2/2008,0.07309,11/28/2008,0.10967
11/20/2009,3.516,7/3/2008,0.32,7/3/2008,0.63856,12/23/2010,0.7188,11/24/2010,0.35128,7/3/2008,0.4522,7/3/2008,0.73729,11/22/2010,0.9723,8/25/2010,0.45133,7/3/2008,0.4039,7/3/2008,0.07309,12/1/2008,0.10192
11/23/2009,3.4967,7/4/2008,0.32,7/4/2008,0.62705,12/24/2010,0.7236,11/25/2010,0.36703,7/4/2008,0.4497,7/4/2008,0.73733,11/23/2010,0.9667,8/26/2010,0.44996,7/4/2008,0.4014,7/4/2008,0.07309,12/2/2008,0.10192
11/24/2009,3.529,7/7/2008,0.31,7/7/2008,0.637,12/28/2010,0.7236,11/26/2010,0.38739,7/7/2008,0.4460,7/7/2008,0.7562,11/24/2010,0.9616,8/27/2010,0.4448,7/7/2008,0.4294,7/7/2008,0.07306,12/3/2008,0.1019
11/25/2009,3.4645,7/8/2008,0.32,7/8/2008,0.60239,12/29/2010,0.7182,11/29/2010,0.39763,7/8/2008,0.4443,7/8/2008,0.73696,11/25/2010,0.9459,8/30/2010,0.45892,7/8/2008,0.4230,7/8/2008,0.07306,12/4/2008,0.10191
11/26/2009,3.3741,7/9/2008,0.32,7/9/2008,0.63695,12/30/2010,0.7209,11/30/2010,0.39215,7/9/2008,0.4357,7/9/2008,0.75614,11/26/2010,0.9299,8/31/2010,0.45252,7/9/2008,0.4357,7/9/2008,0.06664,12/5/2008,0.08644
11/27/2009,3.3288,7/10/2008,0.32,7/10/2008,0.63436,12/31/2010,0.7308,12/1/2010,0.3853,7/10/2008,0.4391,7/10/2008,0.75483,11/29/2010,0.9284,9/1/2010,0.46307,7/10/2008,0.4229,7/10/2008,0.06664,12/8/2008,0.10321
11/30/2009,3.5225,7/11/2008,0.32,7/11/2008,0.65089,1/3/2011,0.7312,12/2/2010,0.39006,7/11/2008,0.4527,7/11/2008,0.74955,11/30/2010,0.9658,9/2/2010,0.46846,7/11/2008,0.4049,7/11/2008,0.06663,12/9/2008,0.10322
12/1/2009,3.4774,7/14/2008,0.33,7/14/2008,0.65354,1/4/2011,0.7311,12/3/2010,0.38893,7/14/2008,0.4485,7/14/2008,0.74964,12/1/2010,0.9671,9/3/2010,0.46582,7/14/2008,0.4049,7/14/2008,0.07561,12/10/2008,0.10322
12/2/2009,3.4645,7/15/2008,0.32,7/15/2008,0.62847,1/5/2011,0.7438,12/6/2010,0.39309,7/15/2008,0.4404,7/15/2008,0.71825,12/2/2010,0.9567,9/6/2010,0.45329,7/15/2008,0.4104,7/15/2008,0.07567,12/11/2008,0.10322
12/3/2009,3.4903,7/16/2008,0.32,7/16/2008,0.63336,1/6/2011,0.7359,12/7/2010,0.41291,7/16/2008,0.4334,7/16/2008,0.74362,12/3/2010,0.9895,9/7/2010,0.46215,7/16/2008,0.4487,7/16/2008,0.07436,12/12/2008,0.10322
12/4/2009,3.6258,7/17/2008,0.32,7/17/2008,0.64629,1/7/2011,0.7244,12/8/2010,0.41606,7/17/2008,0.4274,7/17/2008,0.74375,12/6/2010,0.987,9/8/2010,0.4517,7/17/2008,0.4232,7/17/2008,0.06155,12/15/2008,0.11613
12/7/2009,3.5805,7/18/2008,0.32,7/18/2008,0.64118,1/10/2011,0.7175,12/9/2010,0.41232,7/18/2008,0.4206,7/18/2008,0.73095,12/7/2010,0.979,9/9/2010,0.45307,7/18/2008,0.4475,7/18/2008,0.0654,12/16/2008,0.11613
12/8/2009,3.5031,7/21/2008,0.32,7/21/2008,0.64768,1/11/2011,0.7177,12/10/2010,0.39584,7/21/2008,0.4207,7/21/2008,0.73104,12/8/2010,0.9449,9/10/2010,0.4596,7/21/2008,0.4450,7/21/2008,0.06541,12/17/2008,0.09806
12/9/2009,3.4514,7/22/2008,0.32,7/22/2008,0.65031,1/12/2011,0.7191,12/13/2010,0.40589,7/22/2008,0.4199,7/22/2008,0.7247,12/9/2010,0.9326,9/13/2010,0.45577,7/22/2008,0.4400,7/22/2008,0.06157,12/18/2008,0.09806
12/10/2009,3.4514,7/23/2008,0.32,7/23/2008,0.65903,1/13/2011,0.7152,12/14/2010,0.41854,7/23/2008,0.4210,7/23/2008,0.73083,12/10/2010,0.9223,9/14/2010,0.45198,7/23/2008,0.4475,7/23/2008,0.06154,12/19/2008,0.09806
12/11/2009,3.4191,7/24/2008,0.32,7/24/2008,0.64753,1/14/2011,0.7139,12/15/2010,0.41158,7/24/2008,0.4189,7/24/2008,0.74369,12/13/2010,0.9256,9/15/2010,0.45192,7/24/2008,0.4462,7/24/2008,0.06155,12/22/2008,0.10321
12/14/2009,3.4509,7/25/2008,0.33,7/25/2008,0.64103,1/17/2011,0.7138,12/16/2010,0.41075,7/25/2008,0.4081,7/25/2008,0.73077,12/14/2010,0.9301,9/16/2010,0.45192,7/25/2008,0.4423,7/25/2008,0.06154,12/23/2008,0.10322
12/15/2009,3.521,7/28/2008,0.33,7/28/2008,0.64742,1/18/2011,0.7136,12/17/2010,0.41146,7/28/2008,0.4256,7/28/2008,0.71793,12/15/2010,0.9222,9/17/2010,0.45077,7/28/2008,0.4474,7/28/2008,0.06154,12/24/2008,0.10322
12/16/2009,3.5342,7/29/2008,0.33,7/29/2008,0.63951,1/19/2011,0.7123,12/20/2010,0.40947,7/29/2008,0.4144,7/29/2008,0.73051,12/16/2010,0.9065,9/20/2010,0.46365,7/29/2008,0.4460,7/29/2008,0.06152,12/29/2008,0.10322
12/17/2009,3.4554,7/30/2008,0.33,7/30/2008,0.6356,1/20/2011,0.7091,12/21/2010,0.41163,7/30/2008,0.4229,7/30/2008,0.73043,12/17/2010,0.9117,9/21/2010,0.4548,7/30/2008,0.4600,7/30/2008,0.06151,12/30/2008,0.10322
12/18/2009,3.474,7/31/2008,0.34,7/31/2008,0.61522,1/21/2011,0.6894,12/22/2010,0.42437,7/31/2008,0.4178,7/31/2008,0.72929,12/20/2010,0.9272,9/22/2010,0.46405,7/31/2008,0.4601,7/31/2008,0.06152,12/31/2008,0.10322
12/21/2009,3.4361,8/1/2008,0.34,8/1/2008,0.6253,1/24/2011,0.6772,12/23/2010,0.43208,8/1/2008,0.4207,8/1/2008,0.72012,12/21/2010,0.9429,9/24/2010,0.46538,8/1/2008,0.4510,8/1/2008,0.0615,1/2/2009,0.10322
12/22/2009,3.5208,8/4/2008,0.34,8/4/2008,0.60994,1/25/2011,0.6661,12/24/2010,0.43458,8/4/2008,0.4143,8/4/2008,0.72014,12/22/2010,0.9628,9/27/2010,0.46274,8/4/2008,0.4549,8/4/2008,0.06279,1/5/2009,0.1032
12/23/2009,3.4952,8/5/2008,0.35,8/5/2008,0.58939,1/26/2011,0.6511,12/28/2010,0.44419,8/5/2008,0.4057,8/5/2008,0.71752,12/23/2010,0.9503,9/28/2010,0.4473,8/5/2008,0.4536,8/5/2008,0.06278,1/6/2009,0.10318
12/24/2009,3.5131,8/7/2008,0.37,8/7/2008,0.61377,1/27/2011,0.6626,12/29/2010,0.47283,8/7/2008,0.3981,8/7/2008,0.72013,12/24/2010,0.9421,9/29/2010,0.45763,8/7/2008,0.4536,8/7/2008,0.06279,1/7/2009,0.10321
12/28/2009,3.5973,8/8/2008,0.36,8/8/2008,0.61442,1/28/2011,0.6544,12/30/2010,0.50444,8/8/2008,0.3840,8/8/2008,0.71554,12/28/2010,0.9293,9/30/2010,0.4678,8/8/2008,0.4608,8/8/2008,0.06272,1/8/2009,0.10315
12/29/2009,3.5525,8/11/2008,0.36,8/11/2008,0.58909,1/31/2011,0.6864,12/31/2010,0.51324,8/11/2008,0.3842,8/11/2008,0.71075,12/29/2010,0.9341,10/4/2010,0.4821,8/11/2008,0.4482,8/11/2008,0.05763,1/9/2009,0.09153
12/30/2009,3.5721,8/12/2008,0.37,8/12/2008,0.58142,2/1/2011,0.6776,1/3/2011,0.52245,8/12/2008,0.3927,8/12/2008,0.72229,12/30/2010,0.9266,10/5/2010,0.4706,8/12/2008,0.4329,8/12/2008,0.05763,1/12/2009,0.09154
12/31/2009,3.5533,8/13/2008,0.36,8/13/2008,0.56219,2/2/2011,0.6767,1/4/2011,0.51139,8/13/2008,0.3842,8/13/2008,0.72739,12/31/2010,0.9572,10/6/2010,0.47709,8/13/2008,0.4354,8/13/2008,0.05763,1/13/2009,0.09025
1/4/2010,3.7135,8/14/2008,0.37,8/14/2008,0.57104,2/7/2011,0.6719,1/5/2011,0.49416,8/14/2008,0.3756,8/14/2008,0.72724,1/3/2011,0.9577,10/7/2010,0.48102,8/14/2008,0.4212,8/14/2008,0.06274,1/14/2009,0.09798
1/5/2010,4.0609,8/15/2008,0.37,8/15/2008,0.56178,2/8/2011,0.6617,1/6/2011,0.50019,8/15/2008,0.3796,8/15/2008,0.71662,1/4/2011,0.9602,10/8/2010,0.47693,8/15/2008,0.4197,8/15/2008,0.0627,1/15/2009,0.08374
1/6/2010,4.1007,8/18/2008,0.38,8/18/2008,0.55682,2/9/2011,0.65,1/7/2011,0.5037,8/18/2008,0.3798,8/18/2008,0.71683,1/5/2011,0.9613,10/11/2010,0.46144,8/18/2008,0.3866,8/18/2008,0.06272,1/16/2009,0.08375
1/7/2010,3.9847,8/19/2008,0.38,8/19/2008,0.53128,2/10/2011,0.6419,1/10/2011,0.50402,8/19/2008,0.3789,8/19/2008,0.71051,1/6/2011,0.9687,10/12/2010,0.45107,8/19/2008,0.3764,8/19/2008,0.06145,1/19/2009,0.08378
1/8/2010,3.9973,8/20/2008,0.38,8/20/2008,0.54806,2/11/2011,0.6414,1/11/2011,0.54056,8/20/2008,0.3756,8/20/2008,0.70429,1/7/2011,0.9509,10/13/2010,0.4536,8/20/2008,0.4047,8/20/2008,0.06147,1/20/2009,0.08377
1/11/2010,4.036,8/21/2008,0.38,8/21/2008,0.53801,2/14/2011,0.6375,1/12/2011,0.53853,8/21/2008,0.3630,8/21/2008,0.74297,1/10/2011,0.9219,10/14/2010,0.446,8/21/2008,0.3843,8/21/2008,0.06149,1/21/2009,0.08377
1/12/2010,4.0488,8/25/2008,0.37,8/25/2008,0.53791,2/15/2011,0.6274,1/13/2011,0.53101,8/25/2008,0.3543,8/25/2008,0.7377,1/11/2011,0.9261,10/15/2010,0.45247,8/25/2008,0.3740,8/25/2008,0.07172,1/22/2009,0.08377
1/13/2010,4.1641,8/26/2008,0.37,8/26/2008,0.52132,2/16/2011,0.6239,1/14/2011,0.51727,8/26/2008,0.3544,8/26/2008,0.71858,1/12/2011,0.9261,10/18/2010,0.45634,8/26/2008,0.3715,8/26/2008,0.07173,1/23/2009,0.08381
1/14/2010,4.1701,8/27/2008,0.36,8/27/2008,0.52901,2/17/2011,0.6318,1/17/2011,0.51442,8/27/2008,0.3416,8/27/2008,0.71858,1/13/2011,0.921,10/19/2010,0.45361,8/27/2008,0.3843,8/27/2008,0.07173,1/29/2009,0.08509
1/15/2010,4.0141,8/28/2008,0.36,8/28/2008,0.52517,2/18/2011,0.6294,1/18/2011,0.5143,8/28/2008,0.3420,8/28/2008,0.7173,1/14/2011,0.9184,10/20/2010,0.45736,8/28/2008,0.3843,8/28/2008,0.07173,1/30/2009,0.08511
1/18/2010,4.0125,8/29/2008,0.38,8/29/2008,0.49973,2/21/2011,0.6257,1/19/2011,0.51428,8/29/2008,0.3545,8/29/2008,0.71756,1/17/2011,0.908,10/21/2010,0.45462,8/29/2008,0.4164,8/29/2008,0.07176,2/2/2009,0.08382
1/19/2010,4.1544,9/1/2008,0.38,9/1/2008,0.4753,2/22/2011,0.6057,1/20/2011,0.51113,9/1/2008,0.3519,9/1/2008,0.71871,1/18/2011,0.9052,10/22/2010,0.45082,9/1/2008,0.4164,9/1/2008,0.05765,2/3/2009,0.08513
1/20/2010,4.1256,9/2/2008,0.38,9/2/2008,0.44577,2/23/2011,0.6055,1/21/2011,0.51281,9/2/2008,0.3518,9/2/2008,0.74294,1/19/2011,0.9,10/25/2010,0.4473,9/2/2008,0.4163,9/2/2008,0.05764,2/4/2009,0.0864
1/21/2010,3.9636,9/3/2008,0.39,9/3/2008,0.42267,2/24/2011,0.5862,1/24/2011,0.5151,9/3/2008,0.3544,9/3/2008,0.74287,1/20/2011,0.8736,10/26/2010,0.45754,9/3/2008,0.4227,9/3/2008,0.05764,2/5/2009,0.08642
1/22/2010,4.1504,9/4/2008,0.39,9/4/2008,0.4201,2/25/2011,0.603,1/25/2011,0.49284,9/4/2008,0.3544,9/4/2008,0.74927,1/21/2011,0.8421,10/27/2010,0.46526,9/4/2008,0.4163,9/4/2008,0.05764,2/6/2009,0.0877
1/25/2010,4.0486,9/5/2008,0.38,9/5/2008,0.38803,2/28/2011,0.6073,1/26/2011,0.48152,9/5/2008,0.3543,9/5/2008,0.74277,1/24/2011,0.8337,10/28/2010,0.44609,9/5/2008,0.4162,9/5/2008,0.04674,2/9/2009,0.0903
1/26/2010,3.8394,9/8/2008,0.38,9/8/2008,0.39097,3/1/2011,0.6226,1/27/2011,0.48623,9/8/2008,0.3465,9/8/2008,0.74348,1/25/2011,0.8304,10/29/2010,0.4438,9/8/2008,0.4166,9/8/2008,0.04615,2/10/2009,0.09288
1/27/2010,3.7808,9/9/2008,0.38,9/9/2008,0.38468,3/2/2011,0.629,1/28/2011,0.48316,9/9/2008,0.3462,9/9/2008,0.75655,1/26/2011,0.8078,11/1/2010,0.44635,9/9/2008,0.4155,9/9/2008,0.04616,2/11/2009,0.09289
1/28/2010,3.8047,9/10/2008,0.39,9/10/2008,0.37821,3/3/2011,0.647,1/31/2011,0.49269,9/10/2008,0.3462,9/10/2008,0.75641,1/27/2011,0.7871,11/2/2010,0.44251,9/10/2008,0.4218,9/10/2008,0.04615,2/12/2009,0.09288
1/29/2010,3.7735,9/11/2008,0.38,9/11/2008,0.37576,3/4/2011,0.6549,2/1/2011,0.49964,9/11/2008,0.3381,9/11/2008,0.7528,1/28/2011,0.7866,11/3/2010,0.43865,9/11/2008,0.3976,9/11/2008,0.03847,2/13/2009,0.09287
2/1/2010,3.8626,9/12/2008,0.37,9/12/2008,0.37061,3/7/2011,0.6447,2/2/2011,0.50544,9/12/2008,0.3292,9/12/2008,0.71814,1/31/2011,0.7929,11/4/2010,0.44373,9/12/2008,0.3963,9/12/2008,0.04745,2/16/2009,0.09286
2/2/2010,3.9071,9/16/2008,0.35,9/16/2008,0.3665,3/8/2011,0.6317,2/7/2011,0.50706,9/16/2008,0.2979,9/16/2008,0.71885,2/1/2011,0.7918,11/5/2010,0.449,9/16/2008,0.3665,9/16/2008,0.04115,2/17/2009,0.09285
2/3/2010,4.0751,9/17/2008,0.36,9/17/2008,0.37008,3/9/2011,0.6254,2/8/2011,0.50159,9/17/2008,0.2784,9/17/2008,0.70676,2/2/2011,0.8039,11/8/2010,0.4619,9/17/2008,0.3534,9/17/2008,0.04112,2/18/2009,0.09284
2/4/2010,4.1128,9/18/2008,0.35,9/18/2008,0.34063,3/10/2011,0.6265,2/9/2011,0.49395,9/18/2008,0.2657,9/18/2008,0.70696,2/7/2011,0.8197,11/9/2010,0.52765,9/18/2008,0.3406,9/18/2008,0.03663,2/19/2009,0.09284
2/5/2010,4.0343,9/19/2008,0.36,9/19/2008,0.35339,3/11/2011,0.6253,2/10/2011,0.48953,9/19/2008,0.2909,9/19/2008,0.70678,2/8/2011,0.8146,11/10/2010,0.51606,9/19/2008,0.3701,9/19/2008,0.04498,2/20/2009,0.09286
2/8/2010,3.8864,9/22/2008,0.36,9/22/2008,0.36931,3/14/2011,0.6289,2/11/2011,0.49392,9/22/2008,0.3037,9/22/2008,0.7399,2/9/2011,0.7938,11/11/2010,0.53931,9/22/2008,0.3860,9/22/2008,0.04504,2/23/2009,0.09287
2/9/2010,3.7452,9/23/2008,0.36,9/23/2008,0.36327,3/15/2011,0.6181,2/14/2011,0.50625,9/23/2008,0.2898,9/23/2008,0.7085,2/10/2011,0.7548,11/12/2010,0.51475,9/23/2008,0.3762,9/23/2008,0.04509,2/24/2009,0.12253
2/10/2010,3.9254,9/24/2008,0.36,9/24/2008,0.36329,3/16/2011,0.6309,2/15/2011,0.50569,9/24/2008,0.2877,9/24/2008,0.72143,2/11/2011,0.735,11/15/2010,0.51598,9/24/2008,0.3865,9/24/2008,0.04509,2/25/2009,0.12251
2/11/2010,3.958,9/25/2008,0.37,9/25/2008,0.36535,3/17/2011,0.6139,2/16/2011,0.50524,9/25/2008,0.2916,9/25/2008,0.72041,2/14/2011,0.735,11/16/2010,0.48484,9/25/2008,0.3859,9/25/2008,0.04503,2/26/2009,0.12251
2/12/2010,4.1247,9/26/2008,0.37,9/26/2008,0.37433,3/18/2011,0.6179,2/17/2011,0.50611,9/26/2008,0.2873,9/26/2008,0.72036,2/15/2011,0.7095,11/17/2010,0.46536,9/26/2008,0.3859,9/26/2008,0.03988,2/27/2009,0.12249
2/17/2010,4.2355,9/29/2008,0.37,9/29/2008,0.35556,3/21/2011,0.6232,2/18/2011,0.50492,9/29/2008,0.2856,9/29/2008,0.70853,2/16/2011,0.7291,11/18/2010,0.47464,9/29/2008,0.3800,9/29/2008,0.03994,3/2/2009,0.12247
2/18/2010,4.243,9/30/2008,0.37,9/30/2008,0.35674,3/22/2011,0.6197,2/21/2011,0.50566,9/30/2008,0.2825,9/30/2008,0.70832,2/17/2011,0.7114,11/19/2010,0.47848,9/30/2008,0.3593,9/30/2008,0.03348,3/3/2009,0.12244
2/19/2010,4.1011,10/2/2008,0.36,10/2/2008,0.37835,3/23/2011,0.6198,2/22/2011,0.50168,10/2/2008,0.2853,10/2/2008,0.70781,2/18/2011,0.7181,11/22/2010,0.49644,10/2/2008,0.3732,10/2/2008,0.03861,3/4/2009,0.09021
2/22/2010,4.3798,10/3/2008,0.36,10/3/2008,0.37312,3/24/2011,0.6159,2/23/2011,0.49945,10/3/2008,0.2796,10/3/2008,0.70765,2/21/2011,0.7271,11/23/2010,0.48334,10/3/2008,0.3834,10/3/2008,0.0386,3/5/2009,0.09024
2/23/2010,4.3609,10/6/2008,0.35,10/6/2008,0.35019,3/25/2011,0.6172,2/24/2011,0.49252,10/6/2008,0.2794,10/6/2008,0.69651,2/22/2011,0.7186,11/24/2010,0.46402,10/6/2008,0.3644,10/6/2008,0.03862,3/6/2009,0.11863
2/24/2010,4.3843,10/8/2008,0.33,10/8/2008,0.35408,3/28/2011,0.6154,2/25/2011,0.47213,10/8/2008,0.2575,10/8/2008,0.64377,2/23/2011,0.7133,11/25/2010,0.45879,10/8/2008,0.3579,10/8/2008,0.02961,3/9/2009,0.09154
2/25/2010,4.3981,10/9/2008,0.33,10/9/2008,0.34397,3/29/2011,0.6135,2/28/2011,0.46907,10/9/2008,0.2534,10/9/2008,0.64414,2/24/2011,0.6824,11/26/2010,0.46106,10/9/2008,0.3633,10/9/2008,0.02963,3/10/2009,0.10314
2/26/2010,4.5032,10/10/2008,0.3,10/10/2008,0.32496,3/30/2011,0.6115,3/1/2011,0.4731,10/10/2008,0.2321,10/10/2008,0.63703,2/25/2011,0.6902,11/29/2010,0.47644,10/10/2008,0.3314,10/10/2008,0.02721,3/11/2009,0.10316
3/1/2010,4.3721,10/13/2008,0.3,10/13/2008,0.33892,3/31/2011,0.6108,3/2/2011,0.45798,10/13/2008,0.2384,10/13/2008,0.65722,2/28/2011,0.6972,11/30/2010,0.4919,10/13/2008,0.3338,10/13/2008,0.02706,3/12/2009,0.10833
3/2/2010,4.2383,10/14/2008,0.33,10/14/2008,0.32611,4/1/2011,0.6184,3/3/2011,0.46422,10/14/2008,0.2385,10/14/2008,0.67413,3/1/2011,0.7369,12/1/2010,0.47133,10/14/2008,0.3583,10/14/2008,0.02707,3/13/2009,0.10835
3/3/2010,4.2963,10/15/2008,0.33,10/15/2008,0.32618,4/4/2011,0.6266,3/4/2011,0.46569,10/15/2008,0.2321,10/15/2008,0.65752,3/2/2011,0.756,12/2/2010,0.47127,10/15/2008,0.3546,10/15/2008,0.02604,3/16/2009,0.09417
3/4/2010,4.3539,10/16/2008,0.33,10/16/2008,0.30561,4/6/2011,0.6175,3/7/2011,0.4651,10/16/2008,0.2257,10/16/2008,0.64475,3/3/2011,0.751,12/3/2010,0.49733,10/16/2008,0.3301,10/16/2008,0.02605,3/17/2009,0.09416
3/5/2010,4.2252,10/17/2008,0.33,10/17/2008,0.30691,4/7/2011,0.6563,3/8/2011,0.46429,10/17/2008,0.2158,10/17/2008,0.64219,3/4/2011,0.7615,12/6/2010,0.52573,10/17/2008,0.3353,10/17/2008,0.02618,3/18/2009,0.10062
3/8/2010,4.3244,10/20/2008,0.33,10/20/2008,0.31593,4/8/2011,0.6683,3/9/2011,0.47261,10/20/2008,0.2209,10/20/2008,0.64475,3/7/2011,0.7539,12/7/2010,0.51528,10/20/2008,0.3585,10/20/2008,0.02708,3/19/2009,0.10063
3/9/2010,4.446,10/21/2008,0.33,10/21/2008,0.3147,4/11/2011,0.6449,3/10/2011,0.46287,10/21/2008,0.2193,10/21/2008,0.63715,3/8/2011,0.7319,12/8/2010,0.50205,10/21/2008,0.3495,10/21/2008,0.02683,3/20/2009,0.10064
3/10/2010,4.3628,10/22/2008,0.33,10/22/2008,0.31474,4/12/2011,0.6393,3/11/2011,0.46293,10/22/2008,0.2171,10/22/2008,0.59336,3/9/2011,0.7102,12/9/2010,0.48882,10/22/2008,0.3573,10/22/2008,0.02683,3/23/2009,0.10064
3/11/2010,4.3498,10/23/2008,0.29,10/23/2008,0.3159,4/13/2011,0.6508,3/14/2011,0.4607,10/23/2008,0.2171,10/23/2008,0.55315,3/10/2011,0.7151,12/10/2010,0.48236,10/23/2008,0.3301,10/23/2008,0.02592,3/24/2009,0.10064
3/12/2010,4.3185,10/24/2008,0.22,10/24/2008,0.29021,4/14/2011,0.6483,3/15/2011,0.45687,10/24/2008,0.2055,10/24/2008,0.49787,3/11/2011,0.7049,12/13/2010,0.48851,10/24/2008,0.3108,10/24/2008,0.02618,3/25/2009,0.10064
