,489 HK,,7201 JP,,7203 JP,,7267 JP,,7269 JP,,7270 JP,,MSIL IN,,TTMT IN,,6902 JP,,7202 jp,,5108 jp,,volvb ss,,bmw gr,,000270 KS,,dai gr,,f,,005380 KS
8/16/2012,-0.7561,8/23/2012,-0.6394,8/23/2012,-0.458,8/23/2012,-0.2639,8/23/2012,-0.1938,8/23/2012,-1.8209,8/7/2012,0.8175,8/7/2012,4.2567,8/23/2012,0.6195,8/23/2012,0.2415,8/23/2012,-0.4777,8/2/2012,-2.0214,7/23/2012,-2.5258,8/13/2012,-0.8883,7/23/2012,-2.1748,8/3/2012,1.9058,8/13/2012,-0.4049
8/17/2012,3.8095,8/24/2012,-1.5444,8/24/2012,-0.7669,8/24/2012,-1.1338,8/24/2012,-1.4887,8/24/2012,0.1546,8/8/2012,-0.5972,8/8/2012,1.1307,8/24/2012,-1.0503,8/24/2012,-1.4458,8/24/2012,1.28,8/3/2012,2.5485,7/24/2012,-3.1906,8/14/2012,0.5122,7/24/2012,-1.7867,8/6/2012,0.6601,8/14/2012,1.626
8/20/2012,1.2844,8/27/2012,0.2614,8/27/2012,-0.4637,8/27/2012,-0.1529,8/27/2012,0.3942,8/27/2012,0.463,8/9/2012,0.4123,8/9/2012,-0.911,8/27/2012,0.366,8/27/2012,0.2445,8/27/2012,-1.2638,8/6/2012,2.1893,7/25/2012,2.2396,8/16/2012,-2.0382,7/25/2012,5.1798,8/7/2012,1.7486,8/16/2012,-2
8/21/2012,0.9058,8/28/2012,-2.086,8/28/2012,-1.2422,8/28/2012,-1.9142,8/28/2012,-2.6832,8/28/2012,-1.6897,8/10/2012,1.8344,8/10/2012,-3.0715,8/28/2012,-0.9847,8/28/2012,-1.2195,8/28/2012,-0.9067,8/7/2012,0.579,7/26/2012,2.0481,8/17/2012,0.3901,7/26/2012,0.6866,8/8/2012,0.4296,8/17/2012,0.2041
8/22/2012,-2.693,8/29/2012,-0.1332,8/29/2012,-0.1572,8/29/2012,-0.1171,8/29/2012,0.4707,8/29/2012,0.9375,8/13/2012,1.6426,8/13/2012,-1.5952,8/29/2012,0.2578,8/29/2012,1.4815,8/29/2012,0.9688,8/8/2012,0.6333,7/27/2012,4.0314,8/20/2012,-0.5181,7/27/2012,3.8815,8/9/2012,-0.107,8/20/2012,-1.4257
8/23/2012,-0.5535,8/30/2012,-1.2,8/30/2012,-0.1575,8/30/2012,-1.016,8/30/2012,-0.9371,8/30/2012,-1.0836,8/14/2012,-0.0042,8/14/2012,2.9573,8/30/2012,0.1102,8/30/2012,-1.4599,8/30/2012,-0.6397,8/9/2012,1.2586,7/30/2012,1.0904,8/21/2012,1.1719,7/30/2012,1.0553,8/10/2012,0.1071,8/21/2012,0.4132
8/24/2012,-1.6698,8/31/2012,-1.4845,8/31/2012,-2.3659,8/31/2012,-2.4082,8/31/2012,-3.5135,8/31/2012,-2.0344,8/16/2012,-1.0381,8/16/2012,0.1915,8/31/2012,-4.2202,8/31/2012,-1.4815,8/31/2012,-2.6288,8/10/2012,-0.9605,7/31/2012,0.8131,8/22/2012,0.5148,7/31/2012,1.0043,8/13/2012,0.5348,8/22/2012,0.4115
8/27/2012,-3.5849,9/3/2012,-0.137,9/3/2012,-0.1616,9/3/2012,-0.7686,9/3/2012,-0.3501,9/3/2012,-1.4377,8/17/2012,0.4221,8/17/2012,2.0174,9/3/2012,-0.8812,9/3/2012,-1.2531,9/3/2012,-0.3306,8/13/2012,-0.4564,8/1/2012,-3.2263,8/23/2012,0,8/1/2012,-0.8162,8/14/2012,0.4255,8/23/2012,0.6148
8/28/2012,1.7613,9/4/2012,0.9602,9/4/2012,-0.3236,9/4/2012,0.7338,9/4/2012,-0.5622,9/4/2012,0,8/21/2012,0.8789,8/21/2012,2.4979,9/4/2012,-0.0773,9/4/2012,0.2538,9/4/2012,1.6584,8/14/2012,0.2865,8/2/2012,-4.0483,8/24/2012,-2.0487,8/2/2012,-3.1147,8/15/2012,0.5297,8/24/2012,-0.611
8/29/2012,-0.9615,9/5/2012,-1.9022,9/5/2012,-0.974,9/5/2012,-0.9308,9/5/2012,-3.6749,9/5/2012,-1.4587,8/22/2012,-0.3999,8/22/2012,0.7717,9/5/2012,-1.47,9/5/2012,-1.7722,9/5/2012,-0.5438,8/15/2012,-1.4286,8/3/2012,3.2618,8/27/2012,0.3922,8/3/2012,3.6267,8/16/2012,1.0537,8/27/2012,1.2295
8/30/2012,-2.3301,9/6/2012,0,9/6/2012,1.6393,9/6/2012,0.9804,9/6/2012,1.0271,9/6/2012,1.6447,8/23/2012,-0.1817,8/23/2012,-1.1286,9/6/2012,1.4527,9/6/2012,1.0309,9/6/2012,0.7654,8/16/2012,0.058,8/6/2012,2.024,8/28/2012,-0.3906,8/6/2012,1.6617,8/17/2012,0.4171,8/28/2012,-1.417
8/31/2012,-0.1988,9/7/2012,4.0166,9/7/2012,3.3871,9/7/2012,5.178,9/7/2012,3.9216,9/7/2012,5.8252,8/24/2012,0.7875,8/24/2012,0.3057,9/7/2012,3.87,9/7/2012,1.5306,9/7/2012,3.3098,8/17/2012,2.1437,8/7/2012,2.206,8/29/2012,0.3922,8/7/2012,2.2869,8/20/2012,0,8/29/2012,1.0267
9/3/2012,-0.6972,9/10/2012,-0.3995,9/10/2012,0.624,9/10/2012,-0.1923,9/10/2012,-0.2795,9/10/2012,-0.7645,8/27/2012,-1.8903,8/27/2012,-2.0321,9/10/2012,0.2235,9/10/2012,-1.5075,9/10/2012,-0.6303,8/20/2012,-0.7374,8/8/2012,-1.136,8/30/2012,-1.6927,8/8/2012,-1.0988,8/21/2012,-1.0384,8/30/2012,0
9/4/2012,0,9/11/2012,-0.9358,9/11/2012,-1.7054,9/11/2012,-0.2312,9/11/2012,-0.3504,9/11/2012,-1.0786,8/28/2012,-0.2869,8/28/2012,-1.5557,9/11/2012,-1.4498,9/11/2012,-3.3163,9/11/2012,-0.7928,8/21/2012,0.8571,8/9/2012,-0.0666,8/31/2012,-1.8543,8/9/2012,-0.6642,8/22/2012,-0.4197,8/31/2012,-2.2358
9/5/2012,-6.1184,9/12/2012,-0.135,9/12/2012,0.9464,9/12/2012,1.545,9/12/2012,1.7581,9/12/2012,1.0903,8/29/2012,0.2877,8/29/2012,-1.6435,9/12/2012,1.9992,9/12/2012,1.5831,9/12/2012,1.1721,8/22/2012,-2.0963,8/10/2012,-0.2166,9/3/2012,2.0243,8/10/2012,0.4376,8/23/2012,-0.4215,9/3/2012,0.4158
9/6/2012,0,9/13/2012,-0.5405,9/13/2012,-0.9375,9/13/2012,-0.2663,9/13/2012,0.2073,9/13/2012,-0.1541,8/30/2012,-2.0723,8/30/2012,1.4353,9/13/2012,-0.1109,9/13/2012,2.0779,9/13/2012,0.158,8/23/2012,-0.6944,8/13/2012,-1.3694,9/4/2012,-2.5132,8/13/2012,-1.1741,8/24/2012,0.4233,9/4/2012,-2.2774
9/7/2012,6.5171,9/14/2012,0.2717,9/14/2012,1.4196,9/14/2012,1.8688,9/14/2012,2.5517,9/14/2012,2.0062,8/31/2012,-0.0262,8/31/2012,-1.0348,9/14/2012,1.518,9/14/2012,4.8346,9/14/2012,-0.6835,8/24/2012,0,8/14/2012,0.0339,9/5/2012,-2.578,8/14/2012,0.5144,8/27/2012,-1.0537,9/5/2012,-3.8136
9/10/2012,0.5015,9/18/2012,-5.0136,9/18/2012,-0.6221,9/18/2012,-2.5084,9/18/2012,-0.269,9/18/2012,0.7564,9/3/2012,1.6793,9/3/2012,-1.4511,9/18/2012,-0.0729,9/18/2012,-2.6699,9/18/2012,0,8/27/2012,0.8159,8/15/2012,-0.0508,9/6/2012,0.2786,8/15/2012,-0.8164,8/28/2012,-0.5325,9/6/2012,0.2203
9/11/2012,-0.5988,9/19/2012,3.709,9/19/2012,1.8779,9/19/2012,2.6882,9/19/2012,0.5394,9/19/2012,2.4024,9/4/2012,1.0452,9/4/2012,1.7107,9/19/2012,1.4599,9/19/2012,1.2469,9/19/2012,1.1117,8/28/2012,-2.6012,8/16/2012,1.7443,9/7/2012,1.5278,8/16/2012,0,8/29/2012,-0.2141,9/7/2012,3.7363
9/12/2012,1.6064,9/20/2012,-3.4388,9/20/2012,-1.3825,9/20/2012,-1.9073,9/20/2012,-1.7438,9/20/2012,-0.5865,9/5/2012,-0.0128,9/5/2012,-2.6187,9/20/2012,-2.8777,9/20/2012,-2.2167,9/20/2012,-1.8325,8/29/2012,0.4154,8/17/2012,2.0639,9/10/2012,-0.2736,8/17/2012,2.5921,8/30/2012,-0.1073,9/10/2012,0.2119
9/13/2012,-2.2727,9/21/2012,-0.1425,9/21/2012,-0.3115,9/21/2012,-0.8769,9/21/2012,0.273,9/21/2012,-1.6224,9/6/2012,0.762,9/6/2012,1.9021,9/21/2012,-1.4074,9/21/2012,-1.0076,9/21/2012,0.2133,8/30/2012,-1.773,8/20/2012,-0.2283,9/11/2012,-0.2743,8/20/2012,0.2634,8/31/2012,0.3222,9/11/2012,-0.6342
9/14/2012,4.5501,9/24/2012,-2.7104,9/24/2012,-1.5625,9/24/2012,-1.8077,9/24/2012,-0.4765,9/24/2012,-0.5997,9/7/2012,1.821,9/7/2012,4.3982,9/24/2012,-1.0143,9/24/2012,-0.7634,9/24/2012,-2.7142,8/31/2012,1.0229,8/21/2012,0.5394,9/12/2012,-0.1376,8/21/2012,0.3702,9/4/2012,0.7495,9/12/2012,0.2128
9/17/2012,-6.9632,9/25/2012,0,9/25/2012,1.1111,9/25/2012,0.3917,9/25/2012,4.9248,9/25/2012,0.1508,9/8/2012,0.3485,9/8/2012,0.9864,9/25/2012,0,9/25/2012,0.2564,9/25/2012,0.7659,9/3/2012,0.9529,8/22/2012,-0.3902,9/13/2012,1.1019,8/22/2012,-0.7615,9/5/2012,1.7003,9/13/2012,-0.4246
9/18/2012,-5.0936,9/26/2012,-2.6393,9/26/2012,-2.6688,9/26/2012,-4.8771,9/26/2012,-1.043,9/26/2012,-1.3554,9/10/2012,-0.2564,9/10/2012,1.3024,9/26/2012,-3.7571,9/26/2012,-2.8133,9/26/2012,-2.0087,9/4/2012,-1.8289,8/23/2012,-0.8161,9/14/2012,3.6785,8/23/2012,-1.5947,9/6/2012,3.605,9/14/2012,4.9041
9/19/2012,3.3954,9/27/2012,-0.1506,9/27/2012,0.4839,9/27/2012,1.0254,9/27/2012,1.3834,9/27/2012,0.458,9/11/2012,0.6426,9/11/2012,0.3616,9/27/2012,-1.183,9/27/2012,-0.7895,9/27/2012,0.8864,9/5/2012,0.5409,8/24/2012,-1.3329,9/17/2012,0.3942,8/24/2012,-0.2071,9/7/2012,2.2693,9/17/2012,0.813
9/20/2012,-0.8475,9/28/2012,0.3017,9/28/2012,-2.4077,9/28/2012,-2.6797,9/28/2012,-1.5595,9/28/2012,-1.5198,9/12/2012,0.5231,9/12/2012,5.3843,9/28/2012,-2.1947,9/28/2012,0,9/28/2012,-0.6041,9/6/2012,4.0048,8/27/2012,1.1174,9/18/2012,-1.0471,8/27/2012,1.0256,9/10/2012,-0.2959,9/18/2012,0.2016
9/21/2012,-0.4274,10/1/2012,-1.5038,10/1/2012,-1.6776,10/1/2012,-0.6258,10/1/2012,3.4323,10/1/2012,-1.0802,9/13/2012,-0.7868,9/13/2012,-1.4625,10/1/2012,-1.2648,10/1/2012,-1.061,10/1/2012,-2.7624,9/7/2012,2.5862,8/28/2012,-0.2474,9/19/2012,-3.0423,8/28/2012,0.1934,9/11/2012,0.3956,9/19/2012,-2.2133
9/24/2012,0.8584,10/2/2012,0.7634,10/2/2012,0.1673,10/2/2012,0.084,10/2/2012,1.0211,10/2/2012,2.9641,9/14/2012,4.1715,9/14/2012,4.202,10/2/2012,-0.6198,10/2/2012,-1.0724,10/2/2012,0.2841,9/10/2012,-0.2801,8/29/2012,-0.6118,9/20/2012,-0.4093,8/29/2012,-0.3619,9/12/2012,0.5911,9/20/2012,-0.4115
9/25/2012,-0.2128,10/3/2012,-2.1212,10/3/2012,0.3674,10/3/2012,-1.0487,10/3/2012,2.2742,10/3/2012,3.3333,9/17/2012,1.4432,9/17/2012,2.7932,10/3/2012,-0.9979,10/3/2012,1.355,10/3/2012,-1.3031,9/11/2012,1.9101,8/30/2012,-3.9927,9/21/2012,0.274,8/30/2012,-5.3874,9/13/2012,1.2733,9/21/2012,-0.4132
9/26/2012,-3.7313,10/4/2012,5.1084,10/4/2012,2.995,10/4/2012,3.1369,10/4/2012,1.7295,10/4/2012,3.5191,9/18/2012,-0.2619,9/18/2012,-1.5656,10/4/2012,5.2079,10/4/2012,5.3476,10/4/2012,2.7555,9/12/2012,0.2205,8/31/2012,0.1213,9/24/2012,0.6831,8/31/2012,-0.3711,9/14/2012,1.8375,9/24/2012,1.6598
9/27/2012,2.2148,10/5/2012,-1.4728,10/5/2012,-1.6155,10/5/2012,-0.4521,10/5/2012,-0.6072,10/5/2012,0.2833,9/20/2012,0.5447,9/20/2012,-0.6947,10/5/2012,-1.0778,10/5/2012,0.7614,10/5/2012,-0.3911,9/13/2012,-1.4301,9/3/2012,-1.1423,9/25/2012,-1.6282,9/3/2012,-0.9761,9/17/2012,-1.3295,9/25/2012,-0.2041
9/28/2012,-1.9502,10/9/2012,-1.9432,10/9/2012,-1.4778,10/9/2012,-2.5186,10/9/2012,-2.1381,10/9/2012,-1.2712,9/21/2012,2.2488,9/21/2012,1.4175,10/9/2012,-2.0581,10/9/2012,-2.5189,10/9/2012,-0.5048,9/14/2012,5.0223,9/4/2012,-2.6961,9/26/2012,-0.8276,9/4/2012,-2.2568,9/18/2012,0.2887,9/26/2012,1.0225
10/3/2012,-4.5304,10/10/2012,1.2195,10/10/2012,-1.9,10/10/2012,-1.1436,10/10/2012,0.6866,10/10/2012,-1.0014,9/24/2012,3.2704,9/24/2012,-0.6353,10/10/2012,-2.8842,10/10/2012,-1.8088,10/10/2012,-1.9729,9/17/2012,-0.6376,9/5/2012,-0.9536,9/27/2012,-2.9207,9/5/2012,0.0531,9/19/2012,1.6315,9/27/2012,0.6073
10/4/2012,0,10/11/2012,-1.2048,10/11/2012,-1.3592,10/11/2012,-0.6427,10/11/2012,-0.558,10/11/2012,-1.8786,9/25/2012,-2.4324,9/25/2012,-1.7537,10/11/2012,0.0849,10/11/2012,0.2632,10/11/2012,-0.9201,9/18/2012,-1.6578,9/6/2012,3.851,9/28/2012,-0.5731,9/6/2012,4.5093,9/20/2012,-1.4164,9/28/2012,1.4085
10/5/2012,3.3565,10/12/2012,1.5244,10/12/2012,1.0679,10/12/2012,0.8193,10/12/2012,1.2469,10/12/2012,2.2091,9/26/2012,-0.7263,9/26/2012,-2.1569,10/12/2012,1.2293,10/12/2012,0,10/12/2012,0.4063,9/19/2012,0.8157,9/7/2012,1.5043,10/2/2012,3.4582,9/7/2012,-0.5584,9/21/2012,-0.3831,10/2/2012,-2.1825
10/8/2012,-0.3359,10/15/2012,1.3514,10/15/2012,2.0791,10/15/2012,3.8922,10/15/2012,2.9557,10/15/2012,0.7205,9/27/2012,1.4443,9/27/2012,-1.2543,10/15/2012,1.8844,10/15/2012,3.4121,10/15/2012,3.3526,9/20/2012,-1.1327,9/10/2012,0.8789,10/4/2012,0.2786,9/10/2012,-1.0975,9/24/2012,-0.7692,10/4/2012,-0.8114
10/9/2012,2.4719,10/16/2012,1.037,10/16/2012,1.1686,10/16/2012,0.7822,10/16/2012,0.4187,10/16/2012,-0.7153,9/28/2012,1.4688,9/28/2012,2.9831,10/16/2012,1.3975,10/16/2012,1.7766,10/16/2012,2.1812,9/21/2012,0.3819,9/11/2012,1.5374,10/5/2012,-0.4167,9/11/2012,1.6516,9/25/2012,-2.2287,10/5/2012,-0.818
10/10/2012,4.9342,10/17/2012,-1.0264,10/17/2012,0.9901,10/17/2012,0.4493,10/17/2012,1.7868,10/17/2012,-0.7205,10/1/2012,0.5479,10/1/2012,2.6724,10/17/2012,-0.608,10/17/2012,0.7481,10/17/2012,-1.4778,9/24/2012,-0.9239,9/12/2012,1.9011,10/8/2012,-0.9763,9/12/2012,-0.457,9/26/2012,-0.7929,10/8/2012,-2.0619
10/11/2012,0,10/18/2012,3.4074,10/18/2012,2.451,10/18/2012,3.9854,10/18/2012,0.3511,10/18/2012,2.9028,10/3/2012,0.4013,10/3/2012,-0.4368,10/18/2012,3.7928,10/18/2012,1.4851,10/18/2012,1.3889,9/25/2012,4.2238,9/13/2012,-0.3137,10/9/2012,0.4225,9/13/2012,0.3571,9/27/2012,0.0999,10/9/2012,-0.4211
10/12/2012,0.209,10/19/2012,1.5759,10/19/2012,0.1595,10/19/2012,1.095,10/19/2012,0.5248,10/19/2012,1.1283,10/4/2012,1.9839,10/4/2012,0.2925,10/19/2012,0.4322,10/19/2012,1.2195,10/19/2012,1.6986,9/26/2012,-1.1579,9/14/2012,2.1828,10/10/2012,-1.4025,9/14/2012,1.7535,9/28/2012,-1.5968,10/10/2012,0.2114
10/15/2012,3.2325,10/22/2012,-0.7052,10/22/2012,0.3185,10/22/2012,1.0832,10/22/2012,0,10/22/2012,-0.1395,10/5/2012,-0.2014,10/5/2012,2.2785,10/22/2012,-0.1565,10/22/2012,0.241,10/22/2012,0.0539,9/27/2012,0.1597,9/17/2012,-0.0778,10/11/2012,-1.138,9/17/2012,-0.5869,10/1/2012,0.7099,10/11/2012,-1.6878
10/16/2012,0,10/23/2012,-0.2841,10/23/2012,-0.1587,10/23/2012,-0.0383,10/23/2012,1.5081,10/23/2012,3.7709,10/8/2012,-0.1621,10/8/2012,-2.8872,10/23/2012,0.3527,10/23/2012,0,10/23/2012,0.7001,9/28/2012,-2.0734,9/18/2012,-2.3195,10/12/2012,-1.8705,9/18/2012,-1.3943,10/2/2012,-1.4099,10/12/2012,-1.9313
10/17/2012,-2.2222,10/24/2012,-1.7094,10/24/2012,-1.5898,10/24/2012,-2.1822,10/24/2012,2.6286,10/24/2012,-0.9421,10/9/2012,0.5161,10/9/2012,-1.0094,10/24/2012,-2.3428,10/24/2012,-1.2019,10/24/2012,0.2139,10/1/2012,1.683,9/19/2012,1.644,10/15/2012,-3.0792,9/19/2012,2.0382,10/3/2012,1.5322,10/15/2012,-1.3129
10/18/2012,6.6116,10/25/2012,1.8841,10/25/2012,1.2924,10/25/2012,1.3699,10/25/2012,-0.2784,10/25/2012,0.6793,10/10/2012,-0.9802,10/10/2012,-0.8343,10/25/2012,1.1995,10/25/2012,0.7299,10/25/2012,0.8004,10/2/2012,1.2814,9/20/2012,-3.1204,10/16/2012,1.3616,9/20/2012,-2.3845,10/4/2012,1.7103,10/16/2012,0.8869
10/19/2012,4.6512,10/26/2012,-2.5605,10/26/2012,-1.7544,10/26/2012,-2.8571,10/26/2012,-1.3959,10/26/2012,-2.4291,10/11/2012,-0.7071,10/11/2012,2.3743,10/26/2012,-2.6472,10/26/2012,-2.1739,10/26/2012,-1.5881,10/3/2012,0.0527,9/21/2012,0.6408,10/17/2012,0.4478,9/21/2012,2.3149,10/5/2012,0.4946,10/17/2012,0.8791
10/22/2012,-2.2222,10/29/2012,-2.1898,10/29/2012,-1.6234,10/29/2012,-4.6502,10/29/2012,-0.7928,10/29/2012,-0.2766,10/12/2012,0.2082,10/12/2012,-0.9313,10/29/2012,-1.4205,10/29/2012,-0.2469,10/29/2012,-1.6138,10/4/2012,0.1054,9/24/2012,-0.0503,10/18/2012,2.0802,9/24/2012,-0.175,10/8/2012,-1.0827,10/18/2012,0.2179
10/24/2012,-3.0303,10/30/2012,-2.5373,10/30/2012,-0.495,10/30/2012,-2.7511,10/30/2012,0.742,10/30/2012,-0.2774,10/15/2012,-2.4635,10/15/2012,-0.682,10/30/2012,-0.494,10/30/2012,1.7327,10/30/2012,-0.6014,10/5/2012,1.0526,9/25/2012,-1.4753,10/19/2012,-2.7656,9/25/2012,-1.7155,10/9/2012,0.4975,10/19/2012,-0.8696
10/25/2012,-1.7578,10/31/2012,2.2971,10/31/2012,1.6584,10/31/2012,2.4432,10/31/2012,2.4363,10/31/2012,6.6759,10/16/2012,2.1521,10/16/2012,-2.6355,10/31/2012,3.3926,10/31/2012,2.6764,10/31/2012,2.2552,10/8/2012,-1.4063,9/26/2012,-1.7526,10/22/2012,-0.8982,9/26/2012,-2.4971,10/10/2012,-1.1881,10/22/2012,-0.8772
10/26/2012,-3.0815,11/1/2012,0.5988,11/1/2012,0.8157,11/1/2012,-0.0418,11/1/2012,1.2721,11/1/2012,0.3911,10/17/2012,0.0805,10/17/2012,0.9912,11/1/2012,-0.7603,11/1/2012,1.6588,11/1/2012,-0.4841,10/9/2012,-0.2641,9/27/2012,0.8486,10/23/2012,-1.3595,9/27/2012,-0.0131,10/11/2012,1.6032,10/23/2012,-1.3274
10/29/2012,-1.7436,11/2/2012,2.0833,11/2/2012,1.6181,11/2/2012,3.265,11/2/2012,-0.6554,11/2/2012,3.7662,10/18/2012,0.7748,10/18/2012,2.0196,11/2/2012,1.6532,11/2/2012,0.6993,11/2/2012,2.2703,10/10/2012,-2.3835,9/28/2012,-1.8891,10/24/2012,-4.441,9/28/2012,-1.0977,10/12/2012,-0.1972,10/24/2012,-2.2422
10/30/2012,0.1044,11/5/2012,0.7289,11/5/2012,2.2293,11/5/2012,1.2161,11/5/2012,0.8796,11/5/2012,1.7522,10/19/2012,-0.689,10/19/2012,-0.4625,11/5/2012,0.9123,11/5/2012,1.3889,11/5/2012,-0.1057,10/11/2012,-0.1628,10/1/2012,0.2451,10/25/2012,5.7692,10/1/2012,0.0132,10/15/2012,0.9881,10/25/2012,3.8991
10/31/2012,0.1043,11/6/2012,-2.026,11/6/2012,0.9346,11/6/2012,-1.0412,11/6/2012,0.654,11/6/2012,-2.46,10/22/2012,0.0438,10/22/2012,-0.7249,11/6/2012,-1.6903,11/6/2012,-2.2831,11/6/2012,-0.8995,10/12/2012,-0.2174,10/2/2012,0.7508,10/26/2012,-5.6061,10/2/2012,-0.621,10/16/2012,0.7828,10/26/2012,0
11/1/2012,0,11/7/2012,4.1359,11/7/2012,0,11/7/2012,0.4047,11/7/2012,-0.9204,11/7/2012,-1.6393,10/23/2012,-0.2154,10/23/2012,-0.9174,11/7/2012,-1.6793,11/7/2012,0,11/7/2012,-0.2136,10/15/2012,0.0545,10/3/2012,0.3639,10/29/2012,-4.0128,10/3/2012,0.9173,10/17/2012,1.068,10/29/2012,-3.0905
11/2/2012,5.2083,11/8/2012,-1.1348,11/8/2012,-2.6235,11/8/2012,-3.4663,11/8/2012,-2.1311,11/8/2012,1.0256,10/25/2012,0.1427,10/25/2012,-1.2661,11/8/2012,-1.3827,11/8/2012,4.6729,11/8/2012,-1.8727,10/16/2012,0.5988,10/4/2012,3.4536,10/30/2012,2.3411,10/4/2012,1.4886,10/18/2012,0.1921,10/30/2012,2.5057
11/5/2012,0.396,11/9/2012,0.1435,11/9/2012,-0.4754,11/9/2012,-0.2923,11/9/2012,-1.9542,11/9/2012,0.7614,10/26/2012,-0.2301,10/26/2012,0.0957,11/9/2012,-1.2784,11/9/2012,0.4464,11/9/2012,-1.4177,10/17/2012,0.4329,10/5/2012,1.5857,10/31/2012,-0.9804,10/5/2012,1.7394,10/19/2012,-2.3981,10/31/2012,-0.2222
11/6/2012,-1.1834,11/12/2012,-1.4327,11/12/2012,-1.7516,11/12/2012,-1.2563,11/12/2012,4.4989,11/12/2012,-0.1259,10/29/2012,-0.2563,10/29/2012,-1.8164,11/12/2012,-2.3392,11/12/2012,-2.4444,11/12/2012,-2.1018,10/18/2012,1.4009,10/8/2012,-1.2488,11/1/2012,-0.8251,10/8/2012,-2.322,10/22/2012,-0.097,11/1/2012,-3.7862
11/7/2012,0.998,11/13/2012,-0.1453,11/13/2012,0,11/13/2012,-0.0848,11/13/2012,-2.6703,11/13/2012,-1.7654,10/30/2012,2.0996,10/30/2012,-3.5443,11/13/2012,-0.7271,11/13/2012,-0.9112,11/13/2012,0.678,10/19/2012,-2.4442,10/9/2012,-0.1331,11/2/2012,0.6656,10/9/2012,-1.1102,10/23/2012,-1.6716,11/2/2012,-0.463
11/8/2012,-3.8538,11/14/2012,-0.4367,11/14/2012,-0.8104,11/14/2012,-0.4669,11/14/2012,-0.28,11/14/2012,-1.7972,10/31/2012,3.3865,10/31/2012,2.8669,11/14/2012,0.517,11/14/2012,-1.3793,11/14/2012,-1.5713,10/22/2012,0.7625,10/10/2012,-1.1829,11/5/2012,-6.9421,10/10/2012,-0.2774,10/24/2012,1.7,11/5/2012,-7.2093
11/9/2012,-1.0277,11/15/2012,2.6316,11/15/2012,5.0654,11/15/2012,5.1173,11/15/2012,2.5267,11/15/2012,5.7516,11/1/2012,1.5196,11/1/2012,4.9853,11/15/2012,2.8718,11/15/2012,4.662,11/15/2012,3.0217,10/23/2012,-2.4865,10/11/2012,2.293,11/6/2012,1.5986,10/11/2012,0.8344,10/25/2012,2.1632,11/6/2012,4.2607
11/12/2012,1.4538,11/16/2012,5.1282,11/16/2012,3.4215,11/16/2012,5.1116,11/16/2012,2.4644,11/16/2012,4.9444,11/2/2012,0.4213,11/2/2012,0.9721,11/16/2012,5.5,11/16/2012,4.4543,11/16/2012,3.7631,10/24/2012,-1.8847,10/12/2012,-0.445,11/7/2012,2.7972,10/12/2012,-0.0657,10/26/2012,-0.2887,11/7/2012,2.1635
11/13/2012,-0.7165,11/19/2012,1.7615,11/19/2012,1.3534,11/19/2012,0.4245,11/19/2012,-0.2672,11/19/2012,-0.8245,11/5/2012,0.8425,11/5/2012,-0.0926,11/19/2012,-0.0395,11/19/2012,-0.6397,11/19/2012,1.3867,10/25/2012,-1.6384,10/15/2012,0.596,11/8/2012,-2.2109,10/15/2012,0.5126,10/31/2012,7.722,11/8/2012,0.2353
11/14/2012,0.1031,11/20/2012,-0.1332,11/20/2012,-0.2967,11/20/2012,-1.0377,11/20/2012,1.0182,11/20/2012,0,11/6/2012,-1.8028,11/6/2012,-1.0563,11/20/2012,0.1185,11/20/2012,0.2146,11/20/2012,0.1052,10/26/2012,0.9765,10/16/2012,0.2962,11/9/2012,-1.5652,10/16/2012,0.2354,11/1/2012,0.8065,11/9/2012,0.4695
11/15/2012,-1.4418,11/21/2012,2.1333,11/21/2012,2.2321,11/21/2012,3.1845,11/21/2012,0.9019,11/21/2012,2.6128,11/7/2012,1.0712,11/7/2012,0.899,11/21/2012,3.4333,11/21/2012,1.9272,11/21/2012,2.8376,10/29/2012,-0.4551,10/17/2012,0.9025,11/12/2012,-0.1767,10/17/2012,0.4305,11/2/2012,-0.7111,11/12/2012,1.1682
11/16/2012,1.4629,11/22/2012,2.8721,11/22/2012,2.329,11/22/2012,3.5002,11/22/2012,1.367,11/22/2012,4.5139,11/8/2012,-0.5044,11/8/2012,5.4205,11/22/2012,3.7009,11/22/2012,0.4202,11/22/2012,0.2044,10/30/2012,1.6,10/18/2012,0.3253,11/13/2012,-2.1239,10/18/2012,2.0525,11/5/2012,0.7162,11/13/2012,-2.0785
11/19/2012,0.9269,11/26/2012,2.2843,11/26/2012,1.707,11/26/2012,0.5818,11/26/2012,-0.0519,11/26/2012,0.1107,11/9/2012,0.25,11/9/2012,-1.1798,11/26/2012,0.3311,11/26/2012,-0.6276,11/26/2012,1.1729,10/31/2012,0.3937,10/19/2012,0.2269,11/14/2012,0,10/19/2012,-0.891,11/6/2012,1.5111,11/14/2012,2.1226
11/20/2012,-1.0204,11/27/2012,-2.8536,11/27/2012,-1.2587,11/27/2012,-1.3738,11/27/2012,-0.4152,11/27/2012,-1.4381,11/12/2012,-0.6355,11/12/2012,0.0535,11/27/2012,-1.4301,11/27/2012,-0.4211,11/27/2012,-0.8569,11/1/2012,1.4566,10/22/2012,-0.8281,11/15/2012,-0.7233,10/22/2012,-0.899,11/7/2012,-3.1524,11/15/2012,-2.3095
