,992 HK Equity,,2018 HK Equity,,2038 HK Equity,,981 HK Equity,,3888 HK Equity,,696 HK Equity,,285 HK Equity,,2369 HK Equity,,354 HK Equity,,268 HK Equity,,1900 HK Equity,,161 HK Equity,,74 HK Equity,,1075 HK Equity,,877 HK Equity
6/11/2008,0.70303,6/11/2008,0.93609,6/11/2008,1.28056,6/11/2008,0.06531,6/11/2008,0.47893,6/11/2008,0.53186,6/11/2008,0.84517,6/11/2008,0.08196,6/11/2008,0.15111,6/11/2008,0.18888,8/19/2010,0.49936,6/11/2008,0.80675,6/11/2008,0.20105,6/11/2008,0.04098,6/4/2010,0.42355
6/12/2008,0.67828,6/12/2008,0.92143,6/12/2008,1.26057,6/12/2008,0.06335,6/12/2008,0.47479,6/12/2008,0.53153,6/12/2008,0.81265,6/12/2008,0.08319,6/12/2008,0.15357,6/12/2008,0.1845,8/20/2010,0.49383,6/12/2008,0.78706,6/12/2008,0.1958,6/12/2008,0.04095,6/7/2010,0.39987
6/13/2008,0.67306,6/13/2008,0.95456,6/13/2008,1.23479,6/13/2008,0.06142,6/13/2008,0.46704,6/13/2008,0.52889,6/13/2008,0.78694,6/13/2008,0.07933,6/13/2008,0.15355,6/13/2008,0.17914,8/23/2010,0.47332,6/13/2008,0.79845,6/13/2008,0.19833,6/13/2008,0.03903,6/8/2010,0.4151
6/16/2008,0.68507,6/16/2008,0.91556,6/16/2008,1.27667,6/16/2008,0.06274,6/16/2008,0.51861,6/16/2008,0.52074,6/16/2008,0.76574,6/16/2008,0.07939,6/16/2008,0.16006,6/16/2008,0.18247,8/24/2010,0.4642,6/16/2008,0.7952,6/16/2008,0.19592,6/16/2008,0.04098,6/9/2010,0.42427
6/17/2008,0.69783,6/17/2008,0.95648,6/17/2008,1.27146,6/17/2008,0.06146,6/17/2008,0.50961,6/17/2008,0.52497,6/17/2008,0.74905,6/17/2008,0.08195,6/17/2008,0.16005,6/17/2008,0.17819,8/25/2010,0.4629,6/17/2008,0.78106,6/17/2008,0.19206,6/17/2008,0.04225,6/10/2010,0.42734
6/18/2008,0.70711,6/18/2008,0.93385,6/18/2008,1.26691,6/18/2008,0.06277,6/18/2008,0.52521,6/18/2008,0.53375,6/18/2008,0.70199,6/18/2008,0.08327,6/18/2008,0.16013,6/18/2008,0.17827,8/26/2010,0.45896,6/18/2008,0.77757,6/18/2008,0.19727,6/18/2008,0.04163,6/11/2010,0.41716
6/19/2008,0.67624,6/19/2008,0.92983,6/19/2008,1.24233,6/19/2008,0.06084,6/19/2008,0.50974,6/19/2008,0.53194,6/19/2008,0.69801,6/19/2008,0.08069,6/19/2008,0.15881,6/19/2008,0.17397,8/27/2010,0.45251,6/19/2008,0.76205,6/19/2008,0.19211,6/19/2008,0.04098,6/14/2010,0.42609
6/20/2008,0.69063,6/20/2008,0.92254,6/20/2008,1.26209,6/20/2008,0.06086,6/20/2008,0.49971,6/20/2008,0.52363,6/20/2008,0.70344,6/20/2008,0.07944,6/20/2008,0.15376,6/20/2008,0.17511,8/30/2010,0.43835,6/20/2008,0.76879,6/20/2008,0.19092,6/20/2008,0.0378,6/15/2010,0.42996
6/23/2008,0.68276,6/23/2008,0.89156,6/23/2008,1.20284,6/23/2008,0.06085,6/23/2008,0.50855,6/23/2008,0.48848,6/23/2008,0.69045,6/23/2008,0.07814,6/23/2008,0.14731,6/23/2008,0.1708,8/31/2010,0.44095,6/23/2008,0.775,6/23/2008,0.1883,6/23/2008,0.03843,6/17/2010,0.47007
6/24/2008,0.69677,6/24/2008,0.88377,6/24/2008,1.13737,6/24/2008,0.05956,6/24/2008,0.51233,6/24/2008,0.47988,6/24/2008,0.66731,6/24/2008,0.07301,6/24/2008,0.14729,6/24/2008,0.17078,9/1/2010,0.44635,6/24/2008,0.76849,6/24/2008,0.1806,6/24/2008,0.03971,6/18/2010,0.46387
6/25/2008,0.707,6/25/2008,0.89016,6/25/2008,1.17962,6/25/2008,0.05956,6/25/2008,0.50336,6/25/2008,0.49097,6/25/2008,0.66089,6/25/2008,0.07172,6/25/2008,0.14729,6/25/2008,0.1665,9/2/2010,0.44658,6/25/2008,0.79794,6/25/2008,0.18572,6/25/2008,0.0397,6/21/2010,0.48642
6/26/2008,0.72647,6/26/2008,0.8815,6/26/2008,1.11725,6/26/2008,0.05766,6/26/2008,0.50994,6/26/2008,0.48089,6/26/2008,0.63422,6/26/2008,0.07175,6/26/2008,0.14734,6/26/2008,0.17083,9/3/2010,0.46324,6/26/2008,0.82256,6/26/2008,0.18194,6/26/2008,0.041,6/22/2010,0.47555
6/27/2008,0.70491,6/27/2008,0.84846,6/27/2008,1.02276,6/27/2008,0.05832,6/27/2008,0.51266,6/27/2008,0.44943,6/27/2008,0.58059,6/27/2008,0.06921,6/27/2008,0.14739,6/27/2008,0.17409,9/6/2010,0.47776,6/27/2008,0.80104,6/27/2008,0.17943,6/27/2008,0.03973,6/23/2010,0.47448
6/30/2008,0.6771,6/30/2008,0.83611,6/30/2008,0.96948,6/30/2008,0.05707,6/30/2008,0.51295,6/30/2008,0.43857,6/30/2008,0.59374,6/30/2008,0.06925,6/30/2008,0.14363,6/30/2008,0.17098,9/7/2010,0.47631,6/30/2008,0.78097,6/30/2008,0.17953,6/30/2008,0.03847,6/24/2010,0.46415
7/2/2008,0.67316,7/2/2008,0.83472,7/2/2008,0.95269,7/2/2008,0.05578,7/2/2008,0.48724,7/2/2008,0.39321,7/2/2008,0.58982,7/2/2008,0.06411,7/2/2008,0.15002,7/2/2008,0.17096,9/8/2010,0.48258,7/2/2008,0.78215,7/2/2008,0.17695,7/2/2008,0.03911,6/25/2010,0.46536
7/3/2008,0.6937,7/3/2008,0.85526,7/3/2008,0.97194,7/3/2008,0.05321,7/3/2008,0.48469,7/3/2008,0.36929,7/3/2008,0.55265,7/3/2008,0.06411,7/3/2008,0.14489,7/3/2008,0.17097,9/9/2010,0.49941,7/3/2008,0.77063,7/3/2008,0.17695,7/3/2008,0.03847,6/28/2010,0.46005
7/4/2008,0.69758,7/4/2008,0.85017,7/4/2008,0.95661,7/4/2008,0.05193,7/4/2008,0.48215,7/4/2008,0.36931,7/4/2008,0.55268,7/4/2008,0.06283,7/4/2008,0.14618,7/4/2008,0.17525,9/10/2010,0.49565,7/4/2008,0.76811,7/4/2008,0.17311,7/4/2008,0.03847,6/29/2010,0.44967
7/7/2008,0.71006,7/7/2008,0.84079,7/7/2008,0.9587,7/7/2008,0.05383,7/7/2008,0.48704,7/7/2008,0.38536,7/7/2008,0.56394,7/7/2008,0.0628,7/7/2008,0.14996,7/7/2008,0.17623,9/13/2010,0.49954,7/7/2008,0.76901,7/7/2008,0.17944,7/7/2008,0.03845,6/30/2010,0.44822
7/8/2008,0.67032,7/8/2008,0.85231,7/8/2008,0.86,7/8/2008,0.05063,7/8/2008,0.45115,7/8/2008,0.36912,7/8/2008,0.55368,7/8/2008,0.06024,7/8/2008,0.14867,7/8/2008,0.17623,9/14/2010,0.48288,7/8/2008,0.75491,7/8/2008,0.17815,7/8/2008,0.03589,7/2/2010,0.44007
7/9/2008,0.69462,7/9/2008,0.89455,7/9/2008,0.84201,7/9/2008,0.05255,7/9/2008,0.46394,7/9/2008,0.37252,7/9/2008,0.55365,7/9/2008,0.06536,7/9/2008,0.15123,7/9/2008,0.18156,9/15/2010,0.47639,7/9/2008,0.76383,7/9/2008,0.17814,7/9/2008,0.03588,7/5/2010,0.45169
7/10/2008,0.71638,7/10/2008,0.88426,7/10/2008,0.7984,7/10/2008,0.05382,7/10/2008,0.47289,7/10/2008,0.38361,7/10/2008,0.55747,7/10/2008,0.06344,7/10/2008,0.15122,7/10/2008,0.1698,9/16/2010,0.47123,7/10/2008,0.75483,7/10/2008,0.17942,7/10/2008,0.03588,7/6/2010,0.4789
7/11/2008,0.71239,7/11/2008,0.87896,7/11/2008,0.87896,7/11/2008,0.0551,7/11/2008,0.4792,7/11/2008,0.39036,7/11/2008,0.55479,7/11/2008,0.06535,7/11/2008,0.14735,7/11/2008,0.17618,9/17/2010,0.48812,7/11/2008,0.74058,7/11/2008,0.17938,7/11/2008,0.03459,7/7/2010,0.49162
7/14/2008,0.70351,7/14/2008,0.86882,7/14/2008,0.81244,7/14/2008,0.0551,7/14/2008,0.47157,7/14/2008,0.38529,7/14/2008,0.55102,7/14/2008,0.06343,7/14/2008,0.14608,7/14/2008,0.17193,9/20/2010,0.50229,7/14/2008,0.74836,7/14/2008,0.1794,7/14/2008,0.03588,7/8/2010,0.4854
7/15/2008,0.68747,7/15/2008,0.85806,7/15/2008,0.79136,7/15/2008,0.05259,7/15/2008,0.46558,7/15/2008,0.37623,7/15/2008,0.51304,7/15/2008,0.06285,7/15/2008,0.14622,7/15/2008,0.1646,9/21/2010,0.4986,7/15/2008,0.70543,7/15/2008,0.177,7/15/2008,0.03591,7/9/2010,0.47856
7/16/2008,0.6808,7/16/2008,0.81926,7/16/2008,0.79234,7/16/2008,0.05257,7/16/2008,0.46027,7/16/2008,0.37779,7/16/2008,0.53848,7/16/2008,0.06282,7/16/2008,0.14103,7/16/2008,0.1656,9/22/2010,0.49627,7/16/2008,0.72567,7/16/2008,0.17565,7/16/2008,0.03205,7/12/2010,0.47353
7/17/2008,0.70656,7/17/2008,0.81684,7/17/2008,0.82454,7/17/2008,0.05322,7/17/2008,0.46292,7/17/2008,0.37957,7/17/2008,0.53601,7/17/2008,0.06091,7/17/2008,0.14619,7/17/2008,0.17418,9/24/2010,0.4989,7/17/2008,0.71811,7/17/2008,0.17568,7/17/2008,0.03591,7/13/2010,0.46314
7/18/2008,0.69889,7/18/2008,0.82712,7/18/2008,0.80276,7/18/2008,0.05194,7/18/2008,0.46293,7/18/2008,0.383,7/18/2008,0.51166,7/18/2008,0.06027,7/18/2008,0.13978,7/18/2008,0.17526,9/27/2010,0.53105,7/18/2008,0.71556,7/18/2008,0.17568,7/18/2008,0.03334,7/14/2010,0.48902
7/21/2008,0.71565,7/21/2008,0.83877,7/21/2008,0.82467,7/21/2008,0.05258,7/21/2008,0.45786,7/21/2008,0.39331,7/21/2008,0.51301,7/21/2008,0.06156,7/21/2008,0.1398,7/21/2008,0.17955,9/28/2010,0.51562,7/21/2008,0.71565,7/21/2008,0.17955,7/21/2008,0.03591,7/15/2010,0.47366
7/22/2008,0.67981,7/22/2008,0.84656,7/22/2008,0.82475,7/22/2008,0.05836,7/22/2008,0.45663,7/22/2008,0.4019,7/22/2008,0.5105,7/22/2008,0.06029,7/22/2008,0.13981,7/22/2008,0.18171,9/29/2010,0.51564,7/22/2008,0.70546,7/22/2008,0.17957,7/22/2008,0.03527,7/16/2010,0.47747
7/23/2008,0.69365,7/23/2008,0.84751,7/23/2008,0.8629,7/23/2008,0.05834,7/23/2008,0.45902,7/23/2008,0.40516,7/23/2008,0.51287,7/23/2008,0.0609,7/23/2008,0.14232,7/23/2008,0.19446,9/30/2010,0.52192,7/23/2008,0.70519,7/23/2008,0.18207,7/23/2008,0.0359,7/19/2010,0.45783
7/24/2008,0.70907,7/24/2008,0.8591,7/24/2008,0.8591,7/24/2008,0.05642,7/24/2008,0.45263,7/24/2008,0.42741,7/24/2008,0.50776,7/24/2008,0.06155,7/24/2008,0.14105,7/24/2008,0.18165,10/4/2010,0.51174,7/24/2008,0.70523,7/24/2008,0.17951,7/24/2008,0.03718,7/20/2010,0.44504
7/25/2008,0.68333,7/25/2008,0.87949,7/25/2008,0.83846,7/25/2008,0.05577,7/25/2008,0.43462,7/25/2008,0.42735,7/25/2008,0.51282,7/25/2008,0.06026,7/25/2008,0.14103,7/25/2008,0.18162,10/5/2010,0.51444,7/25/2008,0.70513,7/25/2008,0.17308,7/25/2008,0.03654,7/21/2010,0.44108
7/28/2008,0.68332,7/28/2008,0.88075,7/28/2008,0.87177,7/28/2008,0.05513,7/28/2008,0.4346,7/28/2008,0.43418,7/28/2008,0.5064,7/28/2008,0.06025,7/28/2008,0.13461,7/28/2008,0.18162,10/6/2010,0.51578,7/28/2008,0.70511,7/28/2008,0.16923,7/28/2008,0.03654,7/22/2010,0.44767
7/29/2008,0.68437,7/29/2008,0.87789,7/29/2008,0.89071,7/29/2008,0.05319,7/29/2008,0.42677,7/29/2008,0.42549,7/29/2008,0.48957,7/29/2008,0.06216,7/29/2008,0.132,7/29/2008,0.17835,10/7/2010,0.51584,7/29/2008,0.71,7/29/2008,0.16789,7/29/2008,0.03332,7/23/2010,0.46093
7/30/2008,0.68558,7/30/2008,0.89958,7/30/2008,0.93547,7/30/2008,0.05446,7/30/2008,0.41776,7/30/2008,0.4169,7/30/2008,0.49208,7/30/2008,0.0551,7/30/2008,0.14096,7/30/2008,0.18902,10/8/2010,0.50271,7/30/2008,0.70224,7/30/2008,0.16915,7/30/2008,0.03332,7/26/2010,0.48548
7/31/2008,0.70238,7/31/2008,0.90617,7/31/2008,0.95743,7/31/2008,0.05383,7/31/2008,0.4345,7/31/2008,0.40416,7/31/2008,0.48705,7/31/2008,0.05255,7/31/2008,0.14099,7/31/2008,0.19012,10/11/2010,0.49753,7/31/2008,0.71519,7/31/2008,0.1679,7/31/2008,0.03525,7/27/2010,0.47631
8/1/2008,0.70987,8/1/2008,0.9136,8/1/2008,0.93538,8/1/2008,0.05382,8/1/2008,0.43181,8/1/2008,0.40747,8/1/2008,0.48691,8/1/2008,0.0551,8/1/2008,0.14095,8/1/2008,0.18686,10/12/2010,0.49488,8/1/2008,0.71755,8/1/2008,0.1717,8/1/2008,0.03524,7/28/2010,0.47124
8/4/2008,0.68939,8/4/2008,0.89057,8/4/2008,0.90338,8/4/2008,0.05382,8/4/2008,0.4267,8/4/2008,0.42713,8/4/2008,0.47668,8/4/2008,0.05766,8/4/2008,0.14095,8/4/2008,0.20182,10/13/2010,0.49355,8/4/2008,0.71758,8/4/2008,0.16017,8/4/2008,0.03524,7/29/2010,0.46616
8/5/2008,0.68933,8/5/2008,0.87896,8/5/2008,0.87127,8/5/2008,0.05317,8/5/2008,0.4177,8/5/2008,0.4177,8/5/2008,0.45485,8/5/2008,0.05574,8/5/2008,0.14094,8/5/2008,0.1954,10/14/2010,0.50014,8/5/2008,0.69189,8/5/2008,0.1576,8/5/2008,0.03203,7/30/2010,0.45576
8/7/2008,0.67143,8/7/2008,0.90464,8/7/2008,0.89695,8/7/2008,0.04933,8/7/2008,0.40235,8/7/2008,0.42029,8/7/2008,0.42413,8/7/2008,0.05574,8/7/2008,0.12429,8/7/2008,0.18793,10/15/2010,0.49372,8/7/2008,0.66631,8/7/2008,0.16017,8/7/2008,0.03203,8/2/2010,0.47912
8/8/2008,0.6925,8/8/2008,0.9037,8/8/2008,0.90754,8/8/2008,0.04672,8/8/2008,0.39809,8/8/2008,0.40705,8/8/2008,0.41985,8/8/2008,0.05376,8/8/2008,0.128,8/8/2008,0.19414,10/18/2010,0.47825,8/8/2008,0.64002,8/8/2008,0.15616,8/8/2008,0.03162,8/3/2010,0.47032
8/11/2008,0.70947,8/11/2008,0.89517,8/11/2008,0.99378,8/11/2008,0.0429,8/11/2008,0.38547,8/11/2008,0.40895,8/11/2008,0.39059,8/11/2008,0.05059,8/11/2008,0.12806,8/11/2008,0.18996,10/19/2010,0.48583,8/11/2008,0.62495,8/11/2008,0.14599,8/11/2008,0.02625,8/4/2010,0.47915
8/12/2008,0.69155,8/12/2008,0.89646,8/12/2008,1.12698,8/12/2008,0.04418,8/12/2008,0.3842,8/12/2008,0.40554,8/12/2008,0.40725,8/12/2008,0.04738,8/12/2008,0.12807,8/12/2008,0.20704,10/20/2010,0.47539,8/12/2008,0.61215,8/12/2008,0.13959,8/12/2008,0.02536,8/5/2010,0.48943
8/13/2008,0.68641,8/13/2008,0.88491,8/13/2008,1.06292,8/13/2008,0.04418,8/13/2008,0.3701,8/13/2008,0.40126,8/13/2008,0.42261,8/13/2008,0.05122,8/13/2008,0.12806,8/13/2008,0.20063,10/21/2010,0.50484,8/13/2008,0.59549,8/13/2008,0.14087,8/13/2008,0.02561,8/6/2010,0.4921
8/14/2008,0.717,8/14/2008,0.87705,8/14/2008,1.08703,8/14/2008,0.04417,8/14/2008,0.3713,8/14/2008,0.40374,8/14/2008,0.43532,8/14/2008,0.04929,8/14/2008,0.1306,8/14/2008,0.19739,10/22/2010,0.49461,8/14/2008,0.57616,8/14/2008,0.13444,8/14/2008,0.02586,8/9/2010,0.51148
8/15/2008,0.72557,8/15/2008,0.88425,8/15/2008,0.98407,8/15/2008,0.04479,8/15/2008,0.38134,8/15/2008,0.40523,8/15/2008,0.44149,8/15/2008,0.04991,8/15/2008,0.13181,8/15/2008,0.19728,10/25/2010,0.50144,8/15/2008,0.57457,8/15/2008,0.13309,8/15/2008,0.027,8/10/2010,0.49591
8/18/2008,0.71171,8/18/2008,0.86915,8/18/2008,0.74755,8/18/2008,0.04544,8/18/2008,0.36481,8/18/2008,0.40535,8/18/2008,0.43906,8/18/2008,0.04672,8/18/2008,0.12928,8/18/2008,0.19414,10/26/2010,0.48332,8/18/2008,0.55298,8/18/2008,0.13313,8/18/2008,0.0265,8/11/2010,0.54721
8/19/2008,0.69771,8/19/2008,0.85005,8/19/2008,0.78348,8/19/2008,0.04609,8/19/2008,0.35589,8/19/2008,0.4054,8/19/2008,0.44679,8/19/2008,0.04673,8/19/2008,0.13058,8/19/2008,0.1899,10/27/2010,0.49104,8/19/2008,0.5428,8/19/2008,0.1357,8/19/2008,0.02432,8/12/2010,0.56129
8/20/2008,0.71581,8/20/2008,0.84387,8/20/2008,0.76703,8/20/2008,0.04674,8/20/2008,0.37135,8/20/2008,0.40294,8/20/2008,0.43794,8/20/2008,0.04802,8/20/2008,0.13061,8/20/2008,0.19208,10/28/2010,0.49251,8/20/2008,0.53782,8/20/2008,0.1383,8/20/2008,0.02651,8/13/2010,0.55838
8/21/2008,0.69814,8/21/2008,0.84289,8/21/2008,0.6802,8/21/2008,0.04483,8/21/2008,0.35355,8/21/2008,0.3971,8/21/2008,0.43425,8/21/2008,0.04804,8/21/2008,0.13322,8/21/2008,0.19215,10/29/2010,0.49282,8/21/2008,0.51239,8/21/2008,0.1345,8/21/2008,0.02562,8/16/2010,0.54683
8/25/2008,0.71337,8/25/2008,0.80302,8/25/2008,0.73258,8/25/2008,0.04611,8/25/2008,0.36629,8/25/2008,0.40984,8/25/2008,0.42777,8/25/2008,0.04867,8/25/2008,0.1332,8/25/2008,0.19211,11/1/2010,0.5044,8/25/2008,0.5123,8/25/2008,0.13448,8/25/2008,0.02472,8/17/2010,0.57272
8/26/2008,0.70193,8/26/2008,0.80952,8/26/2008,0.75572,8/26/2008,0.04547,8/26/2008,0.36505,8/26/2008,0.39195,8/26/2008,0.40988,8/26/2008,0.05252,8/26/2008,0.12809,8/26/2008,0.18786,11/2/2010,0.5096,8/26/2008,0.49955,8/26/2008,0.1409,8/26/2008,0.0237,8/18/2010,0.60625
8/27/2008,0.70961,8/27/2008,0.8044,8/27/2008,0.74676,8/27/2008,0.04547,8/27/2008,0.37402,8/27/2008,0.40561,8/27/2008,0.40348,8/27/2008,0.05252,8/27/2008,0.12809,8/27/2008,0.19213,11/3/2010,0.50702,8/27/2008,0.49314,8/27/2008,0.13834,8/27/2008,0.02408,8/19/2010,0.60746
8/28/2008,0.69937,8/28/2008,0.80313,8/28/2008,0.73139,8/28/2008,0.04547,8/28/2008,0.37787,8/28/2008,0.42014,8/28/2008,0.39964,8/28/2008,0.05316,8/28/2008,0.12809,8/28/2008,0.19214,11/4/2010,0.50564,8/28/2008,0.46753,8/28/2008,0.13834,8/28/2008,0.02511,8/20/2010,0.60443
8/29/2008,0.67912,8/29/2008,0.80085,8/29/2008,0.75088,8/29/2008,0.04677,8/29/2008,0.378,8/29/2008,0.40576,8/29/2008,0.38441,8/29/2008,0.05318,8/29/2008,0.12429,8/29/2008,0.1922,11/5/2010,0.50706,8/29/2008,0.49461,8/29/2008,0.13326,8/29/2008,0.02435,8/23/2010,0.57493
9/1/2008,0.63544,9/1/2008,0.80839,9/1/2008,0.71615,9/1/2008,0.04548,9/1/2008,0.37793,9/1/2008,0.4074,9/1/2008,0.38434,9/1/2008,0.05125,9/1/2008,0.12811,9/1/2008,0.19217,11/8/2010,0.5019,9/1/2008,0.47402,9/1/2008,0.13196,9/1/2008,0.02434,8/24/2010,0.5735
9/2/2008,0.60972,9/2/2008,0.80699,9/2/2008,0.70067,9/2/2008,0.04611,9/2/2008,0.38428,9/2/2008,0.40563,9/2/2008,0.4099,9/2/2008,0.05124,9/2/2008,0.12297,9/2/2008,0.19321,11/9/2010,0.49411,9/2/2008,0.45601,9/2/2008,0.1345,9/2/2008,0.0237,8/25/2010,0.56448
9/3/2008,0.634,9/3/2008,0.80563,9/3/2008,0.67626,9/3/2008,0.04803,9/3/2008,0.37912,9/3/2008,0.4184,9/3/2008,0.44572,9/3/2008,0.04995,9/3/2008,0.12168,9/3/2008,0.19212,11/10/2010,0.49025,9/3/2008,0.44316,9/3/2008,0.1332,9/3/2008,0.02485,8/26/2010,0.56438
9/4/2008,0.60198,9/4/2008,0.69163,9/4/2008,0.65577,9/4/2008,0.04803,9/4/2008,0.39961,9/4/2008,0.41583,9/4/2008,0.42395,9/4/2008,0.04995,9/4/2008,0.11655,9/4/2008,0.18251,11/11/2010,0.49287,9/4/2008,0.44188,9/4/2008,0.12936,9/4/2008,0.02331,8/27/2010,0.56564
9/5/2008,0.6019,9/5/2008,0.70563,9/5/2008,0.67874,9/5/2008,0.04546,9/5/2008,0.38419,9/5/2008,0.40639,9/5/2008,0.40724,9/5/2008,0.04866,9/5/2008,0.10885,9/5/2008,0.18249,11/12/2010,0.51604,9/5/2008,0.43798,9/5/2008,0.12422,9/5/2008,0.02305,8/30/2010,0.60675
9/8/2008,0.62811,9/8/2008,0.64093,9/8/2008,0.73707,9/8/2008,0.04551,9/8/2008,0.39737,9/8/2008,0.41532,9/8/2008,0.39225,9/8/2008,0.04871,9/8/2008,0.11024,9/8/2008,0.17732,11/15/2010,0.51211,9/8/2008,0.43327,9/8/2008,0.12562,9/8/2008,0.02282,8/31/2010,0.61065
9/9/2008,0.61421,9/9/2008,0.7309,9/9/2008,0.69243,9/9/2008,0.04744,9/9/2008,0.38725,9/9/2008,0.42059,9/9/2008,0.3834,9/9/2008,0.04809,9/9/2008,0.10771,9/9/2008,0.17525,11/16/2010,0.50289,9/9/2008,0.42315,9/9/2008,0.1231,9/9/2008,0.02282,9/1/2010,0.60328
9/10/2008,0.58974,9/10/2008,0.73205,9/10/2008,0.68333,9/10/2008,0.04615,9/10/2008,0.37821,9/10/2008,0.40684,9/10/2008,0.37692,9/10/2008,0.04679,9/10/2008,0.10769,9/10/2008,0.18162,11/17/2010,0.48341,9/10/2008,0.37821,9/10/2008,0.12179,9/10/2008,0.02282,9/2/2010,0.61002
9/11/2008,0.55658,9/11/2008,0.73099,9/11/2008,0.68226,9/11/2008,0.04424,9/11/2008,0.33087,9/11/2008,0.39157,9/11/2008,0.3437,9/11/2008,0.04681,9/11/2008,0.10003,9/11/2008,0.17099,11/18/2010,0.48753,9/11/2008,0.30779,9/11/2008,0.11414,9/11/2008,0.0227,9/3/2010,0.61637
9/12/2008,0.55912,9/12/2008,0.75148,9/12/2008,0.69378,9/12/2008,0.0436,9/12/2008,0.34112,9/12/2008,0.38301,9/12/2008,0.35779,9/12/2008,0.04809,9/12/2008,0.09361,9/12/2008,0.1774,11/19/2010,0.49137,9/12/2008,0.29239,9/12/2008,0.1167,9/12/2008,0.02231,9/6/2010,0.62328
9/16/2008,0.54653,9/16/2008,0.75229,9/16/2008,0.64298,9/16/2008,0.03986,9/16/2008,0.29577,9/16/2008,0.34206,9/16/2008,0.34721,9/16/2008,0.04308,9/16/2008,0.09259,9/16/2008,0.1661,11/22/2010,0.49386,9/16/2008,0.25462,9/16/2008,0.11188,9/16/2008,0.02238,9/7/2010,0.64495
9/17/2008,0.50116,9/17/2008,0.73503,9/17/2008,0.60396,9/17/2008,0.03791,9/17/2008,0.29555,9/17/2008,0.35209,9/17/2008,0.32768,9/17/2008,0.03919,9/17/2008,0.09252,9/17/2008,0.16384,11/23/2010,0.48463,9/17/2008,0.25572,9/17/2008,0.11437,9/17/2008,0.01953,9/8/2010,0.63057
9/18/2008,0.50773,9/18/2008,0.69411,9/18/2008,0.59127,9/18/2008,0.03342,9/18/2008,0.28278,9/18/2008,0.3402,9/18/2008,0.30849,9/18/2008,0.03406,9/18/2008,0.11311,9/18/2008,0.14996,11/24/2010,0.49753,9/18/2008,0.21723,9/18/2008,0.10797,9/18/2008,0.01735,9/9/2010,0.69119
9/19/2008,0.61939,9/19/2008,0.7646,9/19/2008,0.61682,9/19/2008,0.03277,9/19/2008,0.30199,9/19/2008,0.36838,9/19/2008,0.30713,9/19/2008,0.03662,9/19/2008,0.10152,9/19/2008,0.16277,11/25/2010,0.48843,9/19/2008,0.23902,9/19/2008,0.10923,9/19/2008,0.01773,9/10/2010,0.6643
9/22/2008,0.58935,9/22/2008,0.77207,9/22/2008,0.59578,9/22/2008,0.03474,9/22/2008,0.30497,9/22/2008,0.37145,9/22/2008,0.27409,9/22/2008,0.0386,9/22/2008,0.10294,9/22/2008,0.17479,11/26/2010,0.48295,9/22/2008,0.25864,9/22/2008,0.11324,9/22/2008,0.01995,9/13/2010,0.66434
9/23/2008,0.56036,9/23/2008,0.74457,9/23/2008,0.5668,9/23/2008,0.03208,9/23/2008,0.28598,9/23/2008,0.36069,9/23/2008,0.24475,9/23/2008,0.03736,9/23/2008,0.10177,9/23/2008,0.16746,11/29/2010,0.48545,9/23/2008,0.25506,9/23/2008,0.11594,9/23/2008,0.01842,9/14/2010,0.65543
9/24/2008,0.53076,9/24/2008,0.77811,9/24/2008,0.5372,9/24/2008,0.03118,9/24/2008,0.29115,9/24/2008,0.36243,9/24/2008,0.23318,9/24/2008,0.03672,9/24/2008,0.10564,9/24/2008,0.16103,11/30/2010,0.4919,9/24/2008,0.2525,9/24/2008,0.11079,9/24/2008,0.01816,9/15/2010,0.67595
9/25/2008,0.50172,9/25/2008,0.78345,9/25/2008,0.49014,9/25/2008,0.02959,9/25/2008,0.29717,9/25/2008,0.34305,9/25/2008,0.24057,9/25/2008,0.03345,9/25/2008,0.10549,9/25/2008,0.15759,12/1/2010,0.50867,9/25/2008,0.26372,9/25/2008,0.10935,9/25/2008,0.01865,9/16/2010,0.66951
9/26/2008,0.45923,9/26/2008,0.77825,9/26/2008,0.45794,9/26/2008,0.02946,9/26/2008,0.28557,9/26/2008,0.34474,9/26/2008,0.22383,9/26/2008,0.03345,9/26/2008,0.10291,9/26/2008,0.16401,12/2/2010,0.50346,9/26/2008,0.26628,9/26/2008,0.11449,9/26/2008,0.01955,9/17/2010,0.68131
9/29/2008,0.45346,9/29/2008,0.79871,9/29/2008,0.41868,9/29/2008,0.02834,9/29/2008,0.28213,9/29/2008,0.34096,9/29/2008,0.27182,9/29/2008,0.03092,9/29/2008,0.10306,9/29/2008,0.16532,12/3/2010,0.50378,9/29/2008,0.26409,9/29/2008,0.11465,9/29/2008,0.02048,9/20/2010,0.66971
9/30/2008,0.43143,9/30/2008,0.75984,9/30/2008,0.43787,9/30/2008,0.03014,9/30/2008,0.26788,9/30/2008,0.32883,9/30/2008,0.32841,9/30/2008,0.03207,9/30/2008,0.10947,9/30/2008,0.15884,12/6/2010,0.50253,9/30/2008,0.25757,9/30/2008,0.10947,9/30/2008,0.01945,9/21/2010,0.66738
10/2/2008,0.45171,10/2/2008,0.77215,10/2/2008,0.50962,10/2/2008,0.02999,10/2/2008,0.27411,10/2/2008,0.34404,10/2/2008,0.57911,10/2/2008,0.03204,10/2/2008,0.10939,10/2/2008,0.16086,12/7/2010,0.52301,10/2/2008,0.25738,10/2/2008,0.10939,10/2/2008,0.01943,9/22/2010,0.669
