,4063 JP Equity,,5401 JP Equity,,5411 JP Equity,,6988 JP Equity,,8015 JP Equity,,3407 JP Equity,,5201 JP Equity,,4188 JP Equity,,5713 JP Equity,,4005 JP Equity,,3405 JP Equity,,4185 JP Equity,,5486 JP Equity,,5711 JP Equity,,3861 JP Equity,,5406 JP Equity,,5233 JP Equity,,4182 JP Equity,,4613 JP Equity,,5901 JP Equity,,4217 JP Equity,,4612 JP Equity,,4202 JP Equity,,5714 JP Equity,,4088 JP Equity,,4091 JP Equity,,4205 JP Equity,,4183 JP Equity,,4021 JP Equity,,4272 JP Equity,,4118 JP Equity,,5471 JP Equity,,4631 JP Equity,,5463 JP Equity,,1911 JP Equity,,4042 JP Equity,,5631 JP Equity,,5444 JP Equity,,3401 JP Equity,,4114 JP Equity,,4004 JP Equity,,4208 JP Equity,,8012 JP Equity,,4061 JP Equity,,3863 JP Equity,,4634 JP Equity,,7947 JP Equity,,7966 JP Equity,,5232 JP Equity,,3941 JP Equity,,4206 JP Equity,,5706 JP Equity,,5803 JP Equity,,4095 JP Equity,,4043 JP Equity,,4045 JP Equity,,4401 JP Equity,,4403 JP Equity,,4201 JP Equity,,4186 JP Equity,,4203 JP Equity
5/19/2008,60.7597,5/19/2008,6.6788,5/19/2008,59.6115,5/19/2008,48.2251,5/19/2008,25.0215,5/19/2008,5.9133,5/19/2008,12.4581,5/19/2008,7.052,5/19/2008,18.9169,5/19/2008,6.8223,5/19/2008,12.7452,5/19/2008,21.3855,5/19/2008,14.5154,5/19/2008,5.1957,5/19/2008,4.5929,5/19/2008,3.2916,5/19/2008,2.3826,5/19/2008,7.7313,5/19/2008,7.3486,5/19/2008,19.3761,5/19/2008,20.8114,5/19/2008,4.2101,5/19/2008,6.2578,5/19/2008,7.8844,5/19/2008,11.0611,5/19/2008,8.8126,5/19/2008,4.966,5/19/2008,5.8559,5/19/2008,13.0801,5/19/2008,7.0998,5/19/2008,7.2529,5/19/2008,6.1621,5/19/2008,3.4255,5/19/2008,35.3076,5/19/2008,7.5112,5/19/2008,4.3728,5/19/2008,18.8212,5/19/2008,53.392,5/19/2008,3.7317,5/19/2008,7.6739,5/19/2008,3.2246,5/19/2008,3.7221,5/19/2008,11.2621,5/19/2008,3.77,4/15/2013,12.8276,5/19/2008,3.8848,5/19/2008,25.5956,5/19/2008,15.9315,5/19/2008,2.2773,5/19/2008,6.3822,5/19/2008,9.291,5/19/2008,3.5977,5/19/2008,4.5355,5/19/2008,15.6444,5/19/2008,8.29586,5/19/2008,3.92307,5/19/2008,9.93206,5/19/2008,4.62157,5/19/2008,5.41575,5/19/2008,19.42398,5/19/2008,6.00899
5/20/2008,61.3249,5/20/2008,6.7785,5/20/2008,61.7105,5/20/2008,48.6935,5/20/2008,25.0217,5/20/2008,6.1325,5/20/2008,12.911,5/20/2008,7.1064,5/20/2008,18.8892,5/20/2008,7.0581,5/20/2008,12.7374,5/20/2008,20.8273,5/20/2008,15.0034,5/20/2008,5.3322,5/20/2008,4.6861,5/20/2008,3.5484,5/20/2008,2.4588,5/20/2008,7.627,5/20/2008,7.4728,5/20/2008,19.2845,5/20/2008,21.3094,5/20/2008,4.2233,5/20/2008,6.4893,5/20/2008,7.8777,5/20/2008,11.5707,5/20/2008,8.813,5/20/2008,5.4768,5/20/2008,5.9782,5/20/2008,12.7953,5/20/2008,7.1353,5/20/2008,7.4921,5/20/2008,6.5085,5/20/2008,3.5387,5/20/2008,35.58,5/20/2008,7.6078,5/20/2008,4.3487,5/20/2008,19.9113,5/20/2008,56.6001,5/20/2008,3.7316,5/20/2008,7.791,5/20/2008,3.2109,5/20/2008,3.7605,5/20/2008,11.5804,5/20/2008,3.8087,4/16/2013,12.5756,5/20/2008,3.8762,5/20/2008,26.3234,5/20/2008,16.3629,5/20/2008,2.3238,5/20/2008,6.5471,5/20/2008,9.4012,5/20/2008,3.5676,5/20/2008,4.5126,5/20/2008,15.5819,5/20/2008,8.5527,5/20/2008,3.87619,5/20/2008,9.8544,5/20/2008,4.64757,5/20/2008,5.75644,5/20/2008,18.841,5/20/2008,5.97821
5/21/2008,60.735,5/21/2008,6.7118,5/21/2008,59.8646,5/21/2008,47.6789,5/21/2008,24.5164,5/21/2008,5.9865,5/21/2008,12.94,5/21/2008,6.9342,5/21/2008,19.2553,5/21/2008,7.1277,5/21/2008,12.5532,5/21/2008,20.5996,5/21/2008,15.1547,5/21/2008,5.2128,5/21/2008,4.6228,5/21/2008,3.4913,5/21/2008,2.3598,5/21/2008,7.3791,5/21/2008,7.3308,5/21/2008,19.5358,5/21/2008,20.9865,5/21/2008,4.0909,5/21/2008,6.383,5/21/2008,7.7369,5/21/2008,11.3636,5/21/2008,8.5493,5/21/2008,4.971,5/21/2008,5.8414,5/21/2008,12.7176,5/21/2008,7.089,5/21/2008,7.4371,5/21/2008,6.6248,5/21/2008,3.4236,5/21/2008,35.2031,5/21/2008,7.5629,5/21/2008,4.4487,5/21/2008,19.6809,5/21/2008,54.352,5/21/2008,3.6944,5/21/2008,7.7079,5/21/2008,3.1335,5/21/2008,3.6944,5/21/2008,11.7311,5/21/2008,3.7814,4/17/2013,12.5655,5/21/2008,3.8008,5/21/2008,25.1451,5/21/2008,15.793,5/21/2008,2.2727,5/21/2008,6.354,5/21/2008,9.0135,5/21/2008,3.5493,5/21/2008,4.5938,5/21/2008,15.3772,5/21/2008,8.2882,5/21/2008,3.8588,5/21/2008,9.66151,5/21/2008,4.53578,5/21/2008,5.58994,5/21/2008,18.23985,5/21/2008,5.90909
5/22/2008,59.7847,5/22/2008,6.6513,5/22/2008,58.4391,5/22/2008,47.8662,5/22/2008,24.5098,5/22/2008,6.0265,5/22/2008,12.7067,5/22/2008,6.9493,5/22/2008,18.7716,5/22/2008,7.3722,5/22/2008,12.4856,5/22/2008,20.7613,5/22/2008,15.0423,5/22/2008,5.1903,5/22/2008,4.6425,5/22/2008,3.489,5/22/2008,2.4222,5/22/2008,7.4395,5/22/2008,7.401,5/22/2008,19.4156,5/22/2008,21.1457,5/22/2008,4.2388,5/22/2008,6.411,5/22/2008,7.9008,5/22/2008,11.7743,5/22/2008,8.6505,5/22/2008,4.9212,5/22/2008,5.9016,5/22/2008,12.8028,5/22/2008,7.0838,5/22/2008,7.6125,5/22/2008,6.5552,5/22/2008,3.4122,5/22/2008,34.7943,5/22/2008,7.7855,5/22/2008,4.5175,5/22/2008,19.704,5/22/2008,53.6332,5/22/2008,3.7486,5/22/2008,7.92,5/22/2008,3.1719,5/22/2008,3.6717,5/22/2008,11.5533,5/22/2008,3.7486,4/18/2013,12.4452,5/22/2008,3.8543,5/22/2008,25.4229,5/22/2008,15.7536,5/22/2008,2.3068,5/22/2008,6.6705,5/22/2008,9.0446,5/22/2008,3.614,5/22/2008,4.7097,5/22/2008,15.5902,5/22/2008,8.04498,5/22/2008,3.82545,5/22/2008,9.61169,5/22/2008,4.53672,5/22/2008,5.72857,5/22/2008,18.96386,5/22/2008,5.93041
5/23/2008,61.3176,5/23/2008,6.5295,5/23/2008,57.1456,5/23/2008,48.0256,5/23/2008,24.6435,5/23/2008,6.0638,5/23/2008,13.0397,5/23/2008,7.0244,5/23/2008,18.1721,5/23/2008,7.2378,5/23/2008,12.865,5/23/2008,21.1992,5/23/2008,14.8249,5/23/2008,5.0645,5/23/2008,4.7347,5/23/2008,3.4249,5/23/2008,2.4255,5/23/2008,7.3639,5/23/2008,7.4998,5/23/2008,19.6468,5/23/2008,22.0239,5/23/2008,4.2107,5/23/2008,6.3937,5/23/2008,7.8393,5/23/2008,11.7881,5/23/2008,8.7028,5/23/2008,4.9384,5/23/2008,6.1124,5/23/2008,13.4472,5/23/2008,7.1796,5/23/2008,7.7423,5/23/2008,6.5004,5/23/2008,3.5025,5/23/2008,34.9277,5/23/2008,7.8976,5/23/2008,4.366,5/23/2008,20.132,5/23/2008,52.6826,5/23/2008,3.8129,5/23/2008,8.1207,5/23/2008,3.1047,5/23/2008,3.7159,5/23/2008,11.7881,5/23/2008,4.0167,4/19/2013,12.292,5/23/2008,3.8712,5/23/2008,26.0503,5/23/2008,16.9302,5/23/2008,2.4838,5/23/2008,6.8788,5/23/2008,8.9745,5/23/2008,3.6383,5/23/2008,4.6085,5/23/2008,15.7951,5/23/2008,8.05278,5/23/2008,3.95847,5/23/2008,9.58572,5/23/2008,4.55031,5/23/2008,5.69516,5/23/2008,19.19084,5/23/2008,6.02503
5/26/2008,59.4318,5/26/2008,6.4167,5/26/2008,56.2428,5/26/2008,46.9656,5/26/2008,23.821,5/26/2008,5.8369,5/26/2008,12.6401,5/26/2008,6.8129,5/26/2008,17.6942,5/26/2008,6.8999,5/26/2008,12.5338,5/26/2008,20.4871,5/26/2008,14.4376,5/26/2008,4.8995,5/26/2008,4.7062,5/26/2008,3.3243,5/26/2008,2.3579,5/26/2008,7.0255,5/26/2008,7.3251,5/26/2008,19.0375,5/26/2008,21.3085,5/26/2008,4.2037,5/26/2008,6.1365,5/26/2008,7.76,5/26/2008,11.3259,5/26/2008,8.3591,5/26/2008,4.6386,5/26/2008,5.8949,5/26/2008,12.9687,5/26/2008,6.9482,5/26/2008,7.47,5/26/2008,6.4843,5/26/2008,3.3243,5/26/2008,34.3062,5/26/2008,7.6923,5/26/2008,4.2327,5/26/2008,19.4724,5/26/2008,50.9277,5/26/2008,3.6819,5/26/2008,7.9049,5/26/2008,3.0344,5/26/2008,3.6142,5/26/2008,11.2099,5/26/2008,3.9331,4/22/2013,12.3616,5/26/2008,3.7399,5/26/2008,26.1886,5/26/2008,16.6022,5/26/2008,2.4546,5/26/2008,6.6196,5/26/2008,8.6007,5/26/2008,3.4983,5/26/2008,4.455,5/26/2008,15.4233,5/26/2008,7.44105,5/26/2008,3.89447,5/26/2008,9.21917,5/26/2008,4.41631,5/26/2008,5.44066,5/26/2008,18.51566,5/26/2008,6.01082
5/27/2008,59.7617,5/27/2008,6.4854,5/27/2008,56.9754,5/27/2008,46.887,5/27/2008,24.4043,5/27/2008,5.8705,5/27/2008,12.7786,5/27/2008,6.8793,5/27/2008,17.7075,5/27/2008,7.1387,5/27/2008,12.4135,5/27/2008,20.9935,5/27/2008,14.5081,5/27/2008,4.9001,5/27/2008,4.8232,5/27/2008,3.3532,5/27/2008,2.3251,5/27/2008,7.1003,5/27/2008,7.2733,5/27/2008,19.3121,5/27/2008,21.1856,5/27/2008,4.2083,5/27/2008,6.2068,5/27/2008,7.648,5/27/2008,11.3855,5/27/2008,8.4166,5/27/2008,4.4965,5/27/2008,5.8801,5/27/2008,12.9996,5/27/2008,6.7352,5/27/2008,7.4942,5/27/2008,6.4181,5/27/2008,3.3148,5/27/2008,34.877,5/27/2008,7.8113,5/27/2008,4.2467,5/27/2008,19.6964,5/27/2008,51.5949,5/27/2008,3.6222,5/27/2008,7.8786,5/27/2008,3.0265,5/27/2008,3.6607,5/27/2008,11.4335,5/27/2008,3.9393,4/23/2013,12.3402,5/27/2008,3.8144,5/27/2008,26.2779,5/27/2008,16.372,5/27/2008,2.402,5/27/2008,6.8313,5/27/2008,8.7913,5/27/2008,3.4589,5/27/2008,4.4005,5/27/2008,15.2191,5/27/2008,7.35972,5/27/2008,3.87202,5/27/2008,9.27171,5/27/2008,4.54458,5/27/2008,5.45734,5/27/2008,18.73559,5/27/2008,6.10108
5/28/2008,59.2904,5/28/2008,6.3689,5/28/2008,56.1347,5/28/2008,46.3804,5/28/2008,23.5249,5/28/2008,5.776,5/28/2008,12.5753,5/28/2008,6.7228,5/28/2008,16.9265,5/28/2008,7.1244,5/28/2008,12.3076,5/28/2008,20.0822,5/28/2008,14.6792,5/28/2008,4.6859,5/28/2008,4.7432,5/28/2008,3.2323,5/28/2008,2.2664,5/28/2008,7.0862,5/28/2008,7.1531,5/28/2008,18.9347,5/28/2008,21.4689,5/28/2008,4.1503,5/28/2008,6.0342,5/28/2008,7.2583,5/28/2008,11.8485,5/28/2008,8.2146,5/28/2008,4.3225,5/28/2008,5.6517,5/28/2008,12.7666,5/28/2008,6.6271,5/28/2008,7.2296,5/28/2008,6.2446,5/28/2008,3.1558,5/28/2008,34.2354,5/28/2008,7.7938,5/28/2008,4.2173,5/28/2008,19.6519,5/28/2008,49.2493,5/28/2008,3.6339,5/28/2008,7.7173,5/28/2008,2.9932,5/28/2008,3.5957,5/28/2008,11.3321,5/28/2008,3.8921,4/24/2013,12.6433,5/28/2008,3.6722,5/28/2008,26.6329,5/28/2008,16.0562,5/28/2008,2.3047,5/28/2008,6.7323,5/28/2008,8.4824,5/28/2008,3.347,5/28/2008,4.2364,5/28/2008,14.8991,5/28/2008,7.23917,5/28/2008,3.77737,5/28/2008,9.05613,5/28/2008,4.41809,5/28/2008,5.58478,5/28/2008,18.2844,5/28/2008,5.94817
5/29/2008,61.5297,5/29/2008,6.2666,5/29/2008,55.4714,5/29/2008,47.0466,5/29/2008,23.9019,5/29/2008,5.8501,5/29/2008,12.8171,5/29/2008,6.8724,5/29/2008,16.6414,5/29/2008,7.251,5/29/2008,12.5615,5/29/2008,20.1155,5/29/2008,14.5589,5/29/2008,4.7047,5/29/2008,4.7899,5/29/2008,3.2563,5/29/2008,2.2624,5/29/2008,7.251,5/29/2008,7.2226,5/29/2008,19.6422,5/29/2008,21.5354,5/29/2008,4.1178,5/29/2008,6.0583,5/29/2008,7.535,5/29/2008,11.8232,5/29/2008,8.3113,5/29/2008,4.4491,5/29/2008,5.6891,5/29/2008,12.997,5/29/2008,6.7588,5/29/2008,7.1091,5/29/2008,6.2098,5/29/2008,3.1806,5/29/2008,34.5513,5/29/2008,7.8758,5/29/2008,4.5248,5/29/2008,20.2575,5/29/2008,50.0757,5/29/2008,3.6539,5/29/2008,7.554,5/29/2008,3.0481,5/29/2008,3.7202,5/29/2008,11.1795,5/29/2008,3.9379,4/25/2013,13.9881,5/29/2008,3.7581,5/29/2008,27.5464,5/29/2008,16.632,5/29/2008,2.3381,5/29/2008,6.8061,5/29/2008,8.6142,5/29/2008,3.3415,5/29/2008,4.3071,5/29/2008,15.0985,5/29/2008,7.33624,5/29/2008,3.88111,5/29/2008,8.90761,5/29/2008,4.45854,5/29/2008,5.66073,5/29/2008,18.79023,5/29/2008,5.99205
5/30/2008,62.9265,5/30/2008,6.2453,5/30/2008,56.4822,5/30/2008,47.4792,5/30/2008,24.3556,5/30/2008,5.9325,5/30/2008,13.1539,5/30/2008,7.0887,5/30/2008,16.7646,5/30/2008,7.2972,5/30/2008,12.6137,5/30/2008,20.4227,5/30/2008,14.6892,5/30/2008,4.7858,5/30/2008,4.8522,5/30/2008,3.2885,5/30/2008,2.3597,5/30/2008,7.4962,5/30/2008,7.2877,5/30/2008,19.6645,5/30/2008,22.3654,5/30/2008,4.2551,5/30/2008,6.2358,5/30/2008,7.5436,5/30/2008,12.3105,5/30/2008,8.5197,5/30/2008,4.6816,5/30/2008,5.7335,5/30/2008,13.4761,5/30/2008,6.6622,5/30/2008,7.2782,5/30/2008,6.3211,5/30/2008,3.2411,5/30/2008,34.2115,5/30/2008,8.1691,5/30/2008,4.5773,5/30/2008,20.7544,5/30/2008,50.0379,5/30/2008,3.7623,5/30/2008,7.9416,5/30/2008,3.0516,5/30/2008,3.7718,5/30/2008,11.9693,5/30/2008,4.094,4/26/2013,15.094,5/30/2008,3.8287,5/30/2008,28.7149,5/30/2008,17.9113,5/30/2008,2.2934,5/30/2008,6.8139,5/30/2008,8.9177,5/30/2008,3.3548,5/30/2008,4.4636,5/30/2008,15.4852,5/30/2008,7.56255,5/30/2008,3.8097,5/30/2008,9.11676,5/30/2008,4.50152,5/30/2008,5.6956,5/30/2008,19.38021,5/30/2008,6.08415
6/2/2008,62.8478,6/2/2008,6.352,6/2/2008,57.6665,6/2/2008,47.6876,6/2/2008,24.8513,6/2/2008,6.0449,6/2/2008,13.1933,6/2/2008,7.1004,6/2/2008,17.1752,6/2/2008,7.3882,6/2/2008,12.7039,6/2/2008,20.9173,6/2/2008,14.9587,6/2/2008,4.7975,6/2/2008,5.047,6/2/2008,3.3295,6/2/2008,2.418,6/2/2008,7.5705,6/2/2008,7.4842,6/2/2008,19.7659,6/2/2008,22.5005,6/2/2008,4.3274,6/2/2008,6.3136,6/2/2008,7.6089,6/2/2008,12.416,6/2/2008,8.626,6/2/2008,4.788,6/2/2008,5.8242,6/2/2008,13.6922,6/2/2008,6.8509,6/2/2008,7.5705,6/2/2008,6.5247,6/2/2008,3.3007,6/2/2008,34.4464,6/2/2008,8.2422,6/2/2008,4.7016,6/2/2008,22.0687,6/2/2008,52.1973,6/2/2008,3.838,6/2/2008,8.1942,6/2/2008,3.1376,6/2/2008,3.934,6/2/2008,11.8212,6/2/2008,4.1163,4/30/2013,14.8877,6/2/2008,3.934,6/2/2008,30.4164,6/2/2008,18.1443,6/2/2008,2.3604,6/2/2008,6.9277,6/2/2008,8.9234,6/2/2008,3.3967,6/2/2008,4.74,6/2/2008,16.0718,6/2/2008,7.84878,6/2/2008,3.83803,6/2/2008,9.13452,6/2/2008,4.5001,6/2/2008,5.74746,6/2/2008,19.526,6/2/2008,6.256
6/3/2008,62.1496,6/3/2008,6.272,6/3/2008,57.4931,6/3/2008,46.4696,6/3/2008,23.9,6/3/2008,5.8538,6/3/2008,12.8671,6/3/2008,6.8612,6/3/2008,16.9153,6/3/2008,7.3933,6/3/2008,12.5915,6/3/2008,20.4314,6/3/2008,14.8532,6/3/2008,4.78,6/3/2008,4.9035,6/3/2008,3.288,6/3/2008,2.3282,6/3/2008,7.5264,6/3/2008,7.3363,6/3/2008,18.7684,6/3/2008,22.0469,6/3/2008,4.2764,6/3/2008,6.0439,6/3/2008,7.4884,6/3/2008,11.9738,6/3/2008,8.3911,6/3/2008,4.6565,6/3/2008,5.6923,6/3/2008,13.5798,6/3/2008,6.5761,6/3/2008,7.3553,6/3/2008,6.31,6/3/2008,3.2405,6/3/2008,34.0207,6/3/2008,8.049,6/3/2008,4.5614,6/3/2008,21.9994,6/3/2008,50.5559,6/3/2008,3.7727,6/3/2008,8.03,6/3/2008,3.0885,6/3/2008,3.8012,6/3/2008,11.4511,6/3/2008,4.0008,5/1/2013,16.1698,6/3/2008,3.6967,6/3/2008,28.9841,6/3/2008,17.5615,6/3/2008,2.3187,6/3/2008,6.7471,6/3/2008,8.6192,6/3/2008,3.3165,6/3/2008,4.59,6/3/2008,15.851,6/3/2008,7.6119,6/3/2008,3.70617,6/3/2008,8.78077,6/3/2008,4.38088,6/3/2008,5.49273,6/3/2008,18.48332,6/3/2008,6.15794
6/4/2008,64.3593,6/4/2008,6.2166,6/4/2008,57.1129,6/4/2008,47.1015,6/4/2008,23.5984,6/4/2008,6.0069,6/4/2008,13.053,6/4/2008,6.9413,6/4/2008,16.5046,6/4/2008,7.4847,6/4/2008,12.7098,6/4/2008,21.5961,6/4/2008,15.3223,6/4/2008,4.7292,6/4/2008,5.0248,6/4/2008,3.299,6/4/2008,2.3169,6/4/2008,7.8471,6/4/2008,7.3894,6/4/2008,18.9264,6/4/2008,22.0729,6/4/2008,4.386,6/4/2008,6.2929,6/4/2008,7.5038,6/4/2008,11.9947,6/4/2008,8.4001,6/4/2008,4.7388,6/4/2008,5.8066,6/4/2008,13.6728,6/4/2008,6.5503,6/4/2008,7.561,6/4/2008,6.3406,6/4/2008,3.3181,6/4/2008,34.3249,6/4/2008,8.3238,6/4/2008,4.6434,6/4/2008,22.1205,6/4/2008,50.7246,6/4/2008,3.8139,6/4/2008,7.8375,6/4/2008,3.1274,6/4/2008,3.8711,6/4/2008,11.6419,6/4/2008,4.0999,5/2/2013,15.2606,6/4/2008,3.6613,6/4/2008,29.939,6/4/2008,18.1732,6/4/2008,2.3455,6/4/2008,6.741,6/4/2008,8.791,6/4/2008,3.3181,6/4/2008,4.7101,6/4/2008,16.0469,6/4/2008,7.70404,6/4/2008,3.66133,6/4/2008,8.91495,6/4/2008,4.3669,6/4/2008,5.55873,6/4/2008,19.06941,6/4/2008,6.14035
6/5/2008,64.3181,6/5/2008,6.224,6/5/2008,57.6124,6/5/2008,47.0344,6/5/2008,23.5644,6/5/2008,5.9218,6/5/2008,13.5625,6/5/2008,7.0363,6/5/2008,16.5754,6/5/2008,7.2535,6/5/2008,12.4481,6/5/2008,22.1949,6/5/2008,15.3003,6/5/2008,4.7034,6/5/2008,4.949,6/5/2008,3.3056,6/5/2008,2.3234,6/5/2008,8.0846,6/5/2008,7.4518,6/5/2008,18.5682,6/5/2008,22.006,6/5/2008,4.4862,6/5/2008,6.2901,6/5/2008,7.3291,6/5/2008,11.8153,6/5/2008,8.5569,6/5/2008,4.8073,6/5/2008,6.0729,6/5/2008,13.6192,6/5/2008,6.5074,6/5/2008,7.3668,6/5/2008,6.2807,6/5/2008,3.3434,6/5/2008,33.9063,6/5/2008,8.2641,6/5/2008,4.7034,6/5/2008,22.4311,6/5/2008,50.9067,6/5/2008,3.7779,6/5/2008,7.8768,6/5/2008,3.079,6/5/2008,3.7684,6/5/2008,11.5792,6/5/2008,4.0612,5/7/2013,15.46,6/5/2008,3.6645,6/5/2008,29.2784,6/5/2008,18.1621,6/5/2008,2.3328,6/5/2008,6.6963,6/5/2008,8.8213,6/5/2008,3.2773,6/5/2008,4.6751,6/5/2008,15.9898,6/5/2008,7.45183,6/5/2008,3.59841,6/5/2008,8.5663,6/5/2008,4.41065,6/5/2008,5.60068,6/5/2008,18.83264,6/5/2008,6.14847
6/6/2008,65.6547,6/6/2008,6.4896,6/6/2008,59.9621,6/6/2008,46.7742,6/6/2008,24.4307,6/6/2008,5.9298,6/6/2008,13.2922,6/6/2008,6.9355,6/6/2008,16.6129,6/6/2008,7.1063,6/6/2008,12.723,6/6/2008,21.9165,6/6/2008,15.1992,6/6/2008,4.8387,6/6/2008,4.9431,6/6/2008,3.444,6/6/2008,2.296,6/6/2008,7.9981,6/6/2008,7.4194,6/6/2008,18.7002,6/6/2008,21.7742,6/6/2008,4.4213,6/6/2008,6.1385,6/6/2008,7.6376,6/6/2008,11.5085,6/6/2008,8.6433,6/6/2008,4.6584,6/6/2008,5.8539,6/6/2008,13.852,6/6/2008,6.4326,6/6/2008,7.3435,6/6/2008,6.3947,6/6/2008,3.3017,6/6/2008,33.9658,6/6/2008,8.2638,6/6/2008,4.5541,6/6/2008,22.5332,6/6/2008,52.0873,6/6/2008,3.7287,6/6/2008,7.9222,6/6/2008,3.074,6/6/2008,3.7097,6/6/2008,11.2998,6/6/2008,4.0607,5/8/2013,15.6048,6/6/2008,3.6338,6/6/2008,29.3169,6/6/2008,18.4061,6/6/2008,2.3435,6/6/2008,6.6698,6/6/2008,8.8235,6/6/2008,3.3207,6/6/2008,4.7154,6/6/2008,15.8634,6/6/2008,7.33397,6/6/2008,3.66224,6/6/2008,8.56736,6/6/2008,4.44023,6/6/2008,5.51233,6/6/2008,18.80455,6/6/2008,6.28083
6/9/2008,62.8238,6/9/2008,6.1882,6/9/2008,56.5131,6/9/2008,45.7756,6/9/2008,23.453,6/9/2008,5.7455,6/9/2008,13.0734,6/9/2008,6.6215,6/9/2008,16.4265,6/9/2008,6.8287,6/9/2008,12.3858,6/9/2008,21.3337,6/9/2008,15.0702,6/9/2008,4.6718,6/9/2008,4.8978,6/9/2008,3.2683,6/9/2008,2.2699,6/9/2008,7.7423,6/9/2008,7.1395,6/9/2008,18.4327,6/9/2008,20.9099,6/9/2008,4.3233,6/9/2008,5.915,6/9/2008,7.5068,6/9/2008,11.2461,6/9/2008,8.3357,6/9/2008,4.4928,6/9/2008,5.6419,6/9/2008,13.4784,6/9/2008,6.2541,6/9/2008,7.1583,6/9/2008,6.0657,6/9/2008,3.1553,6/9/2008,33.4369,6/9/2008,7.9684,6/9/2008,4.3515,6/9/2008,22.2285,6/9/2008,49.8258,6/9/2008,3.6357,6/9/2008,7.601,6/9/2008,3.0046,6/9/2008,3.5321,6/9/2008,10.8788,6/9/2008,3.9559,5/9/2013,15.3095,6/9/2008,3.4944,6/9/2008,30.4229,6/9/2008,17.8299,6/9/2008,2.2699,6/9/2008,6.8004,6/9/2008,8.4393,6/9/2008,3.2495,6/9/2008,4.5587,6/9/2008,15.7012,6/9/2008,7.11124,6/9/2008,3.54149,6/9/2008,8.30743,6/9/2008,4.295,6/9/2008,5.26514,6/9/2008,18.40445,6/9/2008,6.11284
6/10/2008,60.9904,6/10/2008,5.9592,6/10/2008,54.5556,6/10/2008,43.831,6/10/2008,22.5683,6/10/2008,5.6141,6/10/2008,12.9628,6/10/2008,6.4814,6/10/2008,15.7325,6/10/2008,6.5933,6/10/2008,12.2261,6/10/2008,20.7498,6/10/2008,14.744,6/10/2008,4.6442,6/10/2008,4.8587,6/10/2008,3.1801,6/10/2008,2.1822,6/10/2008,7.5259,6/10/2008,6.9943,6/10/2008,18.1293,6/10/2008,20.47,6/10/2008,4.2712,6/10/2008,5.7353,6/10/2008,7.6471,6/10/2008,11.1723,6/10/2008,8.4864,6/10/2008,4.3365,6/10/2008,5.5208,6/10/2008,13.0374,6/10/2008,6.1737,6/10/2008,6.985,6/10/2008,5.8286,6/10/2008,3.0775,6/10/2008,32.6401,6/10/2008,7.8057,6/10/2008,4.1873,6/10/2008,21.2161,6/10/2008,48.4006,6/10/2008,3.5438,6/10/2008,7.4886,6/10/2008,2.8817,6/10/2008,3.4319,6/10/2008,10.5754,6/10/2008,3.8609,5/10/2013,15.9169,6/10/2008,3.4412,6/10/2008,29.3761,6/10/2008,17.5604,6/10/2008,2.2009,6/10/2008,6.9477,6/10/2008,8.2719,6/10/2008,3.1521,6/10/2008,4.4577,6/10/2008,15.9377,6/10/2008,6.85443,6/10/2008,3.39457,6/10/2008,8.33722,6/10/2008,4.20591,6/10/2008,5.23174,6/10/2008,17.98004,6/10/2008,6.05241
6/11/2008,62.5584,6/11/2008,6.0688,6/11/2008,55.8257,6/11/2008,42.9213,6/11/2008,22.349,6/11/2008,5.6948,6/11/2008,13.2691,6/11/2008,6.5177,6/11/2008,15.5975,6/11/2008,6.6579,6/11/2008,12.3901,6/11/2008,20.9463,6/11/2008,14.9149,6/11/2008,4.6007,6/11/2008,4.9841,6/11/2008,3.1887,6/11/2008,2.2349,6/11/2008,7.7333,6/11/2008,6.9572,6/11/2008,18.5431,6/11/2008,20.7593,6/11/2008,4.3202,6/11/2008,5.8351,6/11/2008,7.7146,6/11/2008,11.3428,6/11/2008,8.7619,6/11/2008,4.3763,6/11/2008,5.7322,6/11/2008,13.2411,6/11/2008,6.1904,6/11/2008,6.9946,6/11/2008,5.8351,6/11/2008,3.0671,6/11/2008,32.5416,6/11/2008,8.5094,6/11/2008,4.2734,6/11/2008,21.4139,6/11/2008,49.28,6/11/2008,3.5908,6/11/2008,7.4341,6/11/2008,2.9082,6/11/2008,3.4692,6/11/2008,10.4264,6/11/2008,3.9087,5/13/2013,15.9372,6/11/2008,3.4879,6/11/2008,29.3623,6/11/2008,17.8605,6/11/2008,2.2068,6/11/2008,6.7795,6/11/2008,8.5843,6/11/2008,3.142,6/11/2008,4.7877,6/11/2008,15.9529,6/11/2008,6.98523,6/11/2008,3.45053,6/11/2008,8.38788,6/11/2008,4.25472,6/11/2008,5.19918,6/11/2008,18.31868,6/11/2008,6.05012
