,902 HK Equity,,991 HK Equity,,916 HK Equity,,2688 HK Equity,,1798 HK Equity,,1600 HK Equity,,1265 HK Equity,,1733 HK Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2008,0.7374,8/19/2008,0.6158,3/26/2010,1.2045,8/19/2008,1.6643,4/1/2011,0.3060,2/23/2011,0.1847,8/19/2008,0.1088,1/20/2011,0.5961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/20/2008,0.7043,8/20/2008,0.6147,3/29/2010,1.2107,8/20/2008,1.6340,4/4/2011,0.3101,2/24/2011,0.1783,8/20/2008,0.1088,1/21/2011,0.5841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/21/2008,0.6930,8/21/2008,0.5982,3/30/2010,1.2080,8/21/2008,1.6089,4/6/2011,0.2985,2/25/2011,0.1732,8/21/2008,0.1089,1/24/2011,0.5695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2008,0.7031,8/25/2008,0.6020,3/31/2010,1.1849,8/25/2008,1.5318,4/7/2011,0.2986,2/28/2011,0.1798,8/25/2008,0.1101,1/25/2011,0.5763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2008,0.7275,8/26/2008,0.6174,4/1/2010,1.1769,8/26/2008,1.5448,4/8/2011,0.2974,3/1/2011,0.1784,8/26/2008,0.1153,1/26/2011,0.5869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2008,0.7455,8/27/2008,0.6430,4/7/2010,1.1699,8/27/2008,1.5627,4/11/2011,0.3012,3/2/2011,0.1759,8/27/2008,0.1217,1/27/2011,0.5881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/28/2008,0.7352,8/28/2008,0.6417,4/8/2010,1.1562,8/28/2008,1.5268,4/12/2011,0.2959,3/3/2011,0.1772,8/28/2008,0.1217,1/28/2011,0.5800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2008,0.7458,8/29/2008,0.6663,4/9/2010,1.1732,8/29/2008,1.5915,4/13/2011,0.2997,3/4/2011,0.1823,8/29/2008,0.1345,1/31/2011,0.5684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2008,0.7187,9/1/2008,0.6367,4/12/2010,1.1769,9/1/2008,1.5758,4/14/2011,0.2958,3/7/2011,0.1785,9/1/2008,0.1345,2/1/2011,0.5749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2008,0.7314,9/2/2008,0.6520,4/13/2010,1.1610,9/2/2008,1.5499,4/15/2011,0.2920,3/8/2011,0.1810,9/2/2008,0.1345,2/2/2011,0.5740,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2008,0.7198,9/3/2008,0.6378,4/14/2010,1.1584,9/3/2008,1.4627,4/18/2011,0.2893,3/9/2011,0.1785,9/3/2008,0.1345,2/7/2011,0.5756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2008,0.7044,9/4/2008,0.6199,4/15/2010,1.1326,9/4/2008,1.3705,4/19/2011,0.2867,3/10/2011,0.1772,9/4/2008,0.1345,2/8/2011,0.5795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2008,0.6954,9/5/2008,0.6288,4/16/2010,1.0977,9/5/2008,1.1961,4/20/2011,0.3024,3/11/2011,0.1772,9/5/2008,0.1281,2/9/2011,0.5588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2008,0.7243,9/8/2008,0.6576,4/19/2010,1.0823,9/8/2008,1.3562,4/21/2011,0.2974,3/14/2011,0.1733,9/8/2008,0.1282,2/10/2011,0.5096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2008,0.7040,9/9/2008,0.6450,4/20/2010,1.1206,9/9/2008,1.3567,4/26/2011,0.2985,3/15/2011,0.1654,9/9/2008,0.1282,2/11/2011,0.5195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2008,0.7115,9/10/2008,0.6449,4/21/2010,1.0923,9/10/2008,1.3205,4/27/2011,0.3012,3/16/2011,0.1667,9/10/2008,0.1282,2/14/2011,0.5362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2008,0.7310,9/11/2008,0.6489,4/22/2010,1.0989,9/11/2008,1.2812,4/28/2011,0.2973,3/17/2011,0.1615,9/11/2008,0.1282,2/15/2011,0.5440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2008,0.7566,9/12/2008,0.6707,4/23/2010,1.0963,9/12/2008,1.3465,4/29/2011,0.2910,3/18/2011,0.1731,9/12/2008,0.1334,2/16/2011,0.5520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/16/2008,0.7549,9/16/2008,0.6584,4/26/2010,1.0781,9/16/2008,1.3503,5/3/2011,0.2948,3/21/2011,0.1770,9/16/2008,0.1337,2/17/2011,0.5509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/17/2008,0.7453,9/17/2008,0.6348,4/27/2010,1.0870,9/17/2008,1.3493,5/4/2011,0.2961,3/22/2011,0.1771,9/17/2008,0.1336,2/18/2011,0.5537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/18/2008,0.7455,9/18/2008,0.6388,4/28/2010,1.0724,9/18/2008,1.1568,5/5/2011,0.2921,3/23/2011,0.1745,9/18/2008,0.1324,2/21/2011,0.5383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/19/2008,0.8289,9/19/2008,0.6747,4/29/2010,1.0586,9/19/2008,1.2221,5/6/2011,0.2959,3/24/2011,0.1771,9/19/2008,0.1324,2/22/2011,0.5172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/22/2008,0.7875,9/22/2008,0.7039,4/30/2010,1.0639,9/22/2008,1.3486,5/9/2011,0.2908,3/25/2011,0.1758,9/22/2008,0.1325,2/23/2011,0.5221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/23/2008,0.7265,9/23/2008,0.6699,5/3/2010,1.0395,9/23/2008,1.2624,5/11/2011,0.2934,3/28/2011,0.1833,9/23/2008,0.1327,2/24/2011,0.5143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/24/2008,0.7240,9/24/2008,0.6184,5/4/2010,1.0200,9/24/2008,1.2883,5/12/2011,0.2946,3/29/2011,0.1874,9/24/2008,0.1301,2/25/2011,0.5247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/25/2008,0.7269,9/25/2008,0.6111,5/5/2010,1.0094,9/25/2008,1.2865,5/13/2011,0.3062,3/30/2011,0.1901,9/25/2008,0.1287,2/28/2011,0.5405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/26/2008,0.7075,9/26/2008,0.5917,5/6/2010,1.0111,9/26/2008,1.3095,5/16/2011,0.3022,3/31/2011,0.2173,9/26/2008,0.1286,3/1/2011,0.5546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/29/2008,0.6699,9/29/2008,0.5668,5/7/2010,1.0036,9/29/2008,1.2934,5/17/2011,0.2984,4/1/2011,0.2353,9/29/2008,0.1288,3/2/2011,0.5494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/30/2008,0.6555,9/30/2008,0.5461,5/10/2010,1.0243,9/30/2008,1.3394,5/18/2011,0.2997,4/4/2011,0.2329,9/30/2008,0.1288,3/3/2011,0.5533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2008,0.6898,10/2/2008,0.5637,5/11/2010,0.9936,10/2/2008,1.3178,5/19/2011,0.3036,4/6/2011,0.2290,10/2/2008,0.1287,3/4/2011,0.5547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/3/2008,0.6716,10/3/2008,0.5327,5/12/2010,0.9676,10/3/2008,1.3072,5/20/2011,0.2997,4/7/2011,0.2252,10/3/2008,0.1287,3/7/2011,0.5458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2008,0.6450,10/6/2008,0.4828,5/13/2010,0.9921,10/6/2008,1.2488,5/23/2011,0.2932,4/8/2011,0.2215,10/6/2008,0.1287,3/8/2011,0.5650,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2008,0.5640,10/8/2008,0.3979,5/14/2010,1.0290,10/8/2008,1.1845,5/24/2011,0.2945,4/11/2011,0.2317,10/8/2008,0.1288,3/9/2011,0.5638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2008,0.6003,10/9/2008,0.4071,5/17/2010,1.0139,10/9/2008,1.1466,5/25/2011,0.2878,4/12/2011,0.2251,10/9/2008,0.1288,3/10/2011,0.5585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2008,0.5764,10/10/2008,0.3740,5/18/2010,1.0133,10/10/2008,1.0832,5/26/2011,0.2864,4/13/2011,0.2251,10/10/2008,0.1290,3/11/2011,0.5457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/13/2008,0.6250,10/13/2008,0.4214,5/19/2010,0.9718,10/13/2008,1.0516,5/27/2011,0.2878,4/14/2011,0.2277,10/13/2008,0.1289,3/14/2011,0.5622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/14/2008,0.6368,10/14/2008,0.4898,5/20/2010,0.9099,10/14/2008,1.0995,5/30/2011,0.2944,4/15/2011,0.2380,10/14/2008,0.1289,3/15/2011,0.5450,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/15/2008,0.6163,10/15/2008,0.4706,5/24/2010,0.9165,10/15/2008,0.9940,5/31/2011,0.2970,4/18/2011,0.2752,10/15/2008,0.1289,3/16/2011,0.5552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/16/2008,0.6190,10/16/2008,0.4720,5/25/2010,0.8614,10/16/2008,0.9168,6/1/2011,0.2919,4/19/2011,0.2700,10/16/2008,0.1290,3/17/2011,0.5344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/17/2008,0.6164,10/17/2008,0.4849,5/26/2010,0.9148,10/17/2008,0.8318,6/2/2011,0.2841,4/20/2011,0.2677,10/17/2008,0.1290,3/18/2011,0.5384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/20/2008,0.6396,10/20/2008,0.5132,5/27/2010,0.9474,10/20/2008,0.7840,6/3/2011,0.2790,4/21/2011,0.2562,10/20/2008,0.1290,3/21/2011,0.5425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/21/2008,0.6320,10/21/2008,0.5224,5/28/2010,0.9632,10/21/2008,0.7158,6/7/2011,0.2751,4/26/2011,0.2625,10/21/2008,0.1290,3/22/2011,0.5350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/22/2008,0.5792,10/22/2008,0.4295,5/31/2010,0.9979,10/22/2008,0.7185,6/8/2011,0.2622,4/27/2011,0.2819,10/22/2008,0.1290,3/23/2011,0.5376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/23/2008,0.5093,10/23/2008,0.3662,6/1/2010,0.9781,10/23/2008,0.7285,6/9/2011,0.2608,4/28/2011,0.2754,10/23/2008,0.1161,3/24/2011,0.5569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/24/2008,0.4888,10/24/2008,0.3599,6/2/2010,0.9688,10/24/2008,0.7133,6/10/2011,0.2582,4/29/2011,0.2742,10/24/2008,0.1161,3/25/2011,0.5517,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/27/2008,0.4192,10/27/2008,0.2915,6/3/2010,1.0050,10/27/2008,0.6964,6/13/2011,0.2582,5/3/2011,0.2691,10/27/2008,0.0903,3/28/2011,0.5385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/28/2008,0.4360,10/28/2008,0.3019,6/4/2010,1.0435,10/28/2008,0.7288,6/14/2011,0.2544,5/4/2011,0.2767,10/28/2008,0.0774,3/29/2011,0.5416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/29/2008,0.4515,10/29/2008,0.3419,6/7/2010,1.0099,10/29/2008,0.7741,6/15/2011,0.2465,5/5/2011,0.2728,10/29/2008,0.0645,3/30/2011,0.5537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/30/2008,0.5096,10/30/2008,0.3935,6/8/2010,1.0224,10/30/2008,0.8321,6/16/2011,0.2488,5/6/2011,0.2651,10/30/2008,0.0639,3/31/2011,0.5414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/31/2008,0.4864,10/31/2008,0.3664,6/9/2010,0.9857,10/31/2008,0.8387,6/17/2011,0.2438,5/9/2011,0.2689,10/31/2008,0.0639,4/1/2011,0.5554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2008,0.4929,11/3/2008,0.3755,6/10/2010,0.9599,11/3/2008,0.8645,6/20/2011,0.2451,5/11/2011,0.2625,11/3/2008,0.0639,4/4/2011,0.5584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2008,0.4929,11/4/2008,0.3600,6/11/2010,0.9575,11/4/2008,0.8542,6/21/2011,0.2478,5/12/2011,0.2599,11/4/2008,0.0710,4/6/2011,0.5815,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2008,0.5148,11/5/2008,0.3884,6/14/2010,0.9934,11/5/2008,0.8774,6/22/2011,0.2478,5/13/2011,0.2650,11/5/2008,0.0536,4/7/2011,0.5804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2008,0.4452,11/6/2008,0.3355,6/15/2010,0.9908,11/6/2008,0.8116,6/23/2011,0.2529,5/16/2011,0.2584,11/6/2008,0.0477,4/8/2011,0.5794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/7/2008,0.4387,11/7/2008,0.3290,6/17/2010,0.9889,11/7/2008,0.8193,6/24/2011,0.2491,5/17/2011,0.2598,11/7/2008,0.0426,4/11/2011,0.5766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2008,0.4813,11/10/2008,0.3819,6/18/2010,1.0061,11/10/2008,0.8607,6/27/2011,0.2401,5/18/2011,0.2572,11/10/2008,0.0400,4/12/2011,0.5699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2008,0.4839,11/11/2008,0.3626,6/21/2010,1.0320,11/11/2008,0.8516,6/28/2011,0.2402,5/19/2011,0.2547,11/11/2008,0.0368,4/13/2011,0.5646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/12/2008,0.4787,11/12/2008,0.3561,6/22/2010,0.9974,11/12/2008,0.8451,6/29/2011,0.2544,5/20/2011,0.2341,11/12/2008,0.0321,4/14/2011,0.5711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/13/2008,0.4671,11/13/2008,0.3316,6/23/2010,1.0068,11/13/2008,0.8606,6/30/2011,0.2455,5/23/2011,0.2302,11/13/2008,0.0297,4/15/2011,0.5686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/14/2008,0.5226,11/14/2008,0.3677,6/24/2010,0.9939,11/14/2008,0.8271,7/4/2011,0.2481,5/24/2011,0.2302,11/14/2008,0.0419,4/18/2011,0.5645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/17/2008,0.5639,11/17/2008,0.3819,6/25/2010,0.9693,11/17/2008,0.8361,7/5/2011,0.2519,5/25/2011,0.2313,11/17/2008,0.0426,4/19/2011,0.5528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/18/2008,0.5651,11/18/2008,0.3742,6/28/2010,0.9625,11/18/2008,0.8503,7/6/2011,0.2493,5/26/2011,0.2286,11/18/2008,0.0387,4/20/2011,0.5533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/19/2008,0.5729,11/19/2008,0.3948,6/29/2010,0.9353,11/19/2008,0.8258,7/7/2011,0.2569,5/27/2011,0.2325,11/19/2008,0.0452,4/21/2011,0.5458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/20/2008,0.5497,11/20/2008,0.3677,6/30/2010,0.9285,11/20/2008,0.8000,7/8/2011,0.2557,5/30/2011,0.2262,11/20/2008,0.0497,4/26/2011,0.5392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/21/2008,0.5303,11/21/2008,0.3509,7/2/2010,0.9020,11/21/2008,0.8489,7/11/2011,0.2491,5/31/2011,0.2289,11/21/2008,0.0510,4/27/2011,0.5367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/24/2008,0.5147,11/24/2008,0.3548,7/5/2010,0.8854,11/24/2008,0.8346,7/12/2011,0.2425,6/1/2011,0.2353,11/24/2008,0.0503,4/28/2011,0.5303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/25/2008,0.5776,11/25/2008,0.3739,7/6/2010,0.8936,11/25/2008,0.9038,7/13/2011,0.2452,6/2/2011,0.2571,11/25/2008,0.0484,4/29/2011,0.5292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/26/2008,0.6138,11/26/2008,0.4127,7/7/2010,0.9268,11/26/2008,0.9942,7/14/2011,0.2427,6/3/2011,0.2559,11/26/2008,0.0438,5/3/2011,0.5343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/27/2008,0.6747,11/27/2008,0.4503,7/8/2010,0.9271,11/27/2008,1.0837,7/15/2011,0.2399,6/7/2011,0.2571,11/27/2008,0.0445,5/4/2011,0.5368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/28/2008,0.6697,11/28/2008,0.4748,7/9/2010,0.9777,11/28/2008,1.1264,7/18/2011,0.2411,6/8/2011,0.2480,11/28/2008,0.0471,5/5/2011,0.5301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2008,0.6154,12/1/2008,0.4438,7/12/2010,0.9715,12/1/2008,1.0566,7/19/2011,0.2399,6/9/2011,0.2570,12/1/2008,0.0471,5/6/2011,0.5185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2008,0.5973,12/2/2008,0.4361,7/13/2010,0.9533,12/2/2008,0.9676,7/20/2011,0.2374,6/10/2011,0.2518,12/2/2008,0.0445,5/9/2011,0.5314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2008,0.6553,12/3/2008,0.4863,7/14/2010,0.9562,12/3/2008,0.9519,7/21/2011,0.2413,6/13/2011,0.2518,12/3/2008,0.0445,5/11/2011,0.5327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2008,0.6063,12/4/2008,0.4799,7/15/2010,0.9602,12/4/2008,0.9584,7/22/2011,0.2400,6/14/2011,0.2441,12/4/2008,0.0426,5/12/2011,0.5352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/5/2008,0.6361,12/5/2008,0.4980,7/16/2010,0.9331,12/5/2008,1.0051,7/25/2011,0.2361,6/15/2011,0.2375,12/5/2008,0.0426,5/13/2011,0.5288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/8/2008,0.6967,12/8/2008,0.5251,7/19/2010,0.9118,12/8/2008,1.0631,7/26/2011,0.2285,6/16/2011,0.2321,12/8/2008,0.0477,5/16/2011,0.5272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2008,0.6748,12/9/2008,0.5058,7/20/2010,0.9994,12/9/2008,1.0387,7/27/2011,0.2375,6/17/2011,0.2323,12/9/2008,0.0484,5/17/2011,0.5351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2008,0.6916,12/10/2008,0.5097,7/21/2010,1.0133,12/10/2008,1.0322,7/28/2011,0.2310,6/20/2011,0.2336,12/10/2008,0.0484,5/18/2011,0.5286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2008,0.6516,12/11/2008,0.4942,7/22/2010,1.0214,12/11/2008,0.9987,7/29/2011,0.2284,6/21/2011,0.2375,12/11/2008,0.0490,5/19/2011,0.5312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/12/2008,0.6271,12/12/2008,0.4645,7/23/2010,1.0274,12/12/2008,0.9677,8/1/2011,0.2285,6/22/2011,0.2324,12/12/2008,0.0490,5/20/2011,0.5068,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/15/2008,0.6452,12/15/2008,0.4787,7/26/2010,1.0122,12/15/2008,0.9535,8/2/2011,0.2245,6/23/2011,0.2336,12/15/2008,0.0529,5/23/2011,0.4822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/16/2008,0.6451,12/16/2008,0.4968,7/27/2010,1.0376,12/16/2008,0.9535,8/3/2011,0.2154,6/24/2011,0.2363,12/16/2008,0.0516,5/24/2011,0.4822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/17/2008,0.6994,12/17/2008,0.5277,7/28/2010,1.0609,12/17/2008,0.9793,8/4/2011,0.2128,6/27/2011,0.2311,12/17/2008,0.0581,5/25/2011,0.4587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/18/2008,0.7316,12/18/2008,0.5639,7/29/2010,1.0547,12/18/2008,0.9290,8/5/2011,0.1960,6/28/2011,0.2312,12/18/2008,0.0581,5/26/2011,0.4598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/19/2008,0.7097,12/19/2008,0.5419,7/30/2010,1.0506,12/19/2008,0.9032,8/8/2011,0.1858,6/29/2011,0.2313,12/19/2008,0.0581,5/27/2011,0.4728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/22/2008,0.6941,12/22/2008,0.5341,8/2/2010,1.0677,12/22/2008,0.8825,8/9/2011,0.1793,6/30/2011,0.2390,12/22/2008,0.0548,5/30/2011,0.4782,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/23/2008,0.6606,12/23/2008,0.4852,8/3/2010,1.0579,12/23/2008,0.8774,8/10/2011,0.1742,7/4/2011,0.2391,12/23/2008,0.0523,5/31/2011,0.4783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/24/2008,0.6567,12/24/2008,0.4851,8/4/2010,1.0923,12/24/2008,0.8993,8/11/2011,0.1861,7/5/2011,0.2442,12/24/2008,0.0523,6/1/2011,0.4706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/29/2008,0.6967,12/29/2008,0.5290,8/5/2010,1.0987,12/29/2008,0.9161,8/12/2011,0.2130,7/6/2011,0.2467,12/29/2008,0.0523,6/2/2011,0.4589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/30/2008,0.6994,12/30/2008,0.5161,8/6/2010,1.0795,12/30/2008,1.0322,8/15/2011,0.2079,7/7/2011,0.2377,12/30/2008,0.0523,6/3/2011,0.4539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2008,0.7226,12/31/2008,0.5290,8/9/2010,1.1260,12/31/2008,1.0542,8/16/2011,0.2118,7/8/2011,0.2364,12/31/2008,0.0529,6/7/2011,0.4422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2009,0.7303,1/2/2009,0.5471,8/10/2010,1.0962,1/2/2009,0.9922,8/17/2011,0.2118,7/11/2011,0.2311,1/2/2009,0.0568,6/8/2011,0.4356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/5/2009,0.7637,1/5/2009,0.5741,8/11/2010,1.0944,1/5/2009,1.0243,8/18/2011,0.2091,7/12/2011,0.2181,1/5/2009,0.0568,6/9/2011,0.4227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
