,939 HK Equity,,3988 HK Equity,,2628 HK Equity,,3328 HK Equity,,2318 HK Equity,,998 HK Equity,,2328 HK Equity,,2007 HK Equity,,960 HK Equity,,2777 HK Equity,,410 HK Equity,,3618 HK Equity,,3900 HK Equity,,3377 HK Equity,,272 HK Equity,,1918 HK Equity,,588 HK Equity,,1387 HK Equity,,1638 HK Equity,,337 HK Equity,,1777 HK Equity,,2868 HK Equity,,1238 HK Equity,,832 HK Equity,,3883 HK Equity,,2118 HK Equity,,8207 HK Equity,,733 HK Equity,,
6/6/2008,0.85593,6/6/2008,0.4814,6/6/2008,3.93781,6/6/2008,1.1246,6/6/2008,8.22139,6/6/2008,0.6777,6/6/2008,0.7153,6/6/2008,0.71774,12/22/2009,1.0666,6/6/2008,2.4587,6/6/2008,0.63005,1/19/2011,0.7457,6/6/2008,1.08978,6/6/2008,0.8401,6/6/2008,0.7586,11/9/2010,0.40251,6/6/2008,0.37137,11/24/2008,0.1445,1/13/2010,0.3339,6/6/2008,0.48725,12/29/2009,0.2811,6/6/2008,0.3368,11/17/2009,0.3523,7/11/2008,0.29113,6/6/2008,0.3394,8/17/2010,0.18018,12/22/2010,0.1618,6/6/2008,0.3638,,
6/10/2008,0.81359,6/10/2008,0.4653,6/10/2008,3.73244,6/10/2008,1.0703,6/10/2008,7.8106,6/10/2008,0.6430,6/10/2008,0.6709,6/10/2008,0.65906,12/23/2009,1.0756,6/10/2008,2.2843,6/10/2008,0.589,1/20/2011,0.7297,6/10/2008,1.02434,6/10/2008,0.7811,6/10/2008,0.7263,11/10/2010,0.4193,6/10/2008,0.34828,11/25/2008,0.1418,1/14/2010,0.3326,6/10/2008,0.49968,12/30/2009,0.2811,6/10/2008,0.31755,11/18/2009,0.3523,7/14/2008,0.29117,6/10/2008,0.3176,8/18/2010,0.18149,12/23/2010,0.1490,6/10/2008,0.35406,,
6/11/2008,0.81492,6/11/2008,0.4654,6/11/2008,3.72642,6/11/2008,1.0561,6/11/2008,7.74737,6/11/2008,0.6121,6/11/2008,0.6768,6/11/2008,0.67012,12/24/2009,1.1152,6/11/2008,2.2410,6/11/2008,0.59162,1/21/2011,0.7163,6/11/2008,1.0142,6/11/2008,0.7811,6/11/2008,0.7350,11/11/2010,0.42319,6/11/2008,0.33294,11/26/2008,0.1431,1/15/2010,0.3299,6/11/2008,0.48724,12/31/2009,0.2773,6/11/2008,0.30861,11/19/2009,0.3535,7/15/2008,0.27892,6/11/2008,0.3099,8/19/2010,0.18147,12/24/2010,0.1499,6/11/2008,0.35506,,
6/12/2008,0.81193,6/12/2008,0.4590,6/12/2008,3.64735,6/12/2008,1.0267,6/12/2008,7.60184,6/12/2008,0.6019,6/12/2008,0.6670,6/12/2008,0.64287,12/28/2009,1.1153,6/12/2008,2.1628,6/12/2008,0.55926,1/24/2011,0.7029,6/12/2008,1.00078,6/12/2008,0.7679,6/12/2008,0.7173,11/12/2010,0.42057,6/12/2008,0.32122,11/27/2008,0.1458,1/18/2010,0.3207,6/12/2008,0.48694,1/4/2010,0.2695,6/12/2008,0.31482,11/20/2009,0.3471,7/16/2008,0.27507,6/12/2008,0.3008,8/20/2010,0.18133,12/28/2010,0.1617,6/12/2008,0.34903,,
6/13/2008,0.78947,6/13/2008,0.4552,6/13/2008,3.55722,6/13/2008,1.0056,6/13/2008,7.35755,6/13/2008,0.6018,6/13/2008,0.6483,6/13/2008,0.62935,12/29/2009,1.0806,6/13/2008,2.0959,6/13/2008,0.52079,1/25/2011,0.6931,6/13/2008,0.99423,6/13/2008,0.7665,6/13/2008,0.7301,11/15/2010,0.40891,6/13/2008,0.32757,11/28/2008,0.1458,1/19/2010,0.3195,6/13/2008,0.48437,1/5/2010,0.2720,6/13/2008,0.31222,11/23/2009,0.3458,7/17/2008,0.28512,6/13/2008,0.2943,8/23/2010,0.18135,12/29/2010,0.1542,6/13/2008,0.34219,,
6/16/2008,0.80867,6/16/2008,0.4641,6/16/2008,3.66225,6/16/2008,1.0273,6/16/2008,7.60622,6/16/2008,0.6183,6/16/2008,0.6709,6/16/2008,0.64812,12/30/2009,1.1090,6/16/2008,2.2025,6/16/2008,0.55702,1/26/2011,0.6948,6/16/2008,0.97831,6/16/2008,0.7901,6/16/2008,0.7414,11/16/2010,0.39974,6/16/2008,0.32525,12/1/2008,0.1471,1/20/2010,0.3141,6/16/2008,0.48472,1/6/2010,0.2669,6/16/2008,0.31885,11/24/2009,0.3419,7/18/2008,0.30013,6/16/2008,0.2984,8/24/2010,0.18131,12/30/2010,0.1553,6/16/2008,0.34244,,
6/17/2008,0.79869,6/17/2008,0.4666,6/17/2008,3.66842,6/17/2008,1.0261,6/17/2008,7.60573,6/17/2008,0.6195,6/17/2008,0.6650,6/17/2008,0.66151,12/31/2009,1.1285,6/17/2008,2.2151,6/17/2008,0.56851,1/27/2011,0.6895,6/17/2008,0.94752,6/17/2008,0.7887,6/17/2008,0.7242,11/17/2010,0.39575,6/17/2008,0.32139,12/2/2008,0.1471,1/21/2010,0.3179,6/17/2008,0.47469,1/7/2010,0.2708,6/17/2008,0.32267,11/25/2009,0.3381,7/21/2008,0.31643,6/17/2008,0.2932,8/25/2010,0.1813,12/31/2010,0.1565,6/17/2008,0.33951,,
6/18/2008,0.80526,6/18/2008,0.4717,6/18/2008,3.72771,6/18/2008,1.0454,6/18/2008,7.84613,6/18/2008,0.6222,6/18/2008,0.6817,6/18/2008,0.66302,1/4/2010,1.0973,6/18/2008,2.2161,6/18/2008,0.56364,1/28/2011,0.6724,6/18/2008,0.94922,6/18/2008,0.7712,6/18/2008,0.7395,11/18/2010,0.41531,6/18/2008,0.32281,12/3/2008,0.1483,1/22/2010,0.3179,6/18/2008,0.47491,1/8/2010,0.2708,6/18/2008,0.31769,11/26/2009,0.3355,7/22/2008,0.30646,6/18/2008,0.2946,8/26/2010,0.17998,1/3/2011,0.1534,6/18/2008,0.33966,,
6/19/2008,0.79144,6/19/2008,0.4483,6/19/2008,3.62453,6/19/2008,1.0120,6/19/2008,7.58206,6/19/2008,0.6011,6/19/2008,0.6570,6/19/2008,0.64336,1/5/2010,1.0842,6/19/2008,2.1132,6/19/2008,0.53664,1/31/2011,0.6774,6/19/2008,0.93367,6/19/2008,0.7505,6/19/2008,0.7200,11/19/2010,0.40625,6/19/2008,0.31507,12/4/2008,0.1471,1/25/2010,0.3090,6/19/2008,0.46857,1/11/2010,0.2669,6/19/2008,0.30226,11/27/2009,0.3200,7/23/2008,0.30759,6/19/2008,0.2882,8/27/2010,0.17998,1/4/2011,0.1502,6/19/2008,0.33959,,
6/20/2008,0.78557,6/20/2008,0.4448,6/20/2008,3.62611,6/20/2008,1.0169,6/20/2008,7.54052,6/20/2008,0.6013,6/20/2008,0.6491,6/20/2008,0.64609,1/6/2010,1.0677,6/20/2008,2.0937,6/20/2008,0.52406,2/1/2011,0.6712,6/20/2008,0.90717,6/20/2008,0.7393,6/20/2008,0.7128,11/22/2010,0.41134,6/20/2008,0.32033,12/5/2008,0.1445,1/26/2010,0.3036,6/20/2008,0.46877,1/12/2010,0.2618,6/20/2008,0.29726,11/30/2009,0.3368,7/24/2008,0.29885,6/20/2008,0.2819,8/30/2010,0.17611,1/5/2011,0.1534,6/20/2008,0.33974,,
6/23/2008,0.79158,6/23/2008,0.4398,6/23/2008,3.62518,6/23/2008,1.0067,6/23/2008,7.52578,6/23/2008,0.5938,6/23/2008,0.6408,6/23/2008,0.6447,1/7/2010,1.0742,6/23/2008,2.0368,6/23/2008,0.5252,2/2/2011,0.7011,6/23/2008,0.85185,6/23/2008,0.7110,6/23/2008,0.6976,11/23/2010,0.40472,6/23/2008,0.30487,12/8/2008,0.1445,1/27/2010,0.3022,6/23/2008,0.46365,1/13/2010,0.2514,6/23/2008,0.2895,12/1/2009,0.3355,7/25/2008,0.28756,6/23/2008,0.2613,8/31/2010,0.17998,1/6/2011,0.1555,6/23/2008,0.33868,,
6/24/2008,0.77905,6/24/2008,0.4299,6/24/2008,3.56068,6/24/2008,0.9944,6/24/2008,7.30067,6/24/2008,0.5789,6/24/2008,0.6267,6/24/2008,0.63485,1/8/2010,1.0638,6/24/2008,1.9725,6/24/2008,0.53154,2/7/2011,0.6912,6/24/2008,0.81588,6/24/2008,0.6660,6/24/2008,0.6804,11/24/2010,0.40086,6/24/2008,0.29587,12/9/2008,0.1394,1/28/2010,0.3000,6/24/2008,0.46859,1/14/2010,0.2488,6/24/2008,0.28178,12/2/2009,0.3419,7/28/2008,0.28755,6/24/2008,0.2600,9/1/2010,0.18008,1/7/2011,0.1630,6/24/2008,0.33961,,
6/25/2008,0.79892,6/25/2008,0.4323,6/25/2008,3.62467,6/25/2008,1.0154,6/25/2008,7.42866,6/25/2008,0.5776,6/25/2008,0.6337,6/25/2008,0.63118,1/11/2010,1.0445,6/25/2008,2.0057,6/25/2008,0.52385,2/8/2011,0.6848,6/25/2008,0.78129,6/25/2008,0.6635,6/25/2008,0.6911,11/25/2010,0.40208,6/25/2008,0.29715,12/10/2008,0.1471,1/29/2010,0.3001,6/25/2008,0.46859,1/15/2010,0.2448,6/25/2008,0.28178,12/3/2009,0.3445,7/29/2008,0.27496,6/25/2008,0.2562,9/2/2010,0.18018,1/10/2011,0.1554,6/25/2008,0.33864,,
6/26/2008,0.79174,6/26/2008,0.4312,6/26/2008,3.58749,6/26/2008,1.0069,6/26/2008,7.47607,6/26/2008,0.5778,6/26/2008,0.6234,6/26/2008,0.62529,1/12/2010,1.0457,6/26/2008,1.9219,6/26/2008,0.54581,2/9/2011,0.6770,6/26/2008,0.77644,6/26/2008,0.6278,6/26/2008,0.6989,11/26/2010,0.39795,6/26/2008,0.28187,12/11/2008,0.1471,2/1/2010,0.3090,6/26/2008,0.47375,1/18/2010,0.2512,6/26/2008,0.27803,12/4/2009,0.3510,7/30/2008,0.27368,6/26/2008,0.2434,9/3/2010,0.17886,1/11/2011,0.1554,6/26/2008,0.33875,,
6/27/2008,0.77334,6/27/2008,0.4228,6/27/2008,3.48611,6/27/2008,0.9962,6/27/2008,7.45284,6/27/2008,0.5607,6/27/2008,0.5956,6/27/2008,0.61083,1/13/2010,1.0172,6/27/2008,1.8456,6/27/2008,0.55624,2/10/2011,0.6650,6/27/2008,0.77156,6/27/2008,0.5870,6/27/2008,0.7002,11/29/2010,0.38759,6/27/2008,0.27299,12/12/2008,0.1445,2/2/2010,0.3128,6/27/2008,0.4689,1/19/2010,0.2499,6/27/2008,0.27684,12/7/2009,0.3458,7/31/2008,0.27248,6/27/2008,0.2269,9/6/2010,0.18029,1/12/2011,0.1608,6/27/2008,0.33886,,
6/30/2008,0.78124,6/30/2008,0.4267,6/30/2008,3.5009,6/30/2008,1.0100,6/30/2008,7.4378,6/30/2008,0.5412,6/30/2008,0.6053,6/30/2008,0.61851,1/14/2010,1.0055,6/30/2008,1.8646,6/30/2008,0.54501,2/11/2011,0.6529,6/30/2008,0.77328,6/30/2008,0.5643,6/30/2008,0.6973,11/30/2010,0.37214,6/30/2008,0.2693,12/15/2008,0.1471,2/3/2010,0.3219,6/30/2008,0.46791,1/20/2010,0.2497,6/30/2008,0.27315,12/8/2009,0.3497,8/1/2008,0.2724,6/30/2008,0.2231,9/7/2010,0.17765,1/13/2011,0.1629,6/30/2008,0.32545,,
7/2/2008,0.76373,7/2/2008,0.4230,7/2/2008,3.37864,7/2/2008,0.9844,7/2/2008,6.85985,7/2/2008,0.5485,7/2/2008,0.5877,7/2/2008,0.58543,1/15/2010,0.9922,7/2/2008,1.8156,7/2/2008,0.53084,2/14/2011,0.6722,7/2/2008,0.75523,7/2/2008,0.5642,7/2/2008,0.6768,12/1/2010,0.36573,7/2/2008,0.26542,12/16/2008,0.1458,2/4/2010,0.3218,7/2/2008,0.4616,1/21/2010,0.2432,7/2/2008,0.26542,12/9/2009,0.3471,8/4/2008,0.26867,7/2/2008,0.2244,9/8/2010,0.17759,1/14/2011,0.1619,7/2/2008,0.3157,,
7/3/2008,0.72643,7/3/2008,0.4131,7/3/2008,3.25691,7/3/2008,0.9480,7/3/2008,6.2702,7/3/2008,0.5275,7/3/2008,0.5503,7/3/2008,0.54634,1/18/2010,1.0009,7/3/2008,1.7259,7/3/2008,0.5129,2/15/2011,0.6710,7/3/2008,0.75012,7/3/2008,0.5193,7/3/2008,0.6500,12/2/2010,0.36697,7/3/2008,0.25773,12/17/2008,0.1445,2/5/2010,0.3089,7/3/2008,0.45035,1/22/2010,0.2420,7/3/2008,0.24363,12/10/2009,0.3329,8/5/2008,0.2624,7/3/2008,0.2180,9/9/2010,0.17762,1/17/2011,0.1618,7/3/2008,0.29628,,
7/4/2008,0.73642,7/4/2008,0.4107,7/4/2008,3.27631,7/4/2008,0.9580,7/4/2008,6.50775,7/4/2008,0.5300,7/4/2008,0.5527,7/4/2008,0.54636,1/19/2010,0.9996,7/4/2008,1.7876,7/4/2008,0.52447,2/16/2011,0.6739,7/4/2008,0.75144,7/4/2008,0.5578,7/4/2008,0.6511,12/3/2010,0.36978,7/4/2008,0.27698,12/18/2008,0.1484,2/8/2010,0.3127,7/4/2008,0.43786,1/25/2010,0.2369,7/4/2008,0.25262,12/11/2009,0.3303,8/7/2008,0.25991,7/4/2008,0.2244,9/10/2010,0.17637,1/18/2011,0.1564,7/4/2008,0.29629,,
7/7/2008,0.75471,7/7/2008,0.4216,7/7/2008,3.45415,7/7/2008,1.0017,7/7/2008,6.63915,7/7/2008,0.5533,7/7/2008,0.5758,7/7/2008,0.56198,1/20/2010,1.0182,7/7/2008,1.9507,7/7/2008,0.54856,2/17/2011,0.6909,7/7/2008,0.78952,7/7/2008,0.6127,7/7/2008,0.6841,12/6/2010,0.37368,7/7/2008,0.30889,12/19/2008,0.1600,2/9/2010,0.3243,7/7/2008,0.43765,1/26/2010,0.2251,7/7/2008,0.26146,12/14/2009,0.3341,8/8/2008,0.24966,7/7/2008,0.2320,9/13/2010,0.17639,1/19/2011,0.1532,7/7/2008,0.29615,,
7/8/2008,0.73481,7/8/2008,0.4068,7/8/2008,3.32594,7/8/2008,0.9685,7/8/2008,6.15844,7/8/2008,0.5446,7/8/2008,0.5419,7/8/2008,0.5412,1/21/2010,0.9922,7/8/2008,1.8866,7/8/2008,0.5383,2/18/2011,0.7206,7/8/2008,0.78182,7/8/2008,0.5793,7/8/2008,0.6808,12/7/2010,0.37616,7/8/2008,0.29991,12/22/2008,0.1574,2/10/2010,0.3282,7/8/2008,0.42389,1/27/2010,0.2160,7/8/2008,0.25121,12/15/2009,0.3263,8/11/2008,0.24478,7/8/2008,0.2217,9/14/2010,0.17512,1/20/2011,0.1467,7/8/2008,0.28838,,
7/9/2008,0.77082,7/9/2008,0.4228,7/9/2008,3.52438,7/9/2008,1.0182,7/9/2008,6.51048,7/9/2008,0.5681,7/9/2008,0.5664,7/9/2008,0.55338,1/22/2010,0.9961,7/9/2008,1.9865,7/9/2008,0.55237,2/21/2011,0.7464,7/9/2008,0.82791,7/9/2008,0.6177,7/9/2008,0.7066,12/8/2010,0.37203,7/9/2008,0.30502,12/23/2008,0.1561,2/11/2010,0.3321,7/9/2008,0.41886,1/28/2010,0.2099,7/9/2008,0.26913,12/16/2009,0.3173,8/12/2008,0.23479,7/9/2008,0.2268,9/15/2010,0.17897,1/21/2011,0.1444,7/9/2008,0.29127,,
7/10/2008,0.79068,7/10/2008,0.4277,7/10/2008,3.59473,7/10/2008,1.0359,7/10/2008,6.53586,7/10/2008,0.5829,7/10/2008,0.5990,7/10/2008,0.60711,1/25/2010,0.9590,7/10/2008,2.0889,7/10/2008,0.57029,2/22/2011,0.7251,7/10/2008,0.82788,7/10/2008,0.6536,7/10/2008,0.7001,12/9/2010,0.36918,7/10/2008,0.31013,12/24/2008,0.1548,2/12/2010,0.3320,7/10/2008,0.4376,1/29/2010,0.2061,7/10/2008,0.28194,12/17/2009,0.3223,8/13/2008,0.23104,7/10/2008,0.2307,9/16/2010,0.18025,1/24/2011,0.1443,7/10/2008,0.29611,,
7/11/2008,0.80792,7/11/2008,0.4325,7/11/2008,3.65805,7/11/2008,1.0567,7/11/2008,6.68187,7/11/2008,0.5914,7/11/2008,0.6141,7/11/2008,0.62286,1/26/2010,0.9467,7/11/2008,2.2064,7/11/2008,0.57273,2/23/2011,0.7158,7/11/2008,0.85205,7/11/2008,0.6778,7/11/2008,0.7171,12/10/2010,0.36402,7/11/2008,0.31776,12/29/2008,0.1497,2/17/2010,0.3360,7/11/2008,0.45001,2/1/2010,0.2060,7/11/2008,0.29726,12/18/2009,0.3120,8/14/2008,0.2235,7/11/2008,0.2383,9/17/2010,0.17902,1/25/2011,0.1423,7/11/2008,0.29605,,
7/14/2008,0.80802,7/14/2008,0.4301,7/14/2008,3.65211,7/14/2008,1.0601,7/14/2008,6.66991,7/14/2008,0.5878,7/14/2008,0.6142,7/14/2008,0.59729,1/27/2010,0.9491,7/14/2008,2.1477,7/14/2008,0.5523,2/24/2011,0.7324,7/14/2008,0.83935,7/14/2008,0.6471,7/14/2008,0.7172,12/13/2010,0.37152,7/14/2008,0.30242,12/30/2008,0.1471,2/18/2010,0.3322,7/14/2008,0.45007,2/2/2010,0.2073,7/14/2008,0.29729,12/21/2009,0.3107,8/15/2008,0.22088,7/14/2008,0.2294,9/20/2010,0.17902,1/26/2011,0.1370,7/14/2008,0.29318,,
7/15/2008,0.77267,7/15/2008,0.4120,7/15/2008,3.463,7/15/2008,1.0124,7/15/2008,6.20134,7/15/2008,0.5673,7/15/2008,0.5820,7/15/2008,0.54893,1/28/2010,0.9541,7/15/2008,1.9547,7/15/2008,0.53484,2/25/2011,0.7557,7/15/2008,0.82214,7/15/2008,0.5900,7/15/2008,0.6931,12/14/2010,0.36922,7/15/2008,0.29243,12/31/2008,0.1523,2/19/2010,0.3322,7/15/2008,0.43796,2/3/2010,0.2125,7/15/2008,0.27576,12/22/2009,0.3095,8/18/2008,0.186,7/15/2008,0.2091,9/21/2010,0.18037,1/27/2011,0.1402,7/15/2008,0.28858,,
7/16/2008,0.7761,7/16/2008,0.4069,7/16/2008,3.45526,7/16/2008,1.0120,7/16/2008,6.19255,7/16/2008,0.5633,7/16/2008,0.5736,7/16/2008,0.55116,1/29/2010,0.9852,7/16/2008,1.9385,7/16/2008,0.53592,2/28/2011,0.7806,7/16/2008,0.82054,7/16/2008,0.5770,7/16/2008,0.6918,12/15/2010,0.37042,7/16/2008,0.27437,1/2/2009,0.1910,2/22/2010,0.3401,7/16/2008,0.43154,2/4/2010,0.2111,7/16/2008,0.26283,12/23/2009,0.3160,8/19/2008,0.18477,7/16/2008,0.2116,9/22/2010,0.18046,1/28/2011,0.1401,7/16/2008,0.27487,,
7/17/2008,0.80112,7/17/2008,0.4107,7/17/2008,3.59694,7/17/2008,1.0343,7/17/2008,6.38601,7/17/2008,0.5696,7/17/2008,0.5842,7/17/2008,0.56348,2/1/2010,0.9747,7/17/2008,1.9415,7/17/2008,0.54371,3/1/2011,0.7998,7/17/2008,0.82326,7/17/2008,0.5950,7/17/2008,0.7027,12/16/2010,0.36772,7/17/2008,0.2757,1/5/2009,0.2012,2/23/2010,0.3388,7/17/2008,0.41785,2/5/2010,0.1982,7/17/2008,0.27314,12/24/2009,0.3172,8/20/2008,0.19106,7/17/2008,0.2218,9/24/2010,0.17919,1/31/2011,0.1390,7/17/2008,0.27201,,
7/18/2008,0.80611,7/18/2008,0.4169,7/18/2008,3.59703,7/18/2008,1.0487,7/18/2008,6.57211,7/18/2008,0.5857,7/18/2008,0.5842,7/18/2008,0.55861,2/2/2010,0.9719,7/18/2008,1.9723,7/18/2008,0.54372,3/2/2011,0.7740,7/18/2008,0.86688,7/18/2008,0.6002,7/18/2008,0.7038,12/17/2010,0.36903,7/18/2008,0.28084,1/6/2009,0.1948,2/24/2010,0.3361,7/18/2008,0.42162,2/8/2010,0.1956,7/18/2008,0.2693,12/28/2009,0.3288,8/21/2008,0.19113,7/18/2008,0.2219,9/27/2010,0.17917,2/1/2011,0.1358,7/18/2008,0.27202,,
7/21/2008,0.82737,7/21/2008,0.4243,7/21/2008,3.78987,7/21/2008,1.0776,7/21/2008,6.9,7/21/2008,0.5908,7/21/2008,0.6030,7/21/2008,0.58068,2/3/2010,0.9914,7/21/2008,2.0751,7/21/2008,0.56816,3/3/2011,0.7818,7/21/2008,0.88494,7/21/2008,0.6297,7/21/2008,0.7232,12/20/2010,0.36909,7/21/2008,0.29883,1/7/2009,0.1896,2/25/2010,0.3374,7/21/2008,0.43168,2/9/2010,0.1995,7/21/2008,0.27446,12/29/2009,0.3314,8/25/2008,0.18735,7/21/2008,0.2283,9/28/2010,0.17918,2/2/2011,0.1413,7/21/2008,0.25845,,
7/22/2008,0.83243,7/22/2008,0.4268,7/22/2008,3.78385,7/22/2008,1.0821,7/22/2008,6.88788,7/22/2008,0.5822,7/22/2008,0.6054,7/22/2008,0.5893,2/4/2010,0.9745,7/22/2008,2.0600,7/22/2008,0.57078,3/4/2011,0.7756,7/22/2008,0.88247,7/22/2008,0.6272,7/22/2008,0.7233,12/21/2010,0.37561,7/22/2008,0.29629,1/8/2009,0.1883,2/26/2010,0.3466,7/22/2008,0.43172,2/10/2010,0.2034,7/22/2008,0.27321,12/30/2009,0.3404,8/26/2008,0.18737,7/22/2008,0.2360,9/29/2010,0.18047,2/7/2011,0.1381,7/22/2008,0.29151,,
7/23/2008,0.86072,7/23/2008,0.4402,7/23/2008,3.89779,7/23/2008,1.1127,7/23/2008,7.16731,7/23/2008,0.6104,7/23/2008,0.6285,7/23/2008,0.61107,2/5/2010,0.9587,7/23/2008,2.2258,7/23/2008,0.59877,3/7/2011,0.7603,7/23/2008,0.90777,7/23/2008,0.6667,7/23/2008,0.7789,12/22/2010,0.37021,7/23/2008,0.31413,1/9/2009,0.1908,3/1/2010,0.3593,7/23/2008,0.43156,2/11/2010,0.2227,7/23/2008,0.28208,12/31/2009,0.3444,8/27/2008,0.18737,7/23/2008,0.2449,9/30/2010,0.18042,2/8/2011,0.1360,7/23/2008,0.26712,,
7/24/2008,0.86076,7/24/2008,0.4390,7/24/2008,3.89799,7/24/2008,1.1150,7/24/2008,7.28308,7/24/2008,0.6191,7/24/2008,0.6251,7/24/2008,0.61111,2/8/2010,0.9330,7/24/2008,2.2054,7/24/2008,0.60906,3/8/2011,0.7794,7/24/2008,0.96039,7/24/2008,0.6886,7/24/2008,0.7735,12/23/2010,0.36521,7/24/2008,0.32312,1/12/2009,0.1960,3/2/2010,0.3556,7/24/2008,0.43158,2/12/2010,0.2175,7/24/2008,0.28722,1/4/2010,0.3327,8/28/2008,0.18487,7/24/2008,0.2539,10/4/2010,0.18046,2/9/2011,0.1349,7/24/2008,0.29142,,
7/25/2008,0.85194,7/25/2008,0.4364,7/25/2008,3.8141,7/25/2008,1.0949,7/25/2008,7.01282,7/25/2008,0.6042,7/25/2008,0.5946,7/25/2008,0.60002,2/9/2010,0.9215,7/25/2008,2.1282,7/25/2008,0.6,3/9/2011,0.8078,7/25/2008,0.95769,7/25/2008,0.6692,7/25/2008,0.7573,12/24/2010,0.36244,7/25/2008,0.31154,1/13/2009,0.1998,3/3/2010,0.3556,7/25/2008,0.42527,2/17/2010,0.2150,7/25/2008,0.27308,1/5/2010,0.3300,8/29/2008,0.18744,7/25/2008,0.2397,10/5/2010,0.18051,2/10/2011,0.1316,7/25/2008,0.26709,,
7/28/2008,0.84694,7/28/2008,0.4376,7/28/2008,3.80118,7/28/2008,1.0904,7/28/2008,6.91008,7/28/2008,0.6066,7/28/2008,0.5841,7/28/2008,0.59878,2/10/2010,0.9730,7/28/2008,2.1333,7/28/2008,0.60255,3/10/2011,0.7973,7/28/2008,0.95767,7/28/2008,0.6692,7/28/2008,0.7455,12/28/2010,0.35987,7/28/2008,0.31409,1/14/2009,0.2063,3/4/2010,0.3530,7/28/2008,0.41775,2/18/2010,0.2125,7/28/2008,0.27563,1/6/2010,0.3263,9/1/2008,0.1874,7/28/2008,0.2423,10/6/2010,0.17923,2/11/2011,0.1336,7/28/2008,0.25446,,
7/29/2008,0.83174,7/29/2008,0.4277,7/29/2008,3.72302,7/29/2008,1.0724,7/29/2008,6.72835,7/29/2008,0.6027,7/29/2008,0.5687,7/29/2008,0.58392,2/11/2010,1.0040,7/29/2008,2.0377,7/29/2008,0.58697,3/11/2011,0.7807,7/29/2008,0.91506,7/29/2008,0.6549,7/29/2008,0.7194,12/29/2010,0.35848,7/29/2008,0.30246,1/15/2009,0.2074,3/5/2010,0.3504,7/29/2008,0.41761,2/19/2010,0.2086,7/29/2008,0.26016,1/7/2010,0.3250,9/2/2008,0.17738,7/29/2008,0.2358,10/7/2010,0.18054,2/14/2011,0.1304,7/29/2008,0.24758,,
7/30/2008,0.86024,7/30/2008,0.4399,7/30/2008,3.80594,7/30/2008,1.0933,7/30/2008,6.88785,7/30/2008,0.6064,7/30/2008,0.5768,7/30/2008,0.58386,2/12/2010,1.0116,7/30/2008,2.0683,7/30/2008,0.59972,3/14/2011,0.7778,7/30/2008,0.88421,7/30/2008,0.6766,7/30/2008,0.7365,12/30/2010,0.35983,7/30/2008,0.2973,1/16/2009,0.2087,3/8/2010,0.3454,7/30/2008,0.41757,2/22/2010,0.2138,7/30/2008,0.25373,1/8/2010,0.3262,9/3/2008,0.17736,7/30/2008,0.2371,10/8/2010,0.17788,2/15/2011,0.1294,7/30/2008,0.25435,,
7/31/2008,0.85544,7/31/2008,0.4400,7/31/2008,3.81308,7/31/2008,1.0979,7/31/2008,6.99171,7/31/2008,0.6164,7/31/2008,0.5723,7/31/2008,0.5742,2/17/2010,1.0157,7/31/2008,2.0687,7/31/2008,0.59343,3/15/2011,0.7592,7/31/2008,0.85874,7/31/2008,0.6639,7/31/2008,0.7603,12/31/2010,0.35766,7/31/2008,0.27941,1/19/2009,0.2127,3/9/2010,0.3492,7/31/2008,0.43766,2/23/2010,0.2164,7/31/2008,0.24993,1/11/2010,0.3224,9/4/2008,0.17362,7/31/2008,0.2294,10/11/2010,0.18045,2/16/2011,0.1305,7/31/2008,0.25828,,
8/1/2008,0.86763,8/1/2008,0.4436,8/1/2008,3.86325,8/1/2008,1.1098,8/1/2008,6.92567,8/1/2008,0.6187,8/1/2008,0.5838,8/1/2008,0.58015,2/18/2010,1.0057,8/1/2008,2.1014,8/1/2008,0.59326,3/16/2011,0.7848,8/1/2008,0.84056,8/1/2008,0.6701,8/1/2008,0.7257,1/3/2011,0.36171,8/1/2008,0.28574,1/20/2009,0.2075,3/10/2010,0.3428,8/1/2008,0.43753,2/24/2010,0.2150,8/1/2008,0.24602,1/12/2010,0.3211,9/5/2008,0.15986,8/1/2008,0.2332,10/12/2010,0.18172,2/17/2011,0.1423,8/1/2008,0.24268,,
8/4/2008,0.84528,8/4/2008,0.4362,8/4/2008,3.79933,8/4/2008,1.0888,8/4/2008,6.74654,8/4/2008,0.6199,8/4/2008,0.5721,8/4/2008,0.57528,2/19/2010,0.9786,8/4/2008,2.0297,8/4/2008,0.58688,3/17/2011,0.7587,8/4/2008,0.847,8/4/2008,0.6689,8/4/2008,0.7032,1/4/2011,0.37968,8/4/2008,0.27678,1/21/2009,0.2075,3/11/2010,0.3480,8/4/2008,0.43755,2/25/2010,0.2189,8/4/2008,0.2345,1/13/2010,0.3133,9/8/2008,0.16626,8/4/2008,0.2268,10/13/2010,0.18685,2/18/2011,0.1424,8/4/2008,0.24269,,
