,914 HK Equity,,2899 HK Equity,,358 HK Equity,,2600 HK Equity,,3993 HK Equity,,656 HK Equity,,3323 HK Equity,,2009 HK Equity,,3983 HK Equity,,1818 HK Equity,,2128 HK Equity,,691 HK Equity,,930 HK Equity,,2626 HK Equity,,246 HK Equity,,468 HK Equity,,189 HK Equity,,906 HK Equity,,743 HK Equity,,2233 HK Equity,,1053 HK Equity,,1768 HK Equity,,2198 HK Equity,,3868 HK Equity,,3833 HK Equity,,1091 HK Equity,,1938 HK Equity,,769 HK Equity,,1266 HK Equity,,609 HK Equity,,3330 HK Equity,,1090 HK Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/27/2008,2.8139,5/27/2008,0.6653,5/27/2008,2.2392,5/27/2008,1.7037,5/27/2008,1.1491,5/27/2008,0.7699,5/27/2008,1.1170,8/19/2009,1.1081,5/27/2008,0.6943,5/27/2008,0.8519,7/15/2010,0.3051,7/25/2008,0.4077,12/24/2009,0.2630,5/27/2008,0.3869,3/17/2009,0.6140,12/31/2010,0.6806,5/27/2008,0.2191,12/7/2009,1.2554,6/11/2008,0.7837,9/13/2010,0.3077,5/27/2008,0.4970,12/30/2010,0.9214,10/11/2010,0.4047,5/27/2008,0.3295,5/27/2008,0.7110,12/9/2010,0.3512,3/5/2010,0.6119,5/27/2008,0.2511,3/15/2012,0.3002,5/27/2008,0.0243,5/27/2008,0.4893,12/22/2010,0.3137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/28/2008,2.9253,5/28/2008,0.6628,5/28/2008,2.2087,5/28/2008,1.6630,5/28/2008,1.1236,5/28/2008,0.7777,5/28/2008,1.1210,8/20/2009,1.1430,5/28/2008,0.6995,5/28/2008,0.8379,7/16/2010,0.3179,7/28/2008,0.4013,12/28/2009,0.2643,5/28/2008,0.3779,3/18/2009,0.6089,1/3/2011,0.6681,5/28/2008,0.2178,12/8/2009,1.3186,6/12/2008,0.7231,9/14/2010,0.3065,5/28/2008,0.4933,12/31/2010,0.9212,10/12/2010,0.3982,5/28/2008,0.3268,5/28/2008,0.7034,12/10/2010,0.3550,3/8/2010,0.6097,5/28/2008,0.2370,3/16/2012,0.2950,5/28/2008,0.0243,5/28/2008,0.4740,12/23/2010,0.3073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/29/2008,2.9472,5/29/2008,0.6322,5/29/2008,2.2604,5/29/2008,1.6838,5/29/2008,1.1289,5/29/2008,0.7791,5/29/2008,1.1353,8/21/2009,1.1275,5/29/2008,0.6945,5/29/2008,0.8316,7/19/2010,0.3138,7/29/2008,0.3973,12/29/2009,0.2695,5/29/2008,0.3742,3/19/2009,0.6631,1/4/2011,0.6641,5/29/2008,0.2204,12/9/2009,1.2167,6/13/2008,0.6923,9/15/2010,0.3051,5/29/2008,0.4933,1/3/2011,0.9487,10/13/2010,0.3956,5/29/2008,0.3286,5/29/2008,0.7073,12/13/2010,0.3394,3/9/2010,0.6108,5/29/2008,0.2409,3/19/2012,0.2886,5/29/2008,0.0244,5/29/2008,0.4831,12/24/2010,0.3072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/30/2008,2.9878,5/30/2008,0.6313,5/30/2008,2.2937,5/30/2008,1.7350,5/30/2008,1.0981,5/30/2008,0.7637,5/30/2008,1.2109,8/24/2009,1.1251,5/30/2008,0.6407,5/30/2008,0.8252,7/20/2010,0.3216,7/30/2008,0.4024,12/30/2009,0.2785,5/30/2008,0.3344,3/20/2009,0.7651,1/5/2011,0.6666,5/30/2008,0.2217,12/10/2009,1.1664,6/16/2008,0.7325,9/16/2010,0.3000,5/30/2008,0.4805,1/4/2011,0.9499,10/14/2010,0.3944,5/30/2008,0.3286,5/30/2008,0.7099,12/14/2010,0.3371,3/10/2010,0.6096,5/30/2008,0.2396,3/20/2012,0.2821,5/30/2008,0.0244,5/30/2008,0.4767,12/28/2010,0.3020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/2008,3.0497,6/2/2008,0.6544,6/2/2008,2.3808,6/2/2008,1.7786,6/2/2008,1.1404,6/2/2008,0.8483,6/2/2008,1.2045,8/25/2009,1.1664,6/2/2008,0.6740,6/2/2008,0.8175,7/21/2010,0.3253,7/31/2008,0.4050,12/31/2009,0.2825,6/2/2008,0.3626,3/23/2009,0.7780,1/6/2011,0.6716,6/2/2008,0.2166,12/11/2009,1.1664,6/17/2008,0.7516,9/17/2010,0.3040,6/2/2008,0.4882,1/5/2011,0.9163,10/15/2010,0.3893,6/2/2008,0.3259,6/2/2008,0.7240,12/15/2010,0.3370,3/11/2010,0.5980,6/2/2008,0.2345,3/21/2012,0.2705,6/2/2008,0.0244,6/2/2008,0.4767,12/29/2010,0.3084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/2008,2.9661,6/3/2008,0.6415,6/3/2008,2.3421,6/3/2008,1.7015,6/3/2008,1.1313,6/3/2008,0.8277,6/3/2008,1.1762,8/26/2009,1.1405,6/3/2008,0.6547,6/3/2008,0.7995,7/22/2010,0.3242,8/1/2008,0.3972,1/4/2010,0.3043,6/3/2008,0.3626,3/24/2009,0.7535,1/7/2011,0.6627,6/3/2008,0.2178,12/14/2009,1.1791,6/18/2008,0.7699,9/20/2010,0.3014,6/3/2008,0.4715,1/6/2011,0.9263,10/18/2010,0.3842,6/3/2008,0.3250,6/3/2008,0.7021,12/16/2010,0.3317,3/12/2010,0.5904,6/3/2008,0.2332,3/22/2012,0.2640,6/3/2008,0.0237,6/3/2008,0.4741,12/30/2010,0.3084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2008,2.8541,6/4/2008,0.6233,6/4/2008,2.2850,6/4/2008,1.6651,6/4/2008,1.1143,6/4/2008,0.8287,6/4/2008,1.1399,8/27/2009,1.1198,6/4/2008,0.6404,6/4/2008,0.7762,7/23/2010,0.3399,8/4/2008,0.3780,1/5/2010,0.3107,6/4/2008,0.3599,3/25/2009,0.7510,1/10/2011,0.7342,6/4/2008,0.2177,12/15/2009,1.2356,6/19/2008,0.7428,9/21/2010,0.3092,6/4/2008,0.4675,1/7/2011,0.9522,10/19/2010,0.3905,6/4/2008,0.3249,6/4/2008,0.6904,12/17/2010,0.3240,3/15/2010,0.5941,6/4/2008,0.2370,3/23/2012,0.2588,6/4/2008,0.0240,6/4/2008,0.4854,12/31/2010,0.3023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/2008,2.7537,6/5/2008,0.6191,6/5/2008,2.2670,6/5/2008,1.6317,6/5/2008,1.1002,6/5/2008,0.8031,6/5/2008,1.0707,8/28/2009,1.0966,6/5/2008,0.6532,6/5/2008,0.7518,7/26/2010,0.3400,8/5/2008,0.3780,1/6/2010,0.3146,6/5/2008,0.3497,3/26/2009,0.7561,1/11/2011,0.7422,6/5/2008,0.2113,12/16/2009,1.2009,6/20/2008,0.7252,9/22/2010,0.3055,6/5/2008,0.4496,1/10/2011,0.9618,10/20/2010,0.3826,6/5/2008,0.3221,6/5/2008,0.6775,12/20/2010,0.3254,3/16/2010,0.5862,6/5/2008,0.2344,3/26/2012,0.2600,6/5/2008,0.0237,6/5/2008,0.4713,1/3/2011,0.3244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/6/2008,2.8707,6/6/2008,0.6275,6/6/2008,2.2666,6/6/2008,1.6545,6/6/2008,1.1116,6/6/2008,0.8068,6/6/2008,1.0821,8/31/2009,1.0735,6/6/2008,0.6774,6/6/2008,0.7427,7/27/2010,0.3386,8/7/2008,0.3780,1/7/2010,0.3366,6/6/2008,0.3458,3/27/2009,0.7638,1/12/2011,0.7396,6/6/2008,0.2177,12/17/2009,1.1939,6/23/2008,0.7417,9/24/2010,0.2991,6/6/2008,0.4495,1/11/2011,0.9647,10/21/2010,0.3799,6/6/2008,0.3275,6/6/2008,0.6762,12/21/2010,0.3332,3/17/2010,0.5888,6/6/2008,0.2369,3/27/2012,0.2666,6/6/2008,0.0240,6/6/2008,0.4700,1/4/2011,0.3359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/2008,2.7551,6/10/2008,0.6078,6/10/2008,2.1511,6/10/2008,1.5442,6/10/2008,1.0436,6/10/2008,0.7516,6/10/2008,1.0077,9/1/2009,1.0683,6/10/2008,0.6620,6/10/2008,0.7234,7/28/2010,0.3425,8/8/2008,0.3725,1/8/2010,0.3585,6/10/2008,0.3201,3/30/2009,0.7574,1/13/2011,0.7397,6/10/2008,0.2113,12/18/2009,1.1679,6/24/2008,0.7173,9/27/2010,0.2965,6/10/2008,0.4238,1/12/2011,1.0290,10/22/2010,0.3826,6/10/2008,0.3112,6/10/2008,0.6402,12/22/2010,0.3291,3/18/2010,0.5914,6/10/2008,0.2407,3/28/2012,0.2628,6/10/2008,0.0237,6/10/2008,0.4482,1/5/2011,0.3809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2008,2.6465,6/11/2008,0.5993,6/11/2008,2.1309,6/11/2008,1.5136,6/11/2008,1.0513,6/11/2008,0.7645,6/11/2008,1.0180,9/2/2009,1.0656,6/11/2008,0.6441,6/11/2008,0.6979,7/29/2010,0.3413,8/11/2008,0.3752,1/11/2010,0.3507,6/11/2008,0.3214,3/31/2009,0.7845,1/14/2011,0.7306,6/11/2008,0.2087,12/21/2009,1.1320,6/25/2008,0.7044,9/28/2010,0.2875,6/11/2008,0.4328,1/13/2011,1.0162,10/25/2010,0.3790,6/11/2008,0.3112,6/11/2008,0.6454,12/23/2010,0.3292,3/19/2010,0.5903,6/11/2008,0.2433,3/29/2012,0.2846,6/11/2008,0.0250,6/11/2008,0.4367,1/6/2011,0.3718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/12/2008,2.5787,6/12/2008,0.5930,6/12/2008,2.0707,6/12/2008,1.4538,6/12/2008,1.0379,6/12/2008,0.7474,6/12/2008,0.9854,9/3/2009,1.0850,6/12/2008,0.6501,6/12/2008,0.6719,7/30/2010,0.3399,8/12/2008,0.3650,1/12/2010,0.3610,6/12/2008,0.3135,4/1/2009,0.7987,1/17/2011,0.7073,6/12/2008,0.2060,12/22/2009,1.1285,6/26/2008,0.7047,9/29/2010,0.2926,6/12/2008,0.4185,1/14/2011,1.0239,10/26/2010,0.3763,6/12/2008,0.2947,6/12/2008,0.6322,12/24/2010,0.3303,3/22/2010,0.5927,6/12/2008,0.2355,3/30/2012,0.2756,6/12/2008,0.0240,6/12/2008,0.4364,1/7/2011,0.3796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/13/2008,2.5186,6/13/2008,0.5656,6/13/2008,2.0013,6/13/2008,1.4178,6/13/2008,1.0083,6/13/2008,0.7447,6/13/2008,0.9725,9/4/2009,1.0954,6/13/2008,0.6679,6/13/2008,0.6718,8/2/2010,0.3529,8/13/2008,0.3701,1/13/2010,0.3532,6/13/2008,0.3033,4/2/2009,0.8026,1/18/2011,0.6892,6/13/2008,0.2086,12/23/2009,1.2265,6/27/2008,0.6690,9/30/2010,0.3016,6/13/2008,0.4069,1/17/2011,1.0121,10/27/2010,0.3686,6/13/2008,0.2901,6/13/2008,0.6283,12/28/2010,0.3316,3/23/2010,0.5823,6/13/2008,0.2227,4/2/2012,0.2704,6/13/2008,0.0243,6/13/2008,0.4223,1/10/2011,0.3845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/16/2008,2.5952,6/16/2008,0.5720,6/16/2008,2.0488,6/16/2008,1.4598,6/16/2008,1.0679,6/16/2008,0.7722,6/16/2008,1.0129,9/7/2009,1.1135,6/16/2008,0.6748,6/16/2008,0.6595,8/3/2010,0.3415,8/14/2008,0.3700,1/14/2010,0.3584,6/16/2008,0.2971,4/3/2009,0.7574,1/19/2011,0.7264,6/16/2008,0.2049,12/24/2009,1.2131,6/30/2008,0.6450,10/4/2010,0.3223,6/16/2008,0.4226,1/18/2011,1.0132,10/28/2010,0.3636,6/16/2008,0.2894,6/16/2008,0.6339,12/29/2010,0.3379,3/24/2010,0.6172,6/16/2008,0.2254,4/3/2012,0.2730,6/16/2008,0.0269,6/16/2008,0.4226,1/11/2011,0.3987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/17/2008,2.5502,6/17/2008,0.5753,6/17/2008,2.0589,6/17/2008,1.4494,6/17/2008,1.0794,6/17/2008,0.7657,6/17/2008,1.0999,9/8/2009,1.1058,6/17/2008,0.6812,6/17/2008,0.6479,8/4/2010,0.3529,8/15/2008,0.3749,1/15/2010,0.3492,6/17/2008,0.2855,4/6/2009,0.7148,1/20/2011,0.7336,6/17/2008,0.2049,12/28/2009,1.2313,7/2/2008,0.6219,10/5/2010,0.3391,6/17/2008,0.4123,1/19/2011,0.9938,10/29/2010,0.3548,6/17/2008,0.2930,6/17/2008,0.6249,12/30/2010,0.3457,3/25/2010,0.6185,6/17/2008,0.2164,4/5/2012,0.2756,6/17/2008,0.0269,6/17/2008,0.4200,1/12/2011,0.4116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/18/2008,2.4980,6/18/2008,0.5876,6/18/2008,2.1137,6/18/2008,1.4424,6/18/2008,1.1247,6/18/2008,0.7686,6/18/2008,1.1516,9/9/2009,1.0954,6/18/2008,0.6853,6/18/2008,0.6674,8/5/2010,0.3555,8/18/2008,0.3661,1/18/2010,0.3311,6/18/2008,0.2959,4/7/2009,0.7277,1/21/2011,0.7394,6/18/2008,0.2050,12/29/2009,1.2972,7/3/2008,0.6027,10/6/2010,0.3520,6/18/2008,0.4215,1/20/2011,0.9931,11/1/2010,0.3960,6/18/2008,0.2841,6/18/2008,0.6290,12/31/2010,0.3564,3/26/2010,0.6325,6/18/2008,0.2255,4/10/2012,0.2782,6/18/2008,0.0247,6/18/2008,0.4279,1/13/2011,0.4592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/19/2008,2.3865,6/19/2008,0.5644,6/19/2008,2.0595,6/19/2008,1.3576,6/19/2008,1.0349,6/19/2008,0.7428,6/19/2008,1.0886,9/10/2009,1.1148,6/19/2008,0.6737,6/19/2008,0.6493,8/6/2010,0.3543,8/19/2008,0.3585,1/19/2010,0.3375,6/19/2008,0.2882,4/8/2009,0.7239,1/24/2011,0.7311,6/19/2008,0.2024,12/30/2009,1.3282,7/4/2008,0.6053,10/7/2010,0.3521,6/19/2008,0.4073,1/21/2011,1.0039,11/2/2010,0.3832,6/19/2008,0.2813,6/19/2008,0.6084,1/3/2011,0.3553,3/29/2010,0.6131,6/19/2008,0.2177,4/11/2012,0.2756,6/19/2008,0.0247,6/19/2008,0.4163,1/14/2011,0.4489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/20/2008,2.3363,6/20/2008,0.5595,6/20/2008,2.0373,6/20/2008,1.3223,6/20/2008,0.9892,6/20/2008,0.7329,6/20/2008,1.0789,9/11/2009,1.1032,6/20/2008,0.6778,6/20/2008,0.6349,8/9/2010,0.3723,8/20/2008,0.3662,1/20/2010,0.3321,6/20/2008,0.2909,4/9/2009,0.7187,1/25/2011,0.7341,6/20/2008,0.1973,12/31/2009,1.3233,7/7/2008,0.6152,10/8/2010,0.3532,6/20/2008,0.4100,1/24/2011,0.9825,11/3/2010,0.3999,6/20/2008,0.2832,6/20/2008,0.5894,1/4/2011,0.3527,3/30/2010,0.6195,6/20/2008,0.2178,4/12/2012,0.2743,6/20/2008,0.0247,6/20/2008,0.4126,1/17/2011,0.4463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/23/2008,2.2460,6/23/2008,0.5551,6/23/2008,1.9830,6/23/2008,1.2464,6/23/2008,0.9069,6/23/2008,0.7443,6/23/2008,1.0491,9/14/2009,1.0942,6/23/2008,0.6764,6/23/2008,0.6258,8/10/2010,0.3671,8/21/2008,0.3523,1/21/2010,0.3179,6/23/2008,0.2831,4/14/2009,0.7394,1/26/2011,0.7398,6/23/2008,0.1922,1/4/2010,1.4132,7/8/2008,0.6024,10/11/2010,0.3403,6/23/2008,0.3907,1/25/2011,0.9998,11/4/2010,0.4270,6/23/2008,0.2786,6/23/2008,0.5764,1/5/2011,0.3603,3/31/2010,0.6130,6/23/2008,0.2165,4/13/2012,0.2771,6/23/2008,0.0256,6/23/2008,0.4048,1/18/2011,0.4552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/24/2008,2.1859,6/24/2008,0.5362,6/24/2008,1.9469,6/24/2008,1.1732,6/24/2008,0.8530,6/24/2008,0.7493,6/24/2008,1.0336,9/15/2009,1.0993,6/24/2008,0.6891,6/24/2008,0.6026,8/11/2010,0.3618,8/25/2008,0.3586,1/22/2010,0.3282,6/24/2008,0.2690,4/15/2009,0.7484,1/27/2011,0.7486,6/24/2008,0.1857,1/5/2010,1.4052,7/9/2008,0.6100,10/12/2010,0.3415,6/24/2008,0.3791,1/26/2011,0.9799,11/5/2010,0.4180,6/24/2008,0.2731,6/24/2008,0.5661,1/6/2011,0.3602,4/1/2010,0.6142,6/24/2008,0.2075,4/16/2012,0.2746,6/24/2008,0.0256,6/24/2008,0.3894,1/19/2011,0.4989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/25/2008,2.2137,6/25/2008,0.5371,6/25/2008,1.9673,6/25/2008,1.1450,6/25/2008,0.8774,6/25/2008,0.7570,6/25/2008,1.0362,9/16/2009,1.1019,6/25/2008,0.7109,6/25/2008,0.5885,8/12/2010,0.3643,8/26/2008,0.3574,1/25/2010,0.3257,6/25/2008,0.2651,4/16/2009,0.7535,1/28/2011,0.7699,6/25/2008,0.1921,1/6/2010,1.3875,7/10/2008,0.6382,10/13/2010,0.3853,6/25/2008,0.3868,1/27/2011,0.9528,11/8/2010,0.4309,6/25/2008,0.2813,6/25/2008,0.5712,1/7/2011,0.3603,4/7/2010,0.6442,6/25/2008,0.2075,4/17/2012,0.2732,6/25/2008,0.0256,6/25/2008,0.3932,1/20/2011,0.4946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/26/2008,2.2465,6/26/2008,0.5142,6/26/2008,1.9526,6/26/2008,1.1736,6/26/2008,0.8700,6/26/2008,0.7585,6/26/2008,1.0122,9/17/2009,1.1097,6/26/2008,0.7124,6/26/2008,0.5766,8/13/2010,0.3590,8/27/2008,0.3548,1/26/2010,0.3113,6/26/2008,0.2588,4/17/2009,0.7303,1/31/2011,0.7750,6/26/2008,0.1922,1/7/2010,1.4082,7/11/2008,0.6624,10/14/2010,0.4125,6/26/2008,0.3818,1/28/2011,0.9637,11/9/2010,0.4193,6/26/2008,0.2778,6/26/2008,0.5740,1/10/2011,0.3536,4/8/2010,0.6290,6/26/2008,0.2076,4/18/2012,0.2745,6/26/2008,0.0250,6/26/2008,0.3985,1/21/2011,0.4622,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/27/2008,2.1852,6/27/2008,0.5306,6/27/2008,1.9353,6/27/2008,1.1458,6/27/2008,0.8754,6/27/2008,0.7434,6/27/2008,0.9741,9/18/2009,1.1328,6/27/2008,0.7024,6/27/2008,0.5748,8/16/2010,0.3603,8/28/2008,0.3574,1/27/2010,0.2958,6/27/2008,0.2538,4/20/2009,0.7355,2/1/2011,0.7995,6/27/2008,0.1923,1/8/2010,1.3591,7/14/2008,0.6638,10/15/2010,0.4125,6/27/2008,0.3742,1/31/2011,0.9867,11/10/2010,0.4128,6/27/2008,0.2688,6/27/2008,0.5601,1/11/2011,0.3614,4/9/2010,0.6807,6/27/2008,0.1974,4/19/2012,0.2731,6/27/2008,0.0240,6/27/2008,0.3935,1/24/2011,0.4387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/30/2008,2.2292,6/30/2008,0.5668,6/30/2008,1.9620,6/30/2008,1.1529,6/30/2008,0.8541,6/30/2008,0.7284,6/30/2008,0.9618,9/21/2009,1.1044,6/30/2008,0.6925,6/30/2008,0.6155,8/17/2010,0.3604,8/29/2008,0.3716,1/28/2010,0.3026,6/30/2008,0.2539,4/21/2009,0.7381,2/2/2011,0.8090,6/30/2008,0.1911,1/11/2010,1.3333,7/15/2008,0.6259,10/18/2010,0.4074,6/30/2008,0.3757,2/1/2011,0.9843,11/11/2010,0.4129,6/30/2008,0.2680,6/30/2008,0.5489,1/12/2011,0.3795,4/12/2010,0.7142,6/30/2008,0.1949,4/20/2012,0.2719,6/30/2008,0.0247,6/30/2008,0.4091,1/25/2011,0.4248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2008,2.1285,7/2/2008,0.5873,7/2/2008,1.8977,7/2/2008,1.1502,7/2/2008,0.8399,7/2/2008,0.6924,7/2/2008,0.8899,9/22/2009,1.1006,7/2/2008,0.6668,7/2/2008,0.6437,8/18/2010,0.3578,9/1/2008,0.3587,1/29/2010,0.3155,7/2/2008,0.2423,4/22/2009,0.7381,2/7/2011,0.8004,7/2/2008,0.1859,1/12/2010,1.3616,7/16/2008,0.6218,10/19/2010,0.4382,7/2/2008,0.3667,2/2/2011,1.0068,11/12/2010,0.4064,7/2/2008,0.2734,7/2/2008,0.5385,1/13/2011,0.3756,4/13/2010,0.7306,7/2/2008,0.1949,4/23/2012,0.2693,7/2/2008,0.0250,7/2/2008,0.4154,1/26/2011,0.4367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2008,2.0580,7/3/2008,0.5471,7/3/2008,1.8516,7/3/2008,1.0656,7/3/2008,0.7963,7/3/2008,0.6681,7/3/2008,0.8950,9/23/2009,1.0915,7/3/2008,0.6463,7/3/2008,0.6270,8/19/2010,0.3642,9/2/2008,0.3612,2/1/2010,0.3348,7/3/2008,0.2423,4/23/2009,0.7355,2/8/2011,0.7927,7/3/2008,0.1923,1/13/2010,1.3434,7/17/2008,0.6348,10/20/2010,0.4200,7/3/2008,0.3590,2/7/2011,0.9983,11/15/2010,0.3960,7/3/2008,0.2716,7/3/2008,0.5065,1/14/2011,0.3679,4/14/2010,0.7332,7/3/2008,0.1923,4/24/2012,0.2719,7/3/2008,0.0256,7/3/2008,0.3975,1/27/2011,0.4392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2008,2.0474,7/4/2008,0.5420,7/4/2008,1.8286,7/4/2008,1.0515,7/4/2008,0.8207,7/4/2008,0.6668,7/4/2008,0.9361,9/24/2009,1.0658,7/4/2008,0.6476,7/4/2008,0.5988,8/20/2010,0.3588,9/3/2008,0.3612,2/2/2010,0.3733,7/4/2008,0.2501,4/24/2009,0.7935,2/9/2011,0.7707,7/4/2008,0.1936,1/14/2010,1.3793,7/18/2008,0.6540,10/21/2010,0.4314,7/4/2008,0.3616,2/8/2011,0.9713,11/16/2010,0.3856,7/4/2008,0.2726,7/4/2008,0.5206,1/17/2011,0.3665,4/15/2010,0.7216,7/4/2008,0.1962,4/25/2012,0.2693,7/4/2008,0.0276,7/4/2008,0.3911,1/28/2011,0.4299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2008,2.1362,7/7/2008,0.5554,7/7/2008,1.9123,7/7/2008,1.1407,7/7/2008,0.8677,7/7/2008,0.6870,7/7/2008,0.9869,9/25/2009,1.0632,7/7/2008,0.6473,7/7/2008,0.5909,8/23/2010,0.3576,9/4/2008,0.3509,2/3/2010,0.3682,7/7/2008,0.2589,4/27/2009,0.7613,2/10/2011,0.7561,7/7/2008,0.1948,1/15/2010,1.3659,7/21/2008,0.6669,10/22/2010,0.4276,7/7/2008,0.3640,2/9/2011,0.9172,11/17/2010,0.3751,7/7/2008,0.2742,7/7/2008,0.5498,1/18/2011,0.3613,4/16/2010,0.6893,7/7/2008,0.2012,4/26/2012,0.2694,7/7/2008,0.0276,7/7/2008,0.4025,1/31/2011,0.4029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2008,2.0400,7/8/2008,0.5383,7/8/2008,1.8533,7/8/2008,1.0766,7/8/2008,0.8292,7/8/2008,0.6703,7/8/2008,0.9754,9/28/2009,1.0270,7/8/2008,0.6408,7/8/2008,0.5736,8/24/2010,0.3549,9/5/2008,0.3483,2/4/2010,0.3604,7/8/2008,0.2512,4/28/2009,0.7470,2/11/2011,0.7440,7/8/2008,0.1871,1/18/2010,1.3345,7/22/2008,0.6426,10/25/2010,0.4318,7/8/2008,0.3537,2/10/2011,0.8601,11/18/2010,0.3818,7/8/2008,0.2760,7/8/2008,0.5229,1/19/2011,0.3626,4/19/2010,0.6764,7/8/2008,0.1961,4/27/2012,0.2694,7/8/2008,0.0276,7/8/2008,0.3973,2/1/2011,0.3632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2008,2.1787,7/9/2008,0.5340,7/9/2008,1.9352,7/9/2008,1.1227,7/9/2008,0.8779,7/9/2008,0.6895,7/9/2008,1.0253,9/29/2009,1.0168,7/9/2008,0.6536,7/9/2008,0.5767,8/25/2010,0.3510,9/8/2008,0.3500,2/5/2010,0.3603,7/9/2008,0.2576,4/29/2009,0.7445,2/14/2011,0.7542,7/9/2008,0.1935,1/19/2010,1.3397,7/23/2008,0.6539,10/26/2010,0.4215,7/9/2008,0.3781,2/11/2011,0.9120,11/19/2010,0.3830,7/9/2008,0.2742,7/9/2008,0.5485,1/20/2011,0.3520,4/20/2010,0.6956,7/9/2008,0.1935,4/30/2012,0.2694,7/9/2008,0.0269,7/9/2008,0.4037,2/2/2011,0.3942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2008,2.2406,7/10/2008,0.5374,7/10/2008,1.9710,7/10/2008,1.1290,7/10/2008,0.8971,7/10/2008,0.6869,7/10/2008,1.0368,9/30/2009,0.9884,7/10/2008,0.6792,7/10/2008,0.5735,8/26/2010,0.3394,9/9/2008,0.3462,2/8/2010,0.3513,7/10/2008,0.2576,4/30/2009,0.7381,2/15/2011,0.7570,7/10/2008,0.1935,1/20/2010,1.3130,7/24/2008,0.6732,10/27/2010,0.3957,7/10/2008,0.3832,2/14/2011,0.9364,11/22/2010,0.3778,7/10/2008,0.2833,7/10/2008,0.5357,1/21/2011,0.3543,4/21/2010,0.6814,7/10/2008,0.1948,5/2/2012,0.2733,7/10/2008,0.0276,7/10/2008,0.3973,2/7/2011,0.3983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/11/2008,2.3255,7/11/2008,0.5527,7/11/2008,2.0244,7/11/2008,1.1993,7/11/2008,0.9148,7/11/2008,0.6893,7/11/2008,1.0507,10/2/2009,0.9535,7/11/2008,0.6855,7/11/2008,0.6022,8/27/2010,0.3432,9/10/2008,0.3462,2/9/2010,0.3475,7/11/2008,0.2755,5/4/2009,0.7316,2/16/2011,0.7689,7/11/2008,0.1922,1/21/2010,1.2277,7/25/2008,0.6782,10/28/2010,0.3945,7/11/2008,0.3895,2/15/2011,0.9277,11/23/2010,0.3661,7/11/2008,0.2923,7/11/2008,0.5625,1/24/2011,0.3553,4/22/2010,0.6570,7/11/2008,0.1999,5/3/2012,0.2719,7/11/2008,0.0288,7/11/2008,0.4036,2/8/2011,0.4047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
