,2333 HK Equity,,1128 HK Equity,,1211 HK Equity,,489 HK Equity,,2282 HK Equity,,2238 HK Equity,,3333 HK Equity,,670 HK Equity,,1055 HK Equity,,2313 HK Equity,,3383 HK Equity,,3308 HK Equity,,2020 HK Equity,,1833 HK Equity,,881 HK Equity,,425 HK Equity,,3918 HK Equity,,1293 HK Equity,,921 HK Equity,,3669 HK Equity,,210 HK Equity,,3368 HK Equity,,1728 HK Equity,,3818 HK Equity,,2006 HK Equity,,848 HK Equity,,1028 HK Equity,,1628 HK Equity,,2331 HK Equity,,2698 HK Equity,,1966 HK Equity,,331 HK Equity,,1234 HK Equity,,1899 HK Equity,,2200 HK Equity,,811 HK Equity,,1146 HK Equity,,2355 HK Equity,,1698 HK Equity,,672 HK Equity,,2722 HK Equity,,1086 HK Equity,,946 HK Equity,,1968 HK Equity,,2083 HK Equity,,496 HK Equity,,3666 HK Equity,,873 HK Equity,,238 HK Equity,,837 HK Equity,,1863 HK Equity
6/12/2012,2.08774,,,6/12/2012,1.95,6/12/2012,1.68308,,,,,,,6/12/2012,0.32991,6/12/2012,0.44,6/12/2012,1.90216,6/12/2012,1.28,6/12/2012,2.17537,6/12/2012,0.75,6/12/2012,1.03098,,,6/12/2012,1.13408,6/12/2012,0.39,,,6/12/2012,0.19,,,6/12/2012,1.11,6/12/2012,1.00521,,,6/12/2012,0.1147,6/12/2012,0.13,6/12/2012,0.19331,,,,,6/12/2012,0.67658,6/12/2012,0.40981,,,,,,,6/12/2012,0.35955,,,6/12/2012,0.42399,,,6/12/2012,0.51291,,,6/12/2012,0.11727,7/20/2012,0.13923,,,,,,,,,6/12/2012,0.14176,,,,,,,,,,
6/13/2012,2.10621,,,6/13/2012,1.97,6/13/2012,1.69374,,,,,,,6/13/2012,0.3274,6/13/2012,0.44,6/13/2012,1.88708,6/13/2012,1.30,6/13/2012,2.15004,6/13/2012,0.77,6/13/2012,1.01573,,,6/13/2012,1.124,6/13/2012,0.41,,,6/13/2012,0.19,,,6/13/2012,1.07,6/13/2012,0.98737,,,6/13/2012,0.11343,6/13/2012,0.13,6/13/2012,0.19593,,,,,6/13/2012,0.6561,6/13/2012,0.41763,,,,,,,6/13/2012,0.36736,,,6/13/2012,0.42279,,,6/13/2012,0.51431,,,6/13/2012,0.11343,7/23/2012,0.13536,,,,,,,,,6/13/2012,0.14179,,,,,,,,,,
6/14/2012,2.07251,,,6/14/2012,1.94,6/14/2012,1.65492,,,,,,,6/14/2012,0.3132,6/14/2012,0.44,6/14/2012,1.84309,6/14/2012,1.29,6/14/2012,2.05447,6/14/2012,0.75,6/14/2012,0.96666,,,6/14/2012,1.13034,6/14/2012,0.41,,,6/14/2012,0.19,,,6/14/2012,1.04,6/14/2012,0.9267,,,6/14/2012,0.10698,6/14/2012,0.13,6/14/2012,0.18818,,,,,6/14/2012,0.6367,6/14/2012,0.41373,,,,,,,6/14/2012,0.35444,,,6/14/2012,0.42275,,,6/14/2012,0.51297,,,6/14/2012,0.11213,7/24/2012,0.13405,,,,,,,,,6/14/2012,0.14178,,,,,,,,,,
6/15/2012,2.11387,,,6/15/2012,1.94,6/15/2012,1.69625,,,,,,,6/15/2012,0.31192,6/15/2012,0.44,6/15/2012,1.84834,6/15/2012,1.29,6/15/2012,2.05973,6/15/2012,0.75,6/15/2012,0.95768,,,6/15/2012,1.12525,6/15/2012,0.41,,,6/15/2012,0.19,,,6/15/2012,1.04,6/15/2012,0.90999,,,6/15/2012,0.10698,6/15/2012,0.14,6/15/2012,0.19076,,,,,6/15/2012,0.63674,6/15/2012,0.38926,,,,,,,6/15/2012,0.36864,,,6/15/2012,0.42406,,,6/15/2012,0.51558,,,6/15/2012,0.11214,7/25/2012,0.13147,,,,,,,,,6/15/2012,0.14952,,,,,,,,,,
6/18/2012,2.12133,,,6/18/2012,1.95,6/18/2012,1.70634,,,,,,,6/18/2012,0.3106,6/18/2012,0.43,6/18/2012,1.81975,6/18/2012,1.32,6/18/2012,2.03369,6/18/2012,0.72,6/18/2012,0.99494,,,6/18/2012,1.13283,6/18/2012,0.41,,,6/18/2012,0.19,,,6/18/2012,1.03,6/18/2012,0.91116,,,6/18/2012,0.10568,6/18/2012,0.14,6/18/2012,0.19332,,,,,6/18/2012,0.63408,6/18/2012,0.38406,,,,,,,6/18/2012,0.36472,,,6/18/2012,0.42787,,,6/18/2012,0.51551,,,6/18/2012,0.11212,7/26/2012,0.12374,,,,,,,,,6/18/2012,0.1495,,,,,,,,,,
6/19/2012,2.12659,,,6/19/2012,1.98,6/19/2012,1.70901,,,,,,,6/19/2012,0.30417,6/19/2012,0.43,6/19/2012,1.73994,6/19/2012,1.31,6/19/2012,2.03895,6/19/2012,0.72,6/19/2012,0.98081,,,6/19/2012,1.12387,6/19/2012,0.42,,,6/19/2012,0.19,,,6/19/2012,1.03,6/19/2012,0.90735,,,6/19/2012,0.10311,6/19/2012,0.15,6/19/2012,0.19462,,,,,6/19/2012,0.63669,6/19/2012,0.37892,,,,,,,6/19/2012,0.35572,,,6/19/2012,0.42661,,,6/19/2012,0.51554,,,6/19/2012,0.11471,7/27/2012,0.12633,,,,,,,,,6/19/2012,0.14951,,,,,,,,,,
6/20/2012,2.12149,,,6/20/2012,1.99,6/20/2012,1.7142,,,,,,,6/20/2012,0.31191,6/20/2012,0.44,6/20/2012,1.71678,6/20/2012,1.30,6/20/2012,2.04931,6/20/2012,0.73,6/20/2012,0.99243,,,6/20/2012,1.12003,6/20/2012,0.42,,,6/20/2012,0.19,,,6/20/2012,1.01,6/20/2012,0.90737,,,6/20/2012,0.10311,6/20/2012,0.14,6/20/2012,0.19849,,,,,6/20/2012,0.64315,6/20/2012,0.3712,,,,,,,6/20/2012,0.348,,,6/20/2012,0.43822,,,6/20/2012,0.48977,,,6/20/2012,0.11471,7/30/2012,0.12636,,,,,,,,,6/20/2012,0.15209,,,,,,,,,,
6/21/2012,2.0001,,,6/21/2012,1.96,6/21/2012,1.66246,,,,,,,6/21/2012,0.32089,6/21/2012,0.44,6/21/2012,1.77844,6/21/2012,1.24,6/21/2012,1.98464,6/21/2012,0.73,6/21/2012,0.94721,,,6/21/2012,1.09799,6/21/2012,0.42,,,6/21/2012,0.19,,,6/21/2012,1.03,6/21/2012,0.90082,,,6/21/2012,0.09665,6/21/2012,0.14,6/21/2012,0.1946,,,,,6/21/2012,0.63276,6/21/2012,0.36213,,,,,,,6/21/2012,0.34151,,,6/21/2012,0.43043,,,6/21/2012,0.47941,,,6/21/2012,0.11212,7/31/2012,0.12638,,,,,,,,,6/21/2012,0.15207,,,,,,,,,,
6/22/2012,1.96627,,,6/22/2012,1.94,6/22/2012,1.64156,,,,,,,6/22/2012,0.31955,6/22/2012,0.43,6/22/2012,1.75237,6/22/2012,1.21,6/22/2012,1.99204,6/22/2012,0.69,6/22/2012,0.92644,,,6/22/2012,1.10812,6/22/2012,0.41,,,6/22/2012,0.18,,,6/22/2012,1.01,6/22/2012,0.88907,,,6/22/2012,0.09535,6/22/2012,0.14,6/22/2012,0.1907,,,,,6/22/2012,0.61204,6/22/2012,0.35176,,,,,,,6/22/2012,0.3363,,,6/22/2012,0.42521,,,6/22/2012,0.48835,,,6/22/2012,0.1121,8/1/2012,0.13024,,,,,,,,,6/22/2012,0.15204,,,,,,,,,,
6/25/2012,1.93289,,,6/25/2012,1.86,6/25/2012,1.57982,,,,,,,6/25/2012,0.3273,6/25/2012,0.44,6/25/2012,1.75249,6/25/2012,1.19,6/25/2012,1.94578,6/25/2012,0.66,6/25/2012,0.92006,,,6/25/2012,1.0953,6/25/2012,0.40,,,6/25/2012,0.18,,,6/25/2012,1.02,6/25/2012,0.90202,,,6/25/2012,0.09407,6/25/2012,0.14,6/25/2012,0.18942,,,,,6/25/2012,0.5992,6/25/2012,0.34277,,,,,,,6/25/2012,0.34019,,,6/25/2012,0.42652,,,6/25/2012,0.48451,,,6/25/2012,0.11211,8/2/2012,0.12896,,,,,,,,,6/25/2012,0.14948,,,,,,,,,,
6/26/2012,1.93056,,,6/26/2012,1.88,6/26/2012,1.54136,,,,,,,6/26/2012,0.3209,6/26/2012,0.44,6/26/2012,1.76818,6/26/2012,1.21,6/26/2012,1.96149,6/26/2012,0.64,6/26/2012,0.8944,,,6/26/2012,1.09545,6/26/2012,0.40,,,6/26/2012,0.17,,,6/26/2012,1.02,6/26/2012,0.89827,,,6/26/2012,0.09537,6/26/2012,0.14,6/26/2012,0.18429,,,,,6/26/2012,0.59025,6/26/2012,0.35054,,,,,,,6/26/2012,0.3325,,,6/26/2012,0.424,,,6/26/2012,0.48071,,,6/26/2012,0.11212,8/3/2012,0.13023,,,,,,,,,6/26/2012,0.14176,,,,,,,,,,
6/27/2012,1.95399,,,6/27/2012,1.91,6/27/2012,1.557,,,,,,,6/27/2012,0.31836,6/27/2012,0.44,6/27/2012,1.75807,6/27/2012,1.26,6/27/2012,1.99523,6/27/2012,0.61,6/27/2012,0.96926,,,6/27/2012,1.08268,6/27/2012,0.43,,,6/27/2012,0.18,,,6/27/2012,1.03,6/27/2012,0.89192,,,6/27/2012,0.09667,6/27/2012,0.14,6/27/2012,0.18818,,,,,6/27/2012,0.56583,6/27/2012,0.35961,,,,,,,6/27/2012,0.33125,,,6/27/2012,0.42276,,,6/27/2012,0.4769,,,6/27/2012,0.11214,8/6/2012,0.13539,,,,,,,,,6/27/2012,0.14178,,,,,,,,,,
6/28/2012,1.95899,,,6/28/2012,1.88,6/28/2012,1.53626,,,,,,,6/28/2012,0.30931,6/28/2012,0.43,6/28/2012,1.70638,6/28/2012,1.26,6/28/2012,2.02601,6/28/2012,0.58,6/28/2012,0.94727,,,6/28/2012,1.0826,6/28/2012,0.42,,,6/28/2012,0.17,,,6/28/2012,1.02,6/28/2012,0.88412,,,6/28/2012,0.09408,6/28/2012,0.13,6/28/2012,0.18688,,,,,6/28/2012,0.57352,6/28/2012,0.35313,,,,,,,6/28/2012,0.32607,,,6/28/2012,0.42402,,,6/28/2012,0.47042,,,6/28/2012,0.10955,8/7/2012,0.13797,,,,,,,,,6/28/2012,0.15337,,,,,,,,,,
6/29/2012,1.98255,,,6/29/2012,1.88,6/29/2012,1.53396,,,,,,,6/29/2012,0.3171,6/29/2012,0.44,6/29/2012,1.72732,6/29/2012,1.28,6/29/2012,2.02895,6/29/2012,0.60,6/29/2012,0.97967,,,6/29/2012,1.07377,6/29/2012,0.44,,,6/29/2012,0.18,,,6/29/2012,1.01,6/29/2012,0.88428,,,6/29/2012,0.09023,6/29/2012,0.13,6/29/2012,0.18175,,,,,6/29/2012,0.55944,6/29/2012,0.36867,,,,,,,6/29/2012,0.32484,,,6/29/2012,0.42925,,,6/29/2012,0.4705,,,6/29/2012,0.11344,8/8/2012,0.13796,,,,,,,,,6/29/2012,0.15211,,,,,,,,,,
7/3/2012,1.93431,,,7/3/2012,1.86,7/3/2012,1.4675,,,,,,,7/3/2012,0.31981,7/3/2012,0.45,7/3/2012,1.71767,7/3/2012,1.33,7/3/2012,2.13806,7/3/2012,0.60,7/3/2012,1.05742,,,7/3/2012,1.10256,7/3/2012,0.47,,,7/3/2012,0.18,,,7/3/2012,1.03,7/3/2012,0.91944,,,7/3/2012,0.09156,7/3/2012,0.13,7/3/2012,0.18698,,,,,7/3/2012,0.58674,7/3/2012,0.37268,,,,,,,7/3/2012,0.33657,,,7/3/2012,0.43071,,,7/3/2012,0.47713,,,7/3/2012,0.11348,8/9/2012,0.1444,,,,,,,,,7/3/2012,0.15217,,,,,,,,,,
7/4/2012,1.94698,,,7/4/2012,1.86,7/4/2012,1.48022,,,,,,,7/4/2012,0.31719,7/4/2012,0.45,7/4/2012,1.72778,7/4/2012,1.37,7/4/2012,2.19196,7/4/2012,0.62,7/4/2012,1.0818,,,7/4/2012,1.08438,7/4/2012,0.46,,,7/4/2012,0.18,,,7/4/2012,1.10,7/4/2012,0.9606,,,7/4/2012,0.09026,7/4/2012,0.13,7/4/2012,0.18825,,,,,7/4/2012,0.60472,7/4/2012,0.37779,,,,,,,7/4/2012,0.34942,,,7/4/2012,0.43452,,,7/4/2012,0.47707,,,7/4/2012,0.11347,8/10/2012,0.14437,,,,,,,,,7/4/2012,0.15215,,,,,,,,,,
7/5/2012,1.9239,,,7/5/2012,1.90,7/5/2012,1.44163,,,,,,,7/5/2012,0.30947,7/5/2012,0.45,7/5/2012,1.7279,7/5/2012,1.39,7/5/2012,2.14826,7/5/2012,0.62,7/5/2012,1.07929,,,7/5/2012,1.08187,7/5/2012,0.46,,,7/5/2012,0.17,,,7/5/2012,1.11,7/5/2012,0.95421,,,7/5/2012,0.09542,7/5/2012,0.13,7/5/2012,0.19084,,,,,7/5/2012,0.64861,7/5/2012,0.37653,,,,,,,7/5/2012,0.35847,,,7/5/2012,0.441,,,7/5/2012,0.48355,,,7/5/2012,0.11347,8/13/2012,0.1392,,,,,,,,,7/5/2012,0.15216,,,,,,,,,,
7/6/2012,1.93731,,,7/6/2012,1.91,7/6/2012,1.48072,,,,,,,7/6/2012,0.31601,7/6/2012,0.45,7/6/2012,1.74384,7/6/2012,1.41,7/6/2012,2.20302,7/6/2012,0.62,7/6/2012,1.07442,,,7/6/2012,1.08087,7/6/2012,0.47,,,7/6/2012,0.17,,,7/6/2012,1.12,7/6/2012,0.95447,,,7/6/2012,0.09416,7/6/2012,0.13,7/6/2012,0.19734,,,,,7/6/2012,0.62814,7/6/2012,0.38179,,,,,,,7/6/2012,0.35728,,,7/6/2012,0.44757,,,7/6/2012,0.51593,,,7/6/2012,0.11737,8/14/2012,0.13794,,,,,,,,,7/6/2012,0.15478,,,,,,,,,,
7/9/2012,1.93156,,,7/9/2012,1.84,7/9/2012,1.43384,,,,,,,7/9/2012,0.3172,7/9/2012,0.45,7/9/2012,1.81551,7/9/2012,1.37,7/9/2012,2.17655,7/9/2012,0.59,7/9/2012,1.05346,,,7/9/2012,1.08054,7/9/2012,0.48,,,7/9/2012,0.17,,,7/9/2012,1.09,7/9/2012,0.94257,,,7/9/2012,0.08639,7/9/2012,0.13,7/9/2012,0.19212,,,,,7/9/2012,0.59056,7/9/2012,0.37006,,,,,,,7/9/2012,0.34814,,,7/9/2012,0.4384,,,7/9/2012,0.50674,,,7/9/2012,0.11863,8/15/2012,0.13277,,,,,,,,,7/9/2012,0.15473,,,,,,,,,,
7/10/2012,1.92144,,,7/10/2012,1.83,7/10/2012,1.41078,,,,,,,7/10/2012,0.31723,7/10/2012,0.45,7/10/2012,1.82601,7/10/2012,1.38,7/10/2012,2.12519,7/10/2012,0.60,7/10/2012,1.0368,,,7/10/2012,1.08323,7/10/2012,0.48,,,7/10/2012,0.17,,,7/10/2012,1.07,7/10/2012,0.92203,,,7/10/2012,0.08769,7/10/2012,0.13,7/10/2012,0.19085,,,,,7/10/2012,0.56741,7/10/2012,0.36494,,,,,,,7/10/2012,0.34302,,,7/10/2012,0.43845,,,7/10/2012,0.48616,,,7/10/2012,0.11735,8/16/2012,0.1315,,,,,,,,,7/10/2012,0.15475,,,,,,,,,,
7/11/2012,1.95492,,,7/11/2012,1.82,7/11/2012,1.41332,,,,,,,7/11/2012,0.31335,7/11/2012,0.45,7/11/2012,1.82597,7/11/2012,1.40,7/11/2012,2.11224,7/11/2012,0.60,7/11/2012,1.04065,,,7/11/2012,1.0832,7/11/2012,0.50,,,7/11/2012,0.17,,,7/11/2012,1.03,7/11/2012,0.91169,,,7/11/2012,0.09414,7/11/2012,0.13,7/11/2012,0.19214,,,,,7/11/2012,0.58673,7/11/2012,0.37396,,,,,,,7/11/2012,0.34043,,,7/11/2012,0.43586,,,7/11/2012,0.50678,,,7/11/2012,0.11606,8/17/2012,0.13537,,,,,,,,,7/11/2012,0.14701,,,,,,,,,,
7/12/2012,1.93874,,,7/12/2012,1.76,7/12/2012,1.32515,,,,,,,7/12/2012,0.3184,7/12/2012,0.44,7/12/2012,1.76859,7/12/2012,1.37,7/12/2012,2.0857,7/12/2012,0.58,7/12/2012,1.03769,,,7/12/2012,1.08668,7/12/2012,0.51,,,7/12/2012,0.17,,,7/12/2012,0.98,7/12/2012,0.8959,,,7/12/2012,0.09023,7/12/2012,0.13,7/12/2012,0.18691,,,,,7/12/2012,0.57363,7/12/2012,0.36867,,,,,,,7/12/2012,0.3416,,,7/12/2012,0.43828,,,7/12/2012,0.51562,,,7/12/2012,0.11473,8/20/2012,0.13536,,,,,,,,,7/12/2012,0.14695,,,,,,,,,,
7/13/2012,1.94137,,,7/13/2012,1.74,7/13/2012,1.34323,,,,,,,7/13/2012,0.34032,7/13/2012,0.48,7/13/2012,1.75832,7/13/2012,1.37,7/13/2012,2.02387,7/13/2012,0.58,7/13/2012,1.03901,,,7/13/2012,1.08155,7/13/2012,0.54,,,7/13/2012,0.17,,,7/13/2012,0.93,7/13/2012,0.90236,,,7/13/2012,0.09539,7/13/2012,0.13,7/13/2012,0.18821,,,,,7/13/2012,0.56849,7/13/2012,0.36739,,,,,,,7/13/2012,0.34419,,,7/13/2012,0.43829,,,7/13/2012,0.50661,,,7/13/2012,0.11602,8/21/2012,0.14181,,,,,,,,,7/13/2012,0.14696,,,,,,,,,,
7/16/2012,1.89492,,,7/16/2012,1.63,7/16/2012,1.34062,,,,,,,7/16/2012,0.34805,7/16/2012,0.50,7/16/2012,1.78148,7/16/2012,1.38,7/16/2012,2.05476,7/16/2012,0.54,7/16/2012,1.02996,,,7/16/2012,1.10343,7/16/2012,0.55,,,7/16/2012,0.17,,,7/16/2012,0.91,7/16/2012,0.89074,,,7/16/2012,0.08895,7/16/2012,0.13,7/16/2012,0.16758,,,,,7/16/2012,0.54012,7/16/2012,0.37512,,,,,,,7/16/2012,0.33516,,,7/16/2012,0.43699,,,7/16/2012,0.5066,,,7/16/2012,0.11473,8/22/2012,0.13666,,,,,,,,,7/16/2012,0.13922,,,,,,,,,,
7/17/2012,1.89506,,,7/17/2012,1.68,7/17/2012,1.36393,,,,,,,7/17/2012,0.35452,7/17/2012,0.50,7/17/2012,1.71974,7/17/2012,1.39,7/17/2012,2.04976,7/17/2012,0.54,7/17/2012,1.02875,,,7/17/2012,1.08676,7/17/2012,0.51,,,7/17/2012,0.17,,,7/17/2012,0.91,7/17/2012,0.90886,,,7/17/2012,0.08895,7/17/2012,0.13,7/17/2012,0.14567,,,,,7/17/2012,0.53242,7/17/2012,0.37515,,,,,,,7/17/2012,0.33776,,,7/17/2012,0.43831,,,7/17/2012,0.50793,,,7/17/2012,0.11216,8/23/2012,0.1328,,,,,,,,,7/17/2012,0.14181,,,,,,,,,,
7/18/2012,1.89786,,,7/18/2012,1.68,7/18/2012,1.34088,,,,,,,7/18/2012,0.34811,7/18/2012,0.50,7/18/2012,1.70446,7/18/2012,1.35,7/18/2012,2.02421,7/18/2012,0.54,7/18/2012,0.98503,,,7/18/2012,1.0727,7/18/2012,0.53,,,7/18/2012,0.17,,,7/18/2012,0.90,7/18/2012,0.89478,,,7/18/2012,0.08767,7/18/2012,0.13,7/18/2012,0.15601,,,,,7/18/2012,0.52604,7/18/2012,0.37003,,,,,,,7/18/2012,0.33264,,,7/18/2012,0.4345,,,7/18/2012,0.50799,,,7/18/2012,0.11475,8/24/2012,0.1315,,,,,,,,,7/18/2012,0.14182,,,,,,,,,,
7/19/2012,1.92633,,,7/19/2012,1.77,7/19/2012,1.35642,,,,,,,7/19/2012,0.35329,7/19/2012,0.50,7/19/2012,1.74066,7/19/2012,1.32,7/19/2012,1.9779,7/19/2012,0.54,7/19/2012,0.98637,,,7/19/2012,1.03666,7/19/2012,0.53,,,7/19/2012,0.17,,,7/19/2012,0.86,7/19/2012,0.87033,,,7/19/2012,0.08897,7/19/2012,0.13,7/19/2012,0.16762,,,,,7/19/2012,0.51704,7/19/2012,0.36876,,,,,,,7/19/2012,0.33137,,,7/19/2012,0.4371,,,7/19/2012,0.50286,,,7/19/2012,0.11346,8/27/2012,0.12894,,,,,,,,,7/19/2012,0.14828,,,,,,,,,,
7/20/2012,2.01111,,,7/20/2012,1.78,7/20/2012,1.382,,,,,,,7/20/2012,0.34679,7/20/2012,0.50,7/20/2012,1.73265,7/20/2012,1.31,7/20/2012,1.91314,7/20/2012,0.54,7/20/2012,0.97075,,,7/20/2012,1.03907,7/20/2012,0.55,,,7/20/2012,0.17,,,7/20/2012,0.89,7/20/2012,0.87664,,,7/20/2012,0.08766,7/20/2012,0.13,7/20/2012,0.16888,,,,,7/20/2012,0.50536,7/20/2012,0.3687,,,,,,,7/20/2012,0.33003,,,7/20/2012,0.43703,,,7/20/2012,0.49633,,,7/20/2012,0.11345,8/28/2012,0.12893,,,,,,,,,7/20/2012,0.14954,,,,,,,,,,
7/23/2012,1.98533,,,7/23/2012,1.70,7/23/2012,1.31238,,,,,,,7/23/2012,0.33261,7/23/2012,0.49,7/23/2012,1.73523,7/23/2012,1.28,7/23/2012,1.93376,7/23/2012,0.53,7/23/2012,0.93981,,,7/23/2012,0.99911,7/23/2012,0.56,,,7/23/2012,0.17,,,7/23/2012,0.91,7/23/2012,0.84699,,,7/23/2012,0.08509,7/23/2012,0.13,7/23/2012,0.16373,,,,,7/23/2012,0.48344,7/23/2012,0.3571,,,,,,,7/23/2012,0.32616,,,7/23/2012,0.43445,,,7/23/2012,0.49633,,,7/23/2012,0.11216,8/29/2012,0.12636,,,,,,,,,7/23/2012,0.15599,,,,,,,,,,
7/24/2012,2.01596,,,7/24/2012,1.69,7/24/2012,1.29929,,,,,,,7/24/2012,0.33256,7/24/2012,0.49,7/24/2012,1.7298,7/24/2012,1.27,7/24/2012,1.94635,7/24/2012,0.52,7/24/2012,0.94095,,,7/24/2012,1.00669,7/24/2012,0.56,,,7/24/2012,0.17,,,7/24/2012,0.91,7/24/2012,0.86619,,,7/24/2012,0.08249,7/24/2012,0.13,7/24/2012,0.15725,,,,,7/24/2012,0.49497,7/24/2012,0.34931,,,,,,,7/24/2012,0.32224,,,7/24/2012,0.4331,,,7/24/2012,0.49626,,,7/24/2012,0.11214,8/30/2012,0.12506,,,,,,,,,7/24/2012,0.15468,,,,,,,,,,
7/25/2012,2.06225,,,7/25/2012,1.70,7/25/2012,1.29922,,,,,,,7/25/2012,0.33641,7/25/2012,0.48,7/25/2012,1.73745,7/25/2012,1.21,7/25/2012,1.78385,7/25/2012,0.53,7/25/2012,0.91384,,,7/25/2012,1.00535,7/25/2012,0.54,,,7/25/2012,0.17,,,7/25/2012,0.92,7/25/2012,0.85841,,,7/25/2012,0.0812,7/25/2012,0.13,7/25/2012,0.15209,,,,,7/25/2012,0.49236,7/25/2012,0.34543,,,,,,,7/25/2012,0.31836,,,7/25/2012,0.42921,,,7/25/2012,0.48979,,,7/25/2012,0.11085,8/31/2012,0.12119,,,,,,,,,7/25/2012,0.15338,,,,,,,,,,
7/26/2012,2.16279,,,7/26/2012,1.67,7/26/2012,1.31469,,,,,,,7/26/2012,0.34156,7/26/2012,0.49,7/26/2012,1.75549,7/26/2012,1.17,7/26/2012,1.71167,7/26/2012,0.54,7/26/2012,0.90095,,,7/26/2012,1.00535,7/26/2012,0.54,,,7/26/2012,0.17,,,7/26/2012,0.91,7/26/2012,0.87646,,,7/26/2012,0.07991,7/26/2012,0.13,7/26/2012,0.1508,,,,,7/26/2012,0.5001,7/26/2012,0.33641,,,,,,,7/26/2012,0.32094,,,7/26/2012,0.42663,,,7/26/2012,0.49623,,,7/26/2012,0.11085,9/3/2012,0.12376,,,,,,,,,7/26/2012,0.14694,,,,,,,,,,
7/27/2012,2.19146,,,7/27/2012,1.69,7/27/2012,1.30198,,,,,,,7/27/2012,0.35192,7/27/2012,0.50,7/27/2012,1.75316,7/27/2012,1.21,7/27/2012,1.71191,7/27/2012,0.56,7/27/2012,0.91268,,,7/27/2012,1.04545,7/27/2012,0.53,,,7/27/2012,0.16,,,7/27/2012,0.92,7/27/2012,0.90236,,,7/27/2012,0.07992,7/27/2012,0.13,7/27/2012,0.15469,,,,,7/27/2012,0.50403,7/27/2012,0.3429,,,,,,,7/27/2012,0.32227,,,7/27/2012,0.42798,,,7/27/2012,0.4963,,,7/27/2012,0.11344,9/4/2012,0.12119,,,,,,,,,7/27/2012,0.14696,,,,,,,,,,
7/30/2012,2.28225,,,7/30/2012,1.69,7/30/2012,1.35904,,,,,,,7/30/2012,0.34427,7/30/2012,0.49,7/30/2012,1.75875,7/30/2012,1.17,7/30/2012,1.84643,7/30/2012,0.55,7/30/2012,0.94385,,,7/30/2012,1.02508,7/30/2012,0.54,,,7/30/2012,0.17,,,7/30/2012,0.98,7/30/2012,0.90259,,,7/30/2012,0.07994,7/30/2012,0.13,7/30/2012,0.15731,,,,,7/30/2012,0.52479,7/30/2012,0.34556,,,,,,,7/30/2012,0.33267,,,7/30/2012,0.43066,,,7/30/2012,0.50545,,,7/30/2012,0.11347,9/5/2012,0.11731,,,,,,,,,7/30/2012,0.14699,,,,,,,,,,
7/31/2012,2.2542,,,7/31/2012,1.71,7/31/2012,1.39534,,,,,,,7/31/2012,0.34948,7/31/2012,0.50,7/31/2012,1.76674,7/31/2012,1.19,7/31/2012,1.80801,7/31/2012,0.56,7/31/2012,0.94011,,,7/31/2012,1.02522,7/31/2012,0.54,,,7/31/2012,0.16,,,7/31/2012,1.00,7/31/2012,0.90142,,,7/31/2012,0.07867,7/31/2012,0.13,7/31/2012,0.15604,,,,,7/31/2012,0.51584,7/31/2012,0.33014,,,,,,,7/31/2012,0.33658,,,7/31/2012,0.43975,,,7/31/2012,0.51197,,,7/31/2012,0.11348,9/6/2012,0.1199,,,,,,,,,7/31/2012,0.15475,,,,,,,,,,
8/1/2012,2.25928,,,8/1/2012,1.70,8/1/2012,1.41076,,,,,,,8/1/2012,0.34947,8/1/2012,0.50,8/1/2012,1.77183,8/1/2012,1.18,8/1/2012,1.83631,8/1/2012,0.54,8/1/2012,0.94394,,,8/1/2012,1.01874,8/1/2012,0.54,,,8/1/2012,0.16,,,8/1/2012,0.98,8/1/2012,0.89881,,,8/1/2012,0.07995,8/1/2012,0.13,8/1/2012,0.15732,,,,,8/1/2012,0.53645,8/1/2012,0.33528,,,,,,,8/1/2012,0.33657,,,8/1/2012,0.4436,,,8/1/2012,0.51582,,,8/1/2012,0.11219,9/7/2012,0.12764,,,,,,,,,8/1/2012,0.15474,,,,,,,,,,
8/2/2012,2.23363,,,8/2/2012,1.73,8/2/2012,1.43148,,,,,,,8/2/2012,0.35336,8/2/2012,0.49,8/2/2012,1.74357,8/2/2012,1.14,8/2/2012,1.84158,8/2/2012,0.54,8/2/2012,0.95432,,,8/2/2012,1.0188,8/2/2012,0.56,,,8/2/2012,0.16,,,8/2/2012,0.98,8/2/2012,0.90918,,,8/2/2012,0.08383,8/2/2012,0.13,8/2/2012,0.15733,,,,,8/2/2012,0.51456,8/2/2012,0.34304,,,,,,,8/2/2012,0.33659,,,8/2/2012,0.45395,,,8/2/2012,0.50553,,,8/2/2012,0.1122,9/10/2012,0.12765,,,,,,,,,8/2/2012,0.15347,,,,,,,,,,
8/3/2012,2.22039,,,8/3/2012,1.70,8/3/2012,1.40289,,,,,,,8/3/2012,0.34943,8/3/2012,0.49,8/3/2012,1.7072,8/3/2012,1.16,8/3/2012,1.80519,8/3/2012,0.53,8/3/2012,0.95031,,,8/3/2012,1.00575,8/3/2012,0.54,,,8/3/2012,0.15,,,8/3/2012,0.97,8/3/2012,0.90002,,,8/3/2012,0.08252,8/3/2012,0.13,8/3/2012,0.16118,,,,,8/3/2012,0.50932,8/3/2012,0.34428,,,,,,,8/3/2012,0.34041,,,8/3/2012,0.45001,,,8/3/2012,0.51319,,,8/3/2012,0.11218,9/11/2012,0.12509,,,,,,,,,8/3/2012,0.15344,,,,,,,,,,
