,4502 JP Equity,,4503 JP Equity,,4578 JP Equity,,4523 JP Equity,,4568 JP Equity,,4519 JP Equity,,4543 JP Equity,,7741 JP Equity,,7733 JP Equity,,4528 JP Equity,,4507 JP Equity,,4508 JP Equity,,6869 JP Equity,,4151 JP Equity,,4530 JP Equity,,4506 JP Equity,,4536 JP Equity,,7459 JP Equity,,6965 JP Equity,,2784 JP Equity,,9987 JP Equity,,4974 JP Equity,,4544 JP Equity,,7701 JP Equity,,4555 JP Equity,,6849 JP Equity,,8086 JP Equity,,4569 JP Equity,,4527 JP Equity,,4534 JP Equity,,4521 JP Equity,,3360 JP Equity,,8129 JP Equity,,4516 JP Equity,,4547 JP Equity,,6376 JP Equity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/17/2011,47.4386,8/17/2011,37.6372,,,8/17/2011,42.0152,8/17/2011,19.6681,8/17/2011,16.7538,8/17/2011,53.7115,8/17/2011,22.0596,8/17/2011,29.5348,8/17/2011,55.4104,8/17/2011,16.0220,8/17/2011,17.1981,8/17/2011,36.3042,8/17/2011,10.0627,8/17/2011,42.1458,8/17/2011,9.9320,8/17/2011,38.4083,8/17/2011,9.2264,8/17/2011,41.8191,8/17/2011,38.6696,8/17/2011,24.2943,8/17/2011,5.6848,8/17/2011,42.1458,8/17/2011,8.2985,8/17/2011,97.0988,8/17/2011,27.0126,8/17/2011,8.7624,8/17/2011,20.7266,8/17/2011,12.3236,8/17/2011,10.5071,8/17/2011,14.2185,8/17/2011,22.2164,8/17/2011,10.3633,8/17/2011,12.9247,8/17/2011,19.8641,8/17/2011,9.0173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/18/2011,47.6471,8/18/2011,38.0784,,,8/18/2011,42.4183,8/18/2011,19.7909,8/18/2011,16.9150,8/18/2011,52.7451,8/18/2011,21.5817,8/18/2011,28.5098,8/18/2011,56.6013,8/18/2011,16.2614,8/18/2011,17.3203,8/18/2011,35.5294,8/18/2011,10.0654,8/18/2011,42.3529,8/18/2011,9.9739,8/18/2011,39.8039,8/18/2011,9.1503,8/18/2011,40.8497,8/18/2011,38.8889,8/18/2011,24.2876,8/18/2011,5.7386,8/18/2011,42.6797,8/18/2011,8.1438,8/18/2011,102.3529,8/18/2011,26.6797,8/18/2011,8.8170,8/18/2011,20.6928,8/18/2011,12.3137,8/18/2011,10.6144,8/18/2011,14.3791,8/18/2011,21.7255,8/18/2011,10.3660,8/18/2011,13.1373,8/18/2011,20.1177,8/18/2011,8.8628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/19/2011,47.3822,8/19/2011,37.9319,,,8/19/2011,42.2775,8/19/2011,19.6335,8/19/2011,16.8063,8/19/2011,51.2435,8/19/2011,20.9424,8/19/2011,27.9974,8/19/2011,56.4791,8/19/2011,15.9555,8/19/2011,17.0942,8/19/2011,35.4189,8/19/2011,9.9869,8/19/2011,42.3429,8/19/2011,9.9215,8/19/2011,39.0445,8/19/2011,9.0838,8/19/2011,39.3325,8/19/2011,39.3325,8/19/2011,24.2932,8/19/2011,5.4450,8/19/2011,42.0157,8/19/2011,7.8927,8/19/2011,101.5707,8/19/2011,26.2958,8/19/2011,8.6911,8/19/2011,20.6806,8/19/2011,12.4346,8/19/2011,10.5628,8/19/2011,14.2801,8/19/2011,21.2696,8/19/2011,10.3141,8/19/2011,13.1414,8/19/2011,20.0916,8/19/2011,8.8089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/22/2011,47.0887,8/22/2011,37.4626,,,8/22/2011,41.8783,8/22/2011,19.6691,8/22/2011,16.8034,8/22/2011,50.6057,8/22/2011,20.8285,8/22/2011,28.0839,8/22/2011,56.1417,8/22/2011,16.0610,8/22/2011,16.9467,8/22/2011,35.0528,8/22/2011,9.9127,8/22/2011,42.2691,8/22/2011,9.8997,8/22/2011,39.4685,8/22/2011,9.0530,8/22/2011,38.5046,8/22/2011,38.9996,8/22/2011,24.1110,8/22/2011,5.3146,8/22/2011,42.3343,8/22/2011,7.7765,8/22/2011,102.2535,8/22/2011,25.9476,8/22/2011,8.7404,8/22/2011,20.4637,8/22/2011,12.3095,8/22/2011,10.6943,8/22/2011,14.3025,8/22/2011,21.5709,8/22/2011,10.2123,8/22/2011,12.7654,8/22/2011,19.9297,8/22/2011,8.5841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/23/2011,47.6253,8/23/2011,37.3826,,,8/23/2011,42.4061,8/23/2011,19.5329,8/23/2011,16.9494,8/23/2011,52.0616,8/23/2011,21.6206,8/23/2011,28.7970,8/23/2011,56.9546,8/23/2011,16.4275,8/23/2011,17.0929,8/23/2011,35.7255,8/23/2011,9.9687,8/23/2011,43.1237,8/23/2011,10.0209,8/23/2011,39.4703,8/23/2011,9.0292,8/23/2011,38.9092,8/23/2011,39.5355,8/23/2011,24.2824,8/23/2011,5.2845,8/23/2011,42.3408,8/23/2011,7.8941,8/23/2011,102.9489,8/23/2011,26.0830,8/23/2011,8.8922,8/23/2011,20.5245,8/23/2011,12.3434,8/23/2011,10.8690,8/23/2011,14.3659,8/23/2011,21.9207,8/23/2011,10.2818,8/23/2011,12.7479,8/23/2011,20.1331,8/23/2011,8.7552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/24/2011,47.2190,8/24/2011,37.5537,,,8/24/2011,41.9435,8/24/2011,19.4607,8/24/2011,16.8165,8/24/2011,51.3221,8/24/2011,21.1541,8/24/2011,28.5137,8/24/2011,56.5325,8/24/2011,15.9958,8/24/2011,16.8425,8/24/2011,35.6520,8/24/2011,9.8346,8/24/2011,42.1389,8/24/2011,9.9518,8/24/2011,39.0126,8/24/2011,8.9358,8/24/2011,38.3223,8/24/2011,39.0517,8/24/2011,24.0719,8/24/2011,5.1973,8/24/2011,42.0737,8/24/2011,7.6983,8/24/2011,102.2535,8/24/2011,25.1010,8/24/2011,8.8446,8/24/2011,20.1251,8/24/2011,12.4137,8/24/2011,10.8766,8/24/2011,14.1201,8/24/2011,22.2743,8/24/2011,10.1211,8/24/2011,12.6742,8/24/2011,20.0469,8/24/2011,8.6883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/25/2011,46.6228,8/25/2011,37.0012,,,8/25/2011,41.7151,8/25/2011,19.1915,8/25/2011,16.6344,8/25/2011,51.0784,8/25/2011,21.5550,8/25/2011,28.7227,8/25/2011,55.7278,8/25/2011,15.7433,8/25/2011,16.5827,8/25/2011,35.1414,8/25/2011,9.8153,8/25/2011,41.5860,8/25/2011,9.7637,8/25/2011,38.2281,8/25/2011,8.9629,8/25/2011,38.5122,8/25/2011,38.9384,8/25/2011,24.0604,8/25/2011,5.1789,8/25/2011,41.8443,8/25/2011,7.8135,8/25/2011,99.7030,8/25/2011,25.3132,8/25/2011,8.8467,8/25/2011,19.8114,8/25/2011,12.0496,8/25/2011,10.5902,8/25/2011,13.7673,8/25/2011,22.1620,8/25/2011,10.2157,8/25/2011,12.4112,8/25/2011,19.7210,8/25/2011,8.7950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/26/2011,47.1378,8/26/2011,37.1235,,,8/26/2011,41.7916,8/26/2011,19.3898,8/26/2011,16.7558,8/26/2011,51.9625,8/26/2011,22.1020,8/26/2011,28.9999,8/26/2011,56.1351,8/26/2011,15.9473,8/26/2011,16.5211,8/26/2011,36.0803,8/26/2011,10.2360,8/26/2011,41.5960,8/26/2011,9.7927,8/26/2011,38.3883,8/26/2011,9.0885,8/26/2011,39.5749,8/26/2011,39.4445,8/26/2011,24.3839,8/26/2011,5.2419,8/26/2011,41.8568,8/26/2011,7.8368,8/26/2011,101.7082,8/26/2011,25.5966,8/26/2011,8.8408,8/26/2011,19.8983,8/26/2011,12.2571,8/26/2011,10.6142,8/26/2011,13.9001,8/26/2011,22.4801,8/26/2011,10.3273,8/26/2011,12.5179,8/26/2011,19.7940,8/26/2011,9.1016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2011,47.1024,8/29/2011,37.0712,,,8/29/2011,41.9049,8/29/2011,19.5426,8/29/2011,16.8269,8/29/2011,52.0400,8/29/2011,21.8945,8/29/2011,28.8981,8/29/2011,56.0681,8/29/2011,15.9044,8/29/2011,16.1642,8/29/2011,35.9797,8/29/2011,10.3041,8/29/2011,41.1253,8/29/2011,9.7583,8/29/2011,38.8773,8/29/2011,8.9527,8/29/2011,39.5660,8/29/2011,38.4356,8/29/2011,24.0645,8/29/2011,5.2625,8/29/2011,41.5800,8/29/2011,7.7963,8/29/2011,102.2609,8/29/2011,25.5457,8/29/2011,8.9332,8/29/2011,19.6726,8/29/2011,12.0712,8/29/2011,10.4730,8/29/2011,14.0333,8/29/2011,22.7651,8/29/2011,10.3171,8/29/2011,12.3831,8/29/2011,19.6985,8/29/2011,9.0697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/30/2011,47.5414,8/30/2011,37.0940,,,8/30/2011,42.1286,8/30/2011,19.7600,8/30/2011,17.0210,8/30/2011,52.6282,8/30/2011,21.6904,8/30/2011,29.6074,8/30/2011,56.2802,8/30/2011,15.8341,8/30/2011,16.7080,8/30/2011,37.0288,8/30/2011,10.3169,8/30/2011,41.6721,8/30/2011,9.9778,8/30/2011,39.4548,8/30/2011,9.0257,8/30/2011,40.0417,8/30/2011,38.6592,8/30/2011,24.1946,8/30/2011,5.3215,8/30/2011,41.8025,8/30/2011,7.7345,8/30/2011,101.8651,8/30/2011,25.8250,8/30/2011,9.2670,8/30/2011,19.7731,8/30/2011,12.1690,8/30/2011,10.6169,8/30/2011,13.9690,8/30/2011,23.2164,8/30/2011,10.5517,8/30/2011,12.2603,8/30/2011,19.7731,8/30/2011,9.0909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/31/2011,48.2880,8/31/2011,37.6111,,,8/31/2011,42.5379,8/31/2011,19.9033,8/31/2011,17.4334,8/31/2011,52.4699,8/31/2011,21.9158,8/31/2011,28.9859,8/31/2011,57.6320,8/31/2011,16.0612,8/31/2011,16.8061,8/31/2011,37.5719,8/31/2011,10.4025,8/31/2011,42.4726,8/31/2011,10.1411,8/31/2011,39.6628,8/31/2011,9.2002,8/31/2011,40.5776,8/31/2011,39.3361,8/31/2011,24.3204,8/31/2011,5.9462,8/31/2011,42.2765,8/31/2011,7.7888,8/31/2011,102.0648,8/31/2011,25.9409,8/31/2011,9.1741,8/31/2011,20.2300,8/31/2011,12.4673,8/31/2011,10.8338,8/31/2011,13.9310,8/31/2011,23.4579,8/31/2011,10.5593,8/31/2011,12.5457,8/31/2011,20.0601,8/31/2011,9.0826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2011,48.1120,9/1/2011,37.3438,,,9/1/2011,42.4479,9/1/2011,19.7526,9/1/2011,17.2396,9/1/2011,52.3438,9/1/2011,21.8359,9/1/2011,29.5313,9/1/2011,56.9010,9/1/2011,15.8464,9/1/2011,16.6146,9/1/2011,37.2917,9/1/2011,10.2995,9/1/2011,42.1875,9/1/2011,10.0391,9/1/2011,40.2995,9/1/2011,9.2188,9/1/2011,41.0156,9/1/2011,39.7135,9/1/2011,24.4531,9/1/2011,5.7292,9/1/2011,42.6432,9/1/2011,7.8906,9/1/2011,101.6927,9/1/2011,25.8073,9/1/2011,8.9714,9/1/2011,20.1302,9/1/2011,12.4870,9/1/2011,10.9375,9/1/2011,13.7891,9/1/2011,24.5443,9/1/2011,10.5599,9/1/2011,12.5651,9/1/2011,19.7656,9/1/2011,9.2057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2011,47.9416,9/2/2011,37.5326,,,9/2/2011,42.0792,9/2/2011,19.6196,9/2/2011,17.2225,9/2/2011,52.1105,9/2/2011,21.7431,9/2/2011,29.0516,9/2/2011,57.3215,9/2/2011,15.7374,9/2/2011,16.4409,9/2/2011,36.6858,9/2/2011,10.2267,9/2/2011,42.4700,9/2/2011,9.8749,9/2/2011,39.6040,9/2/2011,9.2496,9/2/2011,40.3205,9/2/2011,39.6691,9/2/2011,24.5180,9/2/2011,5.6540,9/2/2011,42.7957,9/2/2011,7.7645,9/2/2011,102.0063,9/2/2011,25.5341,9/2/2011,8.9891,9/2/2011,20.2580,9/2/2011,12.4284,9/2/2011,10.9432,9/2/2011,13.8093,9/2/2011,23.9317,9/2/2011,10.7478,9/2/2011,12.5065,9/2/2011,19.8020,9/2/2011,9.1714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/5/2011,47.9318,9/5/2011,36.9277,,,9/5/2011,42.1436,9/5/2011,19.5760,9/5/2011,17.1826,9/5/2011,51.5088,9/5/2011,21.2409,9/5/2011,28.2778,9/5/2011,57.2321,9/5/2011,15.4787,9/5/2011,16.4542,9/5/2011,36.4724,9/5/2011,10.2367,9/5/2011,42.3387,9/5/2011,9.8855,9/5/2011,39.6722,9/5/2011,9.1962,9/5/2011,38.9568,9/5/2011,39.6722,9/5/2011,24.5187,9/5/2011,5.6322,9/5/2011,42.7940,9/5/2011,7.5833,9/5/2011,101.9771,9/5/2011,25.3252,9/5/2011,8.9230,9/5/2011,20.1223,9/5/2011,12.3699,9/5/2011,10.8611,9/5/2011,13.7487,9/5/2011,24.0635,9/5/2011,10.8871,9/5/2011,12.4350,9/5/2011,19.7581,9/5/2011,9.1181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2011,47.3888,9/6/2011,36.1315,,,9/6/2011,42.0374,9/6/2011,19.2521,9/6/2011,16.9052,9/6/2011,50.2257,9/6/2011,20.8640,9/6/2011,28.0851,9/6/2011,57.3823,9/6/2011,15.1257,9/6/2011,16.3250,9/6/2011,35.4481,9/6/2011,10.0451,9/6/2011,42.5532,9/6/2011,9.7357,9/6/2011,39.5874,9/6/2011,9.1167,9/6/2011,37.4726,9/6/2011,39.2005,9/6/2011,24.4745,9/6/2011,5.2224,9/6/2011,42.1019,9/6/2011,7.1825,9/6/2011,101.3540,9/6/2011,25.0032,9/6/2011,8.7363,9/6/2011,19.8840,9/6/2011,12.4049,9/6/2011,10.7801,9/6/2011,13.6944,9/6/2011,23.3656,9/6/2011,10.9478,9/6/2011,12.3920,9/6/2011,19.6389,9/6/2011,8.7685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2011,47.4589,9/7/2011,36.4024,,,9/7/2011,41.8984,9/7/2011,19.4621,9/7/2011,17.0438,9/7/2011,51.1445,9/7/2011,21.4147,9/7/2011,29.0961,9/7/2011,56.8990,9/7/2011,15.2851,9/7/2011,16.6688,9/7/2011,36.0662,9/7/2011,10.2160,9/7/2011,42.9975,9/7/2011,9.9056,9/7/2011,40.3466,9/7/2011,9.0780,9/7/2011,38.3163,9/7/2011,40.0233,9/7/2011,24.7769,9/7/2011,5.3020,9/7/2011,41.8337,9/7/2011,7.3710,9/7/2011,99.5733,9/7/2011,25.4106,9/7/2011,8.8194,9/7/2011,20.0181,9/7/2011,12.4661,9/7/2011,10.8496,9/7/2011,13.7334,9/7/2011,24.5700,9/7/2011,11.1729,9/7/2011,12.4402,9/7/2011,19.8241,9/7/2011,8.8194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2011,48.0893,9/8/2011,37.2192,,,9/8/2011,42.4735,9/8/2011,20.1007,9/8/2011,17.3122,9/8/2011,52.0269,9/8/2011,22.0501,9/8/2011,29.1505,9/8/2011,57.7718,9/8/2011,15.3111,9/8/2011,16.8474,9/8/2011,36.3672,9/8/2011,10.3279,9/8/2011,43.7000,9/8/2011,10.1343,9/8/2011,40.6662,9/8/2011,9.2048,9/8/2011,38.5102,9/8/2011,40.1498,9/8/2011,25.2388,9/8/2011,5.2285,9/8/2011,42.4090,9/8/2011,7.6427,9/8/2011,102.7627,9/8/2011,25.7036,9/8/2011,8.9401,9/8/2011,20.1007,9/8/2011,12.4968,9/8/2011,10.9863,9/8/2011,13.8007,9/8/2011,24.3739,9/8/2011,11.2187,9/8/2011,12.5613,9/8/2011,20.1394,9/8/2011,8.7787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2011,48.3975,9/9/2011,37.3611,,,9/9/2011,42.5175,9/9/2011,20.2895,9/9/2011,17.3947,9/9/2011,51.1114,9/9/2011,22.0858,9/9/2011,28.7671,9/9/2011,57.8961,9/9/2011,15.1848,9/9/2011,17.0328,9/9/2011,35.2804,9/9/2011,10.3386,9/9/2011,43.9390,9/9/2011,10.1964,9/9/2011,40.9020,9/9/2011,9.2530,9/9/2011,38.1623,9/9/2011,40.3851,9/9/2011,25.4200,9/9/2011,5.2339,9/9/2011,42.5175,9/9/2011,7.5730,9/9/2011,102.3520,9/9/2011,26.3246,9/9/2011,8.8977,9/9/2011,20.2636,9/9/2011,12.6389,9/9/2011,11.0752,9/9/2011,13.7245,9/9/2011,24.7738,9/9/2011,11.3595,9/9/2011,12.5097,9/9/2011,20.2507,9/9/2011,8.6456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/12/2011,48.0844,9/12/2011,36.9790,,,9/12/2011,42.0658,9/12/2011,19.9456,9/12/2011,17.0722,9/12/2011,49.5082,9/12/2011,21.6024,9/12/2011,27.0903,9/12/2011,57.3389,9/12/2011,14.8201,9/12/2011,16.9946,9/12/2011,35.0764,9/12/2011,10.3158,9/12/2011,44.0073,9/12/2011,10.0440,9/12/2011,40.9009,9/12/2011,9.2027,9/12/2011,37.9368,9/12/2011,39.8654,9/12/2011,25.0841,9/12/2011,5.2032,9/12/2011,42.3893,9/12/2011,7.3389,9/12/2011,101.6050,9/12/2011,25.9513,9/12/2011,8.8273,9/12/2011,20.3210,9/12/2011,12.4644,9/12/2011,11.0277,9/12/2011,13.5387,9/12/2011,24.1522,9/12/2011,11.3513,9/12/2011,12.1279,9/12/2011,20.2822,9/12/2011,8.4520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/13/2011,48.3284,9/13/2011,37.5569,,,9/13/2011,42.1491,9/13/2011,20.3200,9/13/2011,17.2889,9/13/2011,50.4098,9/13/2011,21.9071,9/13/2011,27.5270,9/13/2011,58.4103,9/13/2011,14.9863,9/13/2011,17.1198,9/13/2011,35.6056,9/13/2011,10.3942,9/13/2011,44.5557,9/13/2011,10.2121,9/13/2011,40.7181,9/13/2011,9.4966,9/13/2011,38.9749,9/13/2011,40.6531,9/13/2011,25.8488,9/13/2011,5.2036,9/13/2011,42.6694,9/13/2011,7.5842,9/13/2011,104.2019,9/13/2011,26.0310,9/13/2011,8.9892,9/13/2011,20.9445,9/13/2011,12.7618,9/13/2011,10.9145,9/13/2011,13.5944,9/13/2011,24.6260,9/13/2011,11.6430,9/13/2011,12.2675,9/13/2011,20.7103,9/13/2011,8.6640,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/14/2011,47.7122,9/14/2011,37.6744,,,9/14/2011,42.0415,9/14/2011,20.2842,9/14/2011,17.2077,9/14/2011,48.4292,9/14/2011,21.4574,9/14/2011,26.3981,9/14/2011,58.0759,9/14/2011,14.8612,9/14/2011,17.1686,9/14/2011,34.9498,9/14/2011,10.3637,9/14/2011,44.2576,9/14/2011,10.1291,9/14/2011,40.9334,9/14/2011,9.5033,9/14/2011,38.2871,9/14/2011,40.5423,9/14/2011,25.8897,9/14/2011,5.1884,9/14/2011,42.5629,9/14/2011,7.4567,9/14/2011,103.5067,9/14/2011,25.6942,9/14/2011,9.0666,9/14/2011,20.9490,9/14/2011,12.6581,9/14/2011,10.8460,9/14/2011,13.5185,9/14/2011,23.2304,9/14/2011,11.7977,9/14/2011,12.3191,9/14/2011,20.7535,9/14/2011,8.8646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/15/2011,47.8890,9/15/2011,38.0766,,,9/15/2011,42.6766,9/15/2011,20.7584,9/15/2011,16.9012,9/15/2011,49.3224,9/15/2011,22.3352,9/15/2011,27.0003,9/15/2011,58.5093,9/15/2011,15.1030,9/15/2011,16.9794,9/15/2011,35.7441,9/15/2011,10.4900,9/15/2011,44.5009,9/15/2011,10.2684,9/15/2011,40.0704,9/15/2011,9.7472,9/15/2011,38.8324,9/15/2011,40.8522,9/15/2011,26.6093,9/15/2011,5.2515,9/15/2011,42.4811,9/15/2011,7.7144,9/15/2011,103.7269,9/15/2011,26.2445,9/15/2011,9.0631,9/15/2011,20.9539,9/15/2011,13.3829,9/15/2011,10.8027,9/15/2011,13.5914,9/15/2011,23.9640,9/15/2011,11.7670,9/15/2011,12.1449,9/15/2011,21.0060,9/15/2011,8.7829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
