,1800 HK Equity,,1186 HK Equity,,390 HK Equity,,2338 HK Equity,,1919 HK Equity,,177 HK Equity,,552 HK Equity,,576 HK Equity,,2866 HK Equity,,2357 HK Equity,,694 HK Equity,,3898 HK Equity,,1882 HK Equity,,1138 HK Equity,,1333 HK Equity,,2880 HK Equity,,3808 HK Equity,,107 HK Equity,,2382 HK Equity,,38 HK Equity,,1308 HK Equity,,2222 HK Equity,,995 HK Equity,,1133 HK Equity,,631 HK Equity,,598 HK Equity,,3339 HK Equity,,1101 HK Equity,,1893 HK Equity,,1685 HK Equity,,826 HK Equity,,187 HK Equity,,357 HK Equity,,6888 HK Equity,,3378 HK Equity,,1080 HK Equity,,1708 HK Equity,,569 HK Equity,,2345 HK Equity
5/19/2008,2.3564,5/19/2008,1.6102,5/19/2008,0.95896,5/19/2008,1.4840,5/19/2008,3.57688,5/19/2008,0.8410,5/19/2008,0.82143,5/19/2008,0.9179,5/19/2008,0.56922,5/19/2008,0.1513,5/19/2008,1.08973,5/19/2008,1.0256,5/19/2008,0.5320,5/19/2008,3.48713,5/22/2009,0.8746,5/19/2008,0.64358,5/19/2008,1.23332,5/19/2008,0.34102,5/19/2008,0.2333,5/19/2008,0.48717,10/19/2010,0.53609,6/3/2010,0.29522,5/19/2008,0.77178,5/19/2008,2.15895,12/8/2009,0.68986,5/19/2008,0.36538,5/19/2008,0.31218,12/2/2010,0.97215,5/19/2008,1.13588,11/2/2010,0.9792,5/19/2008,0.13558,5/19/2008,0.25,5/19/2008,1.23075,5/19/2008,0.01295,5/19/2008,0.3423,1/4/2010,0.29527,5/19/2008,0.46153,5/19/2008,0.3141,5/19/2008,0.28333
5/20/2008,2.3078,5/20/2008,1.5975,5/20/2008,0.94234,5/20/2008,1.5025,5/20/2008,3.47449,5/20/2008,0.7936,5/20/2008,0.7851,5/20/2008,0.8795,5/20/2008,0.53207,5/20/2008,0.1436,5/20/2008,1.08209,5/20/2008,1.0539,5/20/2008,0.5282,5/20/2008,3.33346,5/25/2009,0.8669,5/20/2008,0.6372,5/20/2008,1.20517,5/20/2008,0.33976,5/20/2008,0.2282,5/20/2008,0.47053,10/20/2010,0.52821,6/4/2010,0.29906,5/20/2008,0.75003,5/20/2008,1.88469,12/9/2009,0.68125,5/20/2008,0.3436,5/20/2008,0.30033,12/3/2010,0.9573,5/20/2008,1.08594,11/3/2010,0.94825,5/20/2008,0.13462,5/20/2008,0.24873,5/20/2008,1.1603,5/20/2008,0.01321,5/20/2008,0.32309,1/5/2010,0.33389,5/20/2008,0.46156,5/20/2008,0.32822,5/20/2008,0.26539
5/21/2008,2.3203,5/21/2008,1.6153,5/21/2008,0.94095,5/21/2008,1.4689,5/21/2008,3.29462,5/21/2008,0.8051,5/21/2008,0.78501,5/21/2008,0.8538,5/21/2008,0.51919,5/21/2008,0.1461,5/21/2008,1.0794,5/21/2008,1.0243,5/21/2008,0.5256,5/21/2008,3.39717,5/26/2009,0.8926,5/21/2008,0.64867,5/21/2008,1.21786,5/21/2008,0.34613,5/21/2008,0.2333,5/21/2008,0.45894,10/21/2010,0.55378,6/7/2010,0.28965,5/21/2008,0.73584,5/21/2008,1.86396,12/10/2009,0.66489,5/21/2008,0.32305,5/21/2008,0.30927,12/6/2010,0.93548,5/21/2008,1.11017,11/4/2010,0.94163,5/21/2008,0.13749,5/21/2008,0.24357,5/21/2008,1.18709,5/21/2008,0.01243,5/21/2008,0.31536,1/6/2010,0.32883,5/21/2008,0.4615,5/21/2008,0.34485,5/21/2008,0.26921
5/22/2008,2.2821,5/22/2008,1.5846,5/22/2008,0.92949,5/22/2008,1.4507,5/22/2008,3.04487,5/22/2008,0.7885,5/22/2008,0.77127,5/22/2008,0.8346,5/22/2008,0.49872,5/22/2008,0.1410,5/22/2008,1.04615,5/22/2008,1.0192,5/22/2008,0.5244,5/22/2008,3.23077,5/27/2009,0.8991,5/22/2008,0.64103,5/22/2008,1.17692,5/22/2008,0.33846,5/22/2008,0.2282,5/22/2008,0.44615,10/22/2010,0.55515,6/8/2010,0.28698,5/22/2008,0.7359,5/22/2008,1.84359,12/11/2009,0.71737,5/22/2008,0.31154,5/22/2008,0.3109,12/7/2010,0.94555,5/22/2008,1.08077,11/5/2010,0.9367,5/22/2008,0.13045,5/22/2008,0.24359,5/22/2008,1.20641,5/22/2008,0.01128,5/22/2008,0.30769,1/7/2010,0.31852,5/22/2008,0.4359,5/22/2008,0.34231,5/22/2008,0.26154
5/23/2008,2.2406,5/23/2008,1.5484,5/23/2008,0.91905,5/23/2008,1.4454,5/23/2008,2.95456,5/23/2008,0.7896,5/23/2008,0.84887,5/23/2008,0.8306,5/23/2008,0.47555,5/23/2008,0.1346,5/23/2008,1.04339,5/23/2008,1.0178,5/23/2008,0.5204,5/23/2008,3.20451,5/29/2009,0.9223,5/23/2008,0.64731,5/23/2008,1.24463,5/23/2008,0.34096,5/23/2008,0.2256,5/23/2008,0.45376,10/25/2010,0.54655,6/9/2010,0.28071,5/23/2008,0.71268,5/23/2008,1.86374,12/14/2009,0.79038,5/23/2008,0.30763,5/23/2008,0.30763,12/8/2010,0.92301,5/23/2008,1.03826,11/8/2010,0.93799,5/23/2008,0.12882,5/23/2008,0.23585,5/23/2008,1.21131,5/23/2008,0.01051,5/23/2008,0.31276,1/8/2010,0.30689,5/23/2008,0.43581,5/23/2008,0.33327,5/23/2008,0.26533
5/26/2008,2.1682,5/26/2008,1.5146,5/26/2008,0.89827,5/26/2008,1.3899,5/26/2008,2.84473,5/26/2008,0.7727,5/26/2008,0.85237,5/26/2008,0.7804,5/26/2008,0.46259,5/26/2008,0.1474,5/26/2008,1.02,5/26/2008,0.9752,5/26/2008,0.5254,5/26/2008,3.07539,6/1/2009,1.0011,5/26/2008,0.64071,5/26/2008,1.25578,5/26/2008,0.32548,5/26/2008,0.2178,5/26/2008,0.43568,10/26/2010,0.531,6/10/2010,0.29388,5/26/2008,0.72656,5/26/2008,1.78116,12/15/2009,0.77557,5/26/2008,0.28704,5/26/2008,0.29857,12/9/2010,0.91074,5/26/2008,0.98412,11/9/2010,0.94823,5/26/2008,0.13199,5/26/2008,0.22425,5/26/2008,1.19171,5/26/2008,0.00884,5/26/2008,0.30754,1/11/2010,0.3056,5/26/2008,0.43568,5/26/2008,0.3242,5/26/2008,0.26141
5/27/2008,2.1700,5/27/2008,1.4988,5/27/2008,0.89414,5/27/2008,1.3844,5/27/2008,2.84382,5/27/2008,0.7686,5/27/2008,0.84959,5/27/2008,0.7853,5/27/2008,0.47525,5/27/2008,0.1486,5/27/2008,1.01583,5/27/2008,1.0133,5/27/2008,0.5252,5/27/2008,3.09362,6/2/2009,0.9521,5/27/2008,0.64691,5/27/2008,1.2605,5/27/2008,0.33306,5/27/2008,0.2191,5/27/2008,0.44451,10/27/2010,0.5297,6/11/2010,0.2888,5/27/2008,0.74298,5/27/2008,1.75241,12/16/2009,0.78251,5/27/2008,0.28951,5/27/2008,0.29943,12/10/2010,0.9583,5/27/2008,1.01199,11/10/2010,0.98051,5/27/2008,0.13226,5/27/2008,0.22418,5/27/2008,1.21439,5/27/2008,0.00922,5/27/2008,0.30872,1/12/2010,0.33138,5/27/2008,0.39711,5/27/2008,0.32409,5/27/2008,0.26261
5/28/2008,2.1857,5/28/2008,1.5579,5/28/2008,0.8981,5/28/2008,1.3562,5/28/2008,2.76731,5/28/2008,0.7572,5/28/2008,0.85345,5/28/2008,0.8200,5/28/2008,0.47916,5/28/2008,0.1486,5/28/2008,1.02493,5/28/2008,1.0083,5/28/2008,0.5253,5/28/2008,3.11323,6/3/2009,1.0178,5/28/2008,0.66364,5/28/2008,1.26195,5/28/2008,0.33182,5/28/2008,0.2165,5/28/2008,0.43944,10/28/2010,0.5299,6/14/2010,0.29903,5/28/2008,0.74308,5/28/2008,1.76801,12/17/2009,0.75297,5/28/2008,0.2857,5/28/2008,0.27865,12/13/2010,0.92559,5/28/2008,1.02493,11/11/2010,0.97154,5/28/2008,0.1374,5/28/2008,0.22805,5/28/2008,1.20686,5/28/2008,0.00846,5/28/2008,0.31004,1/13/2010,0.32617,5/28/2008,0.40997,5/28/2008,0.33438,5/28/2008,0.2588
5/29/2008,2.1784,5/29/2008,1.5736,5/29/2008,0.89057,5/29/2008,1.3565,5/29/2008,2.81907,5/29/2008,0.7624,5/29/2008,0.8674,5/29/2008,0.8303,5/29/2008,0.48693,5/29/2008,0.1525,5/29/2008,1.0328,5/29/2008,1.0149,5/29/2008,0.5254,5/29/2008,3.27396,6/4/2009,1.0334,5/29/2008,0.66632,5/29/2008,1.27883,5/29/2008,0.32163,5/29/2008,0.2178,5/29/2008,0.43952,10/29/2010,0.54184,6/15/2010,0.30546,5/29/2008,0.74321,5/29/2008,1.73501,12/18/2009,0.78375,5/29/2008,0.28575,5/29/2008,0.28895,12/14/2010,0.94814,5/29/2008,1.02768,11/12/2010,0.94306,5/29/2008,0.14031,5/29/2008,0.23065,5/29/2008,1.15966,5/29/2008,0.00884,5/29/2008,0.30625,1/14/2010,0.32871,5/29/2008,0.41005,5/29/2008,0.33316,5/29/2008,0.2614
5/30/2008,2.1988,5/30/2008,1.7939,5/30/2008,0.90978,5/30/2008,1.3031,5/30/2008,2.90873,5/30/2008,0.7611,5/30/2008,0.89872,5/30/2008,0.8150,5/30/2008,0.49589,5/30/2008,0.1551,5/30/2008,1.0251,5/30/2008,0.9956,5/30/2008,0.5382,5/30/2008,3.39565,6/5/2009,1.1573,5/30/2008,0.6471,5/30/2008,1.26216,5/30/2008,0.32931,5/30/2008,0.2178,5/30/2008,0.43823,11/1/2010,0.56503,6/17/2010,0.30439,5/30/2008,0.7432,5/30/2008,1.8785,12/21/2009,0.7779,5/30/2008,0.26781,5/30/2008,0.29151,12/15/2010,0.95305,5/30/2008,1.04304,11/15/2010,0.9365,5/30/2008,0.14127,5/30/2008,0.23065,5/30/2008,1.2045,5/30/2008,0.00897,5/30/2008,0.31009,1/15/2010,0.34535,5/30/2008,0.42926,5/30/2008,0.33316,5/30/2008,0.2614
6/2/2008,2.2322,6/2/2008,1.6632,6/2/2008,0.91362,6/2/2008,1.3198,6/2/2008,3.04327,6/2/2008,0.7855,6/2/2008,0.89621,6/2/2008,0.8598,6/2/2008,0.5023,6/2/2008,0.1551,6/2/2008,1.0456,6/2/2008,0.9867,6/2/2008,0.5343,6/2/2008,3.38924,6/8/2009,1.0592,6/2/2008,0.67272,6/2/2008,1.26728,6/2/2008,0.32675,6/2/2008,0.2217,6/2/2008,0.45489,11/2/2010,0.63474,6/18/2010,0.30453,6/2/2008,0.7291,6/2/2008,1.85031,12/22/2009,0.75575,6/2/2008,0.2819,6/2/2008,0.29215,12/16/2010,0.90774,6/2/2008,1.04176,11/16/2010,0.92455,6/2/2008,0.14223,6/2/2008,0.22937,6/2/2008,1.21603,6/2/2008,0.01025,6/2/2008,0.31009,1/18/2010,0.34908,6/2/2008,0.43567,6/2/2008,0.32675,6/2/2008,0.27293
6/3/2008,2.1678,6/3/2008,1.6554,6/3/2008,0.89045,6/3/2008,1.2979,6/3/2008,2.94683,6/3/2008,0.7611,6/3/2008,0.83595,6/3/2008,0.8264,6/3/2008,0.4779,6/3/2008,0.1525,6/3/2008,1.02755,6/3/2008,0.9520,6/3/2008,0.5202,6/3/2008,3.29917,6/9/2009,1.0257,6/3/2008,0.65215,6/3/2008,1.25817,6/3/2008,0.32799,6/3/2008,0.2178,6/3/2008,0.44587,11/3/2010,0.68506,6/21/2010,0.30112,6/3/2008,0.72902,6/3/2008,1.7681,12/23/2009,0.79017,6/3/2008,0.28187,6/3/2008,0.27835,12/17/2010,0.88336,6/3/2008,1.00064,11/17/2010,0.91268,6/3/2008,0.14094,6/3/2008,0.22806,6/3/2008,1.20436,6/3/2008,0.00884,6/3/2008,0.30621,1/19/2010,0.34266,6/3/2008,0.43562,6/3/2008,0.32671,6/3/2008,0.26778
6/4/2008,2.1492,6/4/2008,1.5882,6/4/2008,0.87097,6/4/2008,1.2808,6/4/2008,2.88829,6/4/2008,0.7403,6/4/2008,0.82567,6/4/2008,0.8133,6/4/2008,0.47903,6/4/2008,0.1537,6/4/2008,1.0362,6/4/2008,0.9606,6/4/2008,0.5251,6/4/2008,3.25332,6/10/2009,1.1146,6/4/2008,0.64682,6/4/2008,1.2296,6/4/2008,0.32917,6/4/2008,0.2152,6/4/2008,0.44061,11/4/2010,0.68365,6/22/2010,0.30075,6/4/2008,0.73648,6/4/2008,1.75475,12/24/2009,0.77868,6/4/2008,0.27922,6/4/2008,0.27698,12/20/2010,0.90793,6/4/2008,1.00546,11/18/2010,0.91961,6/4/2008,0.14089,6/4/2008,0.22287,6/4/2008,1.23345,6/4/2008,0.00807,6/4/2008,0.30484,1/20/2010,0.32696,6/4/2008,0.43548,6/4/2008,0.32789,6/4/2008,0.26769
6/5/2008,2.1440,6/5/2008,1.5728,6/5/2008,0.87222,6/5/2008,1.2341,6/5/2008,2.85615,6/5/2008,0.7800,6/5/2008,0.79808,6/5/2008,0.8236,6/5/2008,0.47901,6/5/2008,0.1614,6/5/2008,0.9798,6/5/2008,0.9286,6/5/2008,0.5213,6/5/2008,3.13152,6/11/2009,1.1160,6/5/2008,0.64167,6/5/2008,1.19882,6/5/2008,0.32404,6/5/2008,0.2113,6/5/2008,0.42778,11/5/2010,0.67092,6/23/2010,0.29703,6/5/2008,0.73645,6/5/2008,1.70089,12/28/2009,0.7994,6/5/2008,0.27537,6/5/2008,0.2664,12/21/2010,0.90172,6/5/2008,0.98621,11/19/2010,0.91181,6/5/2008,0.14345,6/5/2008,0.2203,6/5/2008,1.19882,6/5/2008,0.0073,6/5/2008,0.30355,1/21/2010,0.30885,6/5/2008,0.42266,6/5/2008,0.32788,6/5/2008,0.26512
6/6/2008,2.1488,6/6/2008,1.6084,6/6/2008,0.87336,6/6/2008,1.2372,6/6/2008,2.88133,6/6/2008,0.7760,6/6/2008,0.82927,6/6/2008,0.8234,6/6/2008,0.47126,6/6/2008,0.1639,6/6/2008,0.96685,6/6/2008,0.9156,6/6/2008,0.5122,6/6/2008,3.2655,6/12/2009,1.0981,6/6/2008,0.64158,6/6/2008,1.19095,6/6/2008,0.32527,6/6/2008,0.2100,6/6/2008,0.429,11/8/2010,0.69027,6/24/2010,0.30858,6/6/2008,0.73634,6/6/2008,1.75441,12/29/2009,0.8029,6/6/2008,0.27661,6/6/2008,0.2606,12/22/2010,0.88954,6/6/2008,0.99886,11/22/2010,0.90004,6/6/2008,0.14343,6/6/2008,0.22154,6/6/2008,1.18711,6/6/2008,0.00768,6/6/2008,0.29966,1/22/2010,0.30629,6/6/2008,0.40979,6/6/2008,0.31887,6/6/2008,0.26124
6/10/2008,2.0282,6/10/2008,1.5135,6/10/2008,0.83484,6/10/2008,1.1187,6/10/2008,2.7145,6/10/2008,0.7593,6/10/2008,0.77405,6/10/2008,0.7811,6/10/2008,0.4315,6/10/2008,0.1562,6/10/2008,0.8963,6/10/2008,0.8771,6/10/2008,0.4994,6/10/2008,3.09863,6/15/2009,1.0567,6/10/2008,0.63637,6/10/2008,1.1511,6/10/2008,0.29194,6/10/2008,0.2010,6/10/2008,0.40077,11/9/2010,0.68118,6/25/2010,0.30467,6/10/2008,0.72344,6/10/2008,1.66455,12/30/2009,0.84251,6/10/2008,0.25993,6/10/2008,0.2516,12/23/2010,0.88859,6/10/2008,0.9488,11/23/2010,0.8945,6/10/2008,0.13765,6/10/2008,0.21127,6/10/2008,1.18696,6/10/2008,0.00576,6/10/2008,0.29066,1/25/2010,0.29608,6/10/2008,0.40974,6/10/2008,0.31498,6/10/2008,0.242
6/11/2008,2.0028,6/11/2008,1.5111,6/11/2008,0.83492,6/11/2008,1.1622,6/11/2008,2.62514,6/11/2008,0.7683,6/11/2008,0.75284,6/11/2008,0.7875,6/11/2008,0.42899,6/11/2008,0.1588,6/11/2008,0.89383,6/11/2008,0.8029,6/11/2008,0.4994,6/11/2008,2.97089,6/16/2009,1.0284,6/11/2008,0.60955,6/11/2008,1.13585,6/11/2008,0.29069,6/11/2008,0.1998,6/11/2008,0.37648,11/10/2010,0.69926,6/28/2010,0.30199,6/11/2008,0.72095,6/11/2008,1.63399,12/31/2009,0.8435,6/11/2008,0.25611,6/11/2008,0.24523,12/24/2010,0.88424,6/11/2008,0.93353,11/24/2010,0.88808,6/11/2008,0.1383,6/11/2008,0.20105,6/11/2008,1.16787,6/11/2008,0.00512,6/11/2008,0.28941,1/26/2010,0.26882,6/11/2008,0.38417,6/11/2008,0.31118,6/11/2008,0.23818
6/12/2008,1.9529,6/12/2008,1.4717,6/12/2008,0.82161,6/12/2008,1.1165,6/12/2008,2.51347,6/12/2008,0.7627,6/12/2008,0.75112,6/12/2008,0.7819,6/12/2008,0.41849,6/12/2008,0.1561,6/12/2008,0.8728,6/12/2008,0.7999,6/12/2008,0.4863,6/12/2008,2.92428,6/17/2009,1.0813,6/12/2008,0.56438,6/12/2008,1.13132,6/12/2008,0.28283,6/12/2008,0.1945,6/12/2008,0.3481,11/11/2010,0.70833,6/29/2010,0.29422,6/12/2008,0.70899,6/12/2008,1.56388,1/4/2010,0.83554,6/12/2008,0.25467,6/12/2008,0.239,12/28/2010,0.84056,6/12/2008,0.892,11/25/2010,0.88664,6/12/2008,0.13694,6/12/2008,0.20092,6/12/2008,1.10188,6/12/2008,0.00397,6/12/2008,0.28411,1/27/2010,0.2752,6/12/2008,0.38393,6/12/2008,0.30714,6/12/2008,0.22908
6/13/2008,1.8682,6/13/2008,1.4050,6/13/2008,0.79078,6/13/2008,1.1430,6/13/2008,2.35186,6/13/2008,0.7345,6/13/2008,0.72848,6/13/2008,0.7524,6/13/2008,0.40307,6/13/2008,0.1561,6/13/2008,0.84708,6/13/2008,0.8189,6/13/2008,0.4862,6/13/2008,2.7127,6/18/2009,1.1741,6/13/2008,0.56301,6/13/2008,1.11579,6/13/2008,0.28151,6/13/2008,0.1932,6/13/2008,0.31733,11/12/2010,0.67085,6/30/2010,0.29539,6/13/2008,0.71016,6/13/2008,1.57388,1/5/2010,0.82678,6/13/2008,0.24952,6/13/2008,0.23096,12/29/2010,0.81975,6/13/2008,0.87395,11/26/2010,0.88606,6/13/2008,0.13691,6/13/2008,0.20985,6/13/2008,1.08124,6/13/2008,0.00384,6/13/2008,0.27255,1/28/2010,0.28841,6/13/2008,0.38387,6/13/2008,0.3071,6/13/2008,0.22648
6/16/2008,1.9131,6/16/2008,1.4316,6/16/2008,0.8144,6/16/2008,1.1888,6/16/2008,2.43297,6/16/2008,0.7593,6/16/2008,0.76909,6/16/2008,0.7722,6/16/2008,0.43025,6/16/2008,0.1601,6/16/2008,0.93221,6/16/2008,0.8823,6/16/2008,0.4840,6/16/2008,2.86194,6/19/2009,1.2193,6/16/2008,0.57495,6/16/2008,1.15118,6/16/2008,0.28171,6/16/2008,0.1959,6/16/2008,0.3022,11/15/2010,0.66948,7/2/2010,0.29381,6/16/2008,0.71324,6/16/2008,1.62112,1/6/2010,0.81154,6/16/2008,0.25482,6/16/2008,0.25322,12/30/2010,0.84945,6/16/2008,0.88099,11/29/2010,0.88591,6/16/2008,0.13573,6/16/2008,0.20744,6/16/2008,1.08203,6/16/2008,0.00397,6/16/2008,0.27403,1/29/2010,0.27561,6/16/2008,0.38415,6/16/2008,0.29836,6/16/2008,0.22537
6/17/2008,1.9002,6/17/2008,1.4469,6/17/2008,0.80795,6/17/2008,1.1671,6/17/2008,2.43281,6/17/2008,0.7683,6/17/2008,0.77405,6/17/2008,0.7708,6/17/2008,0.41486,6/17/2008,0.1665,6/17/2008,0.87965,6/17/2008,0.8733,6/17/2008,0.4840,6/17/2008,2.86815,6/22/2009,1.1870,6/17/2008,0.58772,6/17/2008,1.15751,6/17/2008,0.2881,6/17/2008,0.1921,6/17/2008,0.30218,11/16/2010,0.66408,7/5/2010,0.29514,6/17/2008,0.69399,6/17/2008,1.61334,1/7/2010,0.77717,6/17/2008,0.25352,6/17/2008,0.24872,12/31/2010,0.86198,6/17/2008,0.86813,11/30/2010,0.88465,6/17/2008,0.13573,6/17/2008,0.18438,6/17/2008,1.08196,6/17/2008,0.00397,6/17/2008,0.26889,2/1/2010,0.25107,6/17/2008,0.40974,6/17/2008,0.29834,6/17/2008,0.21767
6/18/2008,1.9574,6/18/2008,1.5346,6/18/2008,0.82368,6/18/2008,1.2160,6/18/2008,2.52101,6/18/2008,0.7635,6/18/2008,0.78819,6/18/2008,0.8096,6/18/2008,0.43042,6/18/2008,0.1729,6/18/2008,0.89542,6/18/2008,0.8980,6/18/2008,0.4676,6/18/2008,2.95271,6/23/2009,1.1419,6/18/2008,0.59182,6/18/2008,1.18364,6/18/2008,0.28438,6/18/2008,0.1883,6/18/2008,0.31769,11/17/2010,0.63423,7/6/2010,0.29787,6/18/2008,0.70455,6/18/2008,1.65505,1/8/2010,0.78656,6/18/2008,0.26645,6/18/2008,0.2514,1/3/2011,0.8573,6/18/2008,0.89286,12/1/2010,0.87183,6/18/2008,0.13547,6/18/2008,0.18446,6/18/2008,1.03505,6/18/2008,0.00384,6/18/2008,0.27157,2/2/2010,0.24846,6/18/2008,0.40992,6/18/2008,0.30104,6/18/2008,0.22289
6/19/2008,1.8955,6/19/2008,1.4729,6/19/2008,0.812,6/19/2008,1.2557,6/19/2008,2.44368,6/19/2008,0.7492,6/19/2008,0.73667,6/19/2008,0.7697,6/19/2008,0.4124,6/19/2008,0.1716,6/19/2008,0.88244,6/19/2008,0.8722,6/19/2008,0.4598,6/19/2008,2.83687,6/24/2009,1.1755,6/19/2008,0.57634,6/19/2008,1.15012,6/19/2008,0.28433,6/19/2008,0.1793,6/19/2008,0.30354,11/18/2010,0.6681,7/7/2010,0.32989,6/19/2008,0.70441,6/19/2008,1.58045,1/11/2010,0.83384,6/19/2008,0.25615,6/19/2008,0.25039,1/4/2011,0.88679,6/19/2008,0.87091,12/2/2010,0.87815,6/19/2008,0.13544,6/19/2008,0.17802,6/19/2008,1.05022,6/19/2008,0.00295,6/19/2008,0.26127,2/3/2010,0.27039,6/19/2008,0.40984,6/19/2008,0.29842,6/19/2008,0.22029
6/20/2008,1.8938,6/20/2008,1.4735,6/20/2008,0.79441,6/20/2008,1.1879,6/20/2008,2.41399,6/20/2008,0.7470,6/20/2008,0.74451,6/20/2008,0.7714,6/20/2008,0.41002,6/20/2008,0.1781,6/20/2008,0.88026,6/20/2008,0.8815,6/20/2008,0.4613,6/20/2008,2.81889,6/25/2009,1.2309,6/20/2008,0.62784,6/20/2008,1.12755,6/20/2008,0.27548,6/20/2008,0.1820,6/20/2008,0.28061,11/19/2010,0.66806,7/8/2010,0.3557,6/20/2008,0.68038,6/20/2008,1.55295,1/12/2010,0.86821,6/20/2008,0.24601,6/20/2008,0.24121,1/5/2011,0.92783,6/20/2008,0.8431,12/3/2010,0.87613,6/20/2008,0.13262,6/20/2008,0.16913,6/20/2008,1.04299,6/20/2008,0.00295,6/20/2008,0.26139,2/4/2010,0.2626,6/20/2008,0.41002,6/20/2008,0.29855,6/20/2008,0.22295
6/23/2008,1.8856,6/23/2008,1.4578,6/23/2008,0.7814,6/23/2008,1.1225,6/23/2008,2.34676,6/23/2008,0.7340,6/23/2008,0.72051,6/23/2008,0.7724,6/23/2008,0.3971,6/23/2008,0.1947,6/23/2008,0.85185,6/23/2008,0.8493,6/23/2008,0.4599,6/23/2008,2.75412,6/26/2009,1.3419,6/23/2008,0.57516,6/23/2008,1.09268,6/23/2008,0.27029,6/23/2008,0.1819,6/23/2008,0.25492,11/22/2010,0.67954,7/9/2010,0.34863,6/23/2008,0.66483,6/23/2008,1.5833,1/13/2010,0.82939,6/23/2008,0.24339,6/23/2008,0.24563,1/6/2011,0.96229,6/23/2008,0.82623,12/6/2010,0.8775,6/23/2008,0.13322,6/23/2008,0.16909,6/23/2008,0.98636,6/23/2008,0.00269,6/23/2008,0.25748,2/5/2010,0.2548,6/23/2008,0.37789,6/23/2008,0.29206,6/23/2008,0.22161
6/24/2008,1.8495,6/24/2008,1.4601,6/24/2008,0.77105,6/24/2008,1.0740,6/24/2008,2.26705,6/24/2008,0.7403,6/24/2008,0.72418,6/24/2008,0.7531,6/24/2008,0.38809,6/24/2008,0.2049,6/24/2008,0.81972,6/24/2008,0.8325,6/24/2008,0.4483,6/24/2008,2.8114,6/29/2009,1.3677,6/24/2008,0.55844,6/24/2008,1.04131,6/24/2008,0.29203,6/24/2008,0.1780,6/24/2008,0.23055,11/23/2010,0.6509,7/12/2010,0.34099,6/24/2008,0.66603,6/24/2008,1.53698,1/14/2010,0.8035,6/24/2008,0.23951,6/24/2008,0.23567,1/7/2011,0.95473,6/24/2008,0.79795,12/7/2010,0.90948,6/24/2008,0.12744,6/24/2008,0.16651,6/24/2008,0.98623,6/24/2008,0.00128,6/24/2008,0.25104,2/8/2010,0.25738,6/24/2008,0.38425,6/24/2008,0.29203,6/24/2008,0.2203
6/25/2008,1.8495,6/25/2008,1.4422,6/25/2008,0.7672,6/25/2008,1.0940,6/25/2008,2.27983,6/25/2008,0.7621,6/25/2008,0.74672,6/25/2008,0.7621,6/25/2008,0.39449,6/25/2008,0.1832,6/25/2008,0.83252,6/25/2008,0.8377,6/25/2008,0.4252,6/25/2008,2.93304,6/30/2009,1.3729,6/25/2008,0.55843,6/25/2008,1.04385,6/25/2008,0.29971,6/25/2008,0.1793,6/25/2008,0.23311,11/24/2010,0.65478,7/13/2010,0.34736,6/25/2008,0.67242,6/25/2008,1.51135,1/15/2010,0.80926,6/25/2008,0.25232,6/25/2008,0.23695,1/10/2011,0.93219,6/25/2008,0.80691,12/8/2010,0.89855,6/25/2008,0.12904,6/25/2008,0.16907,6/25/2008,1.01183,6/25/2008,0.00128,6/25/2008,0.25232,2/9/2010,0.26126,6/25/2008,0.38424,6/25/2008,0.29458,6/25/2008,0.2203
6/26/2008,1.7989,6/26/2008,1.4401,6/26/2008,0.76234,6/26/2008,1.1178,6/26/2008,2.33443,6/26/2008,0.7893,6/26/2008,0.73444,6/26/2008,0.7636,6/26/2008,0.39847,6/26/2008,0.1819,6/26/2008,0.83537,6/26/2008,0.8482,6/26/2008,0.4356,6/26/2008,2.94046,7/2/2009,1.4039,6/26/2008,0.57784,6/26/2008,1.07753,6/26/2008,0.29469,6/26/2008,0.1807,6/26/2008,0.22934,11/25/2010,0.65596,7/14/2010,0.36805,6/26/2008,0.68931,6/26/2008,1.476,1/18/2010,0.80122,6/26/2008,0.25497,6/26/2008,0.23863,1/11/2011,0.92223,6/26/2008,0.78669,12/9/2010,0.87987,6/26/2008,0.13741,6/26/2008,0.16784,6/26/2008,0.95453,6/26/2008,0.00128,6/26/2008,0.25112,2/10/2010,0.25483,6/26/2008,0.38437,6/26/2008,0.28316,6/26/2008,0.22166
6/27/2008,1.7174,6/27/2008,1.3765,6/27/2008,0.73695,6/27/2008,1.0814,6/27/2008,2.35056,6/27/2008,0.7869,6/27/2008,0.71587,6/27/2008,0.7434,6/27/2008,0.38706,6/27/2008,0.1730,6/27/2008,0.80616,6/27/2008,0.8331,6/27/2008,0.4396,6/27/2008,2.89654,7/3/2009,1.3910,6/27/2008,0.5447,6/27/2008,0.99969,6/27/2008,0.28965,6/27/2008,0.1769,6/27/2008,0.2166,11/26/2010,0.63492,7/15/2010,0.35138,6/27/2008,0.67287,6/27/2008,1.41751,1/19/2010,0.80727,6/27/2008,0.24864,6/27/2008,0.2307,1/12/2011,0.95187,6/27/2008,0.77284,12/10/2010,0.8361,6/27/2008,0.12849,6/27/2008,0.16149,6/27/2008,0.92151,6/27/2008,0.00128,6/27/2008,0.24992,2/11/2010,0.24842,6/27/2008,0.3845,6/27/2008,0.28837,6/27/2008,0.2166
