,9531 JP Equity,,9503 JP Equity,,9502 JP Equity,,9501 JP Equity,,9532 JP Equity,,9508 JP Equity,,9506 JP Equity,,9504 JP Equity,,9513 JP Equity,,9507 JP Equity,,9505 JP Equity,,9509 JP Equity,,9533 JP Equity,,8088 JP Equity,,9536 JP Equity,,9793 JP Equity,,9511 JP Equity,,8174 JP Equity,,9543 JP Equity,,6332 JP Equity,,9539 JP Equity,,9534 JP Equity,,9535 JP Equity,,7568 JP Equity,,9537 JP Equity,,9540 JP Equity,,2766 JP Equity,,3361 JP Equity,,9541 JP Equity,,9818 JP Equity,,1981 JP Equity,,1783 JP Equity,,9542 JP Equity,,1875 JP Equity,,1844 JP Equity,,9544 JP Equity
6/24/2009,3.5782,6/24/2009,21.9188,6/24/2009,22.9651,6/24/2009,25.633,6/24/2009,3.2434,6/24/2009,21.3434,6/24/2009,20.6947,6/24/2009,20.6947,6/24/2009,28.3009,6/24/2009,29.6087,6/24/2009,22.9127,6/24/2009,18.5918,6/24/2009,3.9862,6/24/2009,2.7202,6/24/2009,2.5319,6/24/2009,20.8516,6/24/2009,52.3122,6/24/2009,14.1871,6/24/2009,5.158,6/24/2009,5.6916,2/22/2010,4.0145,6/24/2009,2.511,10/13/2009,2.4638,7/6/2010,9.4361,10/5/2009,3.0006,10/29/2009,2.5126,6/24/2009,4341.9125,9/9/2009,2.6648,6/21/2010,4.7033,11/6/2009,6.2229,6/1/2010,3.9171,6/30/2009,0.571,2/22/2010,3.2577,6/24/2009,2.6679,6/24/2009,0.2093,3/4/2011,3.8877
6/25/2009,3.5785,6/25/2009,21.8974,6/25/2009,22.8857,6/25/2009,25.5904,6/25/2009,3.1936,6/25/2009,21.3253,6/25/2009,20.5971,6/25/2009,20.5867,6/25/2009,28.243,6/25/2009,29.4393,6/25/2009,22.7296,6/25/2009,18.4542,6/25/2009,3.9842,6/25/2009,2.7359,6/25/2009,2.5798,6/25/2009,21.3773,6/25/2009,52.533,6/25/2009,14.5532,6/25/2009,5.1077,6/25/2009,5.7422,2/23/2010,3.9659,6/25/2009,2.5278,10/15/2009,2.4713,7/7/2010,9.4599,10/6/2009,2.9279,10/30/2009,2.5778,6/25/2009,4389.8887,9/10/2009,2.7445,6/23/2010,4.7498,11/9/2009,6.166,6/2/2010,3.8754,7/1/2009,0.6117,2/26/2010,3.3765,6/25/2009,2.6527,6/25/2009,0.2081,3/8/2011,3.8103
6/26/2009,3.6375,6/26/2009,22.1825,6/26/2009,23.2338,6/26/2009,25.9672,6/26/2009,3.217,6/26/2009,21.8146,6/26/2009,21.0156,6/26/2009,21.0156,6/26/2009,29.2262,6/26/2009,30.0673,6/26/2009,23.1812,6/26/2009,18.7658,6/26/2009,4.1106,6/26/2009,2.8385,6/26/2009,2.6178,6/26/2009,21.8146,6/26/2009,54.3524,6/26/2009,14.7288,6/26/2009,5.1829,6/26/2009,5.9188,2/24/2010,3.8833,6/26/2009,2.5862,10/16/2009,2.4431,7/8/2010,9.3326,10/7/2009,2.9389,11/2/2009,2.5684,6/26/2009,4688.8141,9/11/2009,2.8736,7/2/2010,4.8363,11/10/2009,6.0934,6/3/2010,3.8662,7/2/2009,0.5934,3/1/2010,3.4085,6/26/2009,2.6808,6/26/2009,0.2208,3/9/2011,3.8401
6/29/2009,3.5647,6/29/2009,21.9408,6/29/2009,22.9831,6/29/2009,25.4847,6/29/2009,3.1791,6/29/2009,21.4196,6/29/2009,20.7838,6/29/2009,20.7943,6/29/2009,28.6638,6/29/2009,29.8624,6/29/2009,22.8268,6/29/2009,18.6679,6/29/2009,4.0755,6/29/2009,2.783,6/29/2009,2.5641,6/29/2009,22.1493,6/29/2009,54.0963,6/29/2009,14.7697,6/29/2009,5.0761,6/29/2009,5.8578,2/25/2010,3.8795,6/29/2009,2.5433,10/19/2009,2.5028,7/9/2010,9.322,10/8/2009,2.9552,11/4/2009,2.53,6/29/2009,4461.1215,9/14/2009,2.8505,7/8/2010,4.7964,11/11/2009,6.2298,6/4/2010,3.8906,7/3/2009,0.5939,3/2/2010,3.4262,6/29/2009,2.7621,6/29/2009,0.2189,3/11/2011,3.6504
6/30/2009,3.5818,6/30/2009,22.1138,6/30/2009,23.152,6/30/2009,25.7475,6/30/2009,3.1977,6/30/2009,21.5428,6/30/2009,20.9199,6/30/2009,20.9199,6/30/2009,28.4468,6/30/2009,29.9003,6/30/2009,22.8924,6/30/2009,18.7604,6/30/2009,4.0698,6/30/2009,2.8135,6/30/2009,2.5955,6/30/2009,22.0619,6/30/2009,53.9867,6/30/2009,14.7529,6/30/2009,5.1184,6/30/2009,5.8347,2/26/2010,3.973,6/30/2009,2.554,10/20/2009,2.4653,7/12/2010,9.3199,10/9/2009,2.9074,11/5/2009,2.5168,6/30/2009,4443.5216,9/15/2009,2.8493,7/9/2010,4.6328,11/12/2009,6.1926,6/7/2010,3.8825,7/6/2009,0.5886,3/3/2010,3.552,6/30/2009,2.6993,6/30/2009,0.2076,3/14/2011,3.3199
7/1/2009,3.5559,7/1/2009,22.0299,7/1/2009,23.2221,7/1/2009,25.5028,7/1/2009,3.2034,7/1/2009,21.6152,7/1/2009,20.8377,7/1/2009,20.8377,7/1/2009,28.4574,7/1/2009,30.0124,7/1/2009,22.8592,7/1/2009,18.8576,7/1/2009,4.0846,7/1/2009,2.7887,7/1/2009,2.5918,7/1/2009,21.7189,7/1/2009,52.6643,7/1/2009,14.6071,7/1/2009,5.1731,7/1/2009,5.9299,3/1/2010,3.9578,7/1/2009,2.5399,10/23/2009,2.4467,7/13/2010,9.0714,10/13/2009,2.9543,11/9/2009,2.5553,7/1/2009,4437.0724,9/16/2009,2.8515,7/12/2010,4.7899,11/13/2009,6.2074,6/8/2010,3.9081,7/7/2009,0.5799,3/4/2010,3.535,7/1/2009,2.6954,7/1/2009,0.2281,3/15/2011,3.2765
7/2/2009,3.6127,7/2/2009,21.8636,7/2/2009,23.2691,7/2/2009,25.5076,7/2/2009,3.1858,7/2/2009,21.3951,7/2/2009,20.8225,7/2/2009,20.8017,7/2/2009,28.2145,7/2/2009,29.8282,7/2/2009,22.6965,7/2/2009,18.8131,7/2/2009,4.1124,7/2/2009,2.759,7/2/2009,2.5924,7/2/2009,21.8636,7/2/2009,52.6809,7/2/2009,14.2218,7/2/2009,5.2264,7/2/2009,5.9448,3/3/2010,3.9932,7/2/2009,2.5612,10/27/2009,2.4505,7/14/2010,9.058,10/16/2009,2.9163,11/10/2009,2.5844,7/2/2009,4487.2462,9/17/2009,2.8271,7/22/2010,4.7439,11/16/2009,6.2038,6/9/2010,3.9042,7/8/2009,0.5634,3/10/2010,3.4791,7/2/2009,2.7069,7/2/2009,0.2291,3/16/2011,3.3924
7/3/2009,3.6366,7/3/2009,21.7776,7/3/2009,23.2364,7/3/2009,25.4246,7/3/2009,3.2406,7/3/2009,21.2566,7/3/2009,20.694,7/3/2009,20.6627,7/3/2009,28.3943,7/3/2009,29.6968,7/3/2009,22.6112,7/3/2009,18.7454,7/3/2009,4.1055,7/3/2009,2.73,7/3/2009,2.5529,7/3/2009,21.7776,7/3/2009,53.1416,7/3/2009,14.2649,7/3/2009,5.5017,7/3/2009,5.9498,3/4/2010,4.0175,7/3/2009,2.532,10/28/2009,2.4702,7/15/2010,9.1595,10/19/2009,2.9217,11/11/2009,2.5364,7/3/2009,4480.5668,9/18/2009,2.8268,7/23/2010,4.8127,11/17/2009,6.1268,6/10/2010,3.9205,7/9/2009,0.5587,3/11/2010,3.4898,7/3/2009,2.7092,7/3/2009,0.2188,3/17/2011,3.169
7/6/2009,3.6998,7/6/2009,22.1253,7/6/2009,23.6494,7/6/2009,25.7515,7/6/2009,3.3109,7/6/2009,21.7049,7/6/2009,20.9901,7/6/2009,20.9901,7/6/2009,29.4829,7/6/2009,30.3763,7/6/2009,23.0713,7/6/2009,19.0877,7/6/2009,4.1728,7/6/2009,2.7644,7/6/2009,2.5962,7/6/2009,21.8625,7/6/2009,54.2359,7/6/2009,14.4314,7/6/2009,5.7284,7/6/2009,5.9912,3/5/2010,3.927,7/6/2009,2.5752,10/29/2009,2.4143,7/16/2010,9.2462,10/20/2009,2.9166,11/12/2009,2.4992,7/6/2009,4919.0666,9/24/2009,2.8402,7/30/2010,4.8577,11/18/2009,6.1501,6/11/2010,3.8974,7/10/2009,0.5631,3/12/2010,3.4944,7/6/2009,2.7118,7/6/2009,0.2312,3/18/2011,3.4996
7/7/2009,3.7428,7/7/2009,22.7728,7/7/2009,24.407,7/7/2009,26.1993,7/7/2009,3.3843,7/7/2009,22.1929,7/7/2009,21.4022,7/7/2009,21.2968,7/7/2009,30.3637,7/7/2009,30.8909,7/7/2009,23.5108,7/7/2009,19.3358,7/7/2009,4.2383,7/7/2009,2.8044,7/7/2009,2.6147,7/7/2009,21.8239,7/7/2009,55.7723,7/7/2009,14.9605,7/7/2009,5.7037,7/7/2009,5.9884,3/8/2010,4.05,7/7/2009,2.583,11/4/2009,2.475,7/20/2010,9.5036,10/21/2009,2.9121,11/16/2009,2.5196,7/7/2009,4744.3332,9/25/2009,2.8619,8/3/2010,5.0711,11/19/2009,6.1206,6/14/2010,3.8906,7/13/2009,0.5185,3/16/2010,3.4886,7/7/2009,2.7201,7/7/2009,0.2425,3/22/2011,3.4589
7/8/2009,3.8249,7/8/2009,23.4045,7/8/2009,25.0298,7/8/2009,27.0344,7/8/2009,3.5107,7/8/2009,22.7544,7/8/2009,22.1042,7/8/2009,21.9959,7/8/2009,31.9645,7/8/2009,31.9103,7/8/2009,24.3797,7/8/2009,20.0563,7/8/2009,4.3125,7/8/2009,2.9039,7/8/2009,2.6764,7/8/2009,21.66,7/8/2009,57.536,7/8/2009,15.2346,7/8/2009,5.6994,7/8/2009,6.0245,3/9/2010,3.9475,7/8/2009,2.6222,11/5/2009,2.5168,7/21/2010,9.5003,10/22/2009,2.8672,11/17/2009,2.509,7/8/2009,4930.1116,9/28/2009,2.8961,8/4/2010,4.7652,11/20/2009,6.2057,6/15/2010,3.9068,7/14/2009,0.5368,3/25/2010,3.2314,7/8/2009,2.7955,7/8/2009,0.2601,3/23/2011,3.662
7/9/2009,3.8032,7/9/2009,23.6893,7/9/2009,24.8174,7/9/2009,26.8049,7/9/2009,3.4272,7/9/2009,22.4538,7/9/2009,21.8629,7/9/2009,21.5943,7/9/2009,31.2097,7/9/2009,31.3709,7/9/2009,24.2802,7/9/2009,20.3266,7/9/2009,4.2544,7/9/2009,2.8578,7/9/2009,2.6644,7/9/2009,21.0249,7/9/2009,57.0477,7/9/2009,14.8582,7/9/2009,5.7477,7/9/2009,5.8015,3/10/2010,3.932,7/9/2009,2.6107,11/6/2009,2.4936,7/22/2010,9.5222,10/23/2009,2.8599,11/18/2009,2.5607,7/9/2009,4630.4254,9/29/2009,2.8714,8/5/2010,4.7137,11/24/2009,6.2345,6/16/2010,3.9063,7/15/2009,0.5407,3/26/2010,3.2628,7/9/2009,2.7718,7/9/2009,0.2256,3/24/2011,3.6346
7/10/2009,3.8441,7/10/2009,23.7141,7/10/2009,24.9594,7/10/2009,26.8002,7/10/2009,3.4976,7/10/2009,22.523,7/10/2009,21.9275,7/10/2009,21.765,7/10/2009,31.7271,7/10/2009,31.6188,7/10/2009,24.418,7/10/2009,20.3357,7/10/2009,4.3205,7/10/2009,2.837,7/10/2009,2.7179,7/10/2009,21.2128,7/10/2009,57.2821,7/10/2009,15.1272,7/10/2009,5.934,7/10/2009,5.8798,3/11/2010,3.9205,7/10/2009,2.6313,11/9/2009,2.4664,7/23/2010,9.4993,10/26/2009,2.8094,11/20/2009,2.6082,7/10/2009,4396.3184,9/30/2009,2.8769,8/6/2010,4.6804,11/25/2009,6.2956,6/17/2010,3.9322,7/16/2009,0.5448,4/5/2010,3.132,7/10/2009,2.7937,7/10/2009,0.2274,3/25/2011,3.6737
7/13/2009,3.7809,7/13/2009,23.5498,7/13/2009,24.7921,7/13/2009,26.5205,7/13/2009,3.4677,7/13/2009,22.2534,7/13/2009,21.6593,7/13/2009,21.6593,7/13/2009,30.9496,7/13/2009,31.1656,7/13/2009,24.1439,7/13/2009,20.1253,7/13/2009,4.213,7/13/2009,2.7331,7/13/2009,2.6791,7/13/2009,20.3522,7/13/2009,56.7138,7/13/2009,14.5836,7/13/2009,5.9198,7/13/2009,5.6714,3/12/2010,3.9478,7/13/2009,2.6358,11/10/2009,2.4619,7/26/2010,9.6641,10/27/2009,2.8861,11/25/2009,2.646,7/13/2009,3845.7384,10/1/2009,2.8651,8/9/2010,4.6238,11/26/2009,6.3916,6/18/2010,3.9361,7/17/2009,0.5423,4/6/2010,3.11,7/13/2009,2.7871,7/13/2009,0.2161,3/28/2011,3.7694
7/14/2009,3.7471,7/14/2009,23.2446,7/14/2009,24.2646,7/14/2009,26.0361,7/14/2009,3.3391,7/14/2009,21.9025,7/14/2009,21.0329,7/14/2009,21.0973,7/14/2009,30.2233,7/14/2009,30.5991,7/14/2009,23.7277,7/14/2009,19.6908,7/14/2009,4.1121,7/14/2009,2.7486,7/14/2009,2.6519,7/14/2009,20.3672,7/14/2009,55.7226,7/14/2009,14.7305,7/14/2009,5.8836,7/14/2009,5.8407,3/15/2010,4.1105,7/14/2009,2.5982,11/11/2009,2.4363,7/27/2010,9.5618,10/28/2009,2.9224,11/30/2009,2.7112,7/14/2009,3929.5684,10/2/2009,2.8438,8/10/2010,4.6265,11/27/2009,6.4992,6/21/2010,3.9231,7/21/2009,0.5671,4/12/2010,3.3019,7/14/2009,2.77,7/14/2009,0.204,3/29/2011,3.7599
7/15/2009,3.6260,7/15/2009,22.7417,7/15/2009,23.802,7/15/2009,25.6043,7/15/2009,3.3079,7/15/2009,21.5225,7/15/2009,20.7803,7/15/2009,20.9394,7/15/2009,29.2621,7/15/2009,30.3753,7/15/2009,23.4839,7/15/2009,19.5399,7/15/2009,4.0394,7/15/2009,2.693,7/15/2009,2.6187,7/15/2009,19.9852,7/15/2009,56.0857,7/15/2009,14.6735,7/15/2009,5.81,7/15/2009,5.7994,3/17/2010,4.2157,7/15/2009,2.6081,11/12/2009,2.466,7/28/2010,9.5792,10/29/2009,2.8512,12/1/2009,2.7242,7/15/2009,4113.6556,10/5/2009,2.7552,8/11/2010,4.6547,11/30/2009,6.4767,6/22/2010,3.9417,7/22/2009,0.5764,4/13/2010,3.3054,7/15/2009,2.7354,7/15/2009,0.212,3/30/2011,3.684
7/16/2009,3.6641,7/16/2009,22.9142,7/16/2009,23.9825,7/16/2009,25.7451,7/16/2009,3.3543,7/16/2009,21.5789,7/16/2009,20.8525,7/16/2009,21.0661,7/16/2009,29.5374,7/16/2009,30.4455,7/16/2009,23.8757,7/16/2009,19.4103,7/16/2009,4.0274,7/16/2009,2.7027,7/16/2009,2.6493,7/16/2009,20.6922,7/16/2009,55.9769,7/16/2009,14.4856,7/16/2009,5.9075,7/16/2009,5.8007,3/18/2010,4.223,7/16/2009,2.6279,11/13/2009,2.4897,7/29/2010,9.6841,10/30/2009,2.9,12/2/2009,2.8431,7/16/2009,4123.4911,10/6/2009,2.7928,8/12/2010,4.4799,12/1/2009,6.2565,6/23/2010,3.9618,7/23/2009,0.5582,4/14/2010,3.3086,7/16/2009,2.7561,7/16/2009,0.2243,3/31/2011,3.6943
7/17/2009,3.7108,7/17/2009,23.0197,7/17/2009,24.3488,7/17/2009,25.8905,7/17/2009,3.3812,7/17/2009,21.7969,7/17/2009,20.9782,7/17/2009,21.159,7/17/2009,29.6651,7/17/2009,30.5689,7/17/2009,23.9766,7/17/2009,19.6172,7/17/2009,4.0404,7/17/2009,2.7007,7/17/2009,2.6156,7/17/2009,21.6906,7/17/2009,56.2467,7/17/2009,14.4817,7/17/2009,5.9862,7/17/2009,5.8054,3/19/2010,4.2059,7/17/2009,2.6475,11/19/2009,2.4753,7/30/2010,9.7155,11/2/2009,2.8783,12/3/2009,2.8118,7/17/2009,4136.0978,10/7/2009,2.7925,8/13/2010,4.3736,12/2/2009,6.2593,6/24/2010,3.9996,7/24/2009,0.5588,4/15/2010,3.3294,7/17/2009,2.7113,7/17/2009,0.2127,4/1/2011,3.5884
7/21/2009,3.7449,7/21/2009,23.1650,7/21/2009,24.663,7/21/2009,26.1609,7/21/2009,3.4239,7/21/2009,22.202,7/21/2009,21.1641,7/21/2009,21.3888,7/21/2009,30.0663,7/21/2009,31.0828,7/21/2009,24.342,7/21/2009,19.8053,7/21/2009,4.0659,7/21/2009,2.7819,7/21/2009,2.6856,7/21/2009,22.523,7/21/2009,56.6018,7/21/2009,14.9904,7/21/2009,6.024,7/21/2009,5.9063,3/23/2010,4.216,7/21/2009,2.6321,11/24/2009,2.4961,8/2/2010,9.7166,11/4/2009,2.827,12/4/2009,2.7546,7/21/2009,4312.0051,10/8/2009,2.8306,8/16/2010,4.4171,12/3/2009,6.2812,6/25/2010,3.9973,7/27/2009,0.5353,4/16/2010,3.4239,7/21/2009,2.7284,7/21/2009,0.214,4/4/2011,3.5842
7/22/2009,3.7682,7/22/2009,23.0572,7/22/2009,24.7118,7/22/2009,26.1529,7/22/2009,3.4479,7/22/2009,22.2566,7/22/2009,21.2212,7/22/2009,21.7229,7/22/2009,29.7822,7/22/2009,31.2233,7/22/2009,24.2848,7/22/2009,19.9829,7/22/2009,4.0564,7/22/2009,2.8501,7/22/2009,2.69,7/22/2009,22.8437,7/22/2009,56.5756,7/22/2009,15.19,7/22/2009,5.9458,7/22/2009,5.9885,3/24/2010,4.1404,7/22/2009,2.6687,11/26/2009,2.5659,8/3/2010,9.7925,11/5/2009,2.848,12/7/2009,2.7623,7/22/2009,4333.9027,10/9/2009,2.874,8/19/2010,4.4187,12/8/2009,6.262,6/28/2010,3.9928,7/28/2009,0.5419,4/26/2010,3.4637,7/22/2009,2.722,7/22/2009,0.2242,4/5/2011,3.498
7/23/2009,3.6967,7/23/2009,22.8015,7/23/2009,24.2759,7/23/2009,25.8031,7/23/2009,3.4018,7/23/2009,21.8536,7/23/2009,20.9689,7/23/2009,21.3797,7/23/2009,29.8578,7/23/2009,30.8584,7/23/2009,23.802,7/23/2009,19.684,7/23/2009,3.96,7/23/2009,2.8857,7/23/2009,2.6435,7/23/2009,22.5908,7/23/2009,55.0816,7/23/2009,14.9026,7/23/2009,5.8031,7/23/2009,5.9189,3/25/2010,4.4701,7/23/2009,2.6014,11/27/2009,2.6158,8/4/2010,9.7391,11/6/2009,2.8721,12/8/2009,2.797,7/23/2009,4381.2533,10/13/2009,2.8763,8/20/2010,4.3996,12/9/2009,6.4065,6/29/2010,4.0303,7/29/2009,0.5676,4/27/2010,3.5465,7/23/2009,2.6856,7/23/2009,0.2106,4/6/2011,3.4709
7/24/2009,3.7111,7/24/2009,22.7728,7/24/2009,24.2488,7/24/2009,25.7248,7/24/2009,3.3738,7/24/2009,21.7712,7/24/2009,20.7907,7/24/2009,21.3495,7/24/2009,30.1002,7/24/2009,30.8909,7/24/2009,23.5108,7/24/2009,19.5467,7/24/2009,3.9642,7/24/2009,2.9626,7/24/2009,2.6779,7/24/2009,22.8255,7/24/2009,55.5614,7/24/2009,15.1186,7/24/2009,5.9357,7/24/2009,5.8935,3/26/2010,4.4836,7/24/2009,2.6463,12/1/2009,2.5742,8/5/2010,10.1257,11/9/2009,2.833,12/9/2009,2.8107,7/24/2009,4406.9584,10/14/2009,2.8862,8/23/2010,4.5849,12/10/2009,6.2684,6/30/2010,4.0303,7/30/2009,0.5428,4/28/2010,3.5289,7/24/2009,2.6357,7/24/2009,0.2109,4/8/2011,3.4828
7/27/2009,3.6738,7/27/2009,22.6199,7/27/2009,24.1419,7/27/2009,25.5589,7/27/2009,3.3484,7/27/2009,21.7802,7/27/2009,20.762,7/27/2009,21.2029,7/27/2009,29.81,7/27/2009,30.6497,7/27/2009,23.3547,7/27/2009,19.513,7/27/2009,3.8837,7/27/2009,2.939,7/27/2009,2.6766,7/27/2009,22.1476,7/27/2009,55.1065,7/27/2009,14.989,7/27/2009,5.9095,7/27/2009,5.92,3/29/2010,4.4812,7/27/2009,2.6346,12/2/2009,2.5335,8/6/2010,9.5601,11/10/2009,2.7849,12/10/2009,2.7998,7/27/2009,4303.5583,10/15/2009,2.8244,8/25/2010,4.7095,12/11/2009,6.1947,7/1/2010,4.0763,7/31/2009,0.5601,4/30/2010,3.573,7/27/2009,2.5716,7/27/2009,0.2099,4/11/2011,3.5807
7/28/2009,3.7509,7/28/2009,22.8987,7/28/2009,24.4926,7/28/2009,25.7677,7/28/2009,3.3897,7/28/2009,21.9424,7/28/2009,20.9648,7/28/2009,21.4111,7/28/2009,30.4962,7/28/2009,30.815,7/28/2009,23.5363,7/28/2009,19.7216,7/28/2009,3.9316,7/28/2009,2.9646,7/28/2009,2.6883,7/28/2009,22.3143,7/28/2009,55.1482,7/28/2009,15.1312,7/28/2009,5.8655,7/28/2009,6.0355,3/30/2010,4.4612,7/28/2009,2.6671,12/3/2009,2.4943,8/9/2010,9.4922,11/11/2009,2.7812,12/11/2009,2.7669,7/28/2009,4303.4747,10/16/2009,2.8172,8/30/2010,4.6973,12/14/2009,6.2225,7/2/2010,4.0721,8/3/2009,0.5459,5/6/2010,3.6423,7/28/2009,2.614,7/28/2009,0.2019,4/13/2011,3.6277
7/29/2009,3.7103,7/29/2009,22.5983,7/29/2009,23.9121,7/29/2009,25.5413,7/29/2009,3.374,7/29/2009,21.5998,7/29/2009,20.6222,7/29/2009,20.9271,7/29/2009,29.7982,7/29/2009,30.2186,7/29/2009,23.1238,7/29/2009,19.4871,7/29/2009,3.8785,7/29/2009,2.901,7/29/2009,2.6698,7/29/2009,21.5998,7/29/2009,53.1848,7/29/2009,15.083,7/29/2009,6.5903,7/29/2009,5.9176,3/31/2010,4.5163,7/29/2009,2.6592,12/4/2009,2.4992,8/10/2010,9.4977,11/12/2009,2.7646,12/14/2009,2.8007,7/29/2009,4225.3521,10/19/2009,2.8225,8/31/2010,5.0172,12/21/2009,6.0446,7/5/2010,4.0684,8/4/2009,0.5555,5/13/2010,3.6207,7/29/2009,2.4911,7/29/2009,0.1997,4/14/2011,3.5941
7/30/2009,3.6430,7/30/2009,22.3904,7/30/2009,23.8518,7/30/2009,25.3132,7/30/2009,3.2985,7/30/2009,21.4509,7/30/2009,20.5219,7/30/2009,20.8351,7/30/2009,29.3841,7/30/2009,29.9583,7/30/2009,22.8079,7/30/2009,19.2171,7/30/2009,3.9144,7/30/2009,2.881,7/30/2009,2.6514,7/30/2009,21.4509,7/30/2009,52.6096,7/30/2009,14.6764,7/30/2009,6.4927,7/30/2009,5.8977,4/1/2010,4.4146,7/30/2009,2.62,12/7/2009,2.4939,8/11/2010,9.5556,11/13/2009,2.7911,12/15/2009,2.7602,7/30/2009,4196.2422,10/20/2009,2.7955,9/1/2010,5.0912,12/22/2009,6.0196,7/6/2010,4.0833,8/5/2009,0.5478,5/19/2010,3.1793,7/30/2009,2.453,7/30/2009,0.2088,4/15/2011,3.5221
7/31/2009,3.6669,7/31/2009,22.3502,7/31/2009,24.0938,7/31/2009,25.6261,7/31/2009,3.3288,7/31/2009,21.5577,7/31/2009,20.8285,7/31/2009,20.9447,7/31/2009,29.6946,7/31/2009,29.9588,7/31/2009,22.8786,7/31/2009,19.4336,7/31/2009,4.0262,7/31/2009,2.9272,7/31/2009,2.6736,7/31/2009,21.8747,7/31/2009,52.7317,7/31/2009,15.027,7/31/2009,6.5201,7/31/2009,5.9284,4/2/2010,4.3878,7/31/2009,2.663,12/8/2009,2.5026,8/12/2010,9.4834,11/16/2009,2.7996,12/16/2009,2.7648,7/31/2009,4269.2592,10/21/2009,2.7802,9/2/2010,5.1045,12/25/2009,6.183,7/7/2010,4.0936,8/6/2009,0.5441,5/20/2010,3.2561,7/31/2009,2.6313,7/31/2009,0.2008,4/18/2011,3.6525
8/3/2009,3.6535,8/3/2009,22.1522,8/3/2009,23.727,8/3/2009,25.2493,8/3/2009,3.3386,8/3/2009,21.4698,8/3/2009,20.6404,8/3/2009,20.9659,8/3/2009,29.1339,8/3/2009,29.9213,8/3/2009,22.8871,8/3/2009,19.4331,8/3/2009,4.042,8/3/2009,2.9186,8/3/2009,2.6352,8/3/2009,22.2572,8/3/2009,53.7533,8/3/2009,14.8976,8/3/2009,6.4357,8/3/2009,5.9213,4/5/2010,4.4378,8/3/2009,2.6352,12/9/2009,2.5376,8/13/2010,9.4548,11/18/2009,2.7955,12/17/2009,2.7513,8/3/2009,4199.4751,10/22/2009,2.8015,9/10/2010,4.8213,12/28/2009,6.334,7/8/2010,4.0385,8/7/2009,0.533,5/26/2010,3.2362,8/3/2009,2.6142,8/3/2009,0.1995,4/19/2011,3.6395
8/4/2009,3.6789,8/4/2009,22.1675,8/4/2009,24.0017,8/4/2009,25.3642,8/4/2009,3.333,8/4/2009,21.6434,8/4/2009,20.763,8/4/2009,21.067,8/4/2009,30.0807,8/4/2009,30.2379,8/4/2009,22.9012,8/4/2009,19.6101,8/4/2009,4.1191,8/4/2009,2.9033,8/4/2009,2.6412,8/4/2009,22.2723,8/4/2009,54.0824,8/4/2009,14.7783,8/4/2009,6.4564,8/4/2009,5.9323,4/6/2010,4.8035,8/4/2009,2.6517,12/10/2009,2.5278,8/16/2010,9.5489,11/19/2009,2.7678,12/18/2009,2.8701,8/4/2009,4087.6218,10/23/2009,2.7838,9/14/2010,4.8072,12/29/2009,6.3539,7/9/2010,4.0339,8/10/2009,0.5466,5/31/2010,3.6541,8/4/2009,2.6098,8/4/2009,0.1991,4/20/2011,3.6511
8/5/2009,3.7396,8/5/2009,22.6483,8/5/2009,24.2811,8/5/2009,25.7032,8/5/2009,3.3498,8/5/2009,21.7002,8/5/2009,20.8364,8/5/2009,21.2788,8/5/2009,30.2328,8/5/2009,30.5488,8/5/2009,23.2276,8/5/2009,19.7725,8/5/2009,4.1926,8/5/2009,2.9285,8/5/2009,2.6757,8/5/2009,22.4903,8/5/2009,54.7772,8/5/2009,14.9584,8/5/2009,6.5838,8/5/2009,6.0044,4/7/2010,4.8113,8/5/2009,2.7178,12/11/2009,2.5204,8/17/2010,9.5311,11/20/2009,2.7319,12/21/2009,2.7256,8/5/2009,4055.6199,10/26/2009,2.7552,9/17/2010,4.6864,1/5/2010,6.1708,7/12/2010,4.033,8/11/2009,0.5425,6/1/2010,3.6537,8/5/2009,2.623,8/5/2009,0.2107,4/21/2011,3.6811
8/6/2009,3.7560,8/6/2009,22.1804,8/6/2009,23.8021,8/6/2009,25.2668,8/6/2009,3.3375,8/6/2009,21.448,8/6/2009,20.5901,8/6/2009,20.9144,8/6/2009,29.9749,8/6/2009,30.0795,8/6/2009,22.8081,8/6/2009,19.4183,8/6/2009,4.1117,8/6/2009,2.9818,8/6/2009,2.6575,8/6/2009,22.3896,8/6/2009,55.3463,8/6/2009,14.6997,8/6/2009,6.4239,8/6/2009,6.0473,4/8/2010,4.8451,8/6/2009,2.6575,12/14/2009,2.5184,8/18/2010,9.5489,11/24/2009,2.7445,12/22/2009,2.7045,8/6/2009,4007.1145,10/27/2009,2.7772,9/22/2010,4.7258,1/6/2010,6.0541,7/13/2010,4.2695,8/12/2009,0.5305,6/3/2010,3.2489,8/6/2009,2.4587,8/6/2009,0.2093,4/22/2011,3.6739
