,857 HK Equity,,386 HK Equity,,883 HK Equity,,1088 HK Equity,,2883 HK Equity,,1898 HK Equity,,1171 HK Equity,,384 HK Equity,,3337 HK Equity,,956 HK Equity,,196 HK Equity,,568 HK Equity,,975 HK Equity,,1393 HK Equity,,951 HK Equity,,686 HK Equity,,712 HK Equity,,839 HK Equity,,866 HK Equity,,3303 HK Equity,,842 HK Equity,,,,,,,,,
9/15/2010,1.11243,9/15/2010,0.64,9/15/2010,1.9004,9/15/2010,3.93,9/15/2010,1.50641,9/15/2010,1.54,9/15/2010,2.19653,9/15/2010,0.54,9/15/2010,0.09914,2/26/2013,0.23,9/15/2010,0.12103,9/15/2010,0.61,2/27/2013,0.42411,9/15/2010,0.88196,11/14/2012,0.54,9/15/2010,0.10,3/13/2012,0.19975,9/15/2010,0.37,11/9/2011,0.24191,9/15/2010,0.11,4/3/2013,0.12755,,,,,,,,,
9/16/2010,1.10083,9/16/2010,0.63,9/16/2010,1.87977,9/16/2010,3.93,9/16/2010,1.45747,9/16/2010,1.52,9/16/2010,2.18878,9/16/2010,0.53,9/16/2010,0.09914,2/27/2013,0.23,9/16/2010,0.11974,9/16/2010,0.63,2/28/2013,0.42814,9/16/2010,0.86907,11/15/2012,0.52,9/16/2010,0.10,3/14/2012,0.19712,9/16/2010,0.44,11/10/2011,0.22235,9/16/2010,0.11,4/5/2013,0.11976,,,,,,,,,
9/17/2010,1.10889,9/17/2010,0.65,9/17/2010,1.89581,9/17/2010,3.96,9/17/2010,1.45019,9/17/2010,1.55,9/17/2010,2.20233,9/17/2010,0.55,9/17/2010,0.09917,2/28/2013,0.24,9/17/2010,0.1172,9/17/2010,0.61,3/1/2013,0.42294,9/17/2010,0.88995,11/16/2012,0.51,9/17/2010,0.10,3/15/2012,0.19068,9/17/2010,0.46,11/11/2011,0.23141,9/17/2010,0.11,4/8/2013,0.11849,,,,,,,,,
9/20/2010,1.11147,9/20/2010,0.66,9/20/2010,1.88808,9/20/2010,3.92,9/20/2010,1.43989,9/20/2010,1.59,9/20/2010,2.22551,9/20/2010,0.54,9/20/2010,0.09788,3/1/2013,0.25,9/20/2010,0.11849,9/20/2010,0.61,3/4/2013,0.41128,9/20/2010,0.8848,11/19/2012,0.53,9/20/2010,0.10,3/16/2012,0.18293,9/20/2010,0.46,11/14/2011,0.23773,9/20/2010,0.11,4/9/2013,0.11849,,,,,,,,,
9/21/2010,1.11702,9/21/2010,0.66,9/21/2010,1.89391,9/21/2010,3.96,9/21/2010,1.4739,9/21/2010,1.57,9/21/2010,2.22889,9/21/2010,0.54,9/21/2010,0.09921,3/4/2013,0.27,9/21/2010,0.11853,9/21/2010,0.66,3/5/2013,0.39454,9/21/2010,0.88254,11/20/2012,0.52,9/21/2010,0.10,3/19/2012,0.17649,9/21/2010,0.49,11/15/2011,0.23129,9/21/2010,0.11,4/10/2013,0.12238,,,,,,,,,
9/22/2010,1.12274,9/22/2010,0.66,9/22/2010,1.86909,9/22/2010,3.97,9/22/2010,1.47722,9/22/2010,1.58,9/22/2010,2.20423,9/22/2010,0.53,9/22/2010,0.09925,3/5/2013,0.28,9/22/2010,0.11988,9/22/2010,0.65,3/6/2013,0.40744,9/22/2010,0.87912,11/21/2012,0.50,9/22/2010,0.10,3/20/2012,0.1739,9/22/2010,0.48,11/16/2011,0.22487,9/22/2010,0.12,4/11/2013,0.1224,,,,,,,,,
9/24/2010,1.13702,9/24/2010,0.66,9/24/2010,1.87699,9/24/2010,3.97,9/24/2010,1.48251,9/24/2010,1.58,9/24/2010,2.21732,9/24/2010,0.54,9/24/2010,0.09926,3/6/2013,0.27,9/24/2010,0.12118,9/24/2010,0.65,3/7/2013,0.41127,9/24/2010,0.88435,11/22/2012,0.52,9/24/2010,0.11,3/21/2012,0.17644,9/24/2010,0.50,11/17/2011,0.22347,9/24/2010,0.12,4/12/2013,0.11982,,,,,,,,,
9/27/2010,1.15104,9/27/2010,0.67,9/27/2010,1.91539,9/27/2010,4.05,9/27/2010,1.48488,9/27/2010,1.61,9/27/2010,2.35364,9/27/2010,0.54,9/27/2010,0.09796,3/7/2013,0.26,9/27/2010,0.11987,9/27/2010,0.65,3/8/2013,0.42544,9/27/2010,0.90356,11/23/2012,0.52,9/27/2010,0.13,3/22/2012,0.16997,9/27/2010,0.48,11/18/2011,0.21056,9/27/2010,0.11,4/15/2013,0.12496,,,,,,,,,
9/28/2010,1.13178,9/28/2010,0.66,9/28/2010,1.89747,9/28/2010,4.00,9/28/2010,1.45146,9/28/2010,1.59,9/28/2010,2.29965,9/28/2010,0.53,9/28/2010,0.09926,3/8/2013,0.27,9/28/2010,0.11601,9/28/2010,0.66,3/11/2013,0.4138,9/28/2010,0.90877,11/26/2012,0.51,9/28/2010,0.13,3/23/2012,0.16864,9/28/2010,0.48,11/21/2011,0.21053,9/28/2010,0.12,4/16/2013,0.11981,,,,,,,,,
9/29/2010,1.15503,9/29/2010,0.68,9/29/2010,1.94395,9/29/2010,4.13,9/29/2010,1.50308,9/29/2010,1.63,9/29/2010,2.41576,9/29/2010,0.53,9/29/2010,0.09926,3/11/2013,0.26,9/29/2010,0.11473,9/29/2010,0.66,3/12/2013,0.39965,9/29/2010,0.97326,11/27/2012,0.51,9/29/2010,0.13,3/26/2012,0.16735,9/29/2010,0.46,11/22/2011,0.21176,9/29/2010,0.12,4/17/2013,0.12109,,,,,,,,,
9/30/2010,1.16369,9/30/2010,0.68,9/30/2010,1.93819,9/30/2010,4.14,9/30/2010,1.56447,9/30/2010,1.65,9/30/2010,2.45367,9/30/2010,0.54,9/30/2010,0.10052,3/12/2013,0.25,9/30/2010,0.11598,9/30/2010,0.69,3/13/2013,0.39181,9/30/2010,0.98198,11/28/2012,0.51,9/30/2010,0.13,3/27/2012,0.17,9/30/2010,0.47,11/23/2011,0.20401,9/30/2010,0.12,4/18/2013,0.12494,,,,,,,,,
10/4/2010,1.22844,10/4/2010,0.69,10/4/2010,2.03408,10/4/2010,4.30,10/4/2010,1.68089,10/4/2010,1.73,10/4/2010,2.60383,10/4/2010,0.55,10/4/2010,0.10054,3/13/2013,0.25,10/4/2010,0.11601,10/4/2010,0.72,3/14/2013,0.39442,10/4/2010,1.00415,11/29/2012,0.51,10/4/2010,0.13,3/28/2012,0.14683,10/4/2010,0.46,11/24/2011,0.20652,10/4/2010,0.12,4/19/2013,0.12623,,,,,,,,,
10/5/2010,1.22228,10/5/2010,0.69,10/5/2010,2.05003,10/5/2010,4.38,10/5/2010,1.68128,10/5/2010,1.74,10/5/2010,2.62378,10/5/2010,0.55,10/5/2010,0.10057,3/14/2013,0.27,10/5/2010,0.11475,10/5/2010,0.71,3/15/2013,0.38656,10/5/2010,1.00309,11/30/2012,0.50,10/5/2010,0.12,3/29/2012,0.14554,10/5/2010,0.48,11/25/2011,0.21805,10/5/2010,0.12,4/22/2013,0.12751,,,,,,,,,
10/6/2010,1.22497,10/6/2010,0.68,10/6/2010,2.10179,10/6/2010,4.44,10/6/2010,1.63759,10/6/2010,1.72,10/6/2010,2.68204,10/6/2010,0.56,10/6/2010,0.10058,3/15/2013,0.27,10/6/2010,0.11605,10/6/2010,0.72,3/18/2013,0.39553,10/6/2010,1.01479,12/3/2012,0.49,10/6/2010,0.13,3/30/2012,0.14683,10/6/2010,0.48,11/28/2011,0.21295,10/6/2010,0.12,4/23/2013,0.12364,,,,,,,,,
10/7/2010,1.23157,10/7/2010,0.67,10/7/2010,2.09174,10/7/2010,4.46,10/7/2010,1.64038,10/7/2010,1.73,10/7/2010,2.66304,10/7/2010,0.57,10/7/2010,0.10188,3/18/2013,0.26,10/7/2010,0.12509,10/7/2010,0.70,3/19/2013,0.39425,10/7/2010,1.02137,12/4/2012,0.47,10/7/2010,0.15,4/2/2012,0.14165,10/7/2010,0.48,11/29/2011,0.21823,10/7/2010,0.12,4/24/2013,0.13652,,,,,,,,,
10/8/2010,1.21682,10/8/2010,0.67,10/8/2010,2.07273,10/8/2010,4.41,10/8/2010,1.59064,10/8/2010,1.72,10/8/2010,2.6618,10/8/2010,0.57,10/8/2010,0.10054,3/19/2013,0.26,10/8/2010,0.13019,10/8/2010,0.71,3/20/2013,0.40066,10/8/2010,1.02089,12/5/2012,0.50,10/8/2010,0.16,4/3/2012,0.14811,10/8/2010,0.47,11/30/2011,0.22265,10/8/2010,0.12,4/25/2013,0.13523,,,,,,,,,
10/11/2010,1.26059,10/11/2010,0.68,10/11/2010,2.16542,10/11/2010,4.55,10/11/2010,1.63438,10/11/2010,1.80,10/11/2010,2.80989,10/11/2010,0.56,10/11/2010,0.10312,3/20/2013,0.27,10/11/2010,0.13534,10/11/2010,0.72,3/21/2013,0.39677,10/11/2010,1.06982,12/6/2012,0.50,10/11/2010,0.17,4/5/2012,0.15198,10/11/2010,0.49,12/1/2011,0.22782,10/11/2010,0.12,4/26/2013,0.13267,,,,,,,,,
10/12/2010,1.27458,10/12/2010,0.70,10/12/2010,2.08521,10/12/2010,4.51,10/12/2010,1.60837,10/12/2010,1.81,10/12/2010,2.77083,10/12/2010,0.57,10/12/2010,0.10052,3/21/2013,0.27,10/12/2010,0.13532,10/12/2010,0.71,3/22/2013,0.39158,10/12/2010,1.089,12/7/2012,0.48,10/12/2010,0.18,4/10/2012,0.14939,10/12/2010,0.49,12/2/2011,0.22144,10/12/2010,0.13,4/29/2013,0.13271,,,,,,,,,
10/13/2010,1.28091,10/13/2010,0.73,10/13/2010,2.06441,10/13/2010,4.57,10/13/2010,1.62884,10/13/2010,1.86,10/13/2010,2.81569,10/13/2010,0.56,10/13/2010,0.1018,3/22/2013,0.29,10/13/2010,0.1366,10/13/2010,0.72,3/25/2013,0.38266,10/13/2010,1.09792,12/10/2012,0.50,10/13/2010,0.20,4/11/2012,0.14682,10/13/2010,0.48,12/5/2011,0.21236,10/13/2010,0.12,4/30/2013,0.13788,,,,,,,,,
10/14/2010,1.29676,10/14/2010,0.74,10/14/2010,2.15525,10/14/2010,4.63,10/14/2010,1.62933,10/14/2010,1.84,10/14/2010,2.86808,10/14/2010,0.62,10/14/2010,0.10183,3/25/2013,0.30,10/14/2010,0.13148,10/14/2010,0.70,3/26/2013,0.37757,10/14/2010,1.0918,12/11/2012,0.50,10/14/2010,0.19,4/12/2012,0.15069,10/14/2010,0.48,12/6/2011,0.20972,10/14/2010,0.12,5/2/2013,0.13404,,,,,,,,,
10/15/2010,1.30198,10/15/2010,0.74,10/15/2010,2.11411,10/15/2010,4.56,10/15/2010,1.63457,10/15/2010,1.82,10/15/2010,2.90046,10/15/2010,0.60,10/15/2010,0.10055,3/26/2013,0.29,10/15/2010,0.13535,10/15/2010,0.66,3/27/2013,0.37871,10/15/2010,1.08928,12/12/2012,0.50,10/15/2010,0.18,4/13/2012,0.15078,10/15/2010,0.48,12/7/2011,0.21486,10/15/2010,0.12,5/3/2013,0.13274,,,,,,,,,
10/18/2010,1.27362,10/18/2010,0.74,10/18/2010,2.08317,10/18/2010,4.52,10/18/2010,1.58043,10/18/2010,1.78,10/18/2010,2.78444,10/18/2010,0.59,10/18/2010,0.10313,3/27/2013,0.28,10/18/2010,0.13793,10/18/2010,0.68,3/28/2013,0.36713,10/18/2010,1.05834,12/13/2012,0.49,10/18/2010,0.17,4/16/2012,0.14565,10/18/2010,0.48,12/8/2011,0.21219,10/18/2010,0.13,5/6/2013,0.13402,,,,,,,,,
10/19/2010,1.29383,10/19/2010,0.74,10/19/2010,2.1057,10/19/2010,4.58,10/19/2010,1.59023,10/19/2010,1.81,10/19/2010,2.83509,10/19/2010,0.62,10/19/2010,0.10309,3/28/2013,0.27,10/19/2010,0.1482,10/19/2010,0.68,4/2/2013,0.35169,10/19/2010,1.04769,12/14/2012,0.50,10/19/2010,0.17,4/17/2012,0.14692,10/19/2010,0.49,12/9/2011,0.20559,10/19/2010,0.15,5/7/2013,0.13272,,,,,,,,,
10/20/2010,1.26127,10/20/2010,0.74,10/20/2010,2.05102,10/20/2010,4.51,10/20/2010,1.52796,10/20/2010,1.77,10/20/2010,2.78279,10/20/2010,0.60,10/20/2010,0.10307,4/2/2013,0.26,10/20/2010,0.14558,10/20/2010,0.71,4/3/2013,0.34657,10/20/2010,1.0371,12/17/2012,0.50,10/20/2010,0.16,4/18/2012,0.14818,10/20/2010,0.48,12/12/2011,0.19273,10/20/2010,0.15,5/8/2013,0.13145,,,,,,,,,
10/21/2010,1.26597,10/21/2010,0.73,10/21/2010,2.07088,10/21/2010,4.48,10/21/2010,1.56604,10/21/2010,1.82,10/21/2010,2.80754,10/21/2010,0.60,10/21/2010,0.10174,4/3/2013,0.24,10/21/2010,0.14424,10/21/2010,0.67,4/5/2013,0.34254,10/21/2010,1.05605,12/18/2012,0.51,10/21/2010,0.14,4/19/2012,0.14556,10/21/2010,0.48,12/13/2011,0.18642,10/21/2010,0.14,5/9/2013,0.13275,,,,,,,,,
10/22/2010,1.25713,10/22/2010,0.71,10/22/2010,2.05314,10/22/2010,4.50,10/22/2010,1.55081,10/22/2010,1.84,10/22/2010,2.8015,10/22/2010,0.59,10/22/2010,0.10047,4/5/2013,0.24,10/22/2010,0.14426,10/22/2010,0.65,4/8/2013,0.33615,10/22/2010,1.06264,12/19/2012,0.51,10/22/2010,0.17,4/20/2012,0.14302,10/22/2010,0.46,12/14/2011,0.18883,10/22/2010,0.13,5/10/2013,0.13143,,,,,,,,,
10/25/2010,1.28002,10/25/2010,0.74,10/25/2010,2.08051,10/25/2010,4.67,10/25/2010,1.55716,10/25/2010,1.92,10/25/2010,3.10659,10/25/2010,0.59,10/25/2010,0.1057,4/8/2013,0.25,10/25/2010,0.14695,10/25/2010,0.64,4/9/2013,0.33616,10/25/2010,1.08537,12/20/2012,0.52,10/25/2010,0.17,4/23/2012,0.14302,10/25/2010,0.46,12/15/2011,0.17863,10/25/2010,0.14,5/13/2013,0.12884,,,,,,,,,
10/26/2010,1.29142,10/26/2010,0.76,10/26/2010,2.08277,10/26/2010,4.68,10/26/2010,1.56723,10/26/2010,1.93,10/26/2010,3.02878,10/26/2010,0.56,10/26/2010,0.10311,4/9/2013,0.26,10/26/2010,0.14693,10/26/2010,0.65,4/10/2013,0.3478,10/26/2010,1.10583,12/21/2012,0.52,10/26/2010,0.16,4/24/2012,0.13918,10/26/2010,0.46,12/16/2011,0.17729,10/26/2010,0.14,5/14/2013,0.12626,,,,,,,,,
10/27/2010,1.23597,10/27/2010,0.73,10/27/2010,2.03116,10/27/2010,4.57,10/27/2010,1.54399,10/27/2010,1.82,10/27/2010,2.89338,10/27/2010,0.55,10/27/2010,0.10053,4/10/2013,0.26,10/27/2010,0.14177,10/27/2010,0.63,4/11/2013,0.32855,10/27/2010,1.07744,12/24/2012,0.52,10/27/2010,0.17,4/25/2012,0.13659,10/27/2010,0.44,12/19/2011,0.1657,10/27/2010,0.13,5/15/2013,0.12626,,,,,,,,,
10/28/2010,1.22998,10/28/2010,0.74,10/28/2010,2.03966,10/28/2010,4.57,10/28/2010,1.58583,10/28/2010,1.78,10/28/2010,2.86867,10/28/2010,0.57,10/28/2010,0.10185,4/11/2013,0.27,10/28/2010,0.14698,10/28/2010,0.62,4/12/2013,0.3221,10/28/2010,1.0714,12/27/2012,0.50,10/28/2010,0.18,4/26/2012,0.14048,10/28/2010,0.43,12/20/2011,0.16447,10/28/2010,0.14,5/16/2013,0.13524,,,,,,,,,
10/29/2010,1.22044,10/29/2010,0.73,10/29/2010,2.07191,10/29/2010,4.45,10/29/2010,1.62295,10/29/2010,1.73,10/29/2010,2.87694,10/29/2010,0.57,10/29/2010,0.10321,4/12/2013,0.27,10/29/2010,0.15094,10/29/2010,0.61,4/15/2013,0.31046,10/29/2010,1.06563,12/28/2012,0.53,10/29/2010,0.19,4/27/2012,0.13274,10/29/2010,0.44,12/21/2011,0.16449,10/29/2010,0.14,5/20/2013,0.13528,,,,,,,,,
11/1/2010,1.24487,11/1/2010,0.74,11/1/2010,2.14918,11/1/2010,4.64,11/1/2010,1.70541,11/1/2010,1.80,11/1/2010,3.05735,11/1/2010,0.57,11/1/2010,0.10578,4/15/2013,0.27,11/1/2010,0.15996,11/1/2010,0.61,4/16/2013,0.31046,11/1/2010,1.09394,12/31/2012,0.52,11/1/2010,0.20,4/30/2012,0.13018,11/1/2010,0.44,12/22/2011,0.15934,11/1/2010,0.14,5/21/2013,0.13529,,,,,,,,,
11/2/2010,1.23465,11/2/2010,0.74,11/2/2010,2.17773,11/2/2010,4.60,11/2/2010,1.6978,11/2/2010,1.78,11/2/2010,2.96083,11/2/2010,0.57,11/2/2010,0.10321,4/16/2013,0.27,11/2/2010,0.17675,11/2/2010,0.63,4/17/2013,0.2937,11/2/2010,1.10435,1/2/2013,0.53,11/2/2010,0.20,5/2/2012,0.14308,11/2/2010,0.43,12/23/2011,0.17231,11/2/2010,0.14,5/22/2013,0.13141,,,,,,,,,
11/3/2010,1.27724,11/3/2010,0.77,11/3/2010,2.19066,11/3/2010,4.66,11/3/2010,1.74427,11/3/2010,1.79,11/3/2010,2.95442,11/3/2010,0.57,11/3/2010,0.1045,4/17/2013,0.27,11/3/2010,0.17675,11/3/2010,0.62,4/18/2013,0.2795,11/3/2010,1.09533,1/3/2013,0.53,11/3/2010,0.19,5/3/2012,0.13919,11/3/2010,0.42,12/28/2011,0.1659,11/3/2010,0.14,5/23/2013,0.13011,,,,,,,,,
11/4/2010,1.28604,11/4/2010,0.78,11/4/2010,2.19284,11/4/2010,4.67,11/4/2010,1.79297,11/4/2010,1.81,11/4/2010,3.01193,11/4/2010,0.58,11/4/2010,0.10448,4/18/2013,0.28,11/4/2010,0.17543,11/4/2010,0.62,4/19/2013,0.28723,11/4/2010,1.09642,1/4/2013,0.51,11/4/2010,0.19,5/4/2012,0.13399,11/4/2010,0.44,12/29/2011,0.16854,11/4/2010,0.14,5/24/2013,0.12751,,,,,,,,,
11/5/2010,1.32119,11/5/2010,0.78,11/5/2010,2.28111,11/5/2010,4.78,11/5/2010,1.88373,11/5/2010,1.84,11/5/2010,3.17395,11/5/2010,0.58,11/5/2010,0.10451,4/19/2013,0.29,11/5/2010,0.17547,11/5/2010,0.62,4/22/2013,0.28336,11/5/2010,1.1083,1/7/2013,0.54,11/5/2010,0.19,5/7/2012,0.13141,11/5/2010,0.47,12/30/2011,0.17125,11/5/2010,0.14,5/27/2013,0.13009,,,,,,,,,
11/8/2010,1.32377,11/8/2010,0.78,11/8/2010,2.32498,11/8/2010,4.84,11/8/2010,1.8734,11/8/2010,1.85,11/8/2010,3.18685,11/8/2010,0.59,11/8/2010,0.1058,4/22/2013,0.29,11/8/2010,0.17547,11/8/2010,0.62,4/23/2013,0.27562,11/8/2010,1.13411,1/8/2013,0.55,11/8/2010,0.20,5/8/2012,0.13141,11/8/2010,0.49,1/3/2012,0.17379,11/8/2010,0.14,5/28/2013,0.12751,,,,,,,,,
11/9/2010,1.31075,11/9/2010,0.77,11/9/2010,2.27575,11/9/2010,4.79,11/9/2010,1.81905,11/9/2010,1.81,11/9/2010,3.19946,11/9/2010,0.58,11/9/2010,0.10579,4/23/2013,0.28,11/9/2010,0.18578,11/9/2010,0.62,4/24/2013,0.28463,11/9/2010,1.12368,1/9/2013,0.55,11/9/2010,0.20,5/9/2012,0.13138,11/9/2010,0.48,1/4/2012,0.17122,11/9/2010,0.14,5/29/2013,0.1288,,,,,,,,,
11/10/2010,1.31078,11/10/2010,0.77,11/10/2010,2.22678,11/10/2010,4.78,11/10/2010,1.87328,11/10/2010,1.79,11/10/2010,3.15439,11/10/2010,0.58,11/10/2010,0.10579,4/24/2013,0.28,11/10/2010,0.18578,11/10/2010,0.62,4/25/2013,0.29235,11/10/2010,1.11855,1/10/2013,0.53,11/10/2010,0.20,5/10/2012,0.13138,11/10/2010,0.48,1/5/2012,0.16613,11/10/2010,0.14,5/30/2013,0.13009,,,,,,,,,
11/11/2010,1.35473,11/11/2010,0.79,11/11/2010,2.30176,11/11/2010,4.86,11/11/2010,1.90179,11/11/2010,1.82,11/11/2010,3.2062,11/11/2010,0.59,11/11/2010,0.10451,4/25/2013,0.28,11/11/2010,0.18192,11/11/2010,0.61,4/26/2013,0.29496,11/11/2010,1.12507,1/11/2013,0.54,11/11/2010,0.20,5/11/2012,0.12749,11/11/2010,0.47,1/6/2012,0.1674,11/11/2010,0.14,5/31/2013,0.12496,,,,,,,,,
11/12/2010,1.32363,11/12/2010,0.77,11/12/2010,2.2525,11/12/2010,4.62,11/12/2010,1.83451,11/12/2010,1.77,11/12/2010,3.08976,11/12/2010,0.57,11/12/2010,0.10192,4/26/2013,0.28,11/12/2010,0.17287,11/12/2010,0.60,4/29/2013,0.29248,11/12/2010,1.09142,1/14/2013,0.55,11/12/2010,0.20,5/14/2012,0.12748,11/12/2010,0.46,1/9/2012,0.16739,11/12/2010,0.14,6/3/2013,0.12496,,,,,,,,,
11/15/2010,1.29768,11/15/2010,0.74,11/15/2010,2.21354,11/15/2010,4.47,11/15/2010,1.76464,11/15/2010,1.70,11/15/2010,2.96686,11/15/2010,0.56,11/15/2010,0.09933,4/29/2013,0.28,11/15/2010,0.16769,11/15/2010,0.60,4/30/2013,0.29637,11/15/2010,1.05904,1/15/2013,0.51,11/15/2010,0.22,5/15/2012,0.12616,11/15/2010,0.46,1/10/2012,0.17642,11/15/2010,0.13,6/4/2013,0.12499,,,,,,,,,
11/16/2010,1.27013,11/16/2010,0.73,11/16/2010,2.18437,11/16/2010,4.44,11/16/2010,1.73305,11/16/2010,1.66,11/16/2010,2.92711,11/16/2010,0.56,11/16/2010,0.09542,4/30/2013,0.29,11/16/2010,0.16763,11/16/2010,0.60,5/2/2013,0.29902,11/16/2010,1.03803,1/16/2013,0.51,11/16/2010,0.21,5/16/2012,0.11586,11/16/2010,0.45,1/11/2012,0.1764,11/16/2010,0.13,6/5/2013,0.12498,,,,,,,,,
11/17/2010,1.2285,11/17/2010,0.71,11/17/2010,2.12442,11/17/2010,4.27,11/17/2010,1.69387,11/17/2010,1.60,11/17/2010,2.77155,11/17/2010,0.55,11/17/2010,0.09668,5/2/2013,0.29,11/17/2010,0.15469,11/17/2010,0.57,5/3/2013,0.28868,11/17/2010,1.00291,1/17/2013,0.51,11/17/2010,0.21,5/17/2012,0.11842,11/17/2010,0.43,1/12/2012,0.18153,11/17/2010,0.13,6/6/2013,0.12368,,,,,,,,,
11/18/2010,1.2356,11/18/2010,0.72,11/18/2010,2.22873,11/18/2010,4.32,11/18/2010,1.74635,11/18/2010,1.64,11/18/2010,2.8633,11/18/2010,0.54,11/18/2010,0.1006,5/3/2013,0.29,11/18/2010,0.16122,11/18/2010,0.59,5/6/2013,0.29382,11/18/2010,1.01634,1/18/2013,0.50,11/18/2010,0.21,5/18/2012,0.11589,11/18/2010,0.44,1/13/2012,0.18283,11/18/2010,0.13,6/7/2013,0.12109,,,,,,,,,
11/19/2010,1.251,11/19/2010,0.72,11/19/2010,2.26985,11/19/2010,4.28,11/19/2010,1.82362,11/19/2010,1.64,11/19/2010,2.87601,11/19/2010,0.54,11/19/2010,0.09802,5/6/2013,0.30,11/19/2010,0.16121,11/19/2010,0.58,5/7/2013,0.28605,11/19/2010,1.0137,1/21/2013,0.51,11/19/2010,0.21,5/21/2012,0.11332,11/19/2010,0.45,1/16/2012,0.17894,11/19/2010,0.13,6/10/2013,0.12622,,,,,,,,,
11/22/2010,1.25851,11/22/2010,0.73,11/22/2010,2.28234,11/22/2010,4.30,11/22/2010,1.85682,11/22/2010,1.64,11/22/2010,2.8626,11/22/2010,0.55,11/22/2010,0.098,5/7/2013,0.30,11/22/2010,0.15602,11/22/2010,0.62,5/8/2013,0.28738,11/22/2010,1.0032,1/22/2013,0.51,11/22/2010,0.23,5/22/2012,0.1172,11/22/2010,0.45,1/17/2012,0.19318,11/22/2010,0.13,6/11/2013,0.12235,,,,,,,,,
11/23/2010,1.21673,11/23/2010,0.72,11/23/2010,2.20403,11/23/2010,4.25,11/23/2010,1.81736,11/23/2010,1.59,11/23/2010,2.7776,11/23/2010,0.54,11/23/2010,0.09796,5/8/2013,0.28,11/23/2010,0.15209,11/23/2010,0.62,5/9/2013,0.28484,11/23/2010,0.97184,1/23/2013,0.50,11/23/2010,0.23,5/23/2012,0.11462,11/23/2010,0.44,1/18/2012,0.20744,11/23/2010,0.13,6/13/2013,0.1185,,,,,,,,,
11/24/2010,1.22321,11/24/2010,0.72,11/24/2010,2.21182,11/24/2010,4.32,11/24/2010,1.81999,11/24/2010,1.61,11/24/2010,2.75189,11/24/2010,0.56,11/24/2010,0.09925,5/9/2013,0.29,11/24/2010,0.14952,11/24/2010,0.63,5/10/2013,0.28477,11/24/2010,0.96155,1/24/2013,0.50,11/24/2010,0.23,5/24/2012,0.12107,11/24/2010,0.44,1/19/2012,0.22553,11/24/2010,0.13,6/14/2013,0.11339,,,,,,,,,
11/25/2010,1.22687,11/25/2010,0.73,11/25/2010,2.19857,11/25/2010,4.35,11/25/2010,1.81195,11/25/2010,1.62,11/25/2010,2.80298,11/25/2010,0.58,11/25/2010,0.09794,5/10/2013,0.29,11/25/2010,0.1482,11/25/2010,0.61,5/13/2013,0.26928,11/25/2010,0.96526,1/25/2013,0.49,11/25/2010,0.23,5/25/2012,0.1198,11/25/2010,0.44,1/20/2012,0.22035,11/25/2010,0.13,6/17/2013,0.1134,,,,,,,,,
11/26/2010,1.20932,11/26/2010,0.72,11/26/2010,2.17394,11/26/2010,4.26,11/26/2010,1.81591,11/26/2010,1.58,11/26/2010,2.80114,11/26/2010,0.57,11/26/2010,0.09788,5/13/2013,0.29,11/26/2010,0.15712,11/26/2010,0.62,5/14/2013,0.26412,11/26/2010,0.95046,1/28/2013,0.50,11/26/2010,0.23,5/28/2012,0.11723,11/26/2010,0.43,1/26/2012,0.22174,11/26/2010,0.13,6/18/2013,0.11213,,,,,,,,,
11/29/2010,1.24646,11/29/2010,0.73,11/29/2010,2.20963,11/29/2010,4.27,11/29/2010,1.83363,11/29/2010,1.57,11/29/2010,2.80067,11/29/2010,0.57,11/29/2010,0.09786,5/14/2013,0.31,11/29/2010,0.15452,11/29/2010,0.62,5/15/2013,0.2654,11/29/2010,0.94386,1/29/2013,0.49,11/29/2010,0.22,5/29/2012,0.11978,11/29/2010,0.43,1/27/2012,0.22178,11/29/2010,0.12,6/19/2013,0.11216,,,,,,,,,
11/30/2010,1.24263,11/30/2010,0.72,11/30/2010,2.16848,11/30/2010,4.20,11/30/2010,1.82853,11/30/2010,1.58,11/30/2010,2.77499,11/30/2010,0.51,11/30/2010,0.09915,5/15/2013,0.33,11/30/2010,0.15581,11/30/2010,0.61,5/16/2013,0.26791,11/30/2010,0.92714,1/30/2013,0.50,11/30/2010,0.22,5/30/2012,0.12622,11/30/2010,0.43,1/30/2012,0.22048,11/30/2010,0.13,6/20/2013,0.11092,,,,,,,,,
12/1/2010,1.2543,12/1/2010,0.72,12/1/2010,2.18923,12/1/2010,4.29,12/1/2010,1.8544,12/1/2010,1.62,12/1/2010,2.85243,12/1/2010,0.49,12/1/2010,0.09787,5/16/2013,0.34,12/1/2010,0.15453,12/1/2010,0.61,5/20/2013,0.27313,12/1/2010,0.90531,1/31/2013,0.51,12/1/2010,0.22,5/31/2012,0.12497,12/1/2010,0.44,1/31/2012,0.21789,12/1/2010,0.13,6/21/2013,0.10827,,,,,,,,,
