,151 HK Equity,,322 HK Equity,,1044 HK Equity,,220 HK Equity,,1112 HK Equity,,1025 HK Equity,,1230 HK Equity,,829 HK Equity,,1117 HK Equity,,1700 HK Equity,,1068 HK Equity,,1886 HK Equity,,980 HK Equity,,1006 HK Equity,,1007 HK Equity,,1717 HK Equity,,1338 HK Equity,,2218 HK Equity,,814 HK Equity,,,,
10/6/2009,0.58322,10/6/2009,2.08,10/6/2009,6.25,10/6/2009,0.57419,5/24/2012,2.49,10/6/2009,1.60256,4/2/2012,0.16,3/10/2011,0.59057,5/3/2012,0.27,3/22/2012,0.7211,10/6/2009,2.21,10/6/2009,0.64,10/6/2009,1.22,5/23/2011,0.66,3/29/2012,0.21638,3/7/2011,0.30,11/26/2010,0.40,10/6/2009,0.41935,10/6/2009,0.61,,,,
10/7/2009,0.57419,10/7/2009,2.07,10/7/2009,6.17,10/7/2009,0.56257,5/25/2012,2.40,10/7/2009,1.60772,4/3/2012,0.16,3/11/2011,0.60092,5/4/2012,0.27,3/23/2012,0.72733,10/7/2009,2.22,10/7/2009,0.66,10/7/2009,1.25,5/24/2011,0.67,3/30/2012,0.21638,3/8/2011,0.29,11/29/2010,0.41,10/7/2009,0.41935,10/7/2009,0.63,,,,
10/8/2009,0.58064,10/8/2009,2.09,10/8/2009,6.08,10/8/2009,0.56902,5/28/2012,2.50,10/8/2009,1.5845,4/5/2012,0.16,3/14/2011,0.59877,5/7/2012,0.26,3/26/2012,0.72731,10/8/2009,2.18,10/8/2009,0.65,10/8/2009,1.21,5/25/2011,0.66,4/2/2012,0.21634,3/9/2011,0.29,11/30/2010,0.41,10/8/2009,0.41935,10/8/2009,0.65,,,,
10/9/2009,0.58451,10/9/2009,2.13,10/9/2009,6.19,10/9/2009,0.56773,5/29/2012,2.52,10/9/2009,1.56901,4/10/2012,0.16,3/15/2011,0.59118,5/8/2012,0.26,3/27/2012,0.73795,10/9/2009,2.15,10/9/2009,0.65,10/9/2009,1.20,5/26/2011,0.67,4/3/2012,0.21637,3/10/2011,0.29,12/1/2010,0.40,10/9/2009,0.40645,10/9/2009,0.65,,,,
10/12/2009,0.58063,10/12/2009,2.14,10/12/2009,6.31,10/12/2009,0.56773,5/30/2012,2.58,10/12/2009,1.58706,4/11/2012,0.16,3/16/2011,0.57703,5/9/2012,0.26,3/28/2012,0.72127,10/12/2009,2.12,10/12/2009,0.65,10/12/2009,1.20,5/27/2011,0.66,4/5/2012,0.21637,3/11/2011,0.30,12/2/2010,0.40,10/12/2009,0.4258,10/12/2009,0.66,,,,
10/13/2009,0.5729,10/13/2009,2.17,10/13/2009,6.32,10/13/2009,0.56257,5/31/2012,2.51,10/13/2009,1.56127,4/12/2012,0.16,3/17/2011,0.56646,5/10/2012,0.26,3/29/2012,0.72384,10/13/2009,2.10,10/13/2009,0.66,10/13/2009,1.22,5/30/2011,0.67,4/10/2012,0.21636,3/14/2011,0.30,12/3/2010,0.40,10/13/2009,0.44516,10/13/2009,0.66,,,,
10/14/2009,0.57677,10/14/2009,2.20,10/14/2009,6.46,10/14/2009,0.56644,6/1/2012,2.53,10/14/2009,1.55353,4/13/2012,0.16,3/18/2011,0.57111,5/11/2012,0.25,3/30/2012,0.72384,10/14/2009,2.12,10/14/2009,0.66,10/14/2009,1.22,5/31/2011,0.68,4/11/2012,0.21637,3/15/2011,0.29,12/6/2010,0.39,10/14/2009,0.44516,10/14/2009,0.67,,,,
10/15/2009,0.57418,10/15/2009,2.24,10/15/2009,6.56,10/15/2009,0.5587,6/4/2012,2.42,10/15/2009,1.57415,4/16/2012,0.16,3/21/2011,0.57707,5/14/2012,0.25,4/2/2012,0.73271,10/15/2009,2.14,10/15/2009,0.66,10/15/2009,1.21,6/1/2011,0.68,4/12/2012,0.21637,3/16/2011,0.31,12/7/2010,0.40,10/15/2009,0.44515,10/15/2009,0.68,,,,
10/16/2009,0.58062,10/16/2009,2.24,10/16/2009,6.34,10/16/2009,0.56771,6/5/2012,2.44,10/16/2009,1.60508,4/17/2012,0.15,3/22/2011,0.57156,5/15/2012,0.26,4/3/2012,0.73411,10/16/2009,2.21,10/16/2009,0.65,10/16/2009,1.18,6/2/2011,0.67,4/13/2012,0.21651,3/17/2011,0.32,12/8/2010,0.40,10/16/2009,0.43869,10/16/2009,0.68,,,,
10/19/2009,0.56643,10/19/2009,2.27,10/19/2009,6.31,10/19/2009,0.56127,6/6/2012,2.45,10/19/2009,1.58962,4/18/2012,0.15,3/23/2011,0.55816,5/16/2012,0.25,4/5/2012,0.71996,10/19/2009,2.19,10/19/2009,0.66,10/19/2009,1.22,6/3/2011,0.67,4/16/2012,0.21655,3/18/2011,0.31,12/9/2010,0.40,10/19/2009,0.44514,10/19/2009,0.67,,,,
10/20/2009,0.56386,10/20/2009,2.28,10/20/2009,6.26,10/20/2009,0.56773,6/7/2012,2.43,10/20/2009,1.59224,4/19/2012,0.16,3/24/2011,0.57807,5/17/2012,0.25,4/10/2012,0.70832,10/20/2009,2.12,10/20/2009,0.70,10/20/2009,1.23,6/7/2011,0.67,4/17/2012,0.21652,3/21/2011,0.31,12/10/2010,0.40,10/20/2009,0.44516,10/20/2009,0.70,,,,
10/21/2009,0.56773,10/21/2009,2.25,10/21/2009,6.45,10/21/2009,0.56644,6/8/2012,2.44,10/21/2009,1.62837,4/20/2012,0.16,3/25/2011,0.58571,5/18/2012,0.24,4/11/2012,0.69804,10/21/2009,2.12,10/21/2009,0.69,10/21/2009,1.22,6/8/2011,0.66,4/18/2012,0.21647,3/22/2011,0.31,12/13/2010,0.40,10/21/2009,0.44516,10/21/2009,0.71,,,,
10/22/2009,0.57806,10/22/2009,2.26,10/22/2009,6.48,10/22/2009,0.56773,6/11/2012,2.48,10/22/2009,1.5845,4/23/2012,0.16,3/28/2011,0.57566,5/21/2012,0.23,4/12/2012,0.69934,10/22/2009,2.09,10/22/2009,0.69,10/22/2009,1.21,6/9/2011,0.65,4/19/2012,0.21641,3/23/2011,0.33,12/14/2010,0.40,10/22/2009,0.4387,10/22/2009,0.74,,,,
10/23/2009,0.58065,10/23/2009,2.22,10/23/2009,6.60,10/23/2009,0.58194,6/12/2012,2.42,10/23/2009,1.7471,4/24/2012,0.15,3/29/2011,0.56853,5/22/2012,0.24,4/13/2012,0.70622,10/23/2009,2.05,10/23/2009,0.68,10/23/2009,1.18,6/10/2011,0.64,4/20/2012,0.21646,3/24/2011,0.32,12/15/2010,0.40,10/23/2009,0.44516,10/23/2009,0.77,,,,
10/27/2009,0.58063,10/27/2009,2.28,10/27/2009,6.71,10/27/2009,0.60257,6/13/2012,2.40,10/27/2009,1.82705,4/25/2012,0.15,3/30/2011,0.59417,5/23/2012,0.24,4/16/2012,0.70635,10/27/2009,1.96,10/27/2009,0.67,10/27/2009,1.21,6/13/2011,0.64,4/23/2012,0.21646,3/25/2011,0.33,12/16/2010,0.39,10/27/2009,0.43225,10/27/2009,0.75,,,,
10/28/2009,0.58966,10/28/2009,2.29,10/28/2009,6.71,10/28/2009,0.61547,6/14/2012,2.39,10/28/2009,1.83221,4/26/2012,0.15,3/31/2011,0.58509,5/24/2012,0.24,4/17/2012,0.70885,10/28/2009,2.04,10/28/2009,0.66,10/28/2009,1.21,6/14/2011,0.64,4/24/2012,0.2165,3/28/2011,0.33,12/17/2010,0.37,10/28/2009,0.44515,10/28/2009,0.74,,,,
10/29/2009,0.58191,10/29/2009,2.23,10/29/2009,6.59,10/29/2009,0.60642,6/15/2012,2.45,10/29/2009,1.66701,4/27/2012,0.16,4/1/2011,0.5785,5/25/2012,0.24,4/18/2012,0.71384,10/29/2009,2.07,10/29/2009,0.65,10/29/2009,1.17,6/15/2011,0.64,4/25/2012,0.21649,3/29/2011,0.33,12/20/2010,0.36,10/29/2009,0.44514,10/29/2009,0.72,,,,
10/30/2009,0.59225,10/30/2009,2.25,10/30/2009,6.48,10/30/2009,0.62193,6/18/2012,2.50,10/30/2009,1.71095,4/30/2012,0.16,4/4/2011,0.59639,5/28/2012,0.24,4/19/2012,0.70978,10/30/2009,2.07,10/30/2009,0.65,10/30/2009,1.20,6/16/2011,0.62,4/26/2012,0.21651,3/30/2011,0.32,12/21/2010,0.37,10/30/2009,0.4387,10/30/2009,0.75,,,,
11/2/2009,0.59869,11/2/2009,2.31,11/2/2009,6.32,11/2/2009,0.62192,6/19/2012,2.51,11/2/2009,1.74705,5/2/2012,0.17,4/6/2011,0.59888,5/29/2012,0.24,4/20/2012,0.72153,11/2/2009,2.10,11/2/2009,0.65,11/2/2009,1.17,6/17/2011,0.61,4/27/2012,0.21651,3/31/2011,0.32,12/22/2010,0.37,11/2/2009,0.44515,11/2/2009,0.74,,,,
11/3/2009,0.63094,11/3/2009,2.31,11/3/2009,6.34,11/3/2009,0.64256,6/20/2012,2.48,11/3/2009,1.69284,5/3/2012,0.16,4/7/2011,0.6383,5/30/2012,0.25,4/23/2012,0.71765,11/3/2009,2.18,11/3/2009,0.65,11/3/2009,1.16,6/20/2011,0.61,4/30/2012,0.21655,4/1/2011,0.32,12/23/2010,0.36,11/3/2009,0.43869,11/3/2009,0.74,,,,
11/4/2009,0.64128,11/4/2009,2.29,11/4/2009,6.35,11/4/2009,0.65548,6/21/2012,2.50,11/4/2009,1.71611,5/4/2012,0.16,4/8/2011,0.66696,5/31/2012,0.26,4/24/2012,0.72166,11/4/2009,2.27,11/4/2009,0.65,11/4/2009,1.17,6/21/2011,0.61,5/2/2012,0.21656,4/4/2011,0.35,12/24/2010,0.36,11/4/2009,0.44516,11/4/2009,0.74,,,,
11/5/2009,0.64257,11/5/2009,2.27,11/5/2009,6.45,11/5/2009,0.67483,6/22/2012,2.48,11/5/2009,1.69288,5/7/2012,0.15,4/11/2011,0.65773,6/1/2012,0.26,4/25/2012,0.72292,11/5/2009,2.29,11/5/2009,0.66,11/5/2009,1.20,6/22/2011,0.61,5/3/2012,0.21651,4/6/2011,0.38,12/28/2010,0.36,11/5/2009,0.50322,11/5/2009,0.76,,,,
11/6/2009,0.63096,11/6/2009,2.27,11/6/2009,6.48,11/6/2009,0.6387,6/25/2012,2.45,11/6/2009,1.64643,5/8/2012,0.15,4/12/2011,0.63677,6/4/2012,0.26,4/26/2012,0.71914,11/6/2009,2.24,11/6/2009,0.65,11/6/2009,1.19,6/23/2011,0.60,5/4/2012,0.21645,4/7/2011,0.37,12/29/2010,0.36,11/6/2009,0.49677,11/6/2009,0.76,,,,
11/9/2009,0.63999,11/9/2009,2.27,11/9/2009,6.57,11/9/2009,0.63354,6/26/2012,2.42,11/9/2009,1.6774,5/9/2012,0.15,4/13/2011,0.64175,6/5/2012,0.25,4/27/2012,0.73202,11/9/2009,2.17,11/9/2009,0.65,11/9/2009,1.21,6/24/2011,0.62,5/7/2012,0.21644,4/8/2011,0.37,12/30/2010,0.36,11/9/2009,0.48386,11/9/2009,0.75,,,,
11/10/2009,0.66709,11/10/2009,2.31,11/10/2009,6.69,11/10/2009,0.63096,6/27/2012,2.44,11/10/2009,1.62579,5/10/2012,0.15,4/14/2011,0.65983,6/6/2012,0.25,4/30/2012,0.73986,11/10/2009,2.22,11/10/2009,0.65,11/10/2009,1.21,6/27/2011,0.64,5/8/2012,0.21645,4/11/2011,0.37,12/31/2010,0.37,11/10/2009,0.47741,11/10/2009,0.78,,,,
11/11/2009,0.66193,11/11/2009,2.29,11/11/2009,6.61,11/11/2009,0.63483,6/28/2012,2.50,11/11/2009,1.67998,5/11/2012,0.15,4/15/2011,0.65605,6/7/2012,0.25,5/2/2012,0.71541,11/11/2009,2.23,11/11/2009,0.65,11/11/2009,1.19,6/28/2011,0.64,5/9/2012,0.21639,4/12/2011,0.38,1/3/2011,0.36,11/11/2009,0.45806,11/11/2009,0.80,,,,
11/12/2009,0.6916,11/12/2009,2.30,11/12/2009,6.71,11/12/2009,0.63354,6/29/2012,2.60,11/12/2009,1.71353,5/14/2012,0.15,4/18/2011,0.65194,6/8/2012,0.26,5/3/2012,0.71527,11/12/2009,2.25,11/12/2009,0.65,11/12/2009,1.26,6/29/2011,0.65,5/10/2012,0.21639,4/13/2011,0.40,1/4/2011,0.37,11/12/2009,0.45161,11/12/2009,0.78,,,,
11/13/2009,0.68902,11/13/2009,2.29,11/13/2009,6.81,11/13/2009,0.6258,7/3/2012,2.73,11/13/2009,1.65417,5/15/2012,0.16,4/19/2011,0.65184,6/11/2012,0.26,5/4/2012,0.74727,11/13/2009,2.23,11/13/2009,0.65,11/13/2009,1.25,6/30/2011,0.66,5/11/2012,0.21635,4/14/2011,0.39,1/5/2011,0.36,11/13/2009,0.45806,11/13/2009,0.77,,,,
11/16/2009,0.68515,11/16/2009,2.36,11/16/2009,7.06,11/16/2009,0.6516,7/4/2012,2.69,11/16/2009,1.66449,5/16/2012,0.15,4/20/2011,0.66401,6/12/2012,0.26,5/7/2012,0.69314,11/16/2009,2.26,11/16/2009,0.65,11/16/2009,1.28,7/4/2011,0.67,5/14/2012,0.21634,4/15/2011,0.39,1/6/2011,0.35,11/16/2009,0.47096,11/16/2009,0.75,,,,
11/17/2009,0.69676,11/17/2009,2.35,11/17/2009,7.19,11/17/2009,0.63869,7/5/2012,2.71,11/17/2009,1.65415,5/17/2012,0.15,4/21/2011,0.66298,6/13/2012,0.25,5/8/2012,0.68413,11/17/2009,2.39,11/17/2009,0.65,11/17/2009,1.29,7/5/2011,0.65,5/15/2012,0.21627,4/18/2011,0.39,1/7/2011,0.34,11/17/2009,0.4645,11/17/2009,0.76,,,,
11/18/2009,0.73547,11/18/2009,2.36,11/18/2009,7.45,11/18/2009,0.64515,7/6/2012,2.66,11/18/2009,1.67482,5/18/2012,0.15,4/26/2011,0.64856,6/14/2012,0.24,5/9/2012,0.68267,11/18/2009,2.37,11/18/2009,0.65,11/18/2009,1.29,7/6/2011,0.66,5/16/2012,0.21627,4/19/2011,0.38,1/10/2011,0.35,11/18/2009,0.47096,11/18/2009,0.75,,,,
11/19/2009,0.73031,11/19/2009,2.35,11/19/2009,7.00,11/19/2009,0.6787,7/9/2012,2.65,11/19/2009,1.67482,5/21/2012,0.15,4/27/2011,0.64999,6/15/2012,0.23,5/10/2012,0.69811,11/19/2009,2.45,11/19/2009,0.65,11/19/2009,1.29,7/7/2011,0.67,5/17/2012,0.21624,4/20/2011,0.39,1/11/2011,0.34,11/19/2009,0.46451,11/19/2009,0.73,,,,
11/20/2009,0.71611,11/20/2009,2.37,11/20/2009,7.03,11/20/2009,0.66321,7/10/2012,2.60,11/20/2009,1.65931,5/22/2012,0.16,4/28/2011,0.65642,6/18/2012,0.24,5/11/2012,0.70313,11/20/2009,2.40,11/20/2009,0.65,11/20/2009,1.28,7/8/2011,0.67,5/18/2012,0.21632,4/21/2011,0.38,1/12/2011,0.34,11/20/2009,0.47741,11/20/2009,0.73,,,,
11/23/2009,0.71096,11/23/2009,2.38,11/23/2009,7.10,11/23/2009,0.67354,7/11/2012,2.51,11/23/2009,1.67224,5/23/2012,0.16,4/29/2011,0.66433,6/19/2012,0.24,5/14/2012,0.70695,11/23/2009,2.35,11/23/2009,0.65,11/23/2009,1.29,7/11/2011,0.67,5/21/2012,0.21634,4/26/2011,0.37,1/13/2011,0.34,11/23/2009,0.49677,11/23/2009,0.74,,,,
11/24/2009,0.69418,11/24/2009,2.38,11/24/2009,7.32,11/24/2009,0.66709,7/12/2012,2.45,11/24/2009,1.64901,5/24/2012,0.16,5/3/2011,0.65529,6/20/2012,0.24,5/15/2012,0.69902,11/24/2009,2.31,11/24/2009,0.65,11/24/2009,1.33,7/12/2011,0.66,5/22/2012,0.21636,4/27/2011,0.36,1/14/2011,0.34,11/24/2009,0.49677,11/24/2009,0.73,,,,
11/25/2009,0.68386,11/25/2009,2.38,11/25/2009,7.27,11/25/2009,0.65031,7/13/2012,2.39,11/25/2009,1.65159,5/25/2012,0.16,5/4/2011,0.65517,6/21/2012,0.24,5/16/2012,0.69131,11/25/2009,2.35,11/25/2009,0.65,11/25/2009,1.34,7/13/2011,0.67,5/23/2012,0.21636,4/28/2011,0.35,1/17/2011,0.32,11/25/2009,0.49032,11/25/2009,0.72,,,,
11/26/2009,0.69547,11/26/2009,2.46,11/26/2009,7.26,11/26/2009,0.66192,7/16/2012,2.42,11/26/2009,1.62576,5/28/2012,0.16,5/5/2011,0.64462,6/22/2012,0.24,5/17/2012,0.68862,11/26/2009,2.37,11/26/2009,0.63,11/26/2009,1.32,7/14/2011,0.67,5/24/2012,0.21639,4/29/2011,0.36,1/18/2011,0.31,11/26/2009,0.47741,11/26/2009,0.72,,,,
11/27/2009,0.68125,11/27/2009,2.46,11/27/2009,7.05,11/27/2009,0.6606,7/17/2012,2.50,11/27/2009,1.59216,5/29/2012,0.16,5/6/2011,0.64849,6/25/2012,0.24,5/18/2012,0.66314,11/27/2009,2.32,11/27/2009,0.61,11/27/2009,1.29,7/15/2011,0.67,5/25/2012,0.21641,5/3/2011,0.36,1/19/2011,0.35,11/27/2009,0.46449,11/27/2009,0.70,,,,
11/30/2009,0.69935,11/30/2009,2.48,11/30/2009,7.18,11/30/2009,0.68257,7/18/2012,2.44,11/30/2009,1.65159,5/30/2012,0.17,5/9/2011,0.64331,6/26/2012,0.24,5/21/2012,0.64645,11/30/2009,2.45,11/30/2009,0.62,11/30/2009,1.32,7/18/2011,0.66,5/28/2012,0.21642,5/4/2011,0.34,1/20/2011,0.34,11/30/2009,0.49032,11/30/2009,0.72,,,,
12/1/2009,0.72128,12/1/2009,2.52,12/1/2009,7.74,12/1/2009,0.6787,7/19/2012,2.33,12/1/2009,1.62062,5/31/2012,0.17,5/11/2011,0.64723,6/27/2012,0.24,5/22/2012,0.65037,12/1/2009,2.47,12/1/2009,0.62,12/1/2009,1.37,7/19/2011,0.66,5/29/2012,0.21638,5/5/2011,0.35,1/21/2011,0.34,12/1/2009,0.48386,12/1/2009,0.76,,,,
12/2/2009,0.72257,12/2/2009,2.56,12/2/2009,7.43,12/2/2009,0.69677,7/20/2012,2.32,12/2/2009,1.70578,6/1/2012,0.16,5/12/2011,0.64139,6/28/2012,0.24,5/23/2012,0.64652,12/2/2009,2.53,12/2/2009,0.63,12/2/2009,1.39,7/20/2011,0.67,5/30/2012,0.21637,5/6/2011,0.35,1/24/2011,0.32,12/2/2009,0.49032,12/2/2009,0.82,,,,
12/3/2009,0.72515,12/3/2009,2.58,12/3/2009,7.35,12/3/2009,0.72773,7/23/2012,2.26,12/3/2009,1.72385,6/4/2012,0.16,5/13/2011,0.65873,6/29/2012,0.23,5/24/2012,0.64659,12/3/2009,2.58,12/3/2009,0.64,12/3/2009,1.38,7/21/2011,0.67,5/31/2012,0.21645,5/9/2011,0.34,1/25/2011,0.30,12/3/2009,0.49032,12/3/2009,0.81,,,,
12/4/2009,0.70064,12/4/2009,2.60,12/4/2009,7.31,12/4/2009,0.70838,7/24/2012,2.19,12/4/2009,1.76514,6/5/2012,0.16,5/16/2011,0.65317,7/3/2012,0.24,5/25/2012,0.6428,12/4/2009,2.56,12/4/2009,0.63,12/4/2009,1.40,7/22/2011,0.68,6/1/2012,0.21647,5/11/2011,0.34,1/26/2011,0.29,12/4/2009,0.49032,12/4/2009,0.82,,,,
12/7/2009,0.71481,12/7/2009,2.59,12/7/2009,7.33,12/7/2009,0.71868,7/25/2012,2.15,12/7/2009,1.71864,6/6/2012,0.15,5/17/2011,0.65596,7/4/2012,0.24,5/28/2012,0.6544,12/7/2009,2.63,12/7/2009,0.75,12/7/2009,1.46,7/25/2011,0.68,6/4/2012,0.21653,5/12/2011,0.34,1/27/2011,0.27,12/7/2009,0.52256,12/7/2009,0.81,,,,
12/8/2009,0.70964,12/8/2009,2.59,12/8/2009,7.33,12/8/2009,0.71738,7/26/2012,2.11,12/8/2009,1.70314,6/7/2012,0.16,5/18/2011,0.6675,7/5/2012,0.25,5/29/2012,0.64529,12/8/2009,2.70,12/8/2009,0.69,12/8/2009,1.56,7/26/2011,0.69,6/5/2012,0.21652,5/13/2011,0.34,1/28/2011,0.29,12/8/2009,0.49675,12/8/2009,0.83,,,,
12/9/2009,0.70705,12/9/2009,2.61,12/9/2009,7.33,12/9/2009,0.68383,7/27/2012,2.13,12/9/2009,1.70312,6/8/2012,0.15,5/19/2011,0.67014,7/6/2012,0.28,5/30/2012,0.63365,12/9/2009,2.67,12/9/2009,0.67,12/9/2009,1.52,7/27/2011,0.69,6/6/2012,0.21655,5/16/2011,0.33,1/31/2011,0.28,12/9/2009,0.49029,12/9/2009,0.85,,,,
12/10/2009,0.69543,12/10/2009,2.60,12/10/2009,7.17,12/10/2009,0.67608,7/30/2012,2.18,12/10/2009,1.71342,6/11/2012,0.16,5/20/2011,0.6637,7/9/2012,0.27,5/31/2012,0.63389,12/10/2009,2.60,12/10/2009,0.66,12/10/2009,1.46,7/28/2011,0.68,6/7/2012,0.21655,5/17/2011,0.33,2/1/2011,0.28,12/10/2009,0.49028,12/10/2009,0.82,,,,
12/11/2009,0.68641,12/11/2009,2.63,12/11/2009,7.25,12/11/2009,0.67738,7/31/2012,2.24,12/11/2009,1.72118,6/12/2012,0.16,5/23/2011,0.66729,7/10/2012,0.28,6/1/2012,0.64297,12/11/2009,2.71,12/11/2009,0.69,12/11/2009,1.51,7/29/2011,0.67,6/8/2012,0.21655,5/18/2011,0.32,2/2/2011,0.29,12/11/2009,0.50319,12/11/2009,0.81,,,,
12/14/2009,0.69019,12/14/2009,2.63,12/14/2009,7.44,12/14/2009,0.70567,8/1/2012,2.28,12/14/2009,1.67709,6/13/2012,0.16,5/24/2011,0.66219,7/11/2012,0.28,6/4/2012,0.63155,12/14/2009,2.73,12/14/2009,0.68,12/14/2009,1.48,8/1/2011,0.66,6/11/2012,0.21649,5/19/2011,0.32,2/7/2011,0.28,12/14/2009,0.49668,12/14/2009,0.83,,,,
12/15/2009,0.69002,12/15/2009,2.62,12/15/2009,7.60,12/15/2009,0.71324,8/2/2012,2.29,12/15/2009,1.67926,6/14/2012,0.15,5/25/2011,0.66559,7/12/2012,0.27,6/5/2012,0.64182,12/15/2009,2.67,12/15/2009,0.68,12/15/2009,1.49,8/2/2011,0.67,6/12/2012,0.21651,5/20/2011,0.32,2/8/2011,0.29,12/15/2009,0.49011,12/15/2009,0.85,,,,
12/16/2009,0.70813,12/16/2009,2.49,12/16/2009,7.35,12/16/2009,0.71716,8/3/2012,2.29,12/16/2009,1.63812,6/15/2012,0.15,5/26/2011,0.66147,7/13/2012,0.28,6/6/2012,0.63546,12/16/2009,2.62,12/16/2009,0.68,12/16/2009,1.50,8/3/2011,0.66,6/13/2012,0.21655,5/23/2011,0.30,2/9/2011,0.29,12/16/2009,0.4837,12/16/2009,0.84,,,,
12/17/2009,0.68334,12/17/2009,2.43,12/17/2009,7.26,12/17/2009,0.69624,8/6/2012,2.32,12/17/2009,1.6426,6/18/2012,0.15,5/27/2011,0.66159,7/16/2012,0.28,6/7/2012,0.6316,12/17/2009,2.69,12/17/2009,0.66,12/17/2009,1.59,8/4/2011,0.66,6/14/2012,0.21653,5/24/2011,0.30,2/10/2011,0.28,12/17/2009,0.45771,12/17/2009,0.83,,,,
12/18/2009,0.6716,12/18/2009,2.36,12/18/2009,7.10,12/18/2009,0.71929,8/7/2012,2.36,12/18/2009,1.54687,6/19/2012,0.15,5/30/2011,0.66587,7/17/2012,0.27,6/8/2012,0.6419,12/18/2009,2.58,12/18/2009,0.65,12/18/2009,1.51,8/5/2011,0.63,6/15/2012,0.21654,5/25/2011,0.30,2/11/2011,0.28,12/18/2009,0.45117,12/18/2009,0.81,,,,
12/21/2009,0.68206,12/21/2009,2.38,12/21/2009,6.91,12/21/2009,0.70398,8/8/2012,2.36,12/21/2009,1.53432,6/20/2012,0.15,5/31/2011,0.6776,7/18/2012,0.26,6/11/2012,0.63143,12/21/2009,2.55,12/21/2009,0.69,12/21/2009,1.61,8/8/2011,0.60,6/18/2012,0.21651,5/26/2011,0.30,2/14/2011,0.28,12/21/2009,0.46416,12/21/2009,0.81,,,,
12/22/2009,0.67966,12/22/2009,2.42,12/22/2009,7.14,12/22/2009,0.699,8/9/2012,2.37,12/22/2009,1.62757,6/21/2012,0.15,6/1/2011,0.693,7/19/2012,0.26,6/12/2012,0.62503,12/22/2009,2.61,12/22/2009,0.68,12/22/2009,1.71,8/9/2011,0.59,6/19/2012,0.21653,5/27/2011,0.30,2/15/2011,0.28,12/22/2009,0.44494,12/22/2009,0.81,,,,
12/23/2009,0.70161,12/23/2009,2.44,12/23/2009,7.35,12/23/2009,0.71967,8/10/2012,2.34,12/23/2009,1.61215,6/22/2012,0.15,6/2/2011,0.71079,7/20/2012,0.26,6/13/2012,0.63547,12/23/2009,2.64,12/23/2009,0.67,12/23/2009,1.62,8/10/2011,0.59,6/20/2012,0.21653,5/30/2011,0.31,2/16/2011,0.27,12/23/2009,0.47075,12/23/2009,0.81,,,,
12/24/2009,0.69617,12/24/2009,2.44,12/24/2009,7.36,12/24/2009,0.70778,8/13/2012,2.34,12/24/2009,1.65019,6/25/2012,0.15,6/3/2011,0.70975,7/23/2012,0.26,6/14/2012,0.63542,12/24/2009,2.66,12/24/2009,0.68,12/24/2009,1.61,8/11/2011,0.56,6/21/2012,0.21651,5/31/2011,0.32,2/17/2011,0.26,12/24/2009,0.46411,12/24/2009,0.83,,,,
12/28/2009,0.70399,12/28/2009,2.46,12/28/2009,7.41,12/28/2009,0.71559,8/14/2012,2.36,12/28/2009,1.63491,6/26/2012,0.15,6/7/2011,0.70567,7/24/2012,0.26,6/15/2012,0.63158,12/28/2009,2.73,12/28/2009,0.68,12/28/2009,1.68,8/12/2011,0.57,6/22/2012,0.21647,6/1/2011,0.31,2/18/2011,0.27,12/28/2009,0.47062,12/28/2009,0.82,,,,
12/29/2009,0.69889,12/29/2009,2.47,12/29/2009,7.41,12/29/2009,0.72596,8/15/2012,2.40,12/29/2009,1.58603,6/27/2012,0.15,6/8/2011,0.71194,7/25/2012,0.27,6/18/2012,0.58768,12/29/2009,2.75,12/29/2009,0.70,12/29/2009,1.65,8/15/2011,0.59,6/25/2012,0.21648,6/2/2011,0.30,2/21/2011,0.26,12/29/2009,0.4771,12/29/2009,0.81,,,,
12/30/2009,0.6912,12/30/2009,2.47,12/30/2009,7.31,12/30/2009,0.7286,8/16/2012,2.43,12/30/2009,1.57068,6/28/2012,0.15,6/9/2011,0.70663,7/26/2012,0.26,6/19/2012,0.58127,12/30/2009,2.84,12/30/2009,0.71,12/30/2009,1.64,8/16/2011,0.60,6/26/2012,0.21651,6/3/2011,0.29,2/22/2011,0.26,12/30/2009,0.47714,12/30/2009,0.83,,,,
12/31/2009,0.70163,12/31/2009,2.48,12/31/2009,7.43,12/31/2009,0.73645,8/17/2012,2.42,12/31/2009,1.58382,6/29/2012,0.15,6/10/2011,0.70656,7/27/2012,0.27,6/20/2012,0.55679,12/31/2009,2.97,12/31/2009,0.71,12/31/2009,1.68,8/17/2011,0.57,6/27/2012,0.21654,6/7/2011,0.30,2/23/2011,0.26,12/31/2009,0.48366,12/31/2009,0.82,,,,
1/4/2010,0.70531,1/4/2010,2.46,1/4/2010,7.44,1/4/2010,0.73367,8/20/2012,2.40,1/4/2010,1.66076,7/3/2012,0.16,6/13/2011,0.70001,7/30/2012,0.27,6/21/2012,0.54127,1/4/2010,2.93,1/4/2010,0.72,1/4/2010,1.64,8/18/2011,0.58,6/28/2012,0.21652,6/8/2011,0.29,2/24/2011,0.26,1/4/2010,0.50932,1/4/2010,0.85,,,,
